adj_form_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
painful,11,0.18,0.4,0,0,0,0.0,1,2,2.2248595461286986,1,0.0,0.0,0.0,1.1343125221954626,1.1
sad,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
present,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903554,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
possible,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
poor,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
ready,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
related,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
responsible,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
pleased,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
partisan,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903554,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
beautiful,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
small,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
sharp,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
significant,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
nice,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
spectacular,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
bad,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
surprised,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
sustainable,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
telling,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
tiny,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
tough,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
true,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
unknown,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
unsettling,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
well-known,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
normal,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
intense,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
natural,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
encouraging,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
better,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
boring,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
brutal,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903554,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
certain,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
clean,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
clear,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
competitive,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
concerned,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
conscious,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
critical,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
crowded,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
dominant,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
dramatic,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
entrenched,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
lucky,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
evident,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
fragile,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
free,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
frustrated,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
great,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
heavy,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
high,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
high-profile,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
higher,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
impressed,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
beloved,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
intractable,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
legal,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
able,11,0.09,0.3,0,0,0,0.0,1,1,3.3166247903553994,1,0.0,0.0,0.0,1.0650410894399627,1.0476190476190477
