hit_id,adv_form_lower,adj_form_lower,bigram_lower,neg_form_lower,all_forms_lower,text_window,token_str
pcc_eng_23_005.2133_x0067956_03:06-10-11,particularly,religious,particularly_religious,none,none_particularly_religious,"odd thing is , none of them are particularly religious , or even all","The odd thing is , none of them are particularly religious , or even all that disciplined , so I wonder why they do it ."
pcc_eng_03_088.5503_x1417812_04:21-24-25,particularly,religious,particularly_religious,none,none_particularly_religious,"variety of reasons , none of them particularly religious .","Writer-director Estevez launches a mismatched group of modern pilgrims along this sacred site , for a variety of reasons , none of them particularly religious ."
pcc_eng_01_091.2514_x1459322_39:13-17-18,particularly,religious,particularly_religious,none,none_particularly_religious,"of my grandparents , none of whom were particularly religious or dogmatic in any","I was the first grandchild for all four of my grandparents , none of whom were particularly religious or dogmatic in any way ."
pcc_eng_00_006.8904_x0095113_24:7-8-9,particularly,religious,particularly_religious,nor,nor_particularly_religious,though i was neither a republican nor particularly religious at that time in my life,"Though I was neither a Republican nor particularly religious at that time in my life , I recall being pre-occupied with Mr Brady and praying that he would be okay ; that he would not only survive , but would make a full recovery ."
pcc_eng_08_041.8209_x0660697_21:22-23-24,particularly,religious,particularly_religious,nor,nor_particularly_religious,"jewish , i am not observant nor particularly religious , and i spent much of","I should say here that although I consider myself in many ways to be culturally Jewish , I am not observant nor particularly religious , and I spent much of my childhood attending Unitarian services with my mother , who was born into an old Unitarian family ."
pcc_eng_08_059.1513_x0941690_05:09-10-11,particularly,religious,particularly_religious,nor,nor_particularly_religious,"know that patrick was neither irish nor particularly religious , at least not initially ?","Did you know that Patrick was neither Irish nor particularly religious , at least not initially ?"
pcc_eng_24_100.3194_x1606818_60:3-4-5,particularly,religious,particularly_religious,not,not_particularly_religious,i 'm not particularly religious so i do n't really pray,I 'm not particularly religious so I do n't really pray at all - apart from when I have to get on a plane .
pcc_eng_09_083.1293_x1328596_04:14-15-16,particularly,religious,particularly_religious,not,not_particularly_religious,"to upper-middle - class backgrounds , not particularly religious and socially pretty liberal .","They 're educated and from middle - to upper-middle - class backgrounds , not particularly religious and socially pretty liberal ."
pcc_eng_27_053.9190_x0855476_144:3-4-5,particularly,religious,particularly_religious,not,not_particularly_religious,i am not particularly religious these days but i fail to,"I am not particularly religious these days but I fail to believe that a Creator would make a celestial haven for those who have done good that did not include animals - the beings that have brought the most joy , and unconditional love to humans - sometimes more than other humans ."
pcc_eng_15_001.6889_x0011012_114:18-19-20,particularly,religious,particularly_religious,not,not_particularly_religious,to syria to join isis were not particularly religious when they were young -- the,"In fact , studies show that most French Muslims who travel to Syria to join ISIS were not particularly religious when they were young -- the vast majority came from families of non-believers ."
pcc_eng_08_076.5977_x1223954_550:3-4-5,particularly,religious,particularly_religious,not,not_particularly_religious,"i am not particularly religious , spiritual , yes , but","I am not particularly religious , spiritual , yes , but religious no ."
pcc_eng_10_086.0396_x1374382_041:3-4-5,particularly,religious,particularly_religious,not,not_particularly_religious,i 'm not particularly religious so i wo n't say much,I 'm not particularly religious so I wo n't say much about it .
pcc_eng_06_021.3747_x0329612_04:4-5-6,particularly,religious,particularly_religious,not,not_particularly_religious,"our households are not particularly religious , nor often organized , but","Our households are not particularly religious , nor often organized , but certain traditions and a sense of seasonal rhythm ( however loose ) unites us as family ."
pcc_eng_02_047.2039_x0747408_12:4-5-6,particularly,religious,particularly_religious,not,not_particularly_religious,"if you are not particularly religious , just try to be in","If you are not particularly religious , just try to be in a quiet surrounding by yourself ."
pcc_eng_25_080.0056_x1279012_46:28-29-30,particularly,religious,particularly_religious,not,not_particularly_religious,"weeks ago and considering they 're not particularly religious , i guess this would be","Now that I think about it , my IL 's used the whole "" reproduction "" argument on me a few weeks ago and considering they 're not particularly religious , I guess this would be outside of the bible defense ."
pcc_eng_08_044.1793_x0698757_35:23-24-25,particularly,religious,particularly_religious,not,not_particularly_religious,"be contrary to those who are not particularly religious , the story and the execution","Though the author 's opinions may not be popular with every reader , and may even be contrary to those who are not particularly religious , the story and the execution are truly brilliant ."
nyt_eng_19961001_0010_4:2-3-4,particularly,religious,particularly_religious,not,not_particularly_religious,"though not particularly religious , hirata is shamed into this","though not particularly religious , Hirata is shamed into this act by his traditionalist grandfather , who claims that until the proper ceremony is performed , his parents ' spirits will wander aimlessly ."
pcc_eng_20_006.0688_x0081621_007:7-8-9,particularly,religious,particularly_religious,not,not_particularly_religious,the first is that i am not particularly religious .,The first is that I am not particularly religious .
pcc_eng_12_010.6268_x0155976_002:4-5-6,particularly,religious,particularly_religious,not,not_particularly_religious,My upbringing was not particularly religious .,My upbringing was not particularly religious .
pcc_eng_24_020.3747_x0312925_75:3-4-5,particularly,religious,particularly_religious,not,not_particularly_religious,"i am not particularly religious , yet i find my spiritual","I am not particularly religious , yet I find my spiritual belief system a source of strength ."
pcc_eng_07_028.9536_x0452187_084:20-22-23,particularly,religious,particularly_religious,not,not_particularly_religious,a number of them were not even particularly religious .,"Many of these could better be described as Arab nationalists than Islamists , and a number of them were not even particularly religious ."
pcc_eng_26_009.7126_x0140803_36:46-47-48,particularly,religious,particularly_religious,not,not_particularly_religious,", of the people involved is not particularly religious -- it's the parents or grandparents","The first interesting point Kensky brings up is one I think about a lot : sure , intermarriages and inter-dating are becoming more common on TV and in movies , but usually at least one , if not both , of the people involved is not particularly religious -- it's the parents or grandparents stressing religion and culture , or family history ."
pcc_eng_18_036.7245_x0578132_30:20-21-22,particularly,religious,particularly_religious,not,not_particularly_religious,eat pork and that he 's not particularly religious .,He tells his parents ( and his religious relatives ) that he does eat pork and that he 's not particularly religious .
nyt_eng_20000816_0114_39:14-15-16,particularly,religious,particularly_religious,not,not_particularly_religious,'ll warn you that he 's not particularly religious .,"ask him about it , and he 'll warn you that he 's not particularly religious ."
pcc_eng_12_038.6726_x0609385_19:22-23-24,particularly,religious,particularly_religious,not,not_particularly_religious,"america , even if he is not particularly religious himself .","Many white Christians believe Trump may be an effective instrument in God 's plan for America , even if he is not particularly religious himself ."
pcc_eng_01_091.5944_x1464856_258:3-4-5,particularly,religious,particularly_religious,not,not_particularly_religious,my ( not particularly religious ) parents sent me to catholic,"My ( not particularly religious ) parents sent me to Catholic school from 1st - 12th grade , solely for the quality of education , though of course I received all of the Catholic guilt and brainwashing that inevitably comes with the package ."
pcc_eng_12_032.0712_x0503053_180:3-4-5,particularly,religious,particularly_religious,not,not_particularly_religious,he 's not particularly religious but he 's married to a,He 's not particularly religious but he 's married to a devout Christian named Nan and Nan likes to refer to God as Papa .
pcc_eng_06_022.3864_x0346128_283:32-33-34,particularly,religious,particularly_religious,not,not_particularly_religious,group ( even though she 's not particularly religious ) .,"She signed up for line dancing lessons , took a part-time job at Goodwill , adopted a cat from the shelter & joined a church group ( even though she 's not particularly religious ) ."
nyt_eng_20000624_0035_33:5-6-7,particularly,religious,particularly_religious,not,not_particularly_religious,even greeks who are not particularly religious are not dismissive of the church,even Greeks who are not particularly religious are not dismissive of the church 's role .
pcc_eng_09_088.0627_x1408701_081:16-17-18,particularly,religious,particularly_religious,not,not_particularly_religious,"- says that though he 's not particularly religious , he prays to see them","Dicko - the first judge to rise to applaud - says that though he 's not particularly religious , he prays to see them onstage each week ."
pcc_eng_10_024.4163_x0378286_04:09-10-11,particularly,religious,particularly_religious,not,not_particularly_religious,"a catholic upbringing , i 'm not particularly religious .","Save for a Catholic upbringing , I 'm not particularly religious ."
pcc_eng_23_039.2789_x0618509_03:6-7-8,particularly,religious,particularly_religious,not,not_particularly_religious,"abraham lincoln , who was not particularly religious , said he was often driven","Abraham Lincoln , who was not particularly religious , said he was often driven to his knees because he had nowhere else to go ."
pcc_eng_05_090.1616_x1442350_33:16-17-18,particularly,religious,particularly_religious,not,not_particularly_religious,communist rule most cuban ladies are not particularly religious .,Because of the over fifty years of officially atheistic communist rule most Cuban ladies are not particularly religious .
pcc_eng_05_037.1622_x0585592_06:09-10-11,particularly,religious,particularly_religious,not,not_particularly_religious,the 85 people in attendance were not particularly religious about their judaism .,Most of the 85 people in attendance were not particularly religious about their Judaism .
pcc_eng_07_059.8306_x0950940_25:16-17-18,particularly,religious,particularly_religious,not,not_particularly_religious,this thought that the boomers were not particularly religious ; they were busy finding jobs,In the ' 60s and ' 70s there was this thought that the boomers were not particularly religious ; they were busy finding jobs and setting up house .
pcc_eng_01_041.6291_x0656739_10:12-13-14,particularly,religious,particularly_religious,not,not_particularly_religious,"is an eye catching , but not particularly religious , phrase .",""" Holy shift "" certainly is an eye catching , but not particularly religious , phrase ."
pcc_eng_16_082.4294_x1317946_16:3-4-5,particularly,religious,particularly_religious,not,not_particularly_religious,"she is not particularly religious , but she desperately needs someone","She is not particularly religious , but she desperately needs someone to talk to ."
pcc_eng_05_039.4269_x0621989_03:10-11-12,particularly,religious,particularly_religious,not,not_particularly_religious,"an infant , his family was not particularly religious and neither was charles , until","Although baptized as an infant , his family was not particularly religious and neither was Charles , until an experience during his first few months at university ."
pcc_eng_28_077.2944_x1234071_04:19-20-21,particularly,religious,particularly_religious,not,not_particularly_religious,"came from a family that was not particularly religious , i felt the idea of","But that always gave me a fright , because even though I came from a family that was not particularly religious , I felt the idea of a divine intestine to be sacrilegious Spontaneously , without any theological training , I , a child , grasped the incompatibility of God and shit and thus came to question the basic thesis of Christian anthropology , namely , that man was created in God 's image . """
pcc_eng_14_002.5242_x0024686_14:3-4-5,particularly,religious,particularly_religious,not,not_particularly_religious,"i 'm not particularly religious , but i do n't doubt","I 'm not particularly religious , but I do n't doubt that somebody or something influenced the decision to aim the telescope at that particular area of space ."
apw_eng_19980105_1071_45:31-32-33,particularly,religious,particularly_religious,not,not_particularly_religious,"eyes , even if you are not particularly religious or poetically inclined .","since these farms are high up on the hills , the sweeping views of the ocean and the surroundings often bring tears to your eyes , even if you are not particularly religious or poetically inclined ."
pcc_eng_04_074.7236_x1190826_20:5-6-7,particularly,religious,particularly_religious,not,not_particularly_religious,"even if you 're not particularly religious , just singing hymns during a","Even if you 're not particularly religious , just singing hymns during a service could be helpful in providing positive emotions ."
pcc_eng_26_044.3493_x0701099_43:4-5-6,particularly,religious,particularly_religious,not,not_particularly_religious,"this man is not particularly religious , and does n't see jesse","This man is not particularly religious , and does n't see Jesse 's points ."
nyt_eng_20061011_0262_74:09-10-11,particularly,religious,particularly_religious,not,not_particularly_religious,"jewish , but his parents were not particularly religious and he did not have a","Spitzer is Jewish , but his parents were not particularly religious and he did not have a bar mitzvah ; Wall Spitzer was raised Southern Baptist ."
nyt_eng_20050408_0228_35:30-31-32,particularly,religious,particularly_religious,not,not_particularly_religious,that even though his parents are not particularly religious he has become a daily communicant,"`` He captured our soul with a lot of force , '' said Javier Martin , 16 , of Madrid , who said that even though his parents are not particularly religious he has become a daily communicant through the teachings of John Paul ."
pcc_eng_04_077.4349_x1234613_27:23-24-25,particularly,religious,particularly_religious,not,not_particularly_religious,"conscientious , connected people who are not particularly religious and have not regularly read the",""" There is a large part of the population that considers themselves smart , educated , conscientious , connected people who are not particularly religious and have not regularly read the Bible , "" said Larry Norton , a former publishing executive and president of Illuminated World , the company that is publishing "" Bible Illuminated . """
pcc_eng_16_025.3820_x0394643_08:3-6-7,particularly,religious,particularly_religious,not,not_particularly_religious,"apparently known not to be particularly religious , reports indicate that he was","Apparently known not to be particularly religious , reports indicate that he was both mentally unstable and swayed by the kind of hate that is antithetical to genuine faith ."
pcc_eng_23_089.2675_x1426516_23:20-21-22,particularly,religious,particularly_religious,not,not_particularly_religious,"' saying , "" i 'm not particularly religious but i like to think it","The woman who saw the Marmite Jesus ' took comfort from the image ' saying , "" I 'm not particularly religious but I like to think it 's Jesus looking out for us . """
pcc_eng_20_081.9457_x1307772_110:12-13-14,particularly,religious,particularly_religious,not,not_particularly_religious,", when a person who is not particularly religious or patriotic suddenly becomes fervent about","CID occurs , for example , when a person who is not particularly religious or patriotic suddenly becomes fervent about their religion or patriotism due to some external crisis that triggers intense devotion ."
pcc_eng_02_086.8430_x1387869_28:1-5-6,particularly,religious,particularly_religious,not,not_particularly_religious,"not because i am particularly religious , but those stories help him","Not because I am particularly religious , but those stories help him understand that being compasionate is actually something to value ."
pcc_eng_27_052.8930_x0838688_17:45-46-47,particularly,religious,particularly_religious,not,not_particularly_religious,( and i said i was not particularly religious ) .,"At low tide the Gullies are particularly obvious as seen here with the ' gullies ' in the middle distance approached by a short walk over gently shelving rocks , a short snorkel followed by heaven on earth ( and I said I was not particularly religious ) ."
pcc_eng_28_065.9268_x1050458_5:10-11-12,particularly,religious,particularly_religious,not,not_particularly_religious,"looked into it because i 'm not particularly religious , but a friend of mine","I 'd never looked into it because I 'm not particularly religious , but a friend of mine informed me today that Birthright has raised their age limit to 32 and since I am 32 for another 7 or so months , I 'm hopping right on that train ."
pcc_eng_06_106.8794_x1712805_181:4-5-6,particularly,religious,particularly_religious,not,not_particularly_religious,"my family was not particularly religious either , with the exception of","My family was not particularly religious either , with the exception of my mother who was Russian Orthodox and a born-again Christian ."
apw_eng_20020831_0461_13:13-14-15,particularly,religious,particularly_religious,not,not_particularly_religious,though she said her family is not particularly religious .,"Breeden appreciated the gesture , even though she said her family is not particularly religious ."
pcc_eng_29_010.9994_x0161687_02:4-5-6,particularly,religious,particularly_religious,not,not_particularly_religious,"whilst i 'm not particularly religious , i do have a fascination","Whilst I 'm not particularly religious , I do have a fascination of religious cultures across the world ."
pcc_eng_17_101.1620_x1618969_31:28-29-30,particularly,religious,particularly_religious,not,not_particularly_religious,"to organize his traditional , but not particularly religious , working - class community to","Hassan , the Syrian civilian activist , nostalgically recalls the early days of the nonviolent protests in Aleppo and his attempts to organize his traditional , but not particularly religious , working - class community to join the civil resistance movement ."
pcc_eng_11_087.2826_x1396653_003:4-5-6,particularly,religious,particularly_religious,not,not_particularly_religious,"although i am not particularly religious , i do like to draw","Although I am not particularly religious , I do like to draw the good things from the religions in the world and try to keep them true to myself ."
pcc_eng_28_074.0480_x1181468_198:16-17-18,particularly,religious,particularly_religious,not,not_particularly_religious,to services who say they 're not particularly religious .,I have talked to plenty of people who go to services who say they 're not particularly religious .
pcc_eng_09_036.0103_x0566783_24:3-4-5,particularly,religious,particularly_religious,not,not_particularly_religious,"i 'm not particularly religious , but there are concepts in","I 'm not particularly religious , but there are concepts in human thought that I value , and the responsibility of society is one of those ."
pcc_eng_12_065.5936_x1044091_32:18-19-20,particularly,religious,particularly_religious,not,not_particularly_religious,"works , even though he 's not particularly religious or philanthropic .","Maybe he 's inspired by April and off doing the good works , even though he 's not particularly religious or philanthropic ."
pcc_eng_27_061.7029_x0981134_32:08-09-10,particularly,religious,particularly_religious,not,not_particularly_religious,has been reported that she was not particularly religious and was said to be outgoing,It has been reported that she was not particularly religious and was said to be outgoing .
pcc_eng_11_069.4246_x1107675_30:08-09-10,particularly,religious,particularly_religious,not,not_particularly_religious,"grew up catholic , but am not particularly religious .","I grew up Catholic , but am not particularly religious ."
apw_eng_20030201_0334_34:3-4-5,particularly,religious,particularly_religious,not,not_particularly_religious,"ramon was not particularly religious , but chose to eat kosher","Ramon was not particularly religious , but chose to eat kosher food in orbit ."
pcc_eng_16_035.0772_x0551666_087:1-5-6,particularly,religious,particularly_religious,not,not_particularly_religious,not that i 'm particularly religious but being mistaken for royalty is,Not that I 'm particularly religious but being mistaken for royalty is quite flattering .
pcc_eng_20_009.2536_x0133146_063:11-12-13,particularly,religious,particularly_religious,not,not_particularly_religious,recently told us that he is not particularly religious .,"Senator Sanders , has recently told us that he is not particularly religious ."
pcc_eng_09_088.3279_x1413058_31:5-6-7,particularly,religious,particularly_religious,not,not_particularly_religious,"although his family was not particularly religious during his childhood , singh said","Although his family was not particularly religious during his childhood , Singh said he learned and internalized values of justice and compassion , which he sees as integral parts of his faith ."
pcc_eng_18_012.8081_x0191278_232:6-7-8,particularly,religious,particularly_religious,not,not_particularly_religious,"sanders describes himself as "" not particularly religious . ""","Sanders describes himself as "" not particularly religious . """
pcc_eng_03_085.7256_x1371927_30:5-6-7,particularly,religious,particularly_religious,not,not_particularly_religious,"even though i 'm not particularly religious , i 've found that the","Even though I 'm not particularly religious , I 've found that the churches and other religious buildings in almost every city or town I 've ever been to are one of the best places to visit , and they 're usually free or almost free ."
pcc_eng_04_051.1963_x0810874_51:10-11-12,particularly,religious,particularly_religious,not,not_particularly_religious,"to the world of evidence , not particularly religious at all , and appears to","He 's open to the world of evidence , not particularly religious at all , and appears to be gentle , sophisticated , relatively kind and sensitive ."
pcc_eng_15_097.9722_x1567350_06:3-4-5,particularly,religious,particularly_religious,not,not_particularly_religious,they are not particularly religious and i do not know how,They are not particularly religious and I do not know how best to answer them .
pcc_eng_26_043.6429_x0689654_42:08-10-11,particularly,religious,particularly_religious,without,without_particularly_religious,"myself quite ethnically jewish , without being particularly religious ( laughs ) .","I consider myself quite ethnically Jewish , without being particularly religious ( laughs ) ."
