hit_id,sent_id,match_id,colloc_id,sent_text,token_str,lemma_str,context_prev_id,context_prev_sent,context_next_id,context_next_sent,neg_lemma,adv_lemma,adj_lemma,neg_form,adv_form,adj_form,neg_index,adv_index,adj_index,dep_neg,dep_mod,json_source
nyt_eng_19941227_0203_2:3-4-5,nyt_eng_19941227_0203_2,3-4-5,nyt_eng_19941227_0203_2:4-5,"You're never too old to try something new, but in this case you may be too young.","you 're never too old to try something new , but in this case you may be too young .","you be never too old to try something new , but in this case you may be too young .",nyt_eng_19941227_0203_1,Meet people in all parts of the country without leaving home and without using a computer.,nyt_eng_19941227_0203_3,"You have to be at least half a century old to subscribe to Friendship Over 50, a nationwide pen pal newsletter for older adults.",never,too,old,never,too,old,2,3,4,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'old', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'never', 'ix': 2, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'old', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'too', 'ix': 3, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941227_0198_2:3-4-5,nyt_eng_19941227_0198_2,3-4-5,nyt_eng_19941227_0198_2:4-5,"You're never too old to try something new, but in this case you may be too young.","you 're never too old to try something new , but in this case you may be too young .","you be never too old to try something new , but in this case you may be too young .",nyt_eng_19941227_0198_1,Meet people in all parts of the country without leaving home and without using a computer.,nyt_eng_19941227_0198_3,"You have to be at least half a century old to subscribe to Friendship Over 50, a nationwide pen pal newsletter for older adults.",never,too,old,never,too,old,2,3,4,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'old', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'never', 'ix': 2, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'old', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'too', 'ix': 3, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941227_0158_5:14-15-16,nyt_eng_19941227_0158_5,14-15-16,nyt_eng_19941227_0158_5:15-16,"-LBQ-  Anyway,  -RDQ-  says Adler,  -LBQ-  the situation in Russia is never as bad as it seems.  -RDQ-","`` Anyway , '' says Adler , `` the situation in Russia is never as bad as it seems . ''","`` anyway , '' say Adler , `` the situation in Russia be never as bad as it seem . ''",nyt_eng_19941227_0158_4,"Adler, like some other experts, predicts that Yeltsin, for all the criticism heaped on him for his handling of the Chechnya crisis, will retain power because his foes are as opposed to one another as they are to him.",nyt_eng_19941227_0158_6,The same can't be said of Diana's situation.,never,as,bad,never,as,bad,13,14,15,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'bad', 'ix': 15, 'xpos': 'JJ'}, 'target': {'lemma': 'never', 'ix': 13, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'bad', 'ix': 15, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 14, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941227_0157_5:14-15-16,nyt_eng_19941227_0157_5,14-15-16,nyt_eng_19941227_0157_5:15-16,"-LBQ-  Anyway,  -RDQ-  says Adler,  -LBQ-  the situation in Russia is never as bad as it seems.  -RDQ-","`` Anyway , '' says Adler , `` the situation in Russia is never as bad as it seems . ''","`` anyway , '' say Adler , `` the situation in Russia be never as bad as it seem . ''",nyt_eng_19941227_0157_4,"Adler, like some other experts, predicts that Yeltsin, for all the criticism heaped on him for his handling of the Chechnya crisis, will retain power because his foes are as opposed to one another as they are to him.",nyt_eng_19941227_0157_6,The same can't be said of Diana's situation.,never,as,bad,never,as,bad,13,14,15,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'bad', 'ix': 15, 'xpos': 'JJ'}, 'target': {'lemma': 'never', 'ix': 13, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'bad', 'ix': 15, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 14, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941227_0156_5:14-15-16,nyt_eng_19941227_0156_5,14-15-16,nyt_eng_19941227_0156_5:15-16,"-LBQ-  Anyway,  -RDQ-  says Adler,  -LBQ-  the situation in Russia is never as bad as it seems.  -RDQ-","`` Anyway , '' says Adler , `` the situation in Russia is never as bad as it seems . ''","`` anyway , '' say Adler , `` the situation in Russia be never as bad as it seem . ''",nyt_eng_19941227_0156_4,"Adler, like some other experts, predicts that Yeltsin, for all the criticism heaped on him for his handling of the Chechnya crisis, will retain power because his foes are as opposed to one another as they are to him.",nyt_eng_19941227_0156_6,The same can't be said of Diana's situation.,never,as,bad,never,as,bad,13,14,15,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'bad', 'ix': 15, 'xpos': 'JJ'}, 'target': {'lemma': 'never', 'ix': 13, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'bad', 'ix': 15, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 14, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941227_0110_20:3-5-6,nyt_eng_19941227_0110_20,3-5-6,nyt_eng_19941227_0110_20:5-6,"-LBQ-  Do not get too upset if you're 1 or 2 percentage points under the benchmark,  -RDQ-  Ms. White said.","`` Do not get too upset if you 're 1 or 2 percentage points under the benchmark , '' Ms. White said .","`` do not get too upset if you be 1 or 2 percentage point under the benchmark , '' Ms. White say .",nyt_eng_19941227_0110_19,"These indexes, keep in mind, are simply benchmarks of average performance.",nyt_eng_19941227_0110_21,"She suggests that you look up your mutual funds in Morningstar Mutual Funds, a publication available in many libraries,  -LBQ-  to make sure they have four or five stars.  -RDQ-",not,too,upset,not,too,upset,2,4,5,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'upset', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 2, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'upset', 'ix': 5, 'xpos': 'JJ'}, 'target': {'lemma': 'too', 'ix': 4, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941227_0097_5:5-6-7,nyt_eng_19941227_0097_5,5-6-7,nyt_eng_19941227_0097_5:6-7,"-LBQ-  The Mojave is not quite ready for the critical list, but it's been approaching it,  -RDQ-  said Dr. Charles Douglas, a professor of biology at the University of Nevada at Las Vegas.","`` The Mojave is not quite ready for the critical list , but it 's been approaching it , '' said Dr. Charles Douglas , a professor of biology at the University of Nevada at Las Vegas .","`` the Mojave be not quite ready for the critical list , but it 's been approach it , '' say Dr. Charles Douglas , a professor of biology at the University of Nevada at Las Vegas .",nyt_eng_19941227_0097_4,Most people who study the desert are happy simply to have the broad new federal protection for the area.,nyt_eng_19941227_0097_6,"He said new communities sprouting in the desert have drained water from springs that a variety of animals, including bighorn sheep, depend on.",not,quite,ready,not,quite,ready,4,5,6,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'ready', 'ix': 6, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 4, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'ready', 'ix': 6, 'xpos': 'JJ'}, 'target': {'lemma': 'quite', 'ix': 5, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941227_0088_54:5-7-8,nyt_eng_19941227_0088_54,5-7-8,nyt_eng_19941227_0088_54:7-8,"Relations with Clinton are not really that close, it is said.","Relations with Clinton are not really that close , it is said .","Relations with Clinton be not really that close , it be say .",nyt_eng_19941227_0088_53,"It claims to have a contented work force, much of which takes advantage of a generous subsidy for employee purchases of Tyson shares.",nyt_eng_19941227_0088_55,"-LBQ-  Bill? Hell, I haven't talked with him for a while,  -RDQ-  says Tyson.",not,that,close,not,that,close,4,6,7,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'close', 'ix': 7, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 4, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'close', 'ix': 7, 'xpos': 'JJ'}, 'target': {'lemma': 'that', 'ix': 6, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941227_0086_54:5-7-8,nyt_eng_19941227_0086_54,5-7-8,nyt_eng_19941227_0086_54:7-8,"Relations with Clinton are not really that close, it is said.","Relations with Clinton are not really that close , it is said .","Relations with Clinton be not really that close , it be say .",nyt_eng_19941227_0086_53,"It claims to have a contented work force, much of which takes advantage of a generous subsidy for employee purchases of Tyson shares.",nyt_eng_19941227_0086_55,"-LBQ-  Bill? Hell, I haven't talked with him for a while,  -RDQ-  says Tyson.",not,that,close,not,that,close,4,6,7,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'close', 'ix': 7, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 4, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'close', 'ix': 7, 'xpos': 'JJ'}, 'target': {'lemma': 'that', 'ix': 6, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941227_0085_8:12-15-16,nyt_eng_19941227_0085_8,12-15-16,nyt_eng_19941227_0085_8:15-16,"The number and variety of great communicators, though, has not been nearly as confusing as the number and variety of Bill Clintons they have tried to communicate.","the number and variety of great communicators , though , has not been nearly as confusing as the number and variety of Bill Clintons they have tried to communicate .","the number and variety of great communicator , though , has not be nearly as confusing as the number and variety of Bill Clintons they have try to communicate .",nyt_eng_19941227_0085_7,The result has been a White House that has spoken in as many tongues as -- and with a clarity equal to -- the Tower of Babel.,nyt_eng_19941227_0085_9,"Indeed, over the past year Clinton has appeared to be suffering from some political strain of multiple-personality disorder.",not,as,confusing,not,as,confusing,11,14,15,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'confusing', 'ix': 15, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 11, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'confusing', 'ix': 15, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 14, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941227_0080_54:5-7-8,nyt_eng_19941227_0080_54,5-7-8,nyt_eng_19941227_0080_54:7-8,"Relations with Clinton are not really that close, it is said.","Relations with Clinton are not really that close , it is said .","Relations with Clinton be not really that close , it be say .",nyt_eng_19941227_0080_53,"It claims to have a contented work force, much of which takes advantage of a generous subsidy for employee purchases of Tyson shares.",nyt_eng_19941227_0080_55,"-LBQ-  Bill? Hell, I haven't talked with him for a while,  -RDQ-  says Tyson.",not,that,close,not,that,close,4,6,7,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'close', 'ix': 7, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 4, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'close', 'ix': 7, 'xpos': 'JJ'}, 'target': {'lemma': 'that', 'ix': 6, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941227_0079_9:7-8-9,nyt_eng_19941227_0079_9,7-8-9,nyt_eng_19941227_0079_9:8-9,The peace in Northern Ireland is not yet permanent.,the peace in Northern Ireland is not yet permanent .,the peace in Northern Ireland be not yet permanent .,nyt_eng_19941227_0079_8,It probably is -- but only probably.,nyt_eng_19941227_0079_10,"Agreement about how the province should be governed could be months, if not years, away.",not,yet,permanent,not,yet,permanent,6,7,8,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'permanent', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 6, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'permanent', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'yet', 'ix': 7, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941227_0075_9:7-8-9,nyt_eng_19941227_0075_9,7-8-9,nyt_eng_19941227_0075_9:8-9,The peace in Northern Ireland is not yet permanent.,the peace in Northern Ireland is not yet permanent .,the peace in Northern Ireland be not yet permanent .,nyt_eng_19941227_0075_8,It probably is -- but only probably.,nyt_eng_19941227_0075_10,"Agreement about how the province should be governed could be months, if not years, away.",not,yet,permanent,not,yet,permanent,6,7,8,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'permanent', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 6, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'permanent', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'yet', 'ix': 7, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
nyt_eng_19941226_0254_10:27-28-29,nyt_eng_19941226_0254_10,27-28-29,nyt_eng_19941226_0254_10:28-29,"12-26 -- KFC's parent company, Pepsico, has found that while the economies of Latin America offer excellent growth opportunities, making money is not as easy as it may seem.","12-26 -- KFC 's parent company , Pepsico , has found that while the economies of Latin America offer excellent growth opportunities , making money is not as easy as it may seem .","12-26 -- KFC 's parent company , Pepsico , has find that while the economy of Latin America offer excellent growth opportunity , make money be not as easy as it may seem .",nyt_eng_19941226_0254_09,,nyt_eng_19941226_0254_11,Even emerging markets can still be competitive and demand an understanding of local business practices and consumer tastes.,not,as,easy,not,as,easy,26,27,28,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'easy', 'ix': 28, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 26, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'easy', 'ix': 28, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 27, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199412.json
