hit_id,sent_id,match_id,colloc_id,sent_text,token_str,lemma_str,context_prev_id,context_prev_sent,context_next_id,context_next_sent,neg_lemma,adv_lemma,adj_lemma,neg_form,adv_form,adj_form,neg_index,adv_index,adj_index,dep_neg,dep_mod,json_source
nyt_eng_19941129_0274_2:4-7-8,nyt_eng_19941129_0274_2,4-7-8,nyt_eng_19941129_0274_2:7-8,"-LBQ-  I try not to be too judgmental of others,  -RDQ-  said Basinger,","`` I try not to be too judgmental of others , '' said Basinger ,","`` I try not to be too judgmental of other , '' say Basinger ,",nyt_eng_19941129_0274_1,"-LBQ-  Fear of not living up to my potential in anything I choose to do is what always accelerates my desire to learn more and to dedicate myself more,  -RDQ-  Shields told Out magazine interviewer",nyt_eng_19941129_0274_3,-LBQ-  even though I would love to think that the definition of the word ` animal ' will change somehow before I leave this planet.,not,too,judgmental,not,too,judgmental,3,6,7,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'judgmental', 'ix': 7, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 3, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'judgmental', 'ix': 7, 'xpos': 'JJ'}, 'target': {'lemma': 'too', 'ix': 6, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199411.json
nyt_eng_19941129_0273_2:4-7-8,nyt_eng_19941129_0273_2,4-7-8,nyt_eng_19941129_0273_2:7-8,"-LBQ-  I try not to be too judgmental of others,  -RDQ-  said Basinger,","`` I try not to be too judgmental of others , '' said Basinger ,","`` I try not to be too judgmental of other , '' say Basinger ,",nyt_eng_19941129_0273_1,"-LBQ-  Fear of not living up to my potential in anything I choose to do is what always accelerates my desire to learn more and to dedicate myself more,  -RDQ-  Shields told Out magazine interviewer",nyt_eng_19941129_0273_3,-LBQ-  even though I would love to think that the definition of the word ` animal ' will change somehow before I leave this planet.,not,too,judgmental,not,too,judgmental,3,6,7,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'judgmental', 'ix': 7, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 3, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'judgmental', 'ix': 7, 'xpos': 'JJ'}, 'target': {'lemma': 'too', 'ix': 6, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199411.json
nyt_eng_19941129_0270_29:16-17-18,nyt_eng_19941129_0270_29,16-17-18,nyt_eng_19941129_0270_29:17-18,Five or six people from Mississippi come over to get 'em here -- they're not very available there.  -RDQ-,five or six people from Mississippi come over to get 'em here -- they 're not very available there . '',five or six people from Mississippi come over to get 'em here -- they be not very available there . '',nyt_eng_19941129_0270_28,"-LBQ-  I just took them out of the package, and incidentally they're one of the few things that haven't gotten smaller since I was a boy.",nyt_eng_19941129_0270_30,"Of the 300,000 Moon Pies the Chattanooga Bakery makes every day, 96 -LRB- one case -RRB- gets sold every week at the little crossroads store Parker's grandfather opened in 1900.",not,very,available,not,very,available,15,16,17,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'available', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 15, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'available', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'very', 'ix': 16, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199411.json
nyt_eng_19941129_0270_18:3-4-5,nyt_eng_19941129_0270_18,3-4-5,nyt_eng_19941129_0270_18:4-5,They're not disgustingly sweet -- they're just good.  -RDQ-,they 're not disgustingly sweet -- they 're just good . '',they be not disgustingly sweet -- they be just good . '',nyt_eng_19941129_0270_17,I usually still eat 'em for breakfast -- they're just perfect with coffee.,nyt_eng_19941129_0270_19,"The popularity of the Moon Pie continues, Peiser says, because traditions are passed from generation to generation -- and in the South, where families tend to stay in small communities decade after decade, the old ways stay the best ways.",not,disgustingly,sweet,not,disgustingly,sweet,2,3,4,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'sweet', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 2, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'sweet', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'disgustingly', 'ix': 3, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199411.json
nyt_eng_19941129_0269_29:16-17-18,nyt_eng_19941129_0269_29,16-17-18,nyt_eng_19941129_0269_29:17-18,Five or six people from Mississippi come over to get 'em here -- they're not very available there.  -RDQ-,five or six people from Mississippi come over to get 'em here -- they 're not very available there . '',five or six people from Mississippi come over to get 'em here -- they be not very available there . '',nyt_eng_19941129_0269_28,"-LBQ-  I just took them out of the package, and incidentally they're one of the few things that haven't gotten smaller since I was a boy.",nyt_eng_19941129_0269_30,"Of the 300,000 Moon Pies the Chattanooga Bakery makes every day, 96 -LRB- one case -RRB- gets sold every week at the little crossroads store Parker's grandfather opened in 1900.",not,very,available,not,very,available,15,16,17,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'available', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 15, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'available', 'ix': 17, 'xpos': 'JJ'}, 'target': {'lemma': 'very', 'ix': 16, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199411.json
nyt_eng_19941129_0269_18:3-4-5,nyt_eng_19941129_0269_18,3-4-5,nyt_eng_19941129_0269_18:4-5,They're not disgustingly sweet -- they're just good.  -RDQ-,they 're not disgustingly sweet -- they 're just good . '',they be not disgustingly sweet -- they be just good . '',nyt_eng_19941129_0269_17,I usually still eat 'em for breakfast -- they're just perfect with coffee.,nyt_eng_19941129_0269_19,"The popularity of the Moon Pie continues, Peiser says, because traditions are passed from generation to generation -- and in the South, where families tend to stay in small communities decade after decade, the old ways stay the best ways.",not,disgustingly,sweet,not,disgustingly,sweet,2,3,4,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'sweet', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 2, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'sweet', 'ix': 4, 'xpos': 'JJ'}, 'target': {'lemma': 'disgustingly', 'ix': 3, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199411.json
nyt_eng_19941129_0266_4:21-23-24,nyt_eng_19941129_0266_4,21-23-24,nyt_eng_19941129_0266_4:23-24,Bakery president Sam Campbell IV says it's  -LBQ-  believed  -RDQ-  the new snack debuted 75 years ago -- although nobody's really positive if the year was 1918 or 1919.,bakery president Sam Campbell IV says it 's `` believed '' the new snack debuted 75 years ago -- although nobody 's really positive if the year was 1918 or 1919 .,bakery president Sam Campbell IV say it 's `` believe '' the new snack debuted 75 year ago -- although nobody be really positive if the year be 1918 or 1919 .,nyt_eng_19941129_0266_3,But the details have been obscured by time -- and because nobody thought to document the creation of what in those days was just another product.,nyt_eng_19941129_0266_5,Campbell says it's  -LBQ-  believed  -RDQ-  a man named Earl Mitchell -- general manager of a flour mill that owned the bakery -- went up into Appalachia to sell the bakery's products.,nobody,really,positive,nobody,really,positive,20,22,23,"{'node': 'neg', 'contiguous': False, 'relation': 'nsubj', 'head': {'lemma': 'positive', 'ix': 23, 'xpos': 'JJ'}, 'target': {'lemma': 'nobody', 'ix': 20, 'xpos': 'NN'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'positive', 'ix': 23, 'xpos': 'JJ'}, 'target': {'lemma': 'really', 'ix': 22, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199411.json
nyt_eng_19941129_0265_4:21-23-24,nyt_eng_19941129_0265_4,21-23-24,nyt_eng_19941129_0265_4:23-24,Bakery president Sam Campbell IV says it's  -LBQ-  believed  -RDQ-  the new snack debuted 75 years ago -- although nobody's really positive if the year was 1918 or 1919.,bakery president Sam Campbell IV says it 's `` believed '' the new snack debuted 75 years ago -- although nobody 's really positive if the year was 1918 or 1919 .,bakery president Sam Campbell IV say it 's `` believe '' the new snack debuted 75 year ago -- although nobody be really positive if the year be 1918 or 1919 .,nyt_eng_19941129_0265_3,But the details have been obscured by time -- and because nobody thought to document the creation of what in those days was just another product.,nyt_eng_19941129_0265_5,Campbell says it's  -LBQ-  believed  -RDQ-  a man named Earl Mitchell -- general manager of a flour mill that owned the bakery -- went up into Appalachia to sell the bakery's products.,nobody,really,positive,nobody,really,positive,20,22,23,"{'node': 'neg', 'contiguous': False, 'relation': 'nsubj', 'head': {'lemma': 'positive', 'ix': 23, 'xpos': 'JJ'}, 'target': {'lemma': 'nobody', 'ix': 20, 'xpos': 'NN'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'positive', 'ix': 23, 'xpos': 'JJ'}, 'target': {'lemma': 'really', 'ix': 22, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199411.json
nyt_eng_19941129_0150_44:1-2-3,nyt_eng_19941129_0150_44,1-2-3,nyt_eng_19941129_0150_44:2-3,"Not as insightful or satirical as it could have been,  -LBQ-  New  -RDQ-  eventually devolves into a better-than-average Freddy fright film.","not as insightful or satirical as it could have been , `` New '' eventually devolves into a better-than-average Freddy fright film .","not as insightful or satirical as it could have be , `` New '' eventually devolve into a better-than-average Freddy fright film .",nyt_eng_19941129_0150_43,"Freddy breaks into the real world -- well, Hollywood -- just as his creator, writer-director Wes Craven, is writing the script for this movie.",nyt_eng_19941129_0150_45,R. Rating  -COL-  2 -LCB- stars.,not,as,insightful,not,as,insightful,0,1,2,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'insightful', 'ix': 2, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 0, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'insightful', 'ix': 2, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 1, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199411.json
nyt_eng_19941129_0149_47:24-26-27,nyt_eng_19941129_0149_47,24-26-27,nyt_eng_19941129_0149_47:26-27,"But the characterizations and plot, in which a beefed-up Meryl Streep saves her dysfunctional family from ruthless criminal Kevin Bacon, are not nearly as convincing as the film's palpable, wet jeopardy.","but the characterizations and plot , in which a beefed-up Meryl Streep saves her dysfunctional family from ruthless criminal Kevin Bacon , are not nearly as convincing as the film 's palpable , wet jeopardy .","but the characterization and plot , in which a beefed-up Meryl Streep save she dysfunctional family from ruthless criminal Kevin Bacon , be not nearly as convincing as the film 's palpable , wet jeopardy .",nyt_eng_19941129_0149_46,"And quite marvelously, in this poorly written thriller's expertly terrifying, shootin ' - the-rapids sequences.",nyt_eng_19941129_0149_48,-LBQ-  The Hand That Rocks the Cradle's  -RDQ-  Curtis Hanson directed.,not,as,convincing,not,as,convincing,23,25,26,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'convincing', 'ix': 26, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 23, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'convincing', 'ix': 26, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 25, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199411.json
nyt_eng_19941129_0145_30:1-2-3,nyt_eng_19941129_0145_30,1-2-3,nyt_eng_19941129_0145_30:2-3,"Not as funny as you'd wish, but not offensive either; fits squarely into Disney's emerging genre of the preteen wish-fulfillment fantasy.","not as funny as you 'd wish , but not offensive either ; fits squarely into Disney 's emerging genre of the preteen wish-fulfillment fantasy .","not as funny as you would wish , but not offensive either ; fit squarely into Disney 's emerge genre of the preteen wish-fulfillment fantasy .",nyt_eng_19941129_0145_29,"Think  -LBQ-  Lord of the Flies,  -RDQ-  the sitcom.",nyt_eng_19941129_0145_31,PG.,not,as,funny,not,as,funny,0,1,2,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'funny', 'ix': 2, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 0, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'funny', 'ix': 2, 'xpos': 'JJ'}, 'target': {'lemma': 'as', 'ix': 1, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199411.json
nyt_eng_19941129_0145_5:7-8-9,nyt_eng_19941129_0145_5,7-8-9,nyt_eng_19941129_0145_5:8-9,Stephan Elliott's musical comedy isn't always consistent or in the best of taste.,Stephan Elliott 's musical comedy is n't always consistent or in the best of taste .,Stephan Elliott 's musical comedy be not always consistent or in the best of taste .,nyt_eng_19941129_0145_4,"Along the way, they entertain and outrage locals while learning a few things about themselves.",nyt_eng_19941129_0145_6,But it's wonderfully entertaining most of the time.,not,always,consistent,n't,always,consistent,6,7,8,"{'node': 'neg', 'contiguous': False, 'relation': 'neg', 'head': {'lemma': 'consistent', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'not', 'ix': 6, 'xpos': 'RB'}}","{'node': 'mod', 'contiguous': True, 'relation': 'advmod', 'head': {'lemma': 'consistent', 'ix': 8, 'xpos': 'JJ'}, 'target': {'lemma': 'always', 'ix': 7, 'xpos': 'RB'}}",/share/compling/projects/sanpi/demo/data/1_json_grew-matches/contig/nyt5.sans-relay/nyt_eng_199411.json
