sent_id|conllu_id|doc_id|sent_int|prev_id|next_id|prev_text|sent_text|next_text
apw_eng_20040506_0931_2|apw_eng_200405|apw_eng_20040506_0931|2|apw_eng_20040506_0931_1|apw_eng_20040506_0931_3|A powerful adviser to Japanese Prime Minister Junichiro Koizumi resigned Friday after admitting that he failed to make mandatory payments into the troubled national pension system .|The resignation of Chief Cabinet Secretary Yasuo Fukuda _ so influential he was known as the  -LBQ-  shadow foreign minister  -RDQ-  _ was a blow to Koizumi 's government just two months before crucial Parliamentary elections , and deepened a scandal that has tainted a third of the Cabinet and the leader of the top opposition party .|Japan is struggling to salvage the financially troubled pension system as its society rapidly ages .
apw_eng_20040506_0927_21|apw_eng_200405|apw_eng_20040506_0927|21|apw_eng_20040506_0927_20|apw_eng_20040506_0927_22|Taiwanese talent dominates in the best group category .|Rock bands Shin , Tizzy Bac and Backquarter are taking up the fight against May Day , a group so popular they appear in commercials for convenience stores and find imitators in variety show sketches .|The odd one out on the groups ' list is Bobin and the Mantra , formed by two Nepalese and two Japanese musicians .
apw_eng_20040506_0925_9|apw_eng_200405|apw_eng_20040506_0925|9|apw_eng_20040506_0925_8|apw_eng_20040506_0925_10|Outside Mayfield 's home in Aloha , near the port city of Portland , his wife , Mona , said Thursday evening that he is  -LBQ-  a good man , a good father , a good husband .  -RDQ- | -LBQ-  It 's just unfair .|It 's unfair to myself and it is unfair to my children ,  -RDQ-  Mona Mayfield said .
apw_eng_20040506_0924_21|apw_eng_200405|apw_eng_20040506_0924|21|apw_eng_20040506_0924_20|apw_eng_20040506_0924_22|It 's also the end of an era for TV comedy .|With  -LBQ-  Frasier  -RDQ-  finishing next week , HBO 's  -LBQ-  Sex and the City  -RDQ-  gone and CBS '  -LBQ-  Everybody Loves Raymond  -RDQ-  expected to end next year , television is losing some of its best and most popular comedies with little to replace them .|The six actors involved _ Matt LeBlanc , Jennifer Aniston , Courteney Cox Arquette , Matthew Perry , David Schwimmer and Lisa Kudrow _ maintained an all-for-one spirit off-screen , even negotiating contracts together .
apw_eng_20040506_0924_17|apw_eng_200405|apw_eng_20040506_0924|17|apw_eng_20040506_0924_16|apw_eng_20040506_0924_18|The  -LBQ-  Friends  -RDQ-  finale was likely to be the second most-watched TV show of the year , behind the Super Bowl , which had almost 90 million viewers .|U.S. television 's most popular series finale ever ,  -LBQ-  M-A-S-H ,  -RDQ-  was seen by 105 million viewers in 1983 , according to Nielsen Media Research .|The last  -LBQ-  Cheers  -RDQ-  was seen by 80.4 million people in 1993 and  -LBQ-  Seinfeld  -RDQ-  had 76.2 million for its 1998 ending .
apw_eng_20040506_0924_3|apw_eng_200405|apw_eng_20040506_0924|3|apw_eng_20040506_0924_2|apw_eng_20040506_0924_4|Were you expecting anything different ?|American television 's most popular comedy went for the crowd-pleasing finale on Thursday night , with Rachel getting off a plane to stay with Ross just as she was about to leave for a new job in Paris .|The hour-long episode marked the end of 10 years for the sitcom , which followed six New York coffee shop regulars as they moved from post-adolescence to something approaching adulthood .
apw_eng_20040506_0923_8|apw_eng_200405|apw_eng_20040506_0923|8|apw_eng_20040506_0923_7|apw_eng_20040506_0923_9|Two-thirds of the victims were children killed when their school was shattered .|North Korea has been extremely reluctant to open its land border , especially to aid from rival South Korea , which it sees as a humiliating acknowledgment of its economic failures .|While openly seeking outside assistance , North Korea had initially refused to accept any aid through the inter-Korean border .
apw_eng_20040506_0922_5|apw_eng_200405|apw_eng_20040506_0922|5|apw_eng_20040506_0922_4|apw_eng_20040506_0922_6| -LBQ-  It 's almost like going in and taking care of the soccer world ... or the cricket world .  -RDQ- |Sales of American beers in Australia are tiny , with locals considering their homegrown brews far superior .|But recent results at the Melbourne festival suggest otherwise .
apw_eng_20040506_0921_10|apw_eng_200405|apw_eng_20040506_0921|10|apw_eng_20040506_0921_9|apw_eng_20040506_0921_11|On occasion crowds of demonstrators outside U.N. headquarters have broken through police lines and climbed over the fence , setting off a scramble on the grounds to apprehend them .|U.N. officials did n't specify how high the new fence would be but said lighting and surveillance also would be improved along the east side of the property , bounded by the East River .|Eckhard said the New York City parks department designed the new fence to conform with those surrounding other city parks and that Secretary-General Kofi Annan approved the design .
apw_eng_20040506_0920_7|apw_eng_200405|apw_eng_20040506_0920|7|apw_eng_20040506_0920_6|apw_eng_20040506_0920_8|National broadcaster NHK and Kyodo News service reported Koizumi quickly accepted the resignation , though it was unclear when it would take effect .| -LBQ-  It is truly regrettable that we lost the public trust because of the failure by several Cabinet members , including myself , to pay into the pension fund ,  -RDQ-  Fukuda , who has held the post since October 2000 , told reporters .| -LBQ-  I apologize that that magnified the public 's distrust of politics .  -RDQ- 
apw_eng_20040506_0920_3|apw_eng_200405|apw_eng_20040506_0920|3|apw_eng_20040506_0920_2|apw_eng_20040506_0920_4|The resignation of Chief Cabinet Secretary Yasuo Fukuda _ so influential he was known as the  -LBQ-  shadow foreign minister  -RDQ-  _ was a blow to Koizumi 's government just two months before crucial Parliamentary elections , and deepened a scandal that has tainted a third of the Cabinet and the leader of the top opposition party .|Japan is struggling to salvage the financially troubled pension system as its society rapidly ages .|Many fear the smaller workforce of the future will not generate enough payments to supply pensions to the growing ranks of retired .
apw_eng_20040506_0920_2|apw_eng_200405|apw_eng_20040506_0920|2|apw_eng_20040506_0920_1|apw_eng_20040506_0920_3|A powerful adviser to Japanese Prime Minister Junichiro Koizumi announced on Friday he would resign after admitting that he failed to make mandatory payments into the troubled national pension system .|The resignation of Chief Cabinet Secretary Yasuo Fukuda _ so influential he was known as the  -LBQ-  shadow foreign minister  -RDQ-  _ was a blow to Koizumi 's government just two months before crucial Parliamentary elections , and deepened a scandal that has tainted a third of the Cabinet and the leader of the top opposition party .|Japan is struggling to salvage the financially troubled pension system as its society rapidly ages .
apw_eng_20040506_0919_15|apw_eng_200405|apw_eng_20040506_0919|15|apw_eng_20040506_0919_14|apw_eng_20040506_0919_16| -LBQ-  It can be stopped if people wash their hands after using the bathroom .|It 's a very common in schools , nursing homes and hospitals ,  -RDQ-  Robison said .| -LBQ-  The ship is n't sick , it 's really the passengers who are sick .  -RDQ- 
apw_eng_20040506_0919_7|apw_eng_200405|apw_eng_20040506_0919|7|apw_eng_20040506_0919_6|apw_eng_20040506_0919_8|It 's ruined our vacation totally .  -RDQ- |She said she and her husband were not told about last week 's problems until they boarded the ship Sunday and it was too late , having flown up from their home in Atlanta .|The ship began a three-day stay in Bermuda on Tuesday .
apw_eng_20040506_0916_26|apw_eng_200405|apw_eng_20040506_0916|26|apw_eng_20040506_0916_25|apw_eng_20040506_0916_27|He is back in Jakarta with his new team , but has said he will not play when the United States meets Indonesia in a first round clash on Saturday .| -LBQ-  It will be too difficult to play against Indonesia ,  -RDQ-  he said .| -LBQ-  Whatever happens I am still an Indonesian citizen .  -RDQ- 
apw_eng_20040506_0916_15|apw_eng_200405|apw_eng_20040506_0916|15|apw_eng_20040506_0916_14|apw_eng_20040506_0916_16|Team captain Sony Dwi Kuncoro is the only player in the world 's top ten .|The country 's most popular player and current Asian champion Taufik Hidayat is languishing at number 17 in the rankings .|China _ which is hoping for an unprecedented gold medal sweep in the Olympics later this year _ occupies five of the top 10 spots .
apw_eng_20040506_0916_9|apw_eng_200405|apw_eng_20040506_0916|9|apw_eng_20040506_0916_8|apw_eng_20040506_0916_10|Capacity crowds are expected in the recently renovated Senayan indoor sports stadium .|China is also favorite in the women 's competition _ the Uber Cup _|which is held alongside the men 's event .
apw_eng_20040506_0916_7|apw_eng_200405|apw_eng_20040506_0916|7|apw_eng_20040506_0916_6|apw_eng_20040506_0916_8|While Indonesians have faltered in single 's competitions in recent years , the country has won badminton 's team title 13 times , including the last six times the competition has been staged .|Indonesia 's legions of noisy supporters could be a key factor in its bid for badminton 's most coveted trophy .|Capacity crowds are expected in the recently renovated Senayan indoor sports stadium .
apw_eng_20040506_0915_7|apw_eng_200405|apw_eng_20040506_0915|7|apw_eng_20040506_0915_6|apw_eng_20040506_0915_8|Instead , it urged the communist North to agree to high-level military talks later this month .|The South hopes to open military talks to discuss ways of avoiding naval clashes that sometimes occur along the poorly marked western sea border as fishing boats jostle for position during crab-catching season in May and June .|North Korea said it would open military talks with the South only if South Korea halts routine military exercises with the United States , which it calls preparations to invade the isolated country , according to pool reports filed by South Korean journalists .
apw_eng_20040506_0914_5|apw_eng_200405|apw_eng_20040506_0914|5|apw_eng_20040506_0914_4|apw_eng_20040506_0914_6|A second bombing of U.N. offices in September killed several Iraqi police officers .|The resolution , a copy of which was obtained by The Associated Press , said the union was  -LBQ-  dismayed that the secretary-general continues to send staff to Iraq despite the present highly volatile and insecure environment .  -RDQ- |The union said it was  -LBQ-  shocked  -RDQ-  that  -LBQ-  the secretary-general did not do justice to those who perished by not holding accountable all those senior U.N. officials whose managerial incompetence and gross negligence failed the staff .  -RDQ- 
apw_eng_20040506_0913_22|apw_eng_200405|apw_eng_20040506_0913|22|apw_eng_20040506_0913_21|apw_eng_20040506_0913_23|The Vietnam incidents pale next to many prisoner-related atrocities of World War II , which including the 1942 Bataan Death March , in which 7,000 to 10,000 POWs died or were killed by their Japanese captors during the 55-mile -LRB- 88-kilometer -RRB- trek to prison camps , and the Malmedy Massacre of dozens of captured GIs by Nazi troops at Malmedy , Belgium , in 1944 .|Japan 's particularly abhorrent record of mistreating POWs stemmed in part from its samurai-based warrior code , called  -LBQ-  bushido ,  -RDQ-  in which surrender was deemed dishonorable .|That code led to such incidents as the execution of eight American fliers captured at the South Pacific island of Chichi Jima in 1944 , a story told in James Bradley 's 2003 best seller ,  -LBQ-  Flyboys .  -RDQ- 
apw_eng_20040506_0913_15|apw_eng_200405|apw_eng_20040506_0913|15|apw_eng_20040506_0913_14|apw_eng_20040506_0913_16|But Americans also were subjected to  -LBQ-  tiger cage  -RDQ-  - type abuse ; 29 captured by the Viet Cong in South Vietnam were held in primitive jungle camps that included cages .|About half were killed or died in captivity , according to  -LBQ-  Honor Bound ,  -RDQ-  the most comprehensive book on the Vietnam POW experience .|Former Army intelligence specialist John Giannini , who spent a year interrogating prisoners in Vietnam , said Americans there did not mistreat captives , because  -LBQ-  it was counter-productive ; If you abused them , they would tell you anything , just to get you to stop .  -RDQ- 
apw_eng_20040506_0913_13|apw_eng_200405|apw_eng_20040506_0913|13|apw_eng_20040506_0913_12|apw_eng_20040506_0913_14|The sensational  -LBQ-  Green Beret Murder Case  -RDQ-  ended before trial when then-Defense Secretary Melvin Laird dropped the charges .|Another major uproar in Vietnam concerned the  -LBQ-  tiger cages  -RDQ-  at Con Son island prison , where political prisoners incarcerated by the U.S.-backed Saigon regime were confined and allegedly tortured .|But Americans also were subjected to  -LBQ-  tiger cage  -RDQ-  - type abuse ; 29 captured by the Viet Cong in South Vietnam were held in primitive jungle camps that included cages .
apw_eng_20040506_0910_18|apw_eng_200405|apw_eng_20040506_0910|18|apw_eng_20040506_0910_17|apw_eng_20040506_0910_19|Rep. Tom Lantos , the ranking Democrat on the House International Relations Committee , has found fault with the Bush program 's eligibility criteria and its organizational structure .|Otherwise , Lantos said , the proposal is long overdue .|Earlier this year he called the program  -LBQ-  ambitious and farsighted  -RDQ-  with  -LBQ-  the potential of revolutionizing the way the United States promotes democracy and development abroad .  -RDQ- 
apw_eng_20040506_0910_16|apw_eng_200405|apw_eng_20040506_0910|16|apw_eng_20040506_0910_15|apw_eng_20040506_0910_17|The MCC has acted as quickly as the law allows and they made good decisions .  -RDQ- |Congressional critics and others say the program is too limited in scope and will not do much to help impoverished masses in many of the recipient countries .|Rep. Tom Lantos , the ranking Democrat on the House International Relations Committee , has found fault with the Bush program 's eligibility criteria and its organizational structure .
apw_eng_20040506_0910_14|apw_eng_200405|apw_eng_20040506_0910|14|apw_eng_20040506_0910_13|apw_eng_20040506_0910_15| -LBQ-  Congress ought to fund the president 's full $ 2.5 billion request for next year , when more countries will be eligible .  -RDQ- |David Beckmann , president of Bread for the World , a hunger relief group , also welcomed the selection of eight African countries  -LBQ-  because that is where the hunger is most widespread and on the increase .|The MCC has acted as quickly as the law allows and they made good decisions .  -RDQ- 
apw_eng_20040506_0907_7|apw_eng_200405|apw_eng_20040506_0907|7|apw_eng_20040506_0907_6|apw_eng_20040506_0907_8|Two-thirds of the victims were children killed when their school was shattered .|North Korea has been extremely reluctant to open its land border , especially to aid from rival South Korea , which it sees as a humiliating acknowledgment of its economic failures .|While openly seeking outside assistance , North Korea had initially refused to accept any aid through the inter-Korean border .
apw_eng_20040506_0902_8|apw_eng_200405|apw_eng_20040506_0902|8|apw_eng_20040506_0902_7|apw_eng_20040506_0902_9|In Rosario , Sao Paulo played one man down from the 33rd minute after Fabio Simplicio was expelled after a double warning that included a fight with rival Gustavo Barros Schelotto at midfield .|Central 's Matias Irace had a close scoring chance in the first quarter of the match when his shot went just high over the crossbeam .|Moments later , Marquinhos had a close scoring chance but his shot also went high for the struggling visitors .
apw_eng_20040506_0901_6|apw_eng_200405|apw_eng_20040506_0901|6|apw_eng_20040506_0901_5|apw_eng_20040506_0901_7|Japan 's society is rapidly aging , and fears are growing that a smaller workforce will not be able to contribute enough to pay the pensions of the retired .| -LBQ-  It is truly regrettable that we lost the public trust because of the failure by several Cabinet members , including myself , to pay into the pension fund ,  -RDQ-  Fukuda told reporters .| -LBQ-  I apologize that that magnified the public 's distrust of politics .  -RDQ- 
apw_eng_20040506_0900_38|apw_eng_200405|apw_eng_20040506_0900|38|apw_eng_20040506_0900_37|apw_eng_20040506_0900_39|White House aides privately said they had not intended to trigger resignation calls by spreading the word Wednesday that Bush was unhappy with Rumsfeld .|Rumsfeld remained behind closed doors , and aides declined to comment on matters such as how much Rumsfeld knew about the prisoner abuses before the graphic photographs were broadcast and published around the world last week .|Also in question was exactly when Rumsfeld informed Bush of the extent of the abuse .
apw_eng_20040506_0900_33|apw_eng_200405|apw_eng_20040506_0900|33|apw_eng_20040506_0900_32|apw_eng_20040506_0900_34| -LBQ-  I want to wait and see what he has to say .  -RDQ- |Bush said Rumsfeld  -LBQ-  is a really good secretary of defense .|Secretary Rumsfeld has served our nation well .
apw_eng_20040506_0900_18|apw_eng_200405|apw_eng_20040506_0900|18|apw_eng_20040506_0900_17|apw_eng_20040506_0900_19| -LBQ-  I told him I was sorry for the humiliation suffered by the Iraqi prisoners and the humiliation suffered by their families ,  -RDQ-  the president said .| -LBQ-  I told him I was equally sorry that people who have been seeing those pictures did n't understand the true nature and heart of America .  -RDQ- | -LBQ-  I assured him Americans like me did n't appreciate what we saw ,  -RDQ-  Bush said ,  -LBQ-  that it made us sick to our stomachs .  -RDQ- 
apw_eng_20040506_0900_16|apw_eng_200405|apw_eng_20040506_0900|16|apw_eng_20040506_0900_15|apw_eng_20040506_0900_17|The photos were published by The Washington Post .|Usually loath to acknowledge mistakes or to apologize , Bush spoke up in the Rose Garden after meeting with Jordan 's King Abdullah II .| -LBQ-  I told him I was sorry for the humiliation suffered by the Iraqi prisoners and the humiliation suffered by their families ,  -RDQ-  the president said .
apw_eng_20040506_0898_14|apw_eng_200405|apw_eng_20040506_0898|14|apw_eng_20040506_0898_13|apw_eng_20040506_0898_15| -LBQ-  This week 's phenomenon is certainly not a hurricane ,  -RDQ-  said Carvalho .|He said the wind speed alone was too weak to characterize it as such .|Nor has the storm earned a name yet , he added .
apw_eng_20040506_0898_5|apw_eng_200405|apw_eng_20040506_0898|5|apw_eng_20040506_0898_4|apw_eng_20040506_0898_6|A similar but stronger storm , which the National Weather Bureau called a cyclone in the South Atlantic , hit the same region March 28-29 , leaving four dead , 60 injured and about US$ 350 million in property damage , mainly homes damaged or destroyed by winds as high as 150 kph -LRB- 90 mph -RRB- .| -LBQ-  We do not expect this one to be as bad as the March 28-29 storm ,  -RDQ-  said weather forecaster Gil Russo of the bureau 's southern department , located in the Rio Grande do Sul state capital of Porto Alegre .| -LBQ-  Maximum wind speed is likely to hit about 80 kph -LRB- 50 mph -RRB- .  -RDQ- 
