sent_id|conllu_id|doc_id|sent_int|prev_id|next_id|prev_text|sent_text|next_text
nyt_eng_20040229_0048_20|nyt_eng_200402|nyt_eng_20040229_0048|20|nyt_eng_20040229_0048_19||When  -COL-  9 tonight ; hereafter , 10 p.m. Wednesdays .|In a nutshell  -COL-  More pokey than scary .|
nyt_eng_20040229_0048_16|nyt_eng_200402|nyt_eng_20040229_0048|16|nyt_eng_20040229_0048_15|nyt_eng_20040229_0048_17|Hey , they had two hours -- they could 've explained something .|If something does n't happen and quick , this could turn into broadcast TV 's answer to the atmospheric but dramatically inert  -LBQ-  Carnivale ,  -RDQ-  and no one has particularly been clamoring for that .|------ STEPHEN KING 'S KINGDOM HOSPITAL 2 1\/2 stars What  -COL-  What would a hospital run by Stephen King be like ? Here 's your answer .
nyt_eng_20040229_0048_4|nyt_eng_200402|nyt_eng_20040229_0048|4|nyt_eng_20040229_0048_3|nyt_eng_20040229_0048_5|There are numerous subplots stitched together in tonight 's two-hour debut -LRB- itself merely two episodes stitched together -RRB- , but one wishes they added up to a little more than they do here .| -LBQ-  Kingdom Hospital  -RDQ-  is based on a truly creepy Dutch miniseries by filmmaker Lars von Trier that , by the way , has already been adapted into a short-lived UPN series - uventually , someone will get it right .|The hospital , we 're told by a narrator who appears only sporadically , is built on the grounds of the site of a tragedy that claimed the lives of many children .
nyt_eng_20040229_0048_2|nyt_eng_200402|nyt_eng_20040229_0048|2|nyt_eng_20040229_0048_1|nyt_eng_20040229_0048_3|One of the incidents that kicks off the spiraling narrative wheels of  -LBQ-  Stephen King 's Kingdom Hospital ,  -RDQ-  ` himited series premiering tonight on ABC , is semi-autobiographical  -COL-  Peter Rickman -LRB- Jack Coleman -RRB- , a famous artist , meets the business end of an errantly driven van .|He winds up at Kingdom Hospital , where hu has hallude , of his medical rescue closely watched by a child with a ghostly pallor and an anteater -- an anteater , coincidentally enough , that sits front and center on his most recent canvas .|There are numerous subplots stitched together in tonight 's two-hour debut -LRB- itself merely two episodes stitched together -RRB- , but one wishes they added up to a little more than they do here .
nyt_eng_20040229_0046_43|nyt_eng_200402|nyt_eng_20040229_0046|43|nyt_eng_20040229_0046_42|nyt_eng_20040229_0046_44|I 'll have tos were just one event in an awards season that includes dozens of others , not just here but in New York , London , Chicago and elsewhere .|To make matters even more chaotic this year , the academy , fearing that the growing numbers of other awards shows were diminishing the influence of the Oscar7 ,0 Noved up its big day by a month , compressing the schedules of the rest and leading to what the film historian and author Leonard Maltin called  -LBQ-  awards gridlock .  -RDQ- | -LBQ-  In a company town , it really has an impact ,  -RDQ-  Maltin said in an interview at the Costume Designers Guild Awards at the Beverly Hilton Hotel on Feb. 21 , an event he attended after dashing over from the Writers Guild Awards that same day in Century City .
nyt_eng_20040229_0046_24|nyt_eng_200402|nyt_eng_20040229_0046|24|nyt_eng_20040229_0046_23|nyt_eng_20040229_0046_25|-LRB- STORY CAN END HERE _ OPTIONAL MATERIAL FOLLOWS -RRB-|David Boyens , a first-time visitor to Hollywood from Auckland , New Zealand , acknowledged being mildly awestruck .| -LBQ-  It 's been amazing to see the atmosphere about the Oscars and what it means to the town ,  -RDQ-  he said .
nyt_eng_20040229_0046_22|nyt_eng_200402|nyt_eng_20040229_0046|22|nyt_eng_20040229_0046_21|nyt_eng_20040229_0046_23| -LBQ-  Fortunately we were here at the same time as the Oscars ,  -RDQ-  Perrone said , smiling widely as he watched the preparations on the red carpet from a balcony .| -LBQ-  It 's very different to see in life what you always watch on TV .  -RDQ- |-LRB- STORY CAN END HERE _ OPTIONAL MATERIAL FOLLOWS -RRB-
nyt_eng_20040229_0046_8|nyt_eng_200402|nyt_eng_20040229_0046|8|nyt_eng_20040229_0046_7|nyt_eng_20040229_0046_9|For the Oscar ceremony , the place is transformed .|Traffic was barred from the boulevard in front of the complex to make room for bleachers , outsize Oscar stqt5ms and the traditional red carpet , which regained its normal blocklong us -RRB- -RCB- ty became extraordinarily tight in the mall as the number of visitors increased , lured by the Hollywood glare .|For the first time , visitors to Hollywood could see some of the Oscar statuettes , protected under glass in a temporary exhibition .
nyt_eng_20040229_0046_1|nyt_eng_200402|nyt_eng_20040229_0046|1||nyt_eng_20040229_0046_2||The photographers seemed almost rabid , shouting instructions at some of the most famous people in the world with all the familiarity of old , contentious friends .| -LBQ-  Scarlett !  -RDQ-  a dozen shouted at once .
nyt_eng_20040229_0045_15|nyt_eng_200402|nyt_eng_20040229_0045|15|nyt_eng_20040229_0045_14|nyt_eng_20040229_0045_16|That 's just asinine .  -RDQ- |Outfielder Rusty Greer , who is from Alabama , was n't quite as upset , saying ,  -LBQ-  I 'm pretty sure he was just joking .  -RDQ- |ROGERS DOES N'T WANT TO WAIT  -COL-  Kenny Rogers is most likely going to be the Rangers ' Opening Day pitcher .
nyt_eng_20040229_0045_14|nyt_eng_200402|nyt_eng_20040229_0045|14|nyt_eng_20040229_0045_13|nyt_eng_20040229_0045_15|Rangers reliever Jay Powell , who is from Mississippi , said ,  -LBQ-  He 's wrong to say that .|That 's just asinine .  -RDQ- |Outfielder Rusty Greer , who is from Alabama , was n't quite as upset , saying ,  -LBQ-  I 'm pretty sure he was just joking .  -RDQ- 
nyt_eng_20040229_0045_12|nyt_eng_200402|nyt_eng_20040229_0045|12|nyt_eng_20040229_0045_11|nyt_eng_20040229_0045_13|BRENLY COMMENT IRRITATES  -COL-  The Rangers have a number of players from the Deep South , and they were quite annoyet  -LBQ-  q a comment by Arizona Diamondbacks manager Bob Brenly in the local  -LBQ-  Arizona Republic .|Brenly was speaking about pitcher Brandon Webb when he said ,  -LBQ-  Despite his Southern accent , he 's pretty sharp .  -RDQ- |Rangers reliever Jay Powell , who is from Mississippi , said ,  -LBQ-  He 's wrong to say that .
nyt_eng_20040229_0045_11|nyt_eng_200402|nyt_eng_20040229_0045|11|nyt_eng_20040229_0045_10|nyt_eng_20040229_0045_12|Joaquin Benoit starts the intrasquad scrimmage Monday and is scheduled to start Friday against the Royals .|BRENLY COMMENT IRRITATES  -COL-  The Rangers have a number of players from the Deep South , and they were quite annoyet  -LBQ-  q a comment by Arizona Diamondbacks manager Bob Brenly in the local  -LBQ-  Arizona Republic .|Brenly was speaking about pitcher Brandon Webb when he said ,  -LBQ-  Despite his Southern accent , he 's pretty sharp .  -RDQ- 
nyt_eng_20040229_0044_34|nyt_eng_200402|nyt_eng_20040229_0044|34|nyt_eng_20040229_0044_33||At the parties and other events over the weekend there seemed to be more conversations about  -LBQ-  The Passion of the Christ  -RDQ-  than about  -LBQ-  The Lord of the Rings .  -RDQ- |The Oscars themselves occasioned about as much passion as the California primary two days later , perhaps because neither event seemed to offer much in the way of suspense .|
nyt_eng_20040229_0044_30|nyt_eng_200402|nyt_eng_20040229_0044|30|nyt_eng_20040229_0044_29|nyt_eng_20040229_0044_31|Those awards , upstaged by history , responded by providing ample drama and surprise .|The anxieties are in some ways more acute now .|The war is still going on , after all , and a contentious election year is under way .
nyt_eng_20040229_0044_24|nyt_eng_200402|nyt_eng_20040229_0044|24|nyt_eng_20040229_0044_23|nyt_eng_20040229_0044_25|Last year , during the first days of the war in Iraq , the Spirit Awards offered a platform for political statements , including the speech that Michael Moore delivered again on Oscar night .|This time the most heated comments were directed at the screener ban .|In his opening remarks , John Waters , the puckish host , offered a long , funny riff about having inadvertently pirated  -LBQ-  Pieces of April .  -RDQ- 
nyt_eng_20040229_0044_22|nyt_eng_200402|nyt_eng_20040229_0044|22|nyt_eng_20040229_0044_21|nyt_eng_20040229_0044_23|Its star , Bill Murray , accepting his award for best actor , noted that many people in the room were as dressed up as they would be all year and that  -LBQ-  an equally large number are as casually dressed as they will be all year .  -RDQ- |This suggests , not inaccurately , t -LRB- at , the difference between independent cinema and the rest of Hollywood is as much a matter of style as of scale and vision .|Last year , during the first days of the war in Iraq , the Spirit Awards offered a platform for political statements , including the speech that Michael Moore delivered again on Oscar night .
nyt_eng_20040229_0044_21|nyt_eng_200402|nyt_eng_20040229_0044|21|nyt_eng_20040229_0044_20|nyt_eng_20040229_0044_22|Charlize Theron surprised no one by winning best actress for  -LBQ-  Monster ,  -RDQ-  and Sofia Coppola won best screenplay and best director as well as best feature for  -LBQ-  Lost in Translation .  -RDQ- |Its star , Bill Murray , accepting his award for best actor , noted that many people in the room were as dressed up as they would be all year and that  -LBQ-  an equally large number are as casually dressed as they will be all year .  -RDQ- |This suggests , not inaccurately , t -LRB- at , the difference between independent cinema and the rest of Hollywood is as much a matter of style as of scale and vision .
nyt_eng_20040229_0044_16|nyt_eng_200402|nyt_eng_20040229_0044|16|nyt_eng_20040229_0044_15|nyt_eng_20040229_0044_17|At a party on Friday night for the second-most-nominated film , Peter Weir 's  -LBQ-  Master and Commander  -COL-  The Far Side of the World ,  -RDQ-  the mood was of good-humored resignation .|More than one executive from Fox , which distributed the movie and co-produced it with Miramax and Universal , expressed vocal , slightly tongue-in-cheek confidence about the award for best sound editing , a category in which  -LBQ-  Return of the King  -RDQ-  was not nominated .|Even the Independent Spirit Awards , which have become less an alternative to the Oscqrs thao a ded expectations .
nyt_eng_20040229_0044_5|nyt_eng_200402|nyt_eng_20040229_0044|5|nyt_eng_20040229_0044_4|nyt_eng_20040229_0044_6|The academy , the film industry and the gods of chance and history all seemed to be sparing no effort to ensure that this year 's Oscars would be as normal , as uneventful and as predictable as possible _ to honor tradition by producing a generic extravaganza .|Last fall in a fit of high-mindedness the academy decided to restrain the crass and unseemly campaigning that had marred previous years _ that is , that had made the run-up to the ceremony ever more colorful and entertaining for journalists and other would-be insiders .|The cream-colored , handsomely printed document announcing stern new rules and restrictions had , without evident irony , lamented the incursion of hucksterism into the proceedings .
nyt_eng_20040229_0044_4|nyt_eng_200402|nyt_eng_20040229_0044|4|nyt_eng_20040229_0044_3|nyt_eng_20040229_0044_5|But by accident and by design , the events leading up to Sunday night 's 76th annual festival of Hollywood self-regard were , if anything , even more the same than usual .|The academy , the film industry and the gods of chance and history all seemed to be sparing no effort to ensure that this year 's Oscars would be as normal , as uneventful and as predictable as possible _ to honor tradition by producing a generic extravaganza .|Last fall in a fit of high-mindedness the academy decided to restrain the crass and unseemly campaigning that had marred previous years _ that is , that had made the run-up to the ceremony ever more colorful and entertaining for journalists and other would-be insiders .
nyt_eng_20040229_0043_11|nyt_eng_200402|nyt_eng_20040229_0043|11|nyt_eng_20040229_0043_10|nyt_eng_20040229_0043_12| -LBQ-  When it is Feb. 29 I always have the one big party .|It 's very special , a very unusual birthday .|I 've always thought it 's a great thing .  -RDQ- 
nyt_eng_20040229_0043_4|nyt_eng_200402|nyt_eng_20040229_0043|4|nyt_eng_20040229_0043_3|nyt_eng_20040229_0043_5| -LBQ-  We always teased each other that he was finally going to get his birthday party after four years .|It 's very special ,  -RDQ-  said his father , Steven Johnson , 50 , a funeral director for Forest Lawn Memorial-Park in Glendale .|For the big anniversary day , Joaquin Collin chose Glenoaks Park near his home in Gement was building up at home for weeks ,  -RDQ-  said his mother , Cynthia Johnson , 40 .
nyt_eng_20040229_0042_5|nyt_eng_200402|nyt_eng_20040229_0042|5|nyt_eng_20040229_0042_4|nyt_eng_20040229_0042_6|OSCARS-PIXAR -- When  -LBQ-  Finding Nemo  -RDQ-  won for best animated feature , director Andrew Stanton was gracious to Pixar 's now ex-partner , Disney , even thanking the latter 's chairman Dick Cook .|But Robin Williams was n't so charitable , telling Disney that if the two companies do part ,  -LBQ-  all you 're going to have is a Muppet and a waterslide .  -RDQ- |By Glenn Whipp .
nyt_eng_20040229_0041_41|nyt_eng_200402|nyt_eng_20040229_0041|41|nyt_eng_20040229_0041_40|nyt_eng_20040229_0041_42|There was an impressive array of about 300 witnesses , and the evidence includes thousands of documents , private diaries , telephone intercepts and films .|But numerous witnesses testified in closed sessions , reportedly for their own protection , and many electronic intercepts and documents are only available to the judges .|The prosecution set out to prove that the crimes occurred , to show how the chain of command worked , thus linking them to Milosevic .
nyt_eng_20040229_0041_36|nyt_eng_200402|nyt_eng_20040229_0041|36|nyt_eng_20040229_0041_35|nyt_eng_20040229_0041_37|Tribunal staff and those monitoring the trial say that getting to this halfway point has been an ordeal .|The scope of the indictment , linking allegations in three very different wars over nine years , was enormous .|Progress was hampered by Milosevic who , acting as his own lawyer , engaged in filibustering and frequently fell ill .
nyt_eng_20040229_0041_31|nyt_eng_200402|nyt_eng_20040229_0041|31|nyt_eng_20040229_0041_30|nyt_eng_20040229_0041_32| -LBQ-  One group threatening or killing another is not automatically genocide ,  -RDQ-  said Heikelina Verrijn-Stuart , a Dutch specialist in international law , following the tribunal .| -LBQ-  As a crime , it requires very specific proof and it does not depend on the number of victims .  -RDQ- |The tribunal 's 16 judges still appear divided .
nyt_eng_20040229_0041_21|nyt_eng_200402|nyt_eng_20040229_0041|21|nyt_eng_20040229_0041_20|nyt_eng_20040229_0041_22|Some argued that there was enough evidence to secure a conviction for war crimes and crimes against humanity and no need to take on the burden of demonstrating genocide .| -LBQ-  We had more than enough to prove that Milosevic created , instigated , aided and abetted great conflict and bloodshed and upheaval to stay in power ,  -RDQ-  said one lawyer involved in the discussions .| -LBQ-  Enough for a life sentence .  -RDQ- 
nyt_eng_20040229_0041_7|nyt_eng_200402|nyt_eng_20040229_0041|7|nyt_eng_20040229_0041_6|nyt_eng_20040229_0041_8|But then , few may have expected such proof from the former Serbian leader and Yugoslav president .|He wrote down very little and went to extraordinary lengths to hide his hand in the three wars in Yugoslavia in the 1990s that killed more than 200,000 people and uprooted several million .|Last week , court officials said Belgrade authorities have sanitized and cut crucial portions from the minutes of wartime meetings of the Supreme Defense Council , which Milosevic attended .
nyt_eng_20040229_0041_5|nyt_eng_200402|nyt_eng_20040229_0041|5|nyt_eng_20040229_0041_4|nyt_eng_20040229_0041_6|Looking weary , she said she was relieved that after 24 months , this portion of the tricl was finally closed .|She said she was certain of a conviction on all charges , but conceded that she had presented only circumstantial evidence ,  -LBQ-  no simple smoking gun ,  -RDQ-  _ no written order or letter signed by Milosevic _ to support the gravest charge , genocide .|But then , few may have expected such proof from the former Serbian leader and Yugoslav president .
nyt_eng_20040229_0041_4|nyt_eng_200402|nyt_eng_20040229_0041|4|nyt_eng_20040229_0041_3|nyt_eng_20040229_0041_5|In her spacious corner office , Carla Del Ponte , the chief prosecutor , took stock .|Looking weary , she said she was relieved that after 24 months , this portion of the tricl was finally closed .|She said she was certain of a conviction on all charges , but conceded that she had presented only circumstantial evidence ,  -LBQ-  no simple smoking gun ,  -RDQ-  _ no written order or letter signed by Milosevic _ to support the gravest charge , genocide .
nyt_eng_20040229_0040_5|nyt_eng_200402|nyt_eng_20040229_0040|5|nyt_eng_20040229_0040_4|nyt_eng_20040229_0040_6|OSCARS-PIXAR -- When  -LBQ-  Finding Nemo  -RDQ-  won for best animated feature , director Andrew Stanton was gracious to Pixar 's now ex-partner , Disney , even thanking the latter 's chairman Dick Cook .|B -RCB-  -COL-  +7147 Williams was n't so charitable , telling Disney that if the two companies do part ,  -LBQ-  all you 're going to have is a Muppet and a waterslide .  -RDQ- |By Glenn Whipp .
nyt_eng_20040229_0039_14|nyt_eng_200402|nyt_eng_20040229_0039|14|nyt_eng_20040229_0039_13|nyt_eng_20040229_0039_15|But the Ducks held on in a fight-filled game .| -LBQ-  Every point is so precious ,  -RDQ-  Kings coach Andy Murray said ,  -LBQ-  to go into the third period tied 3-3 and to lose , it is real disappointing .  -RDQ- |The Ducks ' last regulation loss at home was Jan. 19 .
nyt_eng_20040229_0039_8|nyt_eng_200402|nyt_eng_20040229_0039|8|nyt_eng_20040229_0039_7|nyt_eng_20040229_0039_9|The LuCos moved within seven points of the Flames , who were eighth with 70 points before playing Phoenix on Sunday .| -LBQ-  They played more desperate than us ,  -RDQ-  Kings forward Luc Robitaille said .| -LBQ-  If we beat them today , their season would be over .
nyt_eng_20040229_0039_2|nyt_eng_200402|nyt_eng_20040229_0039|2|nyt_eng_20040229_0039_1|nyt_eng_20040229_0039_3|If the Mighty Ducks could ght games on the road and only three teams have fewer than their seven road victories .|Even SatuzdA -RCB- 9 -COL- 948 -COL- 7 -RRB-  -COL- 08629 ! 27 -COL- 29 in Los Angeles proved too much for the Ducks .|On Sunday , though , the Ducks were at home , and their high-scoring forwards lived up to the description in a 6-3 victory over the Kings in front of a sellout crowd of 17,174 on Sunday at the Pond .
nyt_eng_20040229_0038_26|nyt_eng_200402|nyt_eng_20040229_0038|26|nyt_eng_20040229_0038_25|nyt_eng_20040229_0038_27| -LBQ-  He 's very personable , but whether I 'll vote for him is an entirely different issue .  -RDQ- |Edwards also attended to the more practical concerns of keeping his campaign afloat , raising money .|He attended two private fund-raisers on Sunday night in New York City .
nyt_eng_20040229_0038_25|nyt_eng_200402|nyt_eng_20040229_0038|25|nyt_eng_20040229_0038_24|nyt_eng_20040229_0038_26| -LBQ-  I do n't know a lot about him ,  -RDQ-  said Jennifer Peters , a museum educator from Saratoga Springs who attended the Albany rally .| -LBQ-  He 's very personable , but whether I 'll vote for him is an entirely different issue .  -RDQ- |Edwards also attended to the more practical concerns of keeping his campaign afloat , raising money .
nyt_eng_20040229_0038_12|nyt_eng_200402|nyt_eng_20040229_0038|12|nyt_eng_20040229_0038_11|nyt_eng_20040229_0038_13|Endorsements from major newspapers helped propel surges that won Edwards closer-than-expected second-place finishes in Iowa and in Wisconsin , and Edwards ' campaign strategists had looked for similar backing in Tuesday 's contests .|But Sunday morning 's newspapers were probably disappointing to Edwards in his effort to overcome the wide gulf between him and Kerry suggested by polls here and in the other states voting on Tuesday .|The editorial pages of two large newspapers serving New York City , The Daily News and Newsday , cked up endorsements from The Times-Union in Albany , The Atlanta Journal-Constitution , and The Akron Beacon Journal in Ohio .
nyt_eng_20040229_0038_3|nyt_eng_200402|nyt_eng_20040229_0038|3|nyt_eng_20040229_0038_2|nyt_eng_20040229_0038_4|But a contentious morfiNc debate in New York City , with frequent interruptions and pointed exchanges , remained on the minds of the candidates for much of the day .|Edwards , on his campaign plane bound for Albany , grinned broadly and pronounced the debate  -LBQ-  very interesting .  -RDQ- | -LBQ-  It was fun ,  -RDQ-  he said .
nyt_eng_20040229_0037_14|nyt_eng_200402|nyt_eng_20040229_0037|14|nyt_eng_20040229_0037_13|nyt_eng_20040229_0037_15| -LBQ-  We are no longer a whole ` nother thing .  -RDQ- |He added  -COL-   -LBQ-  The rodeo became significant as a way of saying , ` Hey , we 're still different . '| -RDQ- 
