hit_id,colloc,adv,adj,sent_text,sent_id,adv_index
nyt_eng_19950328_0344_29:13,so_important,so,important,They main reason is that every extra fraction of market share is so important to each airline that they often break away from the pack in the hope that they will gain a competitive advantage .,nyt_eng_19950328_0344_29,13
nyt_eng_19950329_0537_15:5,so_pretty,so,pretty,"-LBQ-  Every team is so pretty -- A goes to B , B goes to C ,  -RDQ-  Richardson said .",nyt_eng_19950329_0537_15,5
nyt_eng_19950406_0158_1:9,plaintively_self-effacing,plaintively,self-effacing,"If every father of a teen-ager were as plaintively self-effacing as the long-running Disney character Goofy , the world might be a far less angry place .",nyt_eng_19950406_0158_1,9
nyt_eng_19950424_0340_37:8,fully_matchable,fully,matchable,"-LBQ-  Almost every penny you raise is fully matchable with federal funds ,  -RDQ-  Dole finance director Jo-Anne Coe said .",nyt_eng_19950424_0340_37,8
nyt_eng_19950424_0354_3:8,fully_matchable,fully,matchable,"-LBQ-  Almost every penny you raise is fully matchable with federal funds ,  -RDQ-  Dole finance director Jo-Anne Coe said .",nyt_eng_19950424_0354_3,8
nyt_eng_19950510_0135_47:11,now_worth,now,worth,"Every Japanese yen , and every German D-mark , is now worth two to three times what it was just a few years ago .",nyt_eng_19950510_0135_47,11
nyt_eng_19950510_0232_10:11,extremely_poisonous,extremely,poisonous,"Doutt also notes that every part of this plant is extremely poisonous , and the flowers should never be used to decorate summer dishes .",nyt_eng_19950510_0232_10,11
nyt_eng_19950522_0638_41:22,as_easy,as,easy,"And maybe as a byproduct of this new disciplined style , the Red Wings are n't assuming every game will be as easy as the opener .",nyt_eng_19950522_0638_41,22
nyt_eng_19950525_0501_4:15,lovingly_rounded,lovingly,rounded,There are no hard edges in this house ; every wood-capped corner has been lovingly rounded .,nyt_eng_19950525_0501_4,15
nyt_eng_19950526_0437_20:5,very_careful,very,careful,-LBQ-  Every manufacturer is very careful to make sure their contractors abide by the law .,nyt_eng_19950526_0437_20,5
nyt_eng_19950530_0306_35:7,immediately_cross-eyed,immediately,cross-eyed,Every kid in the room was immediately cross-eyed .,nyt_eng_19950530_0306_35,7
nyt_eng_19950531_0265_3:5,spotlessly_clean,spotlessly,clean,"Almost every building is spotlessly clean and uniform with red roofs , white walls and black timbers .",nyt_eng_19950531_0265_3,5
nyt_eng_19950607_0195_26:22,very_expensive,very,expensive,"-LBQ-  You can build something as high as the Eiffel Tower , but as you go deeper every additional inch is very expensive ,  -RDQ-  Coflexip 's Ehret said .",nyt_eng_19950607_0195_26,22
nyt_eng_19950608_0249_7:7,pretty_hard,pretty,hard,"-LBQ-  Every part of it was pretty hard ,  -RDQ-  said director Frank Marshall who , in his previous producing job at Steven Spielberg 's Amblin Entertainment , oversaw such complicated pictures as  -LBQ-  Who Framed Roger Rabbit  -RDQ-  and the Indiana Jones trilogy .",nyt_eng_19950608_0249_7,7
nyt_eng_19950609_0371_4:30,always_rife,always,rife,"Because of the Biennale 's size and its vociferous claim to be the world 's most influential art jamboree , organizing this show every two years is of course always rife with risks , not only that the national pavilions will fail to generate a frisson but also that its special exhibition will have nothing new to say .",nyt_eng_19950609_0371_4,30
nyt_eng_19950620_0464_42:4,very_important,very,important,Every step is very important .  -RDQ-,nyt_eng_19950620_0464_42,4
nyt_eng_19950620_0484_28:28,absolutely_clear,absolutely,clear,"-LBQ-  You do n't think of him as balletic ,  -RDQ-  Ms. Dally says of Slyde ,  -LBQ-  but every brush , every weight transfer , is absolutely clear .",nyt_eng_19950620_0484_28,28
nyt_eng_19950623_0506_31:32,very_close,very,close,"-LBQ-  My husband and I led the youth group at our church ,  -RDQ-  Schepps said ,  -LBQ-  so every person we 've let watch our children has been very , very close to us .  -RDQ-",nyt_eng_19950623_0506_31,32
nyt_eng_19950630_0453_15:5,potentially_perilous,potentially,perilous,Not every moment was potentially perilous on this expedition .,nyt_eng_19950630_0453_15,5
nyt_eng_19950710_0572_6:7,very_important,very,important,"-LBQ-  I think every win is very important , especially when there 's $ 50,000 on the line for the points leader ,  -RDQ-  said Gordon , who now leads with 2,378 points , with Marlin second at 2,338 and Earnhardt third with 2,286 .",nyt_eng_19950710_0572_6,7
nyt_eng_19950711_0509_8:27,ashy_white,ashy,white,"Every other living thing in the fire 's path _ creosote , palo verde trees , burr sage , jumping cholla _ was black , or ashy white .",nyt_eng_19950711_0509_8,27
nyt_eng_19950720_0071_11:10,blandly_archetypal,blandly,archetypal,"-LBQ-  Almost every aspect of the piece is too blandly archetypal to wound ,  -RDQ-  Frank Rich wrote in The New York Times .",nyt_eng_19950720_0071_11,10
nyt_eng_19950721_0425_10:6,so_cheerful,so,cheerful,Not every small-cap manager is so cheerful .,nyt_eng_19950721_0425_10,6
nyt_eng_19950731_0024_44:7,so_important,so,important,"Every nine , every hole is so important .",nyt_eng_19950731_0024_44,7
nyt_eng_19950823_0449_18:27,convincingly_repulsive,convincingly,repulsive,"It is a testament to Clark 's technical savvy , and to the natural abilities of his unknown actors , that every kid on screen is convincingly repulsive .",nyt_eng_19950823_0449_18,27
nyt_eng_19950828_0018_25:16,very_competitive,very,competitive,"You have to play good baseball , and I thought every game we played was very competitive .",nyt_eng_19950828_0018_25,16
nyt_eng_19950907_0737_18:4,instantly_familiar,instantly,familiar,"Every tune is instantly familiar , but you 'd be hard-pressed to name a source Young could have lifted them from .",nyt_eng_19950907_0737_18,4
nyt_eng_19950910_0051_47:5,potentially_controversial,potentially,controversial,Every possible change is potentially controversial .,nyt_eng_19950910_0051_47,5
nyt_eng_19950913_0094_8:4,as_predictable,as,predictable,"Every move is as predictable as all get out , but pre-teen boys and girls will find it tolerable if not downright funny .",nyt_eng_19950913_0094_8,4
nyt_eng_19950914_0522_23:35,just_right,just,right,It seems that Intel made the mistake of believing the Microsoft Myth that we would be living in a 32-bit world by this Christmas and that every software package under the tree would be just right for the P6 .,nyt_eng_19950914_0522_23,35
nyt_eng_19950914_0552_7:18,so_valuable,so,valuable,"He 's  -LBQ-  frustrated ,  -RDQ-  he says , especially now , when every week , is so valuable because the end is so near .",nyt_eng_19950914_0552_7,18
nyt_eng_19950921_0438_30:4,very_valuable,very,valuable,Every point is very valuable .  -RDQ-,nyt_eng_19950921_0438_30,4
nyt_eng_19950925_0022_24:12,simultaneously_hot,simultaneously,hot,"What this means is that every regular in the lineup is simultaneously hot , if not fully engulfed .",nyt_eng_19950925_0022_24,12
nyt_eng_19951002_0026_12:38,quite_different,quite,different,"Erik Rasmussen , the project 's experimental director and field coordinator and a research scientist at the Severe Storms Laboratory in Norman , Okla. , said  -LBQ-  it seemed to me that every tornado we saw was quite different from all the others .",nyt_eng_19951002_0026_12,38
nyt_eng_19951006_0633_52:9,damn_important,damn,important,"-LBQ-  That 's why every game is so damn important _ in or out of the division , home or away .",nyt_eng_19951006_0633_52,9
nyt_eng_19951106_0689_25:5,very_competitive,very,competitive,-LBQ-  Every game was very competitive .,nyt_eng_19951106_0689_25,5
nyt_eng_19951107_0321_2:9,only_translucent,only,translucent,"In their paintings , every woman is not only translucent of skin and blessed with delicate bone structure but also offers a perfect rosebud mouth and limpid eyes _ pure and svelte sensuality .",nyt_eng_19951107_0321_2,9
nyt_eng_19951108_0462_15:18,especially_noticeable,especially,noticeable,"Because all the dancers start by looking superficially similar , every change in their movements will be especially noticeable .",nyt_eng_19951108_0462_15,18
nyt_eng_19951110_0074_25:9,so_upset,so,upset,"To be sure , not every observer was so upset .",nyt_eng_19951110_0074_25,9
nyt_eng_19951113_0537_31:6,that_clear,that,clear,"Every waking moment , is that clear ?  -RDQ-",nyt_eng_19951113_0537_31,6
nyt_eng_19951115_0123_10:5,so_different,so,different,-LBQ-  Every day is so different .,nyt_eng_19951115_0123_10,5
nyt_eng_19951122_0452_11:7,carefully_wrought,carefully,wrought,"Every phrase and gesture has been carefully wrought , yet there is no sense of effort in the music-making .",nyt_eng_19951122_0452_11,7
nyt_eng_19951128_0467_1:5,deeply_grateful,deeply,grateful,Every serious host is deeply grateful for the night Champagne was invented .,nyt_eng_19951128_0467_1,5
nyt_eng_19951212_0654_13:4,pretty_good,pretty,good,Every area is pretty good .,nyt_eng_19951212_0654_13,4
nyt_eng_19951216_0121_33:15,totally_sympathetic,totally,sympathetic,"But , if a secret poll were taken , not every team would be totally sympathetic to the Rangers .",nyt_eng_19951216_0121_33,15
nyt_eng_19951220_0347_29:7,that_fabulous,that,fabulous,"-LRB- Could every single cookie be that fabulous ? -RRB- In the end , though , Heatter is the baker many people turn to when they want to feel everything is going to come out OK .",nyt_eng_19951220_0347_29,7
nyt_eng_19951220_0452_21:12,politically_stupid,politically,stupid,"-LBQ-  Every dollar traded away from the tax cuts is both politically stupid and politically destructive and moves you away from the goal of reducing the growth of government ,  -RDQ-  Norquist told a reporter .",nyt_eng_19951220_0452_21,12
nyt_eng_19951229_0402_9:16,ritualistically_hissed,ritualistically,hissed,"Every time William Walters , the sullen stage manager , walked out , he was ritualistically hissed .",nyt_eng_19951229_0402_9,16
nyt_eng_19951230_0143_44:6,definitely_computer-fluent,definitely,computer-fluent,But every team member is definitely computer-fluent _ or else .,nyt_eng_19951230_0143_44,6
nyt_eng_19960108_0016_8:14,so_aware,so,aware,The unspoken assumption was that every man and woman in the room was so aware of his nickname that it did n't even bear repeating .,nyt_eng_19960108_0016_8,14
nyt_eng_19960108_0065_37:6,very_careful,very,careful,"-LBQ-  Every bank should be very careful ,  -RDQ-  Budinsky said .",nyt_eng_19960108_0065_37,6
nyt_eng_19960111_0300_31:12,user_friendly,user,friendly,"Brown said his goal was for every commission to be  -LBQ-  user friendly  -RDQ-  _ anyone who appears before a commission should have  -LBQ-  as many commissioners advocating for him as opposed to him , and one person would be the swing vote ,  -RDQ-  the mayor said .",nyt_eng_19960111_0300_31,12
nyt_eng_19960118_0369_30:14,so_grand,so,grand,Not every piece with a known past at the Winter Antiques Show is so grand .,nyt_eng_19960118_0369_30,14
nyt_eng_19960127_0261_33:89,as_true,as,true,"_ Chances are , I 'll never be back in the place after Sunday , but I know I always will have the memory of Harry Sinden standing in the press box , his tie pulled down slightly , his collar unbuttoned , dramatically and passionately ticking off his Forum credo  -COL-   -LBQ-  Death ! Taxes ! First penalty at the Forum !  -RDQ-  It 's the joke you 've heard someone tell you a thousand times , but every time you hear it , it is just as true and only gets funnier .",nyt_eng_19960127_0261_33,89
nyt_eng_19960206_0260_16:14,demonstrably_false,demonstrably,false,"Virtually every syllable of Kerans ' testimony , it turns out , is demonstrably false .",nyt_eng_19960206_0260_16,14
nyt_eng_19960223_0399_24:4,just_fine,just,fine,Every kid was just fine .  -RDQ-,nyt_eng_19960223_0399_24,4
nyt_eng_19960302_0122_6:8,jolly_good,jolly,good,-LBQ-  Every GI that gets malaria is jolly good for the world because that means more money for malarial drug research .  -RDQ-,nyt_eng_19960302_0122_6,8
nyt_eng_19960304_0491_16:16,mentally_ill,mentally,ill,"-LBQ-  But that does n't mean that every person who goes in for piercing is mentally ill ,  -RDQ-  he says .",nyt_eng_19960304_0491_16,16
nyt_eng_19960307_0151_1:6,as_strict,as,strict,"Though not every specialist is as strict as Ollman or Lindsey , the essence of outsider appeal lies in this Rousseauesque idea -LRB- Jean Jacques or Le Douanier _ you choose -RRB- .",nyt_eng_19960307_0151_1,6
nyt_eng_19960309_0230_18:29,so_important,so,important,These types of games provide a great opportunity for them to become familiar with what it feels like to play in a pressure-packed atmosphere where every possession is so important .  -RDQ-,nyt_eng_19960309_0230_18,29
nyt_eng_19960313_0528_33:12,as_exuberant,as,exuberant,Of course not every transition of her peripatetic life has been as exuberant as that .,nyt_eng_19960313_0528_33,12
nyt_eng_19960322_0547_10:9,heavily_dependent,heavily,dependent,"-LBQ-  Every sector of the economy here is heavily dependent on immigrants ,  -RDQ-  said Wayne A. Cornelius , director of the Center for U.S.-Mexican Studies at the University of California at San Diego .",nyt_eng_19960322_0547_10,9
nyt_eng_19960324_0124_1:11,economically_driven,economically,driven,"-LBQ-  But I do know this  -COL-  Every theft is economically driven ,  -RDQ-  she said .",nyt_eng_19960324_0124_1,11
nyt_eng_19960325_0384_1:11,economically_driven,economically,driven,"-LBQ-  But I do know this  -COL-  Every theft is economically driven ,  -RDQ-  she said .",nyt_eng_19960325_0384_1,11
nyt_eng_19960417_0007_50:8,really_inspiring,really,inspiring,"-LBQ-  Every win that we get is really inspiring ,  -RDQ-  Jordan said .",nyt_eng_19960417_0007_50,8
nyt_eng_19960419_0180_28:18,as_important,as,important,"Active in his county GOP , he says ,  -LBQ-  Every dollar spent on the environment is as important to America 's future as every dollar spent on defense .",nyt_eng_19960419_0180_28,18
nyt_eng_19960422_0868_15:19,so_open,so,open,"Mostly , it is the way things work in election-year Washington , a place where every move is so open to political savaging that at times , the safest option is to remain absolutely still .",nyt_eng_19960422_0868_15,19
nyt_eng_19960428_0233_53:12,equally_vulnerable,equally,vulnerable,But there 's no reason to think that every user is equally vulnerable .,nyt_eng_19960428_0233_53,12
nyt_eng_19960504_0009_36:10,very_stereotypical,very,stereotypical,"-LBQ-  In hindsight , every symptom I had was very stereotypical of ALS ,  -RDQ-  Reynolds said .",nyt_eng_19960504_0009_36,10
nyt_eng_19960508_0880_19:8,very_tormenting,very,tormenting,"Every sound I heard , it was very tormenting .  -RDQ-",nyt_eng_19960508_0880_19,8
nyt_eng_19960508_1392_4:4,so_different,so,different,Every city is so different from England .,nyt_eng_19960508_1392_4,4
nyt_eng_19960508_1584_35:5,so_different,so,different,-LBQ-  Every album was so different .,nyt_eng_19960508_1584_35,5
nyt_eng_19960524_0180_14:15,very_important,very,important,"Around this office , we like to think every aspect of the Olympics is very important .",nyt_eng_19960524_0180_14,15
nyt_eng_19960527_0319_29:10,very_old,very,old,Every lungfish caught in the reservoir recently has been very old .,nyt_eng_19960527_0319_29,10
nyt_eng_19960527_0395_13:9,strongly_supportive,strongly,supportive,Yet every public statement from team management is strongly supportive of Hill .,nyt_eng_19960527_0395_13,9
nyt_eng_19960528_0012_2:15,as_powerful,as,powerful,What did Torre have to hide ? Every lineup the manager devises should be as powerful as the one the Yankees used against Jim Abbott and the feeble Angels .,nyt_eng_19960528_0012_2,15
nyt_eng_19960528_0398_11:25,also_extraordinary,also,extraordinary,"The secret of  -LBQ-  Alex Mack ,  -RDQ-  obvious to adults , is that her special powers suggest the way every ordinary child is also extraordinary and triumphant .",nyt_eng_19960528_0398_11,25
nyt_eng_19960603_0456_41:32,explicitly_islamic,explicitly,islamic,"-LBQ-  Set up by Muslims for Muslims ,  -RDQ-  David Pryce-Jones , the acclaimed author and lifelong student of Arab culture , wrote in 1989 ,  -LBQ-  every Arab state is explicitly Islamic in confession .",nyt_eng_19960603_0456_41,32
nyt_eng_19960609_0256_40:14,so_glad,so,glad,"Every time we have to do an English accent here , we 're so glad we 're doing it in Pittsburgh .  -RDQ-",nyt_eng_19960609_0256_40,14
nyt_eng_19960621_0207_8:22,utterly_right,utterly,right,"Every moment of the film , from the quiet foreshadowing of its first scene to a magnificently apt ending , is utterly right .",nyt_eng_19960621_0207_8,22
nyt_eng_19960622_0049_9:20,equally_promising,equally,promising,"And while the cosmetic-laser business is booming , it is a very competitive field and not every sector is equally promising .",nyt_eng_19960622_0049_9,20
nyt_eng_19960624_0434_36:26,fully_refundable,fully,refundable,"A call to Delta 's reservations number established that , on that day , every flight from JFK to San Francisco over $ 800 was fully refundable .",nyt_eng_19960624_0434_36,26
nyt_eng_19960701_0256_37:7,so_young,so,young,Every 98 - year-old should be so young .,nyt_eng_19960701_0256_37,7
nyt_eng_19960717_0781_12:20,terribly_true,terribly,true,The lesson I learned here is that every nightmare I ever heard about OD ` ing and\/or heroin is terribly true .  -RDQ-,nyt_eng_19960717_0781_12,20
nyt_eng_19960724_0648_30:29,commercially_viable,commercially,viable,"But Zwick , whose  -LBQ-  thirtysomething  -RDQ-  did click , is comfortable knowing that not every production he and his partner , Marshall Herskovitz , attempt will be commercially viable .",nyt_eng_19960724_0648_30,29
nyt_eng_19960808_0493_1:29,so_low,so,low,"Every training camp there is a player who comes out of nowhere , from a school few have ever heard of , who was not drafted or drafted so low he was given little chance to make the team .",nyt_eng_19960808_0493_1,29
nyt_eng_19960810_0221_86:8,so_rudderless,so,rudderless,"If every ship down the Mississippi were so rudderless , ESPN could line the banks with its cameras for Steamship Demolition Derby .",nyt_eng_19960810_0221_86,8
nyt_eng_19960817_0032_16:19,just_loaded,just,loaded,"-LBQ-  Every team , even the teams that are supposed to have a hard time competing , are just loaded ,  -RDQ-  said Hatcher , who will join brother Kevin on Team USA .",nyt_eng_19960817_0032_16,19
nyt_eng_19960823_0017_6:16,as_likely,as,likely,"But since the 1980s every new corporate vice-president or successful small-town retailer has been just as likely to celebrate his -LRB- or her -RRB- success by buying an imported saloon , such as a Mercedes-Benz or a Lexus -LRB- the luxury brand of Japan 's Toyota -RRB- , as a Lincoln or Cadillac .",nyt_eng_19960823_0017_6,16
nyt_eng_19960823_0276_17:12,so_trenchant,so,trenchant,"Not every moment edited into  -LBQ-  Baseball , Minnesota  -RDQ-  is so trenchant .",nyt_eng_19960823_0276_17,12
nyt_eng_19960827_0051_1:17,so_right,so,right,"Now the Red Sox are into that zone , where every move Kevin Kennedy makes is so right , every flutter that Tim Wakefield flutters just stutters to the plate , and every ball that Troy O'Leary chases down is snagged .",nyt_eng_19960827_0051_1,17
nyt_eng_19960904_0082_36:19,so_important,so,important,"-LBQ-  I 'm just happy we won because at this point in the season , every win is so important ,  -RDQ-  he said .",nyt_eng_19960904_0082_36,19
nyt_eng_19960904_0432_9:5,partly_experimental,partly,experimental,"Every classroom change is partly experimental , from choosing a different textbook to rearranging the chairs .",nyt_eng_19960904_0432_9,5
nyt_eng_19960911_0022_3:9,deeply_concerned,deeply,concerned,"Naturally , almost every available head coach is deeply concerned about burning his bridges in college basketball by abandoning a program at the last second .",nyt_eng_19960911_0022_3,9
nyt_eng_19960912_0410_49:8,purely_derivative,purely,derivative,-LBQ-  Every bit of their power is purely derivative from the candidate they are working for and to the extent that the candidate will listen .,nyt_eng_19960912_0410_49,8
nyt_eng_19960914_0098_32:6,instantly_suspect,instantly,suspect,"-LBQ-  Every Arkansan is now instantly suspect as a crook or an incompetent , while Kansans get the benefit of the doubt afforded to people of the other 49 states .  -RDQ-",nyt_eng_19960914_0098_32,6
nyt_eng_19960914_0125_24:4,very_valuable,very,valuable,Every customer is very valuable to Columbia House .,nyt_eng_19960914_0125_24,4
nyt_eng_19960918_0797_22:16,absolutely_aghast,absolutely,aghast,"He also noted , with delight , that every leader he had met was  -LBQ-  absolutely aghast  -RDQ-  that The New York Times would publish the Pentagon Papers .",nyt_eng_19960918_0797_22,16
nyt_eng_19960919_0792_39:44,completely_new,completely,new,"Although Campbell already sells frozen dinners under the Healthy Request name as well as fat-free Pepperidge Farm products and low-sodium V-8 vegetable juice and has a large food-service business involving frozen products ,  -LBQ-  every element of the design of these meals is completely new ,  -RDQ-  Macnair said .",nyt_eng_19960919_0792_39,44
nyt_eng_19960919_0827_17:9,so_eager,so,eager,"Not every Democrat , for example , is so eager to renounce the party 's past mode of behavior as flawed .",nyt_eng_19960919_0827_17,9
nyt_eng_19960924_0434_27:5,so_open-mouthed,so,open-mouthed,Not every language is so open-mouthed .,nyt_eng_19960924_0434_27,5
nyt_eng_19961002_0743_4:8,too_much,too,much,-LBQ-  Every dollar we spend there is too much .,nyt_eng_19961002_0743_4,8
nyt_eng_19961013_0026_13:8,very_tense,very,tense,Every game that we played has been very tense .,nyt_eng_19961013_0026_13,8
nyt_eng_19961014_0144_9:12,completely_soiled,completely,soiled,"Within five minutes , every square inch of the kennel was completely soiled .",nyt_eng_19961014_0144_9,12
nyt_eng_19961014_0284_25:28,basely_false,basely,false,"In her letter she said ,  -LBQ-  I can only say in answer to your letter that every statement in the interview which you send me is basely false , and I pity the man who has been made the tool to give circulation to such wicked and heartless lies .",nyt_eng_19961014_0284_25,28
nyt_eng_19961028_0250_10:20,just_blurs,just,blurs,"My right eye was fine if I was n't moving , but every time I moved , it was just blurs .",nyt_eng_19961028_0250_10,20
nyt_eng_19961031_0331_1:7,as_lucky,as,lucky,"Every beleaguered working mother should be as lucky as Monica -LRB- Marisa Tomei -RRB- , to live next door to someone like Mildred -LRB- Gena Rowlands -RRB- , the central character of Nick Cassavetes 's sticky-sweet film ,  -LBQ-  Unhook the Stars .  -RDQ-",nyt_eng_19961031_0331_1,7
nyt_eng_19961031_0331_3:7,as_lucky,as,lucky,"Every 60-something widow should also be as lucky as Mildred , to find herself pursued by a man like Big Tommy -LRB- Gerard Depardieu -RRB- , a gentle French-Canadian truck driver who ogles her with cow-eyed longing from the moment Monica introduces them in a local bar .",nyt_eng_19961031_0331_3,7
nyt_eng_19961114_0312_8:7,writ_large,writ,large,"Every vocal inflection and gesture is writ large -LRB- watch how she keeps extending her arms as if to embrace an entire adoring throng -RRB- but also with precise , elegant calligraphy .",nyt_eng_19961114_0312_8,7
nyt_eng_19961125_0135_12:26,instantly_smitten,instantly,smitten,"To wit  -COL-  the transformation of a not-exactly - ugly-but - definitely-oddball duckling into a swan so transcendent that every man within swooning distance is instantly smitten -LRB- the men , incidentally , are usually WASP Pretty Boys like Robert Redford , Nick Nolte , Ryan O'Neal and , now , Bridges -RRB- .",nyt_eng_19961125_0135_12,26
nyt_eng_19961128_0208_31:7,extremely_happy,extremely,happy,Muhlemann said  -LBQ-  every Swiss was extremely happy  -RDQ-  when the government ordered an investigation of the fate of Jewish assets in Swiss banks .,nyt_eng_19961128_0208_31,7
nyt_eng_19961202_0242_24:8,very_similar,very,similar,"Every conversation we had was very , very similar to the things I talk about all the time , every day .",nyt_eng_19961202_0242_24,8
nyt_eng_19961205_0611_4:40,literally_true,literally,true,"In the book , Dr. R. Kirby Godsey , the president of Mercer University here , second in size only to Baylor among the nation 's Baptist-affiliated universities , rejects the belief that every word of the Bible is literally true and suggests that salvation may not depend on one 's acceptance of Christ as a personal savior .",nyt_eng_19961205_0611_4,40
nyt_eng_19961216_0651_20:11,so_tight,so,tight,"-LBQ-  The problem right now is that every bond is so tight to Treasuries ,  -RDQ-  Grant said .",nyt_eng_19961216_0651_20,11
nyt_eng_19961221_0187_23:20,so_fortunate,so,fortunate,"While Isenberg has locked in big gains for his heirs with transferable stock options , not every executive is so fortunate .",nyt_eng_19961221_0187_23,20
nyt_eng_19970104_0258_32:13,so_new,so,new,"But it is enviable in the sense that every experience here is so new , so fresh , so welcome .",nyt_eng_19970104_0258_32,13
nyt_eng_19970119_0042_53:13,too_available,too,available,"In the digital world , every unchecked  -LBQ-  fact  -RDQ-  is all too available , every opinion equal .",nyt_eng_19970119_0042_53,13
