hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
nyt_eng_20050530_0021_64:5,neg-ext-subj,quite_ready,quite,ready,But no one was quite ready for this headline in The Independent last month  -COL-   -LBQ-  Decoded at last  -COL-  the ` classical Holy Grail ' that may rewrite the history of the world .  -RDQ-,nyt_eng_20050530_0021_64,5,nyt_eng_200505,"PAPYRUS-HYPE -LRB- Oxford , England -RRB- -- Oxford scholars have been translating Egyptian papyruses for more than 100 years and have found many gems  -COL-  plays by the great Greek playwrights and early fragments of Gospels .","As is so often the case in British newspapers , the article turned out to be both true and not true ."
nyt_eng_20050528_0091_59:4,neg-ext-subj,entirely_sure,entirely,sure,No one is entirely sure what NASCAR is looking for from the bid cities .,nyt_eng_20050528_0091_59,4,nyt_eng_200505,"Just ask the folks at SciTrek , the science museum forced to close its downtown site for lack of local support .",The sport 's request for bids was deliberately open-ended .
nyt_eng_20050527_0052_60:9,neg-ext-subj,exactly_surprised,exactly,surprised,"At the same time , no one is exactly surprised that radio stations are n't playing it and that , in turn , the records are n't huge sellers .",nyt_eng_20050527_0052_60,9,nyt_eng_200505,Critics seem to like just about everything Thirsty Ear produces .,"-LBQ-  There 's no place on the radio for it ,  -RDQ-  says Jason Koransky , editor of the jazz magazine Down Beat ."
nyt_eng_20050512_0314_18:12,neg-ext-subj,really_excited,really,excited,"-LBQ-  The fact of the matter is that no one is really excited about him going through ,  -RDQ-  Voinovich said .",nyt_eng_20050512_0314_18,12,nyt_eng_200505,"Voinovich , who has met with Bolton twice since the nomination was announced , also said  -LBQ-  there is a possibility  -RDQ-  that other Republicans would vote against him .","Lugar expressed satisfaction Thursday with the vote , which had deadlocked the usually amicable committee and brought intense White House pressure for action ."
nyt_eng_20050512_0220_11:5,neg-ext-subj,really_excited,really,excited,"-LBQ-  No one is really excited about him ,  -RDQ-  said Voinovich .",nyt_eng_20050512_0220_11,5,nyt_eng_200505,He indicated a number of his colleagues may join him on the Senate floor in voting against the nominee .,"The committee 's neutral action coupled with Voinovich 's critical comments will force the president to expend political capital on behalf of Bolton , who in his most recent job as under secretary of state for arms control often clashed with subordinates and superiors over intelligence matters ."
nyt_eng_20050510_0148_32:16,neg-ext-subj,as_enthusiastic,as,enthusiastic,"As is often the case in matters like this , no one else was quite as enthusiastic as Markowitz .",nyt_eng_20050510_0148_32,16,nyt_eng_200505,"-LBQ-  Just like every Manhattanite who comes across the bridge , they 'll know they 're in the promised land .  -RDQ-","Sydney Pollack , the director who filmed the thriller  -LBQ-  The Interpreter  -RDQ-  inside U.N. headquarters , said the organization feels like it belongs in Manhattan ."
nyt_eng_20050505_0312_30:17,neg-ext-subj,that_keen,that,keen,"-LBQ-  Nobody wants to put the -LRB- Conservatives -RRB- in power , but no one 's that keen on Blair either , and the Liberal Democrats are n't a serious party .",nyt_eng_20050505_0312_30,17,nyt_eng_200505,"Riding the Northern Line north , through the heart of London , many young voters said they did n't feel inspired by any of the party 's platform , and were n't planning to cast their ballots .","So there 's not really an option ,  -RDQ-  said Genevieve Silburn , 25 , a telephone operator ."
nyt_eng_20050502_0012_22:37,neg-ext-subj,quite_confident,quite,confident,"The price of one competing fuel for electric generation , natural gas , has tripled in the last few years , but the price of coal-fired power is still stubbornly low , and no one is quite confident of just what the new designs would cost , and how well they would work .",nyt_eng_20050502_0012_22,37,nyt_eng_200505,"NUCLEAR-POWER -LRB- Washington -RRB- -- Electric companies have shown more interest in building new nuclear reactors the last few months than they have in the last two decades , but despite strong cheerleading from President Bush , conditions are not right to induce anyone to take the $ 1.5 billion gamble to see if the industry is ready for a second round of plants , according to industry experts .",By Matthew L. Wald .
nyt_eng_20050920_0344_24:6,neg-ext-subj,remotely_credible,remotely,credible,-LRB- No one here is remotely credible as a cop . -RRB-,nyt_eng_20050920_0344_24,6,nyt_eng_200509,"Johnny Messner is incongruously asked to be both soulful and hard-core as Detective Jack Hale -- when he whips off his sunglasses at a crime scene , he looks like no cop you 've ever seen but precisely like every actor you 've ever seen playing to the camera .","Hale , like Gideon , is returning to his debilitating job after an extended leave -- chasing the sickest of the sick recently cost him a partner , both professionally and romantically ."
nyt_eng_20050913_0157_32:19,neg-ext-subj,that_interested,that,interested,"There 's an open bar -LRB- which also dispenses Atkins Advantage bars -RRB- , but no one 's that interested in drinks .",nyt_eng_20050913_0157_32,19,nyt_eng_200509,"-LBQ-  I do n't even know you , but I know you 're high-maintenance .  -RDQ-","Instead , the various ticket holders -- a mix of writers , buyers , dreamy young women who scored tickets from friends , shameless crashers -- pass through the sponsors ' booths trying on Silhouette sunglasses , mindlessly rubbing cream into their palms and entering raffles ."
nyt_eng_20050911_0218_9:13,neg-ext-subj,quite_sure,quite,sure,But the archive is so big that no one in Guatemala is quite sure how to deal with it .,nyt_eng_20050911_0218_9,13,nyt_eng_200509,The files may also contain key evidence for trying those responsible for major crimes .,"The country 's national archives lacks the expertise , money and space to handle them ."
nyt_eng_20050910_0188_8:5,neg-ext-subj,genuinely_appreciative,genuinely,appreciative,No one was more genuinely appreciative than he .,nyt_eng_20050910_0188_8,5,nyt_eng_200509,Never had Desmond Bemiss and his family been so well cared for .,"But how long , he wondered , could it or should it last ?"
nyt_eng_20050908_0151_31:14,neg-ext-subj,completely_sure,completely,sure,"But of course , the movie says , no one can ever be completely sure , and thus superstition becomes a matter of reasonable doubt .",nyt_eng_20050908_0151_31,14,nyt_eng_200509,"The doctors , meanwhile , seem so sure of themselves .","Meanwhile the clocks stop , the wind howls , and we are encouraged to believe -- or at least not to disbelieve -- our own eyes ."
nyt_eng_20050907_0300_3:11,neg-ext-subj,quite_sure,quite,sure,"And the Great Dane ? Well , no one is quite sure about him .",nyt_eng_20050907_0300_3,11,nyt_eng_200509,"With pets barred from the bus trip , Lola , a green parrot , made it hidden inside her owner 's bra .","-LBQ-  It 's become our disaster by default ,  -RDQ-  said Patricia E. Mercer , the president of the Society for the Prevention of Cruelty to Animals here ."
nyt_eng_20050906_0118_42:4,neg-ext-subj,as_happy,as,happy,"No one was as happy to tip or as understanding as Tony Schiappa of Seminole , a friend to servers everywhere .",nyt_eng_20050906_0118_42,4,nyt_eng_200509,-LBQ-  The tip should reflect the level of service received .  -RDQ-,"-LBQ-  Let 's consider the server for a moment , a waitress say ,  -RDQ-  he writes ."
nyt_eng_20050905_0134_8:6,neg-ext-subj,as_overt,as,overt,-LBQ-  No one has been as overt in trying to steal our customers .  -RDQ-,nyt_eng_20050905_0134_8,6,nyt_eng_200509,"-LBQ-  They 're poaching !  -RDQ-  exclaimed Kurt Ebenhoch , a spokesman for Northwest Airlines .",Northwest executives are seething over recent overtures to their customers by United Airlines .
nyt_eng_20050902_0110_14:4,neg-ext-subj,as_slick,as,slick,"No one is as slick at layering gut-check beats and wickedly clever rhymes over such bold ingredients  -COL-  jazzy piano riffs , curious samples , waves of cinematic orchestration .",nyt_eng_20050902_0110_14,4,nyt_eng_200509,"Nevertheless , there is n't a more thrilling listening experience now than digging into a Kanye West disc for the first time .","He understands drama and dramatic tension , but he 's also funny as heck ."
nyt_eng_20000228_0042_33:12,neg-ext-subj,that_important,that,important,"-LBQ-  All these little bits of things _ no one is that important , but all together they make the boat that much faster ,  -RDQ-  said Nippon skipper Peter Gilmour .  -RDQ-",nyt_eng_20000228_0042_33,12,nyt_eng_200002,"Aside from the longer waterline achieved by the spoon bow , or  -LBQ-  knuckle ,  -RDQ-  just below the foredeck , these advances range from their  -LBQ-  millennium  -RDQ-  rig to their gybing technique .",Then there 's the crew .
nyt_eng_20000222_0225_21:8,neg-ext-subj,quite_sure,quite,sure,"At this point , no one is quite sure what types of presenters will fall into the middle category .",nyt_eng_20000222_0225_21,8,nyt_eng_200002,"Quickly , will be for those presenters -LRB- picture , say , an older actor or a director -RRB- whose black tie outfit may not be a source of fascination but whose comments may be .","Most certainly , a highlight _ and almost guaranteed to produce a standing ovation _ will be the appearance of Jane Fonda , who retired from acting years ago ."
nyt_eng_20000222_0199_29:11,neg-ext-subj,that_rigid,that,rigid,"No one in New York , thankfully , is nearly that rigid , though more than a few restaurateurs bristled when I asked if they 've noticed an increase in cocktail drinking through dinner .",nyt_eng_20000222_0199_29,11,nyt_eng_200002,"And we 've spent a lot of money on our wine program , so we concentrate on that .  -RDQ-",They seemed to perceive the question as an insult to their winehood .
nyt_eng_20000219_0011_4:5,neg-ext-subj,quite_certain,quite,certain,"Though no one is quite certain who will show up to vote , pollsters give Bush a narrow advantage overall .",nyt_eng_20000219_0011_4,5,nyt_eng_200002,"But Arizona Sen. John McCain enjoys an even larger advantage over Bush among Democrats and independents , who are free to vote in Saturday 's primary .","The outcome hinges on the size of the turnout and the mix of Republicans , Democrats and independents ."
nyt_eng_20000212_0191_20:18,neg-ext-subj,completely_sure,completely,sure,"The building consists of several parts , evidently built at different times , although no one is completely sure , because many of the records of the bronze powder mill were discarded by a subsequent owner .",nyt_eng_20000212_0191_20,18,nyt_eng_200002,"Even though it had stood empty for 10 years , the roof had been maintained , so the wood inside had not been damaged by rain , which is often the undoing of old buildings .",At one end of the building the roof is supported by a conventional wood truss structure .
nyt_eng_20000209_0421_27:25,neg-ext-subj,too_old,too,old,"George Dawson deserves the attention he is getting , not just for his own sake but as a reminder that no one is ever too old to set new goals and accomplish them .",nyt_eng_20000209_0421_27,25,nyt_eng_200002,Perhaps the greatest value of  -LBQ-  Life Is So Good  -RDQ-  is its unspoken premise that heroes come in all ages and situations .,"He and Glaubman have written an interesting , imperfect book ."
nyt_eng_20000207_0152_26:5,neg-ext-subj,exactly_sure,exactly,sure,"And no one is exactly sure what to expect in the future , particularly with the Internet 's impact .",nyt_eng_20000207_0152_26,5,nyt_eng_200002,"Still , tensions are mounting .","The labels are at least hoping to recoup some of their losses by offering downloadable videos , just as they 're now offering downloadable music ."
nyt_eng_20000204_0087_24:9,neg-ext-subj,that_good,that,good,"I keep thinking , ` No one is that good in this day and age . '",nyt_eng_20000204_0087_24,9,nyt_eng_200002,"If I sound like I 'm walking that thin shaft of a 1-iron , I am .",But he is certainly making a point .  -RDQ-
nyt_eng_20000204_0048_67:9,neg-ext-subj,that_good,that,good,"-LBQ-  I keep thinking ` no one is that good in this day and age , ' but he certainly is making a point .  -RDQ-",nyt_eng_20000204_0048_67,9,nyt_eng_200002,Gary McCord does n't think it 's possible for a golfer to catch Byron Nelson 's record of 11 straight .,...
nyt_eng_20080529_0073_31:16,neg-ext-subj,very_likable,very,likable,Another potential roadblock for  -LBQ-  In Plain Sight  -RDQ-  is that no one here is very likable .,nyt_eng_20080529_0073_31,16,nyt_eng_200805,"But none of it adds up to much believability -- just phrases and on-duty acrobatics familiar from countless other TV characters , all tossed into a stew .","Now , it 's fine to create a flawed , nuanced main character who might rub people the wrong way ."
nyt_eng_20080524_0129_2:5,neg-ext-subj,too_surprised,too,surprised,So no one was too surprised when Houston finished April three games under .500 and five games behind the first-place Chicago Cubs in the National League Central .,nyt_eng_20080524_0129_2,5,nyt_eng_200805,"After the Astros lost 90 games in 2007 , expectations were not particularly high before this season .","In May , however , the Astros have quietly emerged as one of the hottest teams in baseball , winning 15 of 21 games heading into Saturday ."
nyt_eng_20080503_0044_22:12,neg-ext-subj,dangerously_insane,dangerously,insane,"Alan Watts the philosopher who said  -LBQ-  No one is more dangerously insane than one who is sane all the time  -RDQ-  wondered if LSD removed  -LBQ-  certain habitual and normal inhibitions of the mind and senses , enabling us to see things as they would appear to us if we were not so chronically repressed .  -RDQ-",nyt_eng_20080503_0044_22,12,nyt_eng_200805,"But what if LSD could open the spout , let the water pour ?","Just as LSD was turning on the masses , the government decided a bunch of kids having sex and considering flowers for hours was not a good thing ."
nyt_eng_20080501_0042_30:16,neg-ext-subj,quite_sure,quite,sure,"The Kentucky Derby is run on a traditional dirt surface , and no one is quite sure how a horse like Colonel John , who has run only on synthetic tracks , will handle the change .",nyt_eng_20080501_0042_30,16,nyt_eng_200805,Several starters have run their final prep races on synthetic surfaces .,Battaglia said he was leaning toward picking Colonel John but was still evaluating the field .
nyt_eng_20000628_0348_10:20,neg-ext-subj,entirely_safe,entirely,safe,"And while Sprint , in particular , is seen as a potential takeover target ,  -LBQ-  no one is entirely safe ,  -RDQ-  said Adam Quinton , a telecommunications analyst at Merrill Lynch .",nyt_eng_20000628_0348_10,20,nyt_eng_200006,"Sprint 's stock fell $ 5.625 , closing at $ 52.75 .","-LBQ-  The evolution of the industry is that if it was compelling to hook up 12 months ago , it is even more so now ,  -RDQ-  he said ."
nyt_eng_20000624_0052_33:4,neg-ext-subj,quite_sure,quite,sure,"No one is quite sure how Mexico , now fastened at the hip to the U.S. economy , will fare in a slowdown in the United States .",nyt_eng_20000624_0052_33,4,nyt_eng_200006,The $ 100 billion bank bailout remains a hot political issue and could take unexpected turns .,"Zedillo has not been above stepping up federal spending to help the campaign of Francisco Labastida Ochoa , his party 's presidential candidate ."
nyt_eng_20000616_0424_29:15,neg-ext-subj,even_sure,even,sure,He was so unappreciated at the time of his death that no one is even sure where Johnson is buried .,nyt_eng_20000616_0424_29,15,nyt_eng_200006,"-LBQ-  What is so remarkable is not that he struck such an original chord , but what was new was the way each song was focused in a way a lot of blues songs are n't ,  -RDQ-  Guralnik said .",Mississippi Supreme Court Justice Mike Mills said in his ruling that it was impossible to get DNA evidence from a body that does not exist .
nyt_eng_20000612_0951_43:14,neg-ext-subj,quite_willing,quite,willing,"Even given the online boom suggested by the survey , no one is quite willing to dub the Internet as king of all media yet .",nyt_eng_20000612_0951_43,14,nyt_eng_200006,Yet almost half the members of that demographic group go online once a week for news .,"-LBQ-  The Internet is n't the primary source of information until , when the big events occur , people log on instead of turning on their TV ,  -RDQ-  said Boston University communications professor Tobe Berkovitz ."
nyt_eng_20000608_0300_15:4,neg-ext-subj,quite_sure,quite,sure,"No one is quite sure , for example , how the copyrights to code now used by both Windows and other Microsoft software would be divided between the new operating system company and the applications company .",nyt_eng_20000608_0300_15,4,nyt_eng_200006,"Witnesses from the two sides would no doubt be at odds , but the judge 's unwillingness to assemble a record for both his own information and that of appellate courts is jaw-dropping .","No one knows how the heavily regulated Windows company could keep important employees , who would have the option to jump to the virtually unregulated Microsoft software applications company ."
nyt_eng_20091010_0013_4:12,neg-ext-subj,quite_sure,quite,sure,"Driving is getting a lot safer , although no one is quite sure why .",nyt_eng_20091010_0013_4,12,nyt_eng_200910,"RISK OF TRAFFIC DEATH IS FALLING , THOUGH REASONS ARE UNCLEAR","The risk of dying in a traffic accident has dropped nearly 18 percent since 2005 , including a drop of 7 percent in the first half of this year , according to preliminary statistics released Friday by the Transportation Department ."
nyt_eng_20091009_0099_72:7,neg-ext-subj,quite_sure,quite,sure,"safer , although no one is quite sure why .",nyt_eng_20091009_0099_72,7,nyt_eng_200910,U.S.-TRAFFIC-DEATHS -LRB- Washington -RRB- -- Driving is getting a lot,"The risk of dying in a traffic accident has dropped nearly 18 percent since 2005 , including a drop of 7 percent in the first half of this year , according to preliminary statistics released on Friday by the Transportation Department ."
nyt_eng_20091001_0071_50:26,neg-ext-subj,quite_sure,quite,sure,"So I thought , ` Let 's have a roving stage that can be moved from night to night , and no one will be quite sure where it 's going to end up .  -RDQ-  '",nyt_eng_20091001_0071_50,26,nyt_eng_200910,"-LBQ-  It 's getting harder to surprise an audience , because everything goes up on YouTube , and everyone talks , and sort of everything gets given away .","Six days after his show in Albany on Oct. 7 , Urban and Vince Gill will co-host a star-studded concert in Nashville to benefit the Country Music Hall of Fame and Museum ."
nyt_eng_20040501_0006_36:34,neg-ext-subj,truly_untouchable,truly,untouchable,"Jamison accepted his role and claimed the Sixth Man of the Year award , but does his future include continuing to come off the bench ? No one , including Nowitzki , is truly untouchable as the Mavs continue to search for that elusive low-post presence .",nyt_eng_20040501_0006_36,34,nyt_eng_200405,"Walker , entering the last year of his contract , never became the point forward Nelson envisioned , but remains a valuable trade commodity .","-LBQ-  I do n't know that we wo n't have the same group ,  -RDQ-  Donnie Nelson said ."
nyt_eng_20060421_0223_14:5,neg-ext-subj,as_dominating,as,dominating,"But no one is as dominating , and he and Dwyane Wade make the best tandem in the league , even if the rest of the Heat never quite clicked this season , due to personalities and injuries .",nyt_eng_20060421_0223_14,5,nyt_eng_200604,"Shaquille O'Neal , an earthling after all , has been inconsistent this season .","The Bulls , having won 12 of their last 14 games , enter this series with momentum and brashness of youth ."
nyt_eng_20060421_0033_14:19,neg-ext-subj,quite_sure,quite,sure,"He also has readily accepted his new nickname of  -LBQ-  Sammy ,  -RDQ-  even though no one is quite sure how it came about or who gave it to him .",nyt_eng_20060421_0033_14,19,nyt_eng_200604,That good-naturedness has made him an easy fit in what is literally and figuratively a foreign environment .,"-LBQ-  Mostly , I think it 's just because Sammy is easier to say than Takashi ,  -RDQ-  Little said ."
nyt_eng_20060419_0254_30:14,neg-ext-subj,ever_able,ever,able,"No one , not even among the Syrians who tortured him , was ever able to come up with any evidence linking Arar to terrorism .",nyt_eng_20060419_0254_30,14,nyt_eng_200604,"He was held for most of that time in an underground , rat-infested cell about the size of a grave .",He was released and returned to his family in Ottawa .
nyt_eng_20060408_0174_4:23,neg-ext-subj,really_sure,really,sure,"But when they awoke one morning to find a large horse - or maybe it was a cow , no one 's really sure - dismembered and stuffed in plastic bags , well , that 's when the people of Sunkist Estates had to draw the line .",nyt_eng_20060408_0174_4,23,nyt_eng_200604,So the folks in the sleepy Miami-Dade County suburb could even stomach the occasional goat skull sighting .,"-LBQ-  What you do in your house , that 's your business ,  -RDQ-  said Larry Salas , who dialed 911 when he saw the large , blood-filled bags across the street from his million-dollar home ."
nyt_eng_20060408_0031_25:9,neg-ext-subj,particularly_happy,particularly,happy,No one advocating for more journalistic self-control is particularly happy about the need for it .,nyt_eng_20060408_0031_25,9,nyt_eng_200604,-LBQ-  It 's also the vituperative nature of those comments .  -RDQ-,"-LBQ-  I know it 's not much fun , but I think it 's the proper mode of conduct ,  -RDQ-  said Bill Marimow , vice president of news at National Public Radio ."
nyt_eng_20060403_0151_12:4,neg-ext-subj,quite_sure,quite,sure,"No one is quite sure what the ultimate potential is for wind power in the region , though King said some  -LBQ-  back-of-the-envelope  -RDQ-  estimates have run as high as 5,000 megawatts .",nyt_eng_20060403_0151_12,4,nyt_eng_200604,"That , along with energy conservation , should mean the region will have enough power to meet demand without having to build any major new coal , natural gar or nuclear generating plants until at least 2016 .","-LBQ-  There has never been a rigorous assessment ,  -RDQ-  he said ."
nyt_eng_20060401_0122_10:8,neg-ext-subj,quite_sure,quite,sure,One reason is that no one is quite sure how the logistics of an expanded tournament would work .,nyt_eng_20060401_0122_10,8,nyt_eng_200604,"Myles Brand , the president of the NCAA , said expansion was not imminent .",The tournament has swelled from 24 teams in 1974 .
nyt_eng_20080125_0207_32:10,neg-ext-subj,even_close,even,close,"-LBQ-  No one has it , no one 's even close to it right now ,  -RDQ-  Trippi argued .",nyt_eng_20080125_0207_32,10,nyt_eng_200801,"Joe Trippi , a senior adviser to Edwards , said the objective  -LBQ-  is to every day fight for another grip on the ledge and pull ourselves up , which is what we 've been doing , and we 're going to continue doing , till either somebody gets the nomination or we get it .","-LBQ-  And with three candidates in the race , one with our message and two with their money , it 's hard to see how one of them gets the nomination outright if we 're fighting .  -RDQ-"
nyt_eng_20080120_0152_4:12,neg-ext-subj,even_sure,even,sure,"Thanks to the Hollywood writers ' strike , no one 's even sure if there will be a show .",nyt_eng_20080120_0152_4,12,nyt_eng_200801,Here 's what 's sure about this year 's Oscar show  -COL-  Nothing .,"And as for the nominees set to be announced Tuesday morning , the plethora of fine films released in 2007 means the names that will make the list are anybody 's guess ."
nyt_eng_20080111_0164_5:28,neg-ext-subj,ever_safe,ever,safe,"Because , after all , this is Terminator country we 're traversing , and when lots of stuff is blown up real good , no one is ever safe .",nyt_eng_20080111_0164_5,28,nyt_eng_200801,"Sarah , who would be the most kick-ass female character on TV were it not for someone we 'll mention later , virulently spits back at him  -COL-   -LBQ-  Do n't you ever think that .  -RDQ-",-LBQ-  The Sarah Connor Chronicles  -RDQ-  follows Sarah as she fiercely protects her son from interloping killing machines from the future .
nyt_eng_20080108_0178_63:5,neg-ext-subj,quite_sure,quite,sure,But no one is quite sure where the menacing mound persona came from .,nyt_eng_20080108_0178_63,5,nyt_eng_200801,That 's where my violent delivery came from .  -RDQ-,"-LBQ-  My dad 's very big-hearted and comes from a very warm , caring family , so it 's kind of strange ,  -RDQ-  said Jeff Gossage , one of Goose 's three sons ."
nyt_eng_20080107_0052_57:4,neg-ext-subj,quite_sure,quite,sure,"No one is quite sure what he is , but I 'll tell you this  -COL-  The line of people waiting to see him Thursday at Concord High School stretched out into the street and around the block .",nyt_eng_20080107_0052_57,4,nyt_eng_200801,He 's past novelty and rock star now .,Iowa was big but it 's out somewhere near the Aleutians .
nyt_eng_20080102_0050_48:10,neg-ext-subj,quite_sure,quite,sure,"In some cases , it seems no one is quite sure where to find the ownership documents .",nyt_eng_20080102_0050_48,10,nyt_eng_200801,"That sounds like a technicality , but in the modern mortgage industry , ownership often is transferred electronically .","Other federal judges in Ohio have since entered similar rulings , dismissing dozens of foreclosure actions ."
nyt_eng_20080101_0137_3:18,neg-ext-subj,ever_satisfied,ever,satisfied,"-LBQ-  We have stopped providing official counts  -RDQ-  of large public gatherings  -LBQ-  because no one was ever satisfied with them ,  -RDQ-  said Paul J. Browne , the department 's deputy commissioner for public information .",nyt_eng_20080101_0137_3,18,nyt_eng_200801,"The complicated answer is  -COL-  Perhaps only the Police Department knows for sure , and it wo n't tell you .","-LBQ-  Whatever the count was , it was usually never enough for whatever group was involved .  -RDQ-"
nyt_eng_20070426_0322_1:6,neg-ext-subj,quite_sure,quite,sure,Denver -- No one is quite sure whom and at which position the Denver Broncos will draft on Saturday morning -- including the Broncos .,nyt_eng_20070426_0322_1,6,nyt_eng_200704,,The team has spent the better part of the offseason and much of this week gauging opportunities to move up in the draft from their No. 21 spot .
