hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
apw_eng_20030204_0765_15:10,neg-ext-subj,that_simple,that,simple,"In boxing , of course , nothing is ever that simple .",apw_eng_20030204_0765_15,10,apw_eng_200302,"It 's as simple as that ,  -RDQ-  Arum said .",Complicating the matter is that Mosley is scheduled to fight Raul Marquez on Saturday in an Arum-promoted bout designed to showcase him for the De La Hoya rematch .
apw_eng_20010929_0588_9:13,neg-ext-subj,quite_right,quite,right,"Perspective  -COL-  US-ATTACKS-A NORMAL NYC . Three weeks later , nothing 's quite right in New York .",apw_eng_20010929_0588_9,13,apw_eng_200109,Attacks transform U.S.-Russian relations .,"ATTACKS-AFGHANISTAN  -COL-  Pakistan shuts down militant group ; UN sets food shipments to Afghanistan ISLAMABAD , Pakistan _ The United Nations sends the first food shipments to Afghanistan since terrorist attacks in the United States , a U.N. spokesman says ."
apw_eng_19950830_1373_26:7,neg-ext-subj,so_useless,so,useless,"Thought for Today  -COL-  Nothing is so useless as a general maxim _ Thomas Macaulay , English historian -LRB- 1800-1859 -RRB- .",apw_eng_19950830_1373_26,7,apw_eng_199508,"Today 's Birthdays  -COL-  Ewald von Hertzberg , Prussian statesman -LRB- 1725-1795 -RRB- ; John Howard , English prison reformer -LRB- 1726-1798 -RRB- ; Hirobumi Ito , Prince of Japan -LRB- 1841-1909 -RRB- ; Marge Champion , U.S. dancer-choreographer -LRB- 1923 -- -RRB- .",
apw_eng_20080417_0734_2:8,neg-ext-subj,as_disgusting,as,disgusting,"-LBQ-  Nothing , nothing , nothing is as disgusting to me as some old CEO chirping away about how things are n't as good under the new guy as they were under him ,  -RDQ-  Welch said on CNBC .",apw_eng_20080417_0734_2,8,apw_eng_200804,Former General Electric Co. chief executive Jack Welch backed away Thursday from comments he made the previous day criticizing his successor for missing earnings targets .,-LBQ-  That 's the last thing that I would be involved in .  -RDQ-
apw_eng_20080410_0010_14:17,neg-ext-subj,as_riveting,as,riveting,"But while almost every step in India offers some kind of intense experience , nothing was as riveting as that morning along the water in Varanasi .",apw_eng_20080410_0010_14,17,apw_eng_200804,"First-time visitors like us typically include the Ganges in a triangle of destinations - along with the Taj Mahal and the temples of Khajuraho , known for erotic carvings - in India 's history-rich northeast .","After walking to the ghat , my wife Miranda and I were rowed along the river , with all the other tourists ."
apw_eng_20080702_0119_23:5,neg-ext-subj,as_malicious,as,malicious,"-LBQ-  Nothing can be as malicious and as further from the truth ,  -RDQ-  said Biti .",apw_eng_20080702_0119_23,5,apw_eng_200807,"In a statement issued Tuesday in Harare , Tendai Biti , a top MDC leader , dismissed speculation that his party and Mugabe 's ZANU-PF were about to conclude an agreement to govern together .","-LBQ-  As a matter of fact , there are no talks or discussions taking place between the two parties and most importantly , there is no agreement in the offering .  -RDQ-"
apw_eng_20080701_0804_6:5,neg-ext-subj,as_malicious,as,malicious,"-LBQ-  Nothing can be as malicious and as further from the truth ,  -RDQ-  said Biti , who is out on bail on Zimbabwe treason charges that carry the death penalty .",apw_eng_20080701_0804_6,5,apw_eng_200807,"In a statement Tuesday from Harare , the capital of Zimbabwe , Tendai Biti , a top leader of the Zimbabwean opposition 's Movement for Democratic Change , dismissed speculation that his party and Mugabe 's ZANU-PF were about to embark on talks to govern together .","-LBQ-  There are no talks or discussions taking place between the two parties and most importantly , there is no agreement in the offing .  -RDQ-"
apw_eng_19980211_1425_20:3,neg-ext-subj,really_hopeless,really,hopeless,"Nothing is really hopeless with feng shui , however .",apw_eng_19980211_1425_20,3,apw_eng_199802,"But when the opposite is true , it could spell stress , trouble , and poverty .",There is always a cure for every situation of disharmony .
apw_eng_19980210_1703_4:5,neg-ext-subj,seriously_wrong,seriously,wrong,She said nothing was seriously wrong but refused to comment further .,apw_eng_19980210_1703_4,5,apw_eng_199802,"-LBQ-  Mr. Sinatra is at Cedars where he is undergoing testing ,  -RDQ-  his spokeswoman Susan Reynolds said .",Sinatra was taken by ambulance from his Beverly Hills home Tuesday morning .
apw_eng_19980206_1070_31:4,neg-ext-subj,crystal_clear,crystal,clear,"-LBQ-  Nothing is crystal clear ,  -RDQ-  he said , adding that  -LBQ-  as things stand now , they will not be taking away our investigation .",apw_eng_19980206_1070_31,4,apw_eng_199802,"Italy appears determined to prosecute the pilot , although Granero said a NATO treaty might allow the United States to take them back home for prosecution .","We 're on Italian territory ,  -RDQ-  he said ."
apw_eng_19980204_0865_37:17,neg-ext-subj,really_wrong,really,wrong,Complacency - familiar with remarks like  -LBQ-  We 're doing well  -RDQ-  or  -LBQ-  Nothing is really wrong  -RDQ-  ? - has been the undoing of individuals and corporate giants alike .,apw_eng_19980204_0865_37,17,apw_eng_199802,"But five years down the road , even the best assumptions need to be reviewed lest the company gets weighed down by outdated ideas which thwart innovation .","Note that it 's different from satisfaction , which spurs you to achieve more , Tan says ."
apw_eng_19980829_0869_2:12,neg-ext-subj,much_different,much,different,"On its face , nothing about  -LBQ-  Flaming Red  -RDQ-  is much different from 100 or so other modern rock albums of the past several years .",apw_eng_19980829_0869_2,12,apw_eng_199808,-LBQ-  Flaming Red  -RDQ-  -LRB- A and M -RRB- _ Patty Griffin,That 's what makes it such a disaster .
apw_eng_19980820_1340_29:4,neg-ext-subj,really_hard,really,hard,-LBQ-  Nothing 's really hard .,apw_eng_19980820_1340_29,4,apw_eng_199808,Is learning a new alphabet and words difficult ?,"You just have to practice ,  -RDQ-  Misha says ."
apw_eng_19971230_0566_61:9,neg-ext-subj,ever_simple,ever,simple,"But then , in Indonesia , nothing is ever simple .",apw_eng_19971230_0566_61,9,apw_eng_199712,"In the case of Indonesia , assessing the problems is not simple .",The writer is a free-lance journalist based in Melbourne .
apw_eng_19971204_1761_3:4,neg-ext-subj,very_clear,very,clear,"-LBQ-  Nothing is very clear yet , but I am thinking about it ,  -RDQ-  he said , adding that as a businessman he does not necessarily want to engage in politics .",apw_eng_19971204_1761_3,4,apw_eng_199712,"Teng Boonma , who made headlines earlier this year when he shot out the tires on a plane because of the carrier 's  -LBQ-  bad service ,  -RDQ-  said he has not yet made a formal decision about his plans .","-LBQ-  Others have invited me to join their parties , but for me I will set up my own .  -RDQ-"
apw_eng_20040429_0767_34:4,neg-ext-subj,as_embarrassing,as,embarrassing,Nothing can be as embarrassing as having mom or your big sister step in to settle a feud .,apw_eng_20040429_0767_34,4,apw_eng_200404,_ Do n't get grown-ups involved unless the fight gets out-of-hand  -COL-,-LBQ-  A little girl was being mean to my sister -LRB- who is 7 years younger than Lohan -RRB- .
apw_eng_20040428_0868_4:20,neg-ext-subj,as_beautiful,as,beautiful,"-LBQ-  Over the course of a professional career there are the goals and the victories , but nothing was as beautiful as the demonstration of affection that these people gave me today .  -RDQ-",apw_eng_20040428_0868_4,20,apw_eng_200404,"-LBQ-  Tonight 's game will be the most beautiful memory of my career ,  -RDQ-  Baggio said .",Fans _ many of them bussed in from Brescia where Baggio is rounding out his club career _ honored their favorite player with a stadium full of banners in his honor and cheered each time he touched the ball .
apw_eng_20040428_0769_9:20,neg-ext-subj,as_beautiful,as,beautiful,"-LBQ-  Over the course of a professional career there are the goals and the victories , but nothing was as beautiful as the demonstration of affection that these people gave me today .",apw_eng_20040428_0769_9,20,apw_eng_200404,"-LBQ-  Tonight 's game will be the most beautiful memory of my career ,  -RDQ-  Baggio said .","-LBQ-  I thank Trapattoni for giving me this opportunity ,  -RDQ-  he said ."
apw_eng_20040407_0657_19:7,neg-ext-subj,as_good,as,good,-LBQ-  I think that nothing is as good of an advertisement for the openness of the sport at an ownership level than having its most recognized figure be an owner .,apw_eng_20040407_0657_19,7,apw_eng_200404,"-LBQ-  Whenever I see former players who contributed so much to our game get a chance to participate in ownership , like a Magic -LRB- Johnson -RRB- , a Larry -LRB- Bird -RRB- , a Michael , that 's great ,  -RDQ-  Stern said .",I think that sets an extraordinary example for kids and to other players .
apw_eng_20051218_0021_83:8,neg-ext-subj,so_hurtful,so,hurtful,"Just being no one and nothing is so hurtful ,  -RDQ-  Celik said .",apw_eng_20051218_0021_83,8,apw_eng_200512,-LBQ-  We miss our lives .,-LBQ-  We do n't have a past here .
apw_eng_20071029_0190_13:21,neg-ext-subj,ever_straightforward,ever,straightforward,"Lt. Col. Richard Eaton , a spokesman for British troops in Helmand , said that  -LBQ-  nothing in Afghanistan is ever straightforward .  -RDQ-",apw_eng_20071029_0190_13,21,apw_eng_200710,"Days after the Taliban takeover a U.S. military spokesman , Col. Tom Collins , said NATO and Afghan forces would take back the town  -LBQ-  at a time and place that is most advantageous ,  -RDQ-  though nine months have now elapsed .",-LBQ-  You ca n't do everything simultaneously .
apw_eng_20050722_0080_23:4,neg-ext-subj,ever_haphazard,ever,haphazard,But nothing is ever haphazard with Van Sant .,apw_eng_20050722_0080_23,4,apw_eng_200507,Some of the long tracking shots -LRB- again the dreamlike work of cinematographer Harris Savides -RRB- and ponderous silent stretches seem pointless .,"Stick with it , because it all leads to a powerful musical climax that 's startling in its intensity , and for the rare insight it provides into this enigmatic figure ."
apw_eng_20000529_0030_49:7,neg-ext-subj,too_strenuous,too,strenuous,"But right now , nothing 's too strenuous .  -RDQ-",apw_eng_20000529_0030_49,7,apw_eng_200005,-RDQ-  It 's nothing worse in the world than not being able to breathe ...,EDITOR 'S NOTE -- Lauran Neergaard covers health and medical issues for The Associated Press in Washington .
apw_eng_20001010_0070_20:8,neg-ext-subj,as_exciting,as,exciting,"Aircraft who once said nothing could be as exciting as the aircraft business , died Saturday of heart failure .",apw_eng_20001010_0070_20,8,apw_eng_200010,"WICHITA , Kan. -LRB- AP -RRB- _ Del Roskam , the former president of Cessna",He was 86 .
apw_eng_20081002_0938_28:20,neg-ext-subj,yet_firm,yet,firm,"-LBQ-  We 've had expressions of interest from multiple parties ,  -RDQ-  Henderson said , adding that nothing was yet firm .",apw_eng_20081002_0938_28,20,apw_eng_200810,GM announced in June that it would review the brand for potential sale in an era of expensive gasoline .,"-LBQ-  This is something on which we 'd like to make decisions expeditiously ,  -RDQ-  he said , declining to name any potential interested buyers ."
apw_eng_20090628_0022_68:8,neg-ext-subj,absolutely_black,absolutely,black,"-LBQ-  In our lives , nothing is absolutely black and white , because none of us are the same .",apw_eng_20090628_0022_68,8,apw_eng_200906,"-LBQ-  It 's absolutely one of Spike 's most interesting and profound films because of that ambiguity ,  -RDQ-  said Giancarlo Esposito , who played Buggin ' Out .",So we 're not going to all act the same .  -RDQ-
apw_eng_20030328_0559_51:4,neg-ext-subj,really_clear,really,clear,-LBQ-  Nothing is really clear cut today .,apw_eng_20030328_0559_51,4,apw_eng_200303,"-LBQ-  It 's going to be a very close battle ,  -RDQ-  Rogge said .",I think all three have a chance .  -RDQ-
apw_eng_20030324_0746_15:38,neg-ext-subj,too_low,too,low,"Bush requested $ 2.45 billion for Iraq for humanitarian aid and to rebuild the country , the administration document said , and nothing for a peacekeeping effort after the war _ figures that Democrats said were far too low .",apw_eng_20030324_0746_15,38,apw_eng_200303,We 're supposed to know what we 're doing before we open the purse strings .  -RDQ-,Congressional sources had earlier said the request would total about $ 2.3 billion .
apw_eng_20030318_0818_19:5,neg-ext-subj,completely_theft-proof,completely,theft-proof,-LBQ-  But nothing is completely theft-proof .,apw_eng_20030318_0818_19,5,apw_eng_200303,"-LBQ-  Every time we redesign the Camry , we make it better able to deter theft ,  -RDQ-  McCandless said .",You can always load it on a flatbed and tow it away .  -RDQ-
apw_eng_20060523_0582_1:24,neg-ext-subj,so_sure,so,sure,"-LBQ-  The Da Vinci Code  -RDQ-  was bound to be a film hit , but virtually nothing else that Hollywood produces can be so sure of success , say the filmmakers behind a documentary that premiered at the Cannes Film Festival .",apw_eng_20060523_0582_1,24,apw_eng_200605,,"The movie ,  -LBQ-  Boffo ! Tinseltown 's Bombs and Blockbusters ,  -RDQ-  presents such filmmakers and stars as George Clooney , Steven Spielberg , Jodie Foster , Morgan Freeman and Richard Dreyfuss , all reaching the consensus that no one really knows anything about what makes a hit and what makes a flop ."
apw_eng_20101216_0936_5:11,neg-ext-subj,as_exciting,as,exciting,"-LBQ-  The NKOTBSB just keeps snowballing ... and nothing is as exciting as Times Square 's New Year 's countdown ,  -RDQ-  the Backstreet Boys said Thursday .",apw_eng_20101216_0936_5,11,apw_eng_201012,The supergroup plans to tour North America together next summer .,"-LBQ-  The excitement of this is just a glimpse of what our upcoming tour will be ,  -RDQ-  the five members of New Kids on the Block added ."
apw_eng_20101205_0023_13:4,neg-ext-subj,ever_simple,ever,simple,"Since nothing is ever simple when it comes to class in Britain , it is not surprising that a furious debate is raging about just how common Catherine Elizabeth Middleton really is .",apw_eng_20101205_0023_13,4,apw_eng_201012,-LBQ-  Good for them .  -RDQ-,"Unlike the United States , whose most powerful uniting belief is that anyone can rise to the top through hard work , for centuries in Britain birth was destiny , and that legacy still resonates ."
apw_eng_20020518_0804_20:3,neg-ext-subj,as_striking,as,striking,"Nothing is as striking as the appearance of the keffiyeh , which was firmly linked to the guerrillas in the late 1970s when Arafat ran a virtual state within a state in Lebanon .",apw_eng_20020518_0804_20,3,apw_eng_200205,Recently President Emile Lahoud spoke by telephone with the then-besieged Arafat only weeks after the government blocked a live broadcast of a speech by the Palestinian leader to an Arab summit in Beirut .,The headdress is common in some Arab countries and even has been taken up in other places by those sympathetic to the Palestinians .
apw_eng_20070928_0969_9:18,neg-ext-subj,too_concerned,too,concerned,"-LBQ-  Matthew Rees as well , he 's got a tummy upset , but nothing to be too concerned about .  -RDQ-",apw_eng_20070928_0969_9,18,apw_eng_200709,"Gareth Thomas is not feeling great this morning ,  -RDQ-  he said .","Veteran flanker Colin Charvis , who would equal Scotland star John Jeffrey 's record for most World Cup tries by a forward -LRB- 6 -RRB- if he scores against Fiji , said Wales needs to start faster than they have so far in the tournament ."
apw_eng_20080206_0784_25:22,neg-ext-subj,as_important,as,important,"-LBQ-  While we hope tonight is a time for us to celebrate election results , we are reminded that nothing is as important as the lives of these fellow Arkansans , and our hearts go out to their families ,  -RDQ-  Huckabee said .",apw_eng_20080206_0784_25,22,apw_eng_200802,"The power was knocked out briefly at a Little Rock convention hall that hosted a watch party for Huckabee , a former Arkansas governor seeking the Republican Party nomination for president .","At the W.J. Matthews Civic Center in Atkins , a shelter was empty except for American Red Cross volunteers and a single touch-screen voting machine ."
apw_eng_20080203_0808_28:5,neg-ext-subj,psychologically_debilitating,psychologically,debilitating,"-LBQ-  Nothing is more psychologically debilitating , even to those still employed , than watching unemployed friends and relatives lose benefits ,  -RDQ-  Zandi said .",apw_eng_20080203_0808_28,5,apw_eng_200802,Zandi said rebates have the added advantage of helping fight off a loss in consumer confidence .,"House Democrats , in their negotiations with Republicans and the White House , sacrificed extended unemployment benefits in a deal to let millions of people who do not pay income taxes but earn at least $ 3,000 -LRB- euro2 ,015 -RRB- a year share in the rebates ."
apw_eng_20080808_1045_18:4,neg-ext-subj,really_different,really,different,"-LBQ-  Nothing was really different ,  -RDQ-  Pietersen said .",apw_eng_20080808_1045_18,4,apw_eng_200808,"Pietersen , who took over as captain after Michael Vaughan stood down from the position following the defeat at Edgbaston on Saturday , looked completely unaffected by the new responsibility .",-LBQ-  Before the game I went through my preparations just like I always do .
apw_eng_20080803_0106_44:12,neg-ext-subj,seriously_wrong,seriously,wrong,He had a scan last Monday to make sure nothing was seriously wrong .,apw_eng_20080803_0106_44,12,apw_eng_200808,"An irregular kneecap can cause swelling and pain , and the matches on hard courts last week left him with some inflammation .","Murray twisted the knee on a shot in the quarterfinals Friday , leaving him limping for several minutes ."
apw_eng_20010419_1183_13:4,neg-ext-subj,too_certain,too,certain,"And nothing 's too certain on UPN , either .",apw_eng_20010419_1183_13,4,apw_eng_200104,"-LBQ-  The future on NBC is undecided ,  -RDQ-  XFL president Basil DeVito acknowledged .","By now , the ratings disaster has been well documented , with NBC 's XFL telecasts setting records for prime-time lows almost every week ."
apw_eng_20030814_0830_19:5,neg-ext-subj,traditionally_attractive,traditionally,attractive,"Nothing about him is traditionally attractive , yet he 's the guy your eye naturally gravitates toward .",apw_eng_20030814_0830_19,5,apw_eng_200308,"An intriguing character actor for so long , he 's perhaps best known for his role as Pig Vomit in Howard Stern 's  -LBQ-  Private Parts .  -RDQ-","He 's usually the best thing in a bad movie _  -LBQ-  Duets ,  -RDQ-   -LBQ-  Big Fat Liar  -RDQ-  and the 2001 remake of  -LBQ-  Planet of the Apes  -RDQ-  spring to mind _ and he 's offered solid support in better movies , including  -LBQ-  Saving Private Ryan  -RDQ-  and  -LBQ-  Man on the Moon .  -RDQ-"
apw_eng_19950724_1100_27:3,neg-ext-subj,so_boring,so,boring,"Nothing is so boring as having to keep up a deception _ E.V. Lucas , English author and critic -LRB- 1868-1938 -RRB- .",apw_eng_19950724_1100_27,3,apw_eng_199507,"You may lose by it now and then , but it will be a loss well-gained if you do .",
apw_eng_19950710_0117_16:3,neg-ext-subj,too_trivial,too,trivial,Nothing is too trivial for the gossip columns .,apw_eng_19950710_0117_16,3,apw_eng_199507,It asked about his taste in movie actors and Cantonese pop stars .,"Monday 's Oriental Daily News carried an interview with pop star Priscilla Chan , detailing her cat 's eye infection ."
apw_eng_19950705_0249_17:21,neg-ext-subj,ever_easy,ever,easy,"Evans said Australia and Indonesia were still trying to resolve the controversy , saying  -LBQ-  Nothing in foreign policy is ever easy .  -RDQ-",apw_eng_19950705_0249_17,21,apw_eng_199507,He said Tuesday that he would clarify his views when he arrives in Australia .,
apw_eng_19960524_0420_21:8,neg-ext-subj,very_certain,very,certain,"-LBQ-  In my opinion , nothing is very certain for the French  -RDQ-  in Bangui , said the evacuee , who was not identified .",apw_eng_19960524_0420_21,8,apw_eng_199605,"-LBQ-  I do n't think we 'll be able to go back ,  -RDQ-  one French evacuee told French television .","The evacuations were the second in two months in west or central Africa , a region where the long history of single-party rule and military dominance has hampered attempts at civilian democracy ."
apw_eng_19960523_1009_20:3,neg-ext-subj,too_small,too,small,Nothing was too small to salvage _ bits of a shattered antique chandelier picked from a mountain of ash left in the chapel ; scorched pieces of original ceiling have been replaced among new plaster work .,apw_eng_19960523_1009_20,3,apw_eng_199605,"-LBQ-  We have a modern architect 's drawing , but we are using medieval carpentry principles to put it together ,  -RDQ-  said carpenter Mark Gascoyne .",Behind it all is a modern network of sophisticated fire alarms and devices to check for damp .
apw_eng_19981126_0941_13:16,neg-ext-subj,that_straightforward,that,straightforward,"But the ruling opened up an intricate world where nothing , it seems , is that straightforward .",apw_eng_19981126_0941_13,16,apw_eng_199811,-LBQ-  This shows international law is strong enough to act as a real threat .  -RDQ-,"Chaloka Beyani , a specialist on public international law at the London School of Economics , said exiled dictators accused of mass murder _ but with protective hosts _ still look pretty secure ."
apw_eng_20040730_0040_57:7,neg-ext-subj,mind-blowingly_different,mind-blowingly,different,Nothing on  -LBQ-  Stripped  -RDQ-  is mind-blowingly different .,apw_eng_20040730_0040_57,7,apw_eng_200407,"DeGraw and his band spent two days in the studio creating  -LBQ-  Chariot ` Stripped ' ,  -RDQ-  a live , back-to-basics recording that is being repackaged with the original as a two CD set .",But the imperfections and rawness that come with recording live make the songs of  -LBQ-  Chariot  -RDQ-  more interesting and intimate .
apw_eng_20070726_0307_17:3,neg-ext-subj,too_strange,too,strange,Nothing is too strange .  -RDQ-,apw_eng_20070726_0307_17,3,apw_eng_200707,-LBQ-  I 've talked to all sorts .,"Soon after , she speaks to a man in northern Shanxi province whose allegedly pure gold chain turned white in places ."
apw_eng_19960326_0704_45:7,neg-ext-subj,that_difficult,that,difficult,"I mean , really nothing 's that difficult .",apw_eng_19960326_0704_45,7,apw_eng_199603,"As long as I have the support of my family and my friends close to me , that 's all that counts .",Nothing 's going to stop me from doing what I want to do .  -RDQ-
