key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,adv,adv_total,adj,adj_total,odds_r_disc,t,MI
NEGany~exactly_cheap,691,0.9501512,8.944652,0.9942446,4264.8168,NEGATED,exactly_cheap,3173681,695,71961373,30.651281,660.348719,0.95564216,exactly,56109,cheap,59936,3.5226216,25.12085,1.3530294
NEGany~yet_eligible,448,0.9559034,8.9443655,1.0,2796.6891,NEGATED,yet_eligible,3173681,448,71961373,19.757948,428.242052,0.95589745,yet,94755,eligible,21782,4.288801,20.232534,1.3555362
NEGany~exactly_clear,1746,0.93737084,8.886504,0.98145026,10574.709,NEGATED,exactly_clear,3173681,1779,71961373,78.45846,1667.54154,0.9550639,exactly,56109,clear,346404,3.05331,39.9075,1.3474045
NEGany~terribly_surprising,949,0.94342303,8.798821,0.987513,5796.4189,NEGATED,terribly_surprising,3173681,961,71961373,42.382563,906.617437,0.9553398,terribly,58529,surprising,69947,3.2166622,29.430048,1.3500789
NEGany~that_complicated,1207,0.93721426,8.658921,0.98130083,7308.566,NEGATED,that_complicated,3173681,1230,71961373,54.246153,1152.753847,0.955057,that,206801,complicated,158342,3.0469317,33.1805,1.3473383
NEGany~that_common,1207,0.9364171,8.623415,0.9805037,7300.7397,NEGATED,that_common,3173681,1231,71961373,54.290255,1152.709745,0.9550205,that,206801,common,513728,3.0288334,33.179234,1.3469853
NEGany~yet_official,352,0.9559021,8.587903,1.0,2197.3884,NEGATED,yet_official,3173681,352,71961373,15.524102,336.47589800000003,0.95589745,yet,94755,official,6770,4.1841846,17.934225,1.3555362
NEGany~that_familiar,1126,0.9341921,8.486983,0.97827977,6790.7344,NEGATED,that_familiar,3173681,1151,71961373,50.76205,1075.23795,0.95491827,that,206801,familiar,155427,2.9812925,32.043163,1.3459992
NEGany~necessarily_representative,487,0.94775724,8.428545,0.99185336,2994.0689,NEGATED,necessarily_representative,3173681,491,71961373,21.654359,465.345641,0.9555352,necessarily,48641,representative,18160,3.3707762,21.086824,1.3519837
NEGany~necessarily_surprising,340,0.9529694,8.313348,0.99706745,2108.9056,NEGATED,necessarily_surprising,3173681,341,71961373,15.038974,324.961026,0.95576775,necessarily,48641,surprising,69947,3.6920197,17.623486,1.3542607
NEGany~immediately_clear,24416,0.8952256,8.170932,0.9390047,140793.11,NEGATED,immediately_clear,3173681,26002,71961373,1146.7548,23269.2452,0.9530327,immediately,91746,clear,346404,2.5265348,148.91727,1.3282039
NEGany~necessarily_new,482,0.9375739,7.985639,0.9816701,2919.9346,NEGATED,necessarily_new,3173681,491,71961373,21.654359,460.345641,0.95507395,necessarily,48641,new,252270,3.041787,20.96817,1.3475018
NEGany~that_fond,333,0.94697326,7.9795384,0.9910714,2044.764,NEGATED,that_fond,3173681,336,71961373,14.818461,318.181539,0.9555001,that,206801,fond,32310,3.3150208,17.436241,1.3516412
NEGany~immediately_possible,1000,0.9156036,7.8434973,0.9596929,5894.5366,NEGATED,immediately_possible,3173681,1042,71961373,45.954871,954.045129,0.9540451,immediately,91746,possible,238712,2.7079122,30.169556,1.3376684
NEGany~that_dissimilar,304,0.9461295,7.842971,0.990228,1864.2708,NEGATED,that_dissimilar,3173681,307,71961373,13.539487,290.460513,0.9554622,that,206801,dissimilar,4598,3.2755082,16.659054,1.3512714
NEGany~exactly_conducive,208,0.9559002,7.801208,1.0,1298.4478,NEGATED,exactly_conducive,3173681,208,71961373,9.1733331,198.8266669,0.95589745,exactly,56109,conducive,8990,3.956112,13.786149,1.3555362
NEGany~yet_convinced,169,0.95589966,7.485944,1.0,1054.9868,NEGATED,yet_convinced,3173681,169,71961373,7.4533332,161.5466668,0.95589745,yet,94755,convinced,12014,3.8661702,12.426666,1.3555362
NEGany~exactly_friendly,167,0.95589966,7.467764,1.0,1042.5017,NEGATED,exactly_friendly,3173681,167,71961373,7.3651281,159.6348719,0.95589745,exactly,56109,friendly,121505,3.861015,12.352918,1.3555362
NEGany~yet_over,162,0.9558996,7.421288,1.0,1011.2888,NEGATED,yet_over,3173681,162,71961373,7.1446152,154.8553848,0.95589745,yet,94755,over,3955,3.847853,12.166588,1.3555362
NEGany~exactly_shocking,151,0.9558994,7.313457,1.0,942.62056,NEGATED,exactly_shocking,3173681,151,71961373,6.659487,144.340513,0.95589745,exactly,56109,shocking,34742,3.8174107,11.746264,1.3555362
NEGany~exactly_pleasant,142,0.9558993,7.2188306,1.0,886.43749,NEGATED,exactly_pleasant,3173681,142,71961373,6.262564,135.737436,0.95589745,exactly,56109,pleasant,51888,3.7908118,11.390833,1.3555362
NEGany~necessarily_appropriate,136,0.95589924,7.1521235,1.0,848.98214,NEGATED,necessarily_appropriate,3173681,136,71961373,5.9979486,130.0020514,0.95589745,necessarily,48641,appropriate,96850,3.7721286,11.147584,1.3555362
NEGany~exactly_famous,130,0.9558992,7.082192,1.0,811.52681,NEGATED,exactly_famous,3173681,130,71961373,5.7333332,124.2666668,0.95589745,exactly,56109,famous,222391,3.7526057,10.898908,1.3555362
NEGany~immediately_available,21078,0.80715835,6.8047647,0.8509831,111188.32,NEGATED,immediately_available,3173681,24769,71961373,1092.3764,19985.6236,0.9481746,immediately,91746,available,639462,2.095455,137.6585,1.2854571
NEGany~necessarily_useful,104,0.9558988,6.7327614,1.0,649.22063,NEGATED,necessarily_useful,3173681,104,71961373,4.5866666,99.4133334,0.95589745,necessarily,48641,useful,225402,3.656108,9.74828,1.3555362
NEGany~necessarily_fun,96,0.9558987,6.605776,1.0,599.28035,NEGATED,necessarily_fun,3173681,96,71961373,4.2338461,91.7661539,0.95589745,necessarily,48641,fun,189195,3.621518,9.365844,1.3555362
NEGany~necessarily_essential,93,0.95589864,6.5551376,1.0,580.55276,NEGATED,necessarily_essential,3173681,93,71961373,4.1015384,88.8984616,0.95589745,necessarily,48641,essential,69390,3.6078017,9.218341,1.3555362
NEGany~any_happier,828,0.83488923,6.5151844,0.8789809,4484.1539,NEGATED,any_happier,3173681,942,71961373,41.544615,786.455385,0.94982535,any,32161,happier,16177,2.195547,27.331215,1.2995156
NEGany~terribly_interested,486,0.8492862,6.4419103,0.8933824,2669.8946,NEGATED,terribly_interested,3173681,544,71961373,23.991794,462.008206,0.9506342,terribly,58529,interested,259727,2.2559404,20.957117,1.3065735
NEGmir~ever_easy,368,0.8238845,6.414968,0.99728996,1275.7406005859375,NEGMIR,ever_easy,291735,369,1680633,64.0533745,303.9466247558594,0.8259419,ever,5042,easy,18697,3.0685754,15.844313,0.7593058
NEGany~terribly_original,199,0.8945793,6.3921056,0.9386792,1145.6685,NEGATED,terribly_original,3173681,212,71961373,9.3497434,189.6502566,0.95301634,terribly,58529,original,37312,2.5055838,13.443951,1.3280534
NEGany~terribly_likely,108,0.9377171,6.3853583,0.9818182,654.37845,NEGATED,terribly_likely,3173681,110,71961373,4.851282,103.148718,0.95508075,terribly,58529,likely,884149,2.9734519,9.92549,1.3475672
NEGany~necessarily_reliable,81,0.9558985,6.3328414,1.0,505.64243,NEGATED,necessarily_reliable,3173681,81,71961373,3.5723076,77.4276924,0.95589745,necessarily,48641,reliable,89739,3.548146,8.603077,1.3555362
NEGany~terribly_uncommon,103,0.9368512,6.309272,0.9809524,623.35359,NEGATED,terribly_uncommon,3173681,105,71961373,4.6307691,98.3692309,0.95504105,terribly,58529,uncommon,11144,2.952962,9.692608,1.3471841
NEGany~terribly_unusual,146,0.90395135,6.230312,0.9480519,849.23217,NEGATED,terribly_unusual,3173681,154,71961373,6.7917947,139.2082053,0.95348084,terribly,58529,unusual,70551,2.572386,11.520953,1.3323683
NEGany~particularly_religious,485,0.8204315,6.1531014,0.86452764,2589.475,NEGATED,particularly_religious,3173681,561,71961373,24.741538,460.258462,0.94898653,particularly,511734,religious,27806,2.138541,20.89926,1.292315
NEGany~yet_mainstream,70,0.95589834,6.0941253,1.0,436.97471,NEGATED,yet_mainstream,3173681,70,71961373,3.0871794,66.9128206,0.95589745,yet,94755,mainstream,17688,3.485176,7.9976115,1.3555362
NEGany~terribly_surprised,287,0.8389782,6.0527983,0.8830769,1560.5557,NEGATED,terribly_surprised,3173681,325,71961373,14.333333,272.666667,0.9500581,terribly,58529,surprised,76486,2.2091637,16.095005,1.3015347
NEGany~particularly_new,747,0.78961265,6.0506053,0.83370537,3870.403,NEGATED,particularly_new,3173681,896,71961373,39.515897,707.484103,0.9471005,particularly,511734,new,252270,2.0350187,25.88549,1.2765487
NEGany~ever_easy,429,0.80039126,5.9224324,0.8444882,2246.1363,NEGATED,ever_easy,3173681,508,71961373,22.404102,406.595898,0.94777596,ever,110979,easy,578041,2.0686016,19.630634,1.2821298
NEGany~particularly_original,360,0.80898273,5.9109898,0.8530806,1900.6974,NEGATED,particularly_original,3173681,422,71961373,18.611282,341.388718,0.948302,particularly,511734,original,37312,2.0970216,17.992765,1.2865262
NEGmir~particularly_new,404,0.81197757,5.899109,0.98536587,1355.0157470703125,NEGMIR,particularly_new,291735,410,1680633,71.1704161,332.82958984375,0.8238356,particularly,12946,new,12793,2.4722865,16.558891,0.75408185
NEGany~that_far-fetched,59,0.9558982,5.8085675,1.0,368.30706,NEGATED,that_far-fetched,3173681,59,71961373,2.6020512,56.3979488,0.95589745,that,206801,far-fetched,5056,3.4115024,7.3423877,1.3555362
NEGany~that_thrilled,59,0.9558982,5.8085675,1.0,368.30706,NEGATED,that_thrilled,3173681,59,71961373,2.6020512,56.3979488,0.95589745,that,206801,thrilled,24075,3.4115024,7.3423877,1.3555362
NEGmir~ever_simple,206,0.8265149,5.793685,1.0,721.565185546875,NEGMIR,ever_simple,291735,206,1680633,35.7587945,170.2412109375,0.82641363,ever,5042,simple,25344,3.2939382,11.861267,0.76048434
NEGany~ever_simple,211,0.82780105,5.761382,0.8719008,1134.7174,NEGATED,ever_simple,3173681,242,71961373,10.67282,200.32718,0.9494179,ever,110979,simple,394988,2.1629758,13.791092,1.2960032
NEGany~particularly_likable,119,0.87837964,5.7553687,0.92248064,673.41231,NEGATED,particularly_likable,3173681,129,71961373,5.6892307,113.3107693,0.95219135,particularly,511734,likable,8107,2.3921423,10.387181,1.3204935
NEGany~any_younger,255,0.8059008,5.7007513,0.85,1342.2843,NEGATED,any_younger,3173681,300,71961373,13.230769,241.769231,0.94811463,any,32161,younger,25912,2.0853615,15.140177,1.2849551
NEGany~immediately_reachable,109,0.8796277,5.681954,0.9237288,617.62749,NEGATED,immediately_reachable,3173681,118,71961373,5.2041025,103.7958975,0.95225596,immediately,91746,reachable,2613,2.3976529,9.941844,1.3210807
NEGmir~ever_good,299,0.81335896,5.656827,0.9867987,1006.3565673828125,NEGMIR,ever_good,291735,303,1680633,52.5966734,246.4033203125,0.8240914,ever,5042,good,31461,2.5013096,14.249872,0.75471294
NEGmir~ever_perfect,206,0.8216839,5.5483103,0.9951691,709.28564453125,NEGMIR,ever_perfect,291735,207,1680633,35.9323808,170.06761169433594,0.82557094,ever,5042,perfect,3119,2.8168166,11.849173,0.75838125
NEGany~particularly_likeable,106,0.85420394,5.4349866,0.89830506,585.19346,NEGATED,particularly_likeable,3173681,118,71961373,5.2041025,100.7958975,0.95090467,particularly,511734,likeable,5882,2.2664015,9.790163,1.3089601
NEGany~terribly_productive,64,0.91112214,5.371202,0.95522386,375.29014,NEGATED,terribly_productive,3173681,67,71961373,2.9548717,61.0451283,0.9538301,terribly,58529,productive,101874,2.6014478,7.630641,1.3356414
NEGany~immediately_sure,138,0.8130421,5.34523,0.85714287,731.48452,NEGATED,immediately_sure,3173681,161,71961373,7.1005127,130.8994873,0.948547,immediately,91746,sure,256817,2.106348,11.142904,1.2885894
NEGany~longer_pink,51,0.9366673,5.3096814,0.9807692,308.57407,NEGATED,longer_pink,3173681,52,71961373,2.2933333,48.7066667,0.9550327,longer,11259,pink,7089,2.8716702,6.8202977,1.347103
NEGmir~exactly_sure,148,0.8264864,5.2929792,1.0,518.3817138671875,NEGMIR,exactly_sure,291735,148,1680633,25.6907844,122.30921936035156,0.82641363,exactly,1031,sure,6736,3.1506581,10.053756,0.76048434
NEGany~longer_viable,61,0.9090232,5.287771,0.953125,356.84395,NEGATED,longer_viable,3173681,64,71961373,2.822564,58.177436,0.95372844,longer,11259,viable,32749,2.5807629,7.4488573,1.334686
NEGmir~ever_enough,147,0.82648593,5.282625,1.0,514.8787231445312,NEGMIR,ever_enough,291735,147,1680633,25.517198,121.48280334472656,0.82641363,ever,5042,enough,2574,3.1477222,10.019732,0.76048434
NEGmir~ever_certain,143,0.82648396,5.2404504,1.0,500.8667907714844,NEGMIR,ever_certain,291735,143,1680633,24.8228525,118.1771469116211,0.82641363,ever,5042,certain,1773,3.135776,9.882469,0.76048434
NEGany~any_easier,1594,0.6468588,5.2282805,0.6909406,7162.5098,NEGATED,any_easier,3173681,2307,71961373,101.74461,1492.25539,0.9361703,any,32161,easier,208626,1.6853917,37.37653,1.1949769
NEGany~terribly_sure,69,0.87589836,5.1591325,0.92,389.45803,NEGATED,terribly_sure,3173681,75,71961373,3.3076922,65.6923078,0.9520624,terribly,58529,sure,256817,2.3650281,7.9084244,1.319324
NEGany~remotely_surprising,75,0.85951287,5.127421,0.90361446,416.2757,NEGATED,remotely_surprising,3173681,83,71961373,3.6605127,71.3394873,0.95119315,remotely,15394,surprising,69947,2.2844856,8.237575,1.3115194
NEGany~terribly_reliable,51,0.9181623,5.123249,0.9622642,301.51527,NEGATED,terribly_reliable,3173681,53,71961373,2.3374358,48.6625642,0.9541679,terribly,58529,reliable,89739,2.6498215,6.8141217,1.3388305
NEGmir~particularly_surprising,166,0.8145903,5.0383425,0.9880952,560.49951171875,NEGMIR,particularly_surprising,291735,168,1680633,29.162512,136.83749389648438,0.8243222,particularly,12946,surprising,2648,2.5014021,10.620648,0.7552832
NEGmir~necessarily_wrong,211,0.80336875,5.0197706,0.9768519,693.4454956054688,NEGMIR,necessarily_wrong,291735,216,1680633,37.4946583,173.50534057617188,0.8223002,necessarily,1092,wrong,20727,2.2629416,11.9446,0.75031304
NEGany~any_simpler,226,0.71428967,5.012297,0.75838923,1087.7633,NEGATED,any_simpler,3173681,298,71961373,13.142564,212.857436,0.9418471,any,32161,simpler,23230,1.830708,14.159066,1.2354283
NEGany~particularly_forthcoming,72,0.8447873,4.9776793,0.8888889,393.76081,NEGATED,particularly_forthcoming,3173681,81,71961373,3.5723076,68.4276924,0.9503846,particularly,511734,forthcoming,7257,2.2185717,8.0642805,1.3043836
NEGany~ever_certain,147,0.75049394,4.9775114,0.7945946,733.19017,NEGATED,ever_certain,3173681,185,71961373,8.1589742,138.8410258,0.94449675,ever,110979,certain,73223,1.9192985,11.451415,1.2556818
NEGmir~particularly_wrong,212,0.7989943,4.9278216,0.9724771,689.9254760742188,NEGMIR,particularly_wrong,291735,218,1680633,37.841831,174.15817260742188,0.8215008,particularly,12946,wrong,20727,2.1924407,11.961232,0.74836373
NEGany~ever_boring,72,0.8339472,4.9041953,0.8780488,389.55148,NEGATED,ever_boring,3173681,82,71961373,3.6164102,68.3835898,0.94977206,ever,110979,boring,45338,2.1751058,8.059083,1.2990549
NEGany~ever_perfect,216,0.69310164,4.864233,0.7372014,1017.8194,NEGATED,ever_perfect,3173681,293,71961373,12.922051,203.077949,0.9401757,ever,110979,perfect,103203,1.7821326,13.817704,1.2231224
NEGany~any_nicer,96,0.769458,4.771977,0.8135593,487.74405,NEGATED,any_nicer,3173681,118,71961373,5.2041025,90.7958975,0.9457906,any,32161,nicer,9879,1.9683052,9.266817,1.2659254
NEGany~particularly_athletic,108,0.7500165,4.752993,0.7941176,538.41823,NEGATED,particularly_athletic,3173681,136,71961373,5.9979486,102.0020514,0.94446343,particularly,511734,athletic,17061,1.916547,9.815152,1.255421
NEGany~immediately_able,626,0.594681,4.712571,0.6387755,2657.7611,NEGATED,immediately_able,3173681,980,71961373,43.220512,582.779488,0.9309577,immediately,91746,able,210786,1.5833356,23.292553,1.1608844
NEGany~particularly_surprising,1069,0.56992614,4.7004714,0.6140149,4411.9414,NEGATED,particularly_surprising,3173681,1741,71961373,76.782563,992.217437,0.9281735,particularly,511734,surprising,69947,1.537578,30.347157,1.1437151
NEGany~remotely_true,250,0.64842147,4.6838365,0.6925208,1125.1263,NEGATED,remotely_true,3173681,361,71961373,15.921025,234.078975,0.9363159,remotely,15394,true,227128,1.6875138,14.804454,1.195969
NEGany~immediately_forthcoming,133,0.70731163,4.66044,0.75141245,635.70807,NEGATED,immediately_forthcoming,3173681,177,71961373,7.8061537,125.1938463,0.9413071,immediately,91746,forthcoming,7257,1.8130866,10.855683,1.2314146
NEGany~immediately_obvious,2238,0.52757365,4.586074,0.5716475,8776.6694,NEGATED,immediately_obvious,3173681,3915,71961373,172.66153,2065.33847,0.9228501,immediately,91746,obvious,164094,1.4615377,43.657734,1.1126645
NEGmir~any_better,380,0.74669397,4.515409,0.9200969,1113.730712890625,NEGMIR,any_better,291735,413,1680633,71.6911753,308.308837890625,0.811339,any,1169,better,13606,1.7335469,15.815909,0.7243179
NEGany~particularly_revolutionary,77,0.7497129,4.468361,0.7938144,383.75788,NEGATED,particularly_revolutionary,3173681,97,71961373,4.2779486,72.7220514,0.9444422,particularly,511734,revolutionary,10183,1.9135057,8.287447,1.2552551
NEGmir~that_simple,474,0.72267133,4.3409386,0.89603025,1328.5279541015625,NEGMIR,that_simple,291735,529,1680633,91.8271955,382.17279052734375,0.80627173,that,5465,simple,25344,1.6103134,17.553778,0.712807
NEGmir~ever_wrong,102,0.8072328,4.278498,0.9807692,338.24591064453125,NEGMIR,ever_wrong,291735,104,1680633,18.0529836,83.94701385498047,0.82300997,ever,5042,wrong,20727,2.2906163,8.311994,0.7520512
NEGany~remotely_ready,58,0.76145375,4.254498,0.8055556,292.39253,NEGATED,remotely_ready,3173681,72,71961373,3.1753845,54.8246155,0.945252,remotely,15394,ready,140804,1.9417431,7.198825,1.2616316
NEGany~immediately_certain,70,0.7251291,4.251723,0.7692308,340.55191,NEGATED,immediately_certain,3173681,91,71961373,4.0133333,65.9866667,0.94266665,immediately,91746,certain,73223,1.8517075,7.886915,1.2415928
NEGany~remotely_funny,137,0.6209478,4.225201,0.66504854,598.74537,NEGATED,remotely_funny,3173681,206,71961373,9.085128,127.914872,0.9336852,remotely,15394,funny,122146,1.6322836,10.928505,1.1783895
NEGmir~particularly_remarkable,108,0.7994394,4.2175426,0.972973,351.8262023925781,NEGMIR,particularly_remarkable,291735,111,1680633,19.2680883,88.7319107055664,0.8215918,particularly,12946,remarkable,3209,2.1692028,8.538232,0.7485851
NEGany~ever_enough,173,0.5919291,4.2081327,0.6360294,732.2037,NEGATED,ever_enough,3173681,272,71961373,11.995897,161.004103,0.93065953,ever,110979,enough,147805,1.5774468,12.240915,1.1590134
NEGmir~that_easy,450,0.71245575,4.2062016,0.88582677,1237.796875,NEGMIR,that_easy,291735,508,1680633,88.1818815,361.818115234375,0.80404025,that,5465,easy,18697,1.5648724,17.05627,0.7078332
NEGany~any_smarter,89,0.6678986,4.1663933,0.712,408.74229,NEGATED,any_smarter,3173681,125,71961373,5.5128204,83.4871796,0.9380582,any,32161,smarter,8249,1.7254895,8.849624,1.2080162
NEGany~any_cheaper,129,0.61072147,4.1376963,0.65482235,557.52063,NEGATED,any_cheaper,3173681,197,71961373,8.6882049,120.3117951,0.93264955,any,32161,cheaper,45734,1.6125438,10.592863,1.1716597
NEGany~particularly_flashy,57,0.7367201,4.1098175,0.7808219,280.48897,NEGATED,particularly_flashy,3173681,73,71961373,3.2194871,53.7805129,0.94351774,particularly,511734,flashy,4470,1.878139,7.123403,1.2480881
NEGany~ever_sure,87,0.6575115,4.0974503,0.7016129,395.28135,NEGATED,ever_sure,3173681,124,71961373,5.4687178,81.53128219999999,0.9371412,ever,110979,sure,256817,1.7039359,8.741071,1.2016337
NEGmir~terribly_surprising,67,0.8264466,4.046608,1.0,234.6574249267578,NEGMIR,terribly_surprising,291735,67,1680633,11.6302875,55.369712829589844,0.82641363,terribly,4583,surprising,2648,2.8081148,6.764487,0.76048434
NEGany~any_different,902,0.4539762,4.0339813,0.49806738,3202.3833,NEGATED,any_different,3173681,1811,71961373,79.869742,822.130258,0.9114526,any,32161,different,802192,1.3327097,27.373943,1.0528243
NEGmir~particularly_close,136,0.7644106,3.984827,0.93793106,412.3159484863281,NEGMIR,particularly_close,291735,145,1680633,25.1700252,110.82997131347656,0.81492627,particularly,12946,close,13768,1.83529,9.503592,0.7326553
NEGany~remotely_close,694,0.45339727,3.9754236,0.49749103,2461.8006,NEGATED,remotely_close,3173681,1395,71961373,61.523076,632.476924,0.91135,remotely,15394,close,407539,1.3316826,24.008495,1.0523214
NEGany~ever_good,331,0.48550165,3.9385352,0.5296,1228.5687,NEGATED,ever_good,3173681,625,71961373,27.564102,303.435898,0.91672474,ever,110979,good,1670122,1.3873891,16.678345,1.0794841
NEGany~ever_alone,52,0.720604,3.9343576,0.7647059,251.85197,NEGATED,ever_alone,3173681,68,71961373,2.9989743,49.0010257,0.94232744,ever,110979,alone,10723,1.8386297,6.7952194,1.2390306
NEGany~any_brighter,63,0.6800362,3.9315,0.7241379,292.95563,NEGATED,any_brighter,3173681,87,71961373,3.836923,59.163077,0.93909645,any,32161,brighter,9135,1.7495635,7.453847,1.2153574
NEGmir~ever_boring,57,0.82644165,3.779902,1.0,199.63230895996094,NEGMIR,ever_boring,291735,57,1680633,9.8944237,47.10557556152344,0.82641363,ever,5042,boring,1957,2.7384639,6.239286,0.76048434
NEGmir~longer_viable,57,0.82644165,3.779902,1.0,199.63230895996094,NEGMIR,longer_viable,291735,57,1680633,9.8944237,47.10557556152344,0.82641363,longer,910,viable,471,2.7384639,6.239286,0.76048434
NEGmir~ever_black,56,0.82644117,3.7503421,1.0,196.1298370361328,NEGMIR,ever_black,291735,56,1680633,9.7208373,46.2791633605957,0.82641363,ever,5042,black,1414,2.730843,6.1843133,0.76048434
NEGany~longer_available,65,0.62600136,3.7066548,0.6701031,285.63229,NEGATED,longer_available,3173681,97,71961373,4.2779486,60.7220514,0.9341854,longer,11259,available,639462,1.640314,7.5316434,1.1816778
NEGmir~particularly_novel,54,0.82644016,3.689367,1.0,189.12489318847656,NEGMIR,particularly_novel,291735,54,1680633,9.3736646,44.62633514404297,0.82641363,particularly,12946,novel,319,2.715188,6.072875,0.76048434
NEGmir~terribly_new,69,0.79827833,3.6428971,0.97183096,224.2037353515625,NEGMIR,terribly_new,291735,71,1680633,12.324633,56.67536544799805,0.8213821,terribly,4583,new,12793,2.121828,6.822912,0.74807507
NEGmir~exactly_clear,52,0.8264392,3.6257405,1.0,182.11997985839844,NEGMIR,exactly_clear,291735,52,1680633,9.0264918,42.973506927490234,0.82641363,exactly,1031,clear,6689,2.698948,5.9593534,0.76048434
NEGmir~that_great,286,0.66772515,3.5831854,0.84117645,724.77734375,NEGMIR,that_great,291735,340,1680633,59.0193695,226.9806365966797,0.7936386,that,5465,great,5513,1.3988184,13.421646,0.68537146
NEGany~remotely_qualified,57,0.6110706,3.5193589,0.6551724,246.43995,NEGATED,remotely_qualified,3173681,87,71961373,3.836923,53.163077,0.93268555,remotely,15394,qualified,73191,1.611323,7.0416217,1.1718918
NEGany~any_wiser,63,0.57354534,3.4399726,0.61764705,261.09353,NEGATED,any_wiser,3173681,102,71961373,4.4984614,58.5015386,0.92859584,any,32161,wiser,3253,1.5421324,7.370501,1.1462766
NEGany~remotely_comparable,118,0.47802284,3.439577,0.5221239,433.49857,NEGATED,remotely_comparable,3173681,226,71961373,9.9671793,108.0328207,0.91553235,remotely,15394,comparable,12202,1.3742515,9.945228,1.0733098
NEGmir~remotely_close,218,0.66176546,3.392734,0.83524907,546.4147338867188,NEGMIR,remotely_close,291735,261,1680633,45.3060454,172.69395446777344,0.7921741,remotely,2314,close,13768,1.3789546,11.69631,0.6823003
NEGmir~terribly_original,45,0.82643574,3.378412,1.0,157.60293579101562,NEGMIR,terribly_original,291735,45,1680633,7.8113871,37.18861389160156,0.82641363,terribly,4583,original,1557,2.6367896,5.5437512,0.76048434
NEGmir~particularly_comfortable,44,0.82643527,3.3394194,1.0,154.10052490234375,NEGMIR,particularly_comfortable,291735,44,1680633,7.6378008,36.36219787597656,0.82641363,particularly,12946,comfortable,4613,2.6271367,5.4818077,0.76048434
NEGmir~longer_pink,42,0.82643425,3.2581947,1.0,147.09571838378906,NEGMIR,longer_pink,291735,42,1680633,7.290628,34.709373474121094,0.82641363,longer,910,pink,241,2.6071627,5.3557725,0.76048434
NEGmir~any_worse,87,0.7327055,3.256741,0.90625,248.40350341796875,NEGMIR,any_worse,291735,96,1680633,16.6642926,70.33570861816406,0.8084564,any,1169,worse,8368,1.6420923,7.5407796,0.71773237
NEGany~immediately_intuitive,54,0.5626397,3.252341,0.60674155,220.95916,NEGATED,immediately_intuitive,3173681,89,71961373,3.9251281,50.0748719,0.92731243,immediately,91746,intuitive,20597,1.5221227,6.814327,1.1385399
