hit_id,colloc,adv,adj,sent_text,sent_id,adv_index
nyt_eng_19941016_0107_14:29,as_colorful,as,colorful,There are many explanations -- including unrealistic expectations and a recession that limited both the scale of the aquarium and surrounding waterfront development -- but none is quite as colorful as the brown fish dilemma .,nyt_eng_19941016_0107_14,29
nyt_eng_19941018_0368_11:8,as_intense,as,intense,"None of the rains here are quite as intense as Tropical Storm Claudette , which in July 1979 dumped a national record of 43 inches of rain in a 24-hour period on Alvin , 20 miles south of Houston , wreaking floods and general havoc .",nyt_eng_19941018_0368_11,8
nyt_eng_19941023_0150_16:12,as_candid,as,candid,Almost none of the aspiring jurors in the Simpson case were as candid as the cashier .,nyt_eng_19941023_0150_16,12
nyt_eng_19941027_0087_14:9,very_compelling,very,compelling,"But on film , none of them are very compelling ; they feel like a series of vignettes , some of them amusing , others simply repetitive .",nyt_eng_19941027_0087_14,9
nyt_eng_19941029_0058_44:7,that_brilliant,that,brilliant,-LBQ-  None of us were quite that brilliant .  -RDQ-,nyt_eng_19941029_0058_44,7
nyt_eng_19941101_0010_2:20,as_chilling,as,chilling,"It was cold , windy and rainy at Soldier Field on Halloween night , but none of that was as chilling to the Chicago Bears as the whipping dispensed by the Green Bay Packers .",nyt_eng_19941101_0010_2,20
nyt_eng_19941101_0223_5:6,so_seductive,so,seductive,"None of the Above is so seductive for Americans because there is no way to pursue it politically , no mechanism by which we can dissolve the government and start again from scratch .",nyt_eng_19941101_0223_5,6
nyt_eng_19941103_0105_8:16,even_close,even,close,"-LBQ-  There are 35 or 37 films -LRB- actually 44 -RRB- , and none were even close .",nyt_eng_19941103_0105_8,16
nyt_eng_19941110_0376_16:16,as_lucky,as,lucky,Of all the turns of chance in the baby 's young life none was quite as lucky as DeLeon 's decision to bag the morning 's garbage by hand rather than use the hydraulic compactor .,nyt_eng_19941110_0376_16,16
nyt_eng_19941115_0252_8:4,this_heartbreaking,this,heartbreaking,"None are quite this heartbreaking , although you 'll have to bide your time for a while at the Criterion Center before the play , staged by the Roundabout Theater Co. , exerts its considerable pull .",nyt_eng_19941115_0252_8,4
nyt_eng_19941117_0383_27:4,absolutely_foolproof,absolutely,foolproof,"But none is absolutely foolproof , he noted .",nyt_eng_19941117_0383_27,4
nyt_eng_19941122_0278_5:4,thoughtfully_affecting,thoughtfully,affecting,"None are more thoughtfully affecting than Wayne and Sandra Schow , whose son Brad died of AIDS in 1986 .",nyt_eng_19941122_0278_5,4
nyt_eng_19941123_0123_26:6,overly_complicated,overly,complicated,"None of the recipes is overly complicated ; they play up to the Italian penchant for quality ingredients , simply handled and spartanly presented .",nyt_eng_19941123_0123_26,6
nyt_eng_19941129_0363_71:17,obviously_rich,obviously,rich,"Two of the patients are white , one is black , and none of them are obviously rich .",nyt_eng_19941129_0363_71,17
nyt_eng_19941214_0196_7:21,as_clear,as,clear,"Few have ever been as open in detailing their criminal past as Biggie Smalls , and none have ever been as clear about the pain they felt at the time .",nyt_eng_19941214_0196_7,21
nyt_eng_19941215_0338_23:30,very_complicated,very,complicated,"Converting cars to use natural gas requires some special equipment -- a high-pressure tank , fuel-pressure regulators and modifications to the fuel-injection system -- but none of this is very complicated .",nyt_eng_19941215_0338_23,30
nyt_eng_19941222_0213_2:7,as_difficult,as,difficult,"But none of those worlds was as difficult to conquer as the one guarded by delicate , bones-only models and ruled by makeup-wearing fashion designers .",nyt_eng_19941222_0213_2,7
nyt_eng_19941228_0006_13:4,as_beleaguered,as,beleaguered,But none were as beleaguered on the road to that game as Neil O'Donnell has been this season .,nyt_eng_19941228_0006_13,4
nyt_eng_19941231_0084_18:24,completely_satisfied,completely,satisfied,"-LBQ-  We always tend to react to what 's new in politics , to what 's changed , because none of us is completely satisfied with the way things are .  -RDQ-",nyt_eng_19941231_0084_18,24
nyt_eng_19950102_0041_21:5,terribly_significant,terribly,significant,"None of that is terribly significant , however .",nyt_eng_19950102_0041_21,5
nyt_eng_19950109_0300_14:26,even_close,even,close,"Although GOP leaders produced outlines of their plans for welfare reform , anti-crime legislation and legal reform before the Nov. 8 election , none is even close to being ready for House debate .",nyt_eng_19950109_0300_14,26
nyt_eng_19950118_0038_25:10,simply_greedy,simply,greedy,"A couple were plainly odd , but none was simply greedy .",nyt_eng_19950118_0038_25,10
nyt_eng_19950120_0262_27:6,downright_terrible,downright,terrible,"None of the shows are downright terrible , though some of the WB comedies come close .",nyt_eng_19950120_0262_27,6
nyt_eng_19950127_0031_23:32,as_spectacular,as,spectacular,"Blaine Lacher , who was making his third start in the league , did just as well as Terreri at the other end , but none of his 33 saves were as spectacular as Terreri 's .",nyt_eng_19950127_0031_23,32
nyt_eng_19950128_0032_27:3,as_gross,as,gross,None is as gross as the use of the word  -LBQ-  jihad .  -RDQ-,nyt_eng_19950128_0032_27,3
nyt_eng_19950128_0137_10:7,as_outspoken,as,outspoken,"None of the other freshmen were as outspoken as Souder , but many of them said in private that they were disappointed that Gingrich had not fought harder to keep the three-fifths rule in the balanced budget amendment .",nyt_eng_19950128_0137_10,7
nyt_eng_19950131_0131_8:4,as_illuminating,as,illuminating,"None though is as illuminating as the wretched saga of the Enola Gay , the B-29 bomber which dropped the atomic bomb on Hiroshima .",nyt_eng_19950131_0131_8,4
nyt_eng_19950201_0284_22:13,as_adamant,as,adamant,No other large municipality has ever declared bankruptcy and none has been as adamant in saying it will not raise taxes to resolve its crisis .,nyt_eng_19950201_0284_22,13
nyt_eng_19950202_0251_24:12,exactly_equivalent,exactly,equivalent,"Of the numerous competitors in the cardiovascular area , none is exactly equivalent to Cardizem CD .",nyt_eng_19950202_0251_24,12
nyt_eng_19950204_0016_13:6,as_scary,as,scary,"None of those things were as scary , though , as the warning of presidential action .",nyt_eng_19950204_0016_13,6
nyt_eng_19950207_0322_26:13,as_tall,as,tall,"And because I was so tall and none of the girls were as tall as me , I did n't think I 'd ever have a girlfriend .",nyt_eng_19950207_0322_26,13
nyt_eng_19950208_0247_16:39,as_prominent,as,prominent,"Although financial strains have led other orchestras to adopt multiple-tier arrangements of full-time , part-time and occasional freelance players -- the Kansas City Symphony , the Syracuse Symphony and the Columbus Symphony , among them -- none are as prominent as Louisville .",nyt_eng_19950208_0247_16,39
nyt_eng_19950209_0069_8:24,so_deadly,so,deadly,"Considered individually , none of the slips made by House Speaker Newt Gingrich and his cadre since they came to power have been so deadly .",nyt_eng_19950209_0069_8,24
nyt_eng_19950209_0304_8:9,as_fast,as,fast,"-LBQ-  And none of the present skaters are as fast as Ronnie Robertson ,  -RDQ-  Button said .",nyt_eng_19950209_0304_8,9
nyt_eng_19950224_0165_10:22,as_young,as,young,"Of the 48,000 just plain folks who are currently testing Windows 95 , roughly the population of Plymouth , none is as young as Adam , according to Microsoft .",nyt_eng_19950224_0165_10,22
nyt_eng_19950310_0116_8:18,as_contagious,as,contagious,"There are a few viruses similar to the Matoba virus in the movie , but none is as contagious as the one in  -LBQ-  Outbreak .  -RDQ-",nyt_eng_19950310_0116_8,18
nyt_eng_19950311_0226_29:5,even_worth,even,worth,None of this is even worth discussing in the context of what Jordan could do with a basketball in his hands .,nyt_eng_19950311_0226_29,5
nyt_eng_19950317_0003_30:20,as_ugly,as,ugly,"Arizona and Lute Olson are setting a high standard for early exits in the tournament , but none were as ugly as UCLA 's against Tulsa in 1994 .",nyt_eng_19950317_0003_30,20
nyt_eng_19950317_0256_4:23,so_expressive,so,expressive,"Of the cats we 've lived with -- and there have , I promise you , been several -- none has been so expressive , or taken so active a role in the affairs of the household .",nyt_eng_19950317_0256_4,23
nyt_eng_19950324_0176_40:12,currently_available,currently,available,"Of the 989 rental units in the Gardens , none are currently available .",nyt_eng_19950324_0176_40,12
nyt_eng_19950325_0145_22:10,as_popular,as,popular,"So far , none of the books has been as popular as Esquivel 's novel , which Books Etc. 's Rodd said  -LBQ-  just burns off the shelves  -RDQ-  in his store .",nyt_eng_19950325_0145_22,10
nyt_eng_19950327_0426_6:6,real_excited,real,excited,"-LBQ-  None of us are real excited about placing kids in foster care at this point ,  -RDQ-  he said .",nyt_eng_19950327_0426_6,6
nyt_eng_19950328_0171_7:3,as_strange,as,strange,"None are as strange as the Cheshire Cat and the Queen , who fall between daydream and nightmare .",nyt_eng_19950328_0171_7,3
nyt_eng_19950330_0071_27:31,as_comprehensive,as,comprehensive,"In recent years , researchers have conducted a number of smaller studies that have also linked higher rates of mental retardation with poverty and education levels , but none was as comprehensive as the CDC 's .",nyt_eng_19950330_0071_27,31
nyt_eng_19950401_0256_5:19,seriously_ill,seriously,ill,"Most may need help with daily chores and some medical assistance , but none who qualify will be seriously ill .",nyt_eng_19950401_0256_5,19
nyt_eng_19950409_0205_12:20,apparently_able,apparently,able,"Clark management , in the meantime , communicated with a number of potential suitors , none of whom was apparently able to match the price at which Clark was trading after the news of the Ingersoll offer .",nyt_eng_19950409_0205_12,20
nyt_eng_19950410_0260_4:10,that_important,that,important,"But after April 12 , 1945 , none were that important any more .",nyt_eng_19950410_0260_4,10
nyt_eng_19950419_0058_27:18,ever_prepared,ever,prepared,"All of us who play professional sports will come to this day and none of us are ever prepared for it , just not prepared for it .  -RDQ-",nyt_eng_19950419_0058_27,18
nyt_eng_19950419_0551_26:25,too_surprised,too,surprised,"-LBQ-  It 's tragic , but I think all of us have seen so much with terrorism and all that none of us are too surprised ,  -RDQ-  she said .",nyt_eng_19950419_0551_26,25
nyt_eng_19950420_0210_25:23,expressively_hot,expressively,hot,None of the 170-plus smallish images in  -LBQ-  An Egyptian Bestiary  -COL-  Animals in Egyptian Art  -RDQ-  at the Metropolitan are as expressively hot as this one .,nyt_eng_19950420_0210_25,23
nyt_eng_19950430_0208_15:15,very_effective,very,effective,"The Trail Blazers tried several different approaches to defending Barkley , and none was very effective .",nyt_eng_19950430_0208_15,15
nyt_eng_19950505_0421_2:5,as_contentious,as,contentious,But none have been as contentious as the dispute over autos .,nyt_eng_19950505_0421_2,5
nyt_eng_19950505_0477_20:5,as_contentious,as,contentious,"But none has been as contentious as the dispute over autos , which are by far the biggest part of Japan 's huge trade surplus _ more than $ 63 billion last year _ with the United States .",nyt_eng_19950505_0477_20,5
nyt_eng_19950516_0029_40:29,too_hot,too,hot,"Ralph Sampson was lurking in the background , threatening a comeback attempt , and there were some other irons in the fire , although none of them was too hot .",nyt_eng_19950516_0029_40,29
nyt_eng_19950518_0140_18:6,mutually_exclusive,mutually,exclusive,None of these ideas are mutually exclusive .  -RDQ-,nyt_eng_19950518_0140_18,6
nyt_eng_19950520_0140_13:19,as_memorable,as,memorable,"But to dedicated fans who never leave the theater until the last credit has rolled , none were as memorable as his role as  -LBQ-  Wilmer the gunsel ,  -RDQ-  Sydney Greenstreet 's bodyguard in  -LBQ-  The Maltese Falcon ,  -RDQ-  in part , perhaps , because much of the dialogue was lifted directly from the Hammett novel .",nyt_eng_19950520_0140_13,19
nyt_eng_19950523_0487_2:5,immediately_delicious,immediately,delicious,"But none is as immediately delicious and dizzy as the one that begins the redeeming affair in A.R. Gurney 's new comedy ,  -LBQ-  Sylvia ,  -RDQ-  which opened Tuesday night at the Manhattan Theater Club .",nyt_eng_19950523_0487_2,5
nyt_eng_19950526_0336_47:7,that_important,that,important,"-LBQ-  None of these issues are that important to me that I really want to make her mad ,  -RDQ-  he said about his wife , 44 , who is the vice president of a mental health agency .",nyt_eng_19950526_0336_47,7
nyt_eng_19950526_0535_51:31,yet_available,yet,available,"The point here is not that Uzawa commands an especially large following , even in Japan -LRB- though it is a shame that none of his anti-technology works are as yet available in book form in English translation for the many Westerners who would share his views -RRB- .",nyt_eng_19950526_0535_51,31
nyt_eng_19950527_0232_43:6,as_cohesive,as,cohesive,But none of it is as cohesive .,nyt_eng_19950527_0232_43,6
nyt_eng_19950601_0181_31:12,remotely_organic,remotely,organic,None of the surreal events in  -LBQ-  Practical Magic  -RDQ-  is remotely organic to the main characters ' lives or the larger public world they inhabit .,nyt_eng_19950601_0181_31,12
nyt_eng_19950605_0391_29:5,very_persuasive,very,persuasive,"None of this is very persuasive to linguists for whom the acid test of language is not comprehension but performance , the ability to use grammar to generate ever more complex sentences .",nyt_eng_19950605_0391_29,5
nyt_eng_19950609_0384_47:17,as_funny,as,funny,"All life is falsified to clear the way for jokes , none of which is half as funny as the often ingeniously amusing ways in which assorted villains are killed .",nyt_eng_19950609_0384_47,17
nyt_eng_19950612_0218_1:14,so_popular,so,popular,"Of all the well-defined styles of furniture from the past , none is so popular with contemporary woodworkers as Shaker style .",nyt_eng_19950612_0218_1,14
nyt_eng_19950617_0284_28:15,as_resonant,as,resonant,"Of the eight home runs hit in Saturday 's game , none could be as resonant as Ashley 's , if his effort becomes the foundation of newfound confidence and reliability .",nyt_eng_19950617_0284_28,15
nyt_eng_19950621_0335_16:6,very_enthusiastic,very,enthusiastic,"But none of them are very enthusiastic , which is one reason , among others , why creating a kind of bankruptcy judge for the global economy could be a much better alternative .",nyt_eng_19950621_0335_16,6
nyt_eng_19950623_0277_28:28,too_difficult,too,difficult,"Our West Shirley Bog sighting ne STORY IN ar Greenville in the Moosehead Lake region was one of many in one outing , none of which was too difficult to come by .",nyt_eng_19950623_0277_28,28
nyt_eng_19950629_0564_8:6,particularly_interesting,particularly,interesting,"None of these stories is particularly interesting , and intercutting them does n't help .",nyt_eng_19950629_0564_8,6
nyt_eng_19950703_0166_17:20,morally_reprehensible,morally,reprehensible,"The important thing is that none of these films , whether you liked them or not , is as morally reprehensible or mindlessly violent as  -LBQ-  True Lies ,  -RDQ-  which had a body count higher than the national deficit and suggested that being forced to act like a hooker is a good way to regain your husband 's respect and affection .",nyt_eng_19950703_0166_17,20
nyt_eng_19950706_0415_9:19,now_available,now,available,"The company maintains that all the offending catheters were pulled from the market in 1990 and none are now available for use in angioplasty , a procedure in which a catheter is threated into vessels and a balloon is used to clear blockages .",nyt_eng_19950706_0415_9,19
nyt_eng_19950707_0269_32:12,as_interesting,as,interesting,"But none of the men in  -LBQ-  Apollo 13  -RDQ-  are as interesting as anyone in  -LBQ-  The Right Stuff ,  -RDQ-  including Harris , who plays John Glenn with equal parts heroism , self-righteousness and wonder .",nyt_eng_19950707_0269_32,12
nyt_eng_19950710_0340_18:11,clearly_unlawful,clearly,unlawful,"In Holst 's opinion none of UC 's programs was clearly unlawful , but lawsuits could be avoided if  -LBQ-  a larger number of applicants were taken into account ,  -RDQ-  Holst recalled in a written response to Connerly 's proposal last week .",nyt_eng_19950710_0340_18,11
nyt_eng_19950713_0763_43:13,very_good,very,good,"-LBQ-  There are lots of things I feel , and none are very good .",nyt_eng_19950713_0763_43,13
nyt_eng_19950718_0450_34:13,initially_able,initially,able,They point out that none of the six children who testified were initially able to identify him in the courtroom .,nyt_eng_19950718_0450_34,13
nyt_eng_19950720_0364_28:27,consistently_flamboyant,consistently,flamboyant,"Among her contemporaries , only Marsden Hartley , Stuart Davis and Maurice Prendergast seem as committed to color 's undiluted joys , but none were so consistently flamboyant .",nyt_eng_19950720_0364_28,27
nyt_eng_19950721_0365_16:14,really_unexpected,really,unexpected,Those who have been around the industry say none of these developments is really unexpected .,nyt_eng_19950721_0365_16,14
nyt_eng_19950723_0062_18:8,as_big,as,big,"None of this , though , is as big as the loophole the NFL has already allowed  -COL-  luxury-box rent is not shared .",nyt_eng_19950723_0062_18,8
nyt_eng_19950725_0091_15:5,universally_popular,universally,popular,None of these is universally popular within the industry .,nyt_eng_19950725_0091_15,5
nyt_eng_19950726_0657_8:15,as_direct,as,direct,"A few other employment agencies advertise in the Lavender Pages , but none is as direct about their orientation as Bach 's .",nyt_eng_19950726_0657_8,15
nyt_eng_19950728_0014_2:23,spectacularly_troubled,spectacularly,troubled,"Of all the troubled lenders under the eye of Japan 's vaunted Ministry of Finance -LRB- MOF -RRB- , none are so spectacularly troubled as these little-known mortgage companies .",nyt_eng_19950728_0014_2,23
nyt_eng_19950728_0052_2:23,spectacularly_troubled,spectacularly,troubled,"Of all the troubled lenders under the eye of Japan 's vaunted Ministry of Finance -LRB- MOF -RRB- , none are so spectacularly troubled as these little-known mortgage companies .",nyt_eng_19950728_0052_2,23
nyt_eng_19950728_0114_2:23,spectacularly_troubled,spectacularly,troubled,"Of all the troubled lenders under the eye of Japan 's vaunted Ministry of Finance -LRB- MOF -RRB- , none are so spectacularly troubled as these little-known mortgage companies .",nyt_eng_19950728_0114_2,23
nyt_eng_19950801_0209_35:9,even_close,even,close,But none of the products tested here was even close to adequate at in-city routing .,nyt_eng_19950801_0209_35,9
nyt_eng_19950804_0453_35:6,fully_satisfied,fully,satisfied,-LBQ-  None of us is fully satisfied with the role of the U.S. in this period .,nyt_eng_19950804_0453_35,6
nyt_eng_19950804_0564_4:6,real_patient,real,patient,"-LBQ-  None of us is real patient ,  -RDQ-  Andretti , 32 , said earlier in the week .",nyt_eng_19950804_0564_4,6
nyt_eng_19950804_0659_8:20,nearly_ready,nearly,ready,"Even before the Disney acquisition , ESPN had plans for at least three more channels , but none is nearly ready to go .",nyt_eng_19950804_0659_8,20
nyt_eng_19950808_0577_15:6,too_common,too,common,None of that has been too common in Moscow .,nyt_eng_19950808_0577_15,6
nyt_eng_19950821_0183_23:19,very_complicated,very,complicated,"However , what there is seems to be adequate to get things moving ; none of it is very complicated .",nyt_eng_19950821_0183_23,19
nyt_eng_19950828_0525_18:6,particularly_surprising,particularly,surprising,None of the moves was particularly surprising .,nyt_eng_19950828_0525_18,6
nyt_eng_19950828_0527_35:21,any_good,any,good,"In all three cities , the teams have been greeted with great enthusiasm , though none of them will be any good this season .",nyt_eng_19950828_0527_35,21
nyt_eng_19950830_0003_37:6,particularly_solid,particularly,solid,None of the hits was particularly solid .,nyt_eng_19950830_0003_37,6
nyt_eng_19950830_0658_32:5,very_clear,very,clear,None of this is very clear as to the outcome on the Time Warner side .,nyt_eng_19950830_0658_32,5
nyt_eng_19950831_0070_30:6,so_generous,so,generous,"None of them were quite so generous in previous years , when profits grew much faster .",nyt_eng_19950831_0070_30,6
nyt_eng_19950907_0021_64:17,really_necessary,really,necessary,"Hundreds of commemorative items were handed out and sold , but none of the stuff was really necessary .",nyt_eng_19950907_0021_64,17
nyt_eng_19950907_0254_3:15,particularly_good,particularly,good,"-LBQ-  There were a lot of results out today and none of it was particularly good ,  -RDQ-  said a trader at Credit Lyonnais Laing .",nyt_eng_19950907_0254_3,15
nyt_eng_19950907_0280_3:15,particularly_good,particularly,good,"-LBQ-  There were a lot of results out today and none of it was particularly good ,  -RDQ-  said a trader at Credit Lyonnais Laing .",nyt_eng_19950907_0280_3,15
nyt_eng_19950909_0179_3:15,particularly_good,particularly,good,"-LBQ-  There were a lot of results out today and none of it was particularly good ,  -RDQ-  said a trader at Credit Lyonnais Laing .",nyt_eng_19950909_0179_3,15
nyt_eng_19950909_0201_3:15,particularly_good,particularly,good,"-LBQ-  There were a lot of results out today and none of it was particularly good ,  -RDQ-  said a trader at Credit Lyonnais Laing .",nyt_eng_19950909_0201_3,15
nyt_eng_19950911_0282_10:10,critically_undercapitalized,critically,undercapitalized,The OTS found none of its regulated thrifts were critically undercapitalized .,nyt_eng_19950911_0282_10,10
nyt_eng_19950911_0394_19:9,always_right,always,right,None of that U.S.-style  -LBQ-  the customer is always right  -RDQ-  philosophy here .,nyt_eng_19950911_0394_19,9
nyt_eng_19950912_0287_27:7,particularly_life-threatening,particularly,life-threatening,"While none of these problems were particularly life-threatening , the greatest complaint was one of ruined vacation plans and lack of what some felt was proper compensation .",nyt_eng_19950912_0287_27,7
nyt_eng_19950914_0699_3:20,as_funny,as,funny,With the possible exception of  -LBQ-  The Player  -RDQ-  _ none of the films about film making have been as funny as  -LBQ-  Living in Oblivion .  -RDQ-,nyt_eng_19950914_0699_3,20
nyt_eng_19950921_0251_20:29,sufficiently_compatible,sufficiently,compatible,"A marrow transplant , if successful , would have cured the disease , but Nathan ruled that out in Dayem 's case because none of his relatives were sufficiently compatible to be donors .",nyt_eng_19950921_0251_20,29
nyt_eng_19950921_0358_23:34,very_smart,very,smart,"Although the enemy fighters each perform differently -LRB- some are faster and others are heavily armed , while some are camouflaged to blend in with the environment -RRB- , none of them are very smart .",nyt_eng_19950921_0358_23,34
nyt_eng_19950926_0575_21:5,very_good,very,good,None of it is very good .,nyt_eng_19950926_0575_21,5
nyt_eng_19950927_0617_7:7,that_rich,that,rich,"None of the current crop is that rich , although Perot did not flatly rule out running himself .",nyt_eng_19950927_0617_7,7
nyt_eng_19951003_0406_6:6,as_vexing,as,vexing,"But none of this is as vexing to Singh as the threat that Calcutta , the last city in India with man-powered rickshaws , will abolish the vehicle that is his livelihood .",nyt_eng_19951003_0406_6,6
nyt_eng_19951004_0594_30:39,so_poor,so,poor,"The poor must not be left behind , the pope said , because  -LBQ-  they too have a role to play in building a society truly worthy of the human person _ a society in which none are so poor that they have nothing to give and none are so rich that they have nothing to receive .  -RDQ-",nyt_eng_19951004_0594_30,39
nyt_eng_19951004_0594_30:50,so_rich,so,rich,"The poor must not be left behind , the pope said , because  -LBQ-  they too have a role to play in building a society truly worthy of the human person _ a society in which none are so poor that they have nothing to give and none are so rich that they have nothing to receive .  -RDQ-",nyt_eng_19951004_0594_30,50
nyt_eng_19951004_0627_6:26,so_poor,so,poor,-LBQ-  They too have a role to play in building a society truly worthy of the human person _ a society in which none are so poor that they have nothing to give and none are so rich that they have nothing to receive .,nyt_eng_19951004_0627_6,26
nyt_eng_19951004_0627_6:37,so_rich,so,rich,-LBQ-  They too have a role to play in building a society truly worthy of the human person _ a society in which none are so poor that they have nothing to give and none are so rich that they have nothing to receive .,nyt_eng_19951004_0627_6,37
nyt_eng_19951004_0657_22:20,so_poor,so,poor,And the poor and disadvantaged also have a role to play in  -LBQ-  a society in which none are so poor that they have nothing to give and none are so rich that they have nothing to receive .  -RDQ-,nyt_eng_19951004_0657_22,20
nyt_eng_19951004_0657_22:31,so_rich,so,rich,And the poor and disadvantaged also have a role to play in  -LBQ-  a society in which none are so poor that they have nothing to give and none are so rich that they have nothing to receive .  -RDQ-,nyt_eng_19951004_0657_22,31
nyt_eng_19951004_0674_32:25,so_poor,so,poor,They too have a role to play in building a society truly worthy of the human person _ a society in which none are so poor that they have nothing to give and none are so rich that they have nothing to receive .,nyt_eng_19951004_0674_32,25
nyt_eng_19951004_0674_32:36,so_rich,so,rich,They too have a role to play in building a society truly worthy of the human person _ a society in which none are so poor that they have nothing to give and none are so rich that they have nothing to receive .,nyt_eng_19951004_0674_32,36
nyt_eng_19951005_0402_19:17,so_poor,so,poor,They too have a role to play in building a society ... in which none are so poor they have nothing to give and none are so rich that they have nothing to give .  -RDQ-,nyt_eng_19951005_0402_19,17
