hit_id,context_group,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,category,corpus_segment,corpus,date,polarity,context,context_word,context_type,in_basic,line_in_source,year,context_overlap
nyt_eng_19990816_0205_55:9,neg-ext-nonsubj,as_bad,as,bad,"-LBQ-  Cigarettes are disgusting and bidis are not as bad because of the strawberry smell and taste ,  -RDQ-  Michael said .",nyt_eng_19990816_0205_55,9,nyt_eng_199908,"Michael , a 17-year-old from Seattle who asked that his last name not be used , said all his friends smoke bidis .","-LBQ-  It looks like weed but it 's not , so more younger kids smoke them than older people .  -RDQ-",outdated_input_file,nyt_eng_19990816,Nyt1,1999-08-16,negative,not_VP-adv,not,VP-adv,False,3006,1999,False
nyt_eng_19971213_0167_14:25,,as_basic,as,basic,"But Lee S. Kreindler , a Manhattan lawyer whose firm is representing families of 80 of the 230 victims , says the case is as basic as the ancient phrase of law  -COL-  Res ipsa loquitur .",nyt_eng_19971213_0167_14,25,,,,outdated_input_file,nyt_eng_19971213,Nyt1,1997-12-13,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,392053,1997,False
nyt_eng_19961123_0259_36:12,,as_big,as,big,"Tellingly , the space devoted to soccer balls is now about as big as that for American footballs , although basketballs are way ahead of both .",nyt_eng_19961123_0259_36,12,,,,outdated_input_file,nyt_eng_19961123,Nyt1,1996-11-23,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,259907,1996,False
nyt_eng_19950908_0258_29:7,,as_complex,as,complex,"The reasons for reversing course are as complex as the lawmakers themselves , experts said .",nyt_eng_19950908_0258_29,7,,,,outdated_input_file,nyt_eng_19950908,Nyt1,1995-09-08,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,113245,1995,False
nyt_eng_19970915_0377_22:24,neg-ext-nonsubj,as_confident,as,confident,"Their inability to take advantage of the trends , he said ,  -LBQ-  is a question of confidence , and they are n't as confident as they were in 1992 and 1993 .  -RDQ-",nyt_eng_19970915_0377_22,24,nyt_eng_199709,"Managers , however , only had about 5 or 10 percent of assets in Asia , said Moriarty .","Mark Strome , who lost 15 percent of assets in one of his funds in April , has been shy about chasing macroeconomic trends , and that has paid off for him .",outdated_input_file,nyt_eng_19970915,Nyt1,1997-09-15,negative,not_VP-adv,not,VP-adv,True,7166,1997,False
nyt_eng_19960626_0017_18:4,neg-ext-nonsubj,as_costly,as,costly,It 's not as costly as a three - or four-run homer .  -RDQ-,nyt_eng_19960626_0017_18,4,nyt_eng_199606,You can live with them .,Then Jones went out and got a hit himself .,outdated_input_file,nyt_eng_19960626,Nyt1,1996-06-26,negative,not_VP-adv,not,VP-adv,True,39299,1996,False
nyt_eng_19991025_0419_14:10,neg-ext-nonsubj,as_dedicated,as,dedicated,"But since the Clinton administration has not been nearly as dedicated to those concerns as Gore was as a lawmaker , they sometimes seem to do the vice president little good today .",nyt_eng_19991025_0419_14,10,nyt_eng_199910,"The legislative results were not always dramatic , although he led a successful effort to limit chlorofluorocarbons , or CFCs , in the 1990 Clean Air Act and was deeply involved with the Superfund program in the House .","Bradley is known more for specifics _ for filibustering an effort to undo federal protection of millions of acres in Utah , for securing the Sterling Forest preserve in New Jersey and New York , and , most of all , for the 1992 California water rights legislation .",outdated_input_file,nyt_eng_19991025,Nyt1,1999-10-25,negative,not_VP-adv,not,VP-adv,False,24781,1999,False
nyt_eng_20030306_0080_9:7,neg-ext-nonsubj,as_deep,as,deep,"-LBQ-  Our bench strength is not as deep as it could be ,  -RDQ-  he said .",nyt_eng_20030306_0080_9,7,nyt_eng_200303,"But he added that  -LBQ-  what scares me is that once they move on , there ai n't a whole lot there behind them .  -RDQ-","Later , he said he did not believe that work-force problems contributed to the Columbia disaster .",outdated_input_file,nyt_eng_20030306,Nyt2,2003-03-06,negative,not_VP-adv,not,VP-adv,False,67489,2003,False
nyt_eng_19950506_0057_65:4,neg-ext-nonsubj,as_deep,as,deep,They are not as deep as they appear to be .,nyt_eng_19950506_0057_65,4,nyt_eng_199505,There 's no question that there have been changes .,"Q  -COL-  But is n't it a sign of positive change , even symbolically , when people see blacks like Colin Powell in more positions where they are equals or superiors ?",outdated_input_file,nyt_eng_19950506,Nyt1,1995-05-06,negative,not_VP-adv,not,VP-adv,True,60519,1995,False
nyt_eng_19970718_0035_22:17,,as_difficult,as,difficult,Other outbreaks in 1956 and 1962 in Miami and the counties to its north were nearly as difficult to contain and even more costly .,nyt_eng_19970718_0035_22,17,,,,outdated_input_file,nyt_eng_19970718,Nyt1,1997-07-18,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,339483,1997,False
nyt_eng_19950504_0301_19:20,neg-ext-nonsubj,as_disciplined,as,disciplined,"-LBQ-  We knew that the fund contained more inherent risk than we initially thought , that it was n't as disciplined as it claimed .  -RDQ-",nyt_eng_19950504_0301_19,20,nyt_eng_199505,"-LBQ-  We were n't as happy as you might think  -RDQ-  with that performance , Phillips said .","Sure enough , the fund trailed the index in the first quarter of this year , returning 5.85 percent , compared with 9.7 percent for the Vanguard Index fund .",outdated_input_file,nyt_eng_19950504,Nyt1,1995-05-04,negative,not_VP-adv,not,VP-adv,True,60580,1995,False
nyt_eng_19980331_0333_14:8,,as_eager,as,eager,The further implication is that Starr is as eager to indict the first lady as he seems to be to get the president impeached .,nyt_eng_19980331_0333_14,8,,,,outdated_input_file,nyt_eng_19980331,Nyt1,1998-03-31,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,426371,1998,False
nyt_eng_19950807_0428_7:26,,as_effective,as,effective,"-LBQ-  Over the years , there have been periodic attempts to tighten up the rules ,  -RDQ-  he said ,  -LBQ-  but nothing has been as effective as this .  -RDQ-",nyt_eng_19950807_0428_7,26,,,,outdated_input_file,nyt_eng_19950807,Nyt1,1995-08-07,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,103375,1995,False
nyt_eng_19971217_0676_28:4,,as_exhaustive,as,exhaustive,"This book is as exhaustive as  -LBQ-  The Joy of Cooking  -RDQ-  -LRB- and much more in-depth in technique -RRB- , but it is really for the culinary graduate student .",nyt_eng_19971217_0676_28,4,,,,outdated_input_file,nyt_eng_19971217,Nyt1,1997-12-17,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,393419,1997,False
nyt_eng_19970318_0764_7:12,,as_fast,as,fast,"However , a computer equipped with the 233-megahertz K6 was almost as fast , the testers found .",nyt_eng_19970318_0764_7,12,,,,outdated_input_file,nyt_eng_19970318,Nyt1,1997-03-18,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,297809,1997,False
nyt_eng_19950403_0427_11:4,,as_fine,as,fine,The music was as fine as dance music gets anywhere .,nyt_eng_19950403_0427_11,4,,,,outdated_input_file,nyt_eng_19950403,Nyt1,1995-04-03,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,63540,1995,False
nyt_eng_20010911_0088_35:4,neg-ext-nonsubj,as_formal,as,formal,"It 's not as formal as white , but the colored and\/or patterned dress shirt can be almost as classy and can go to a business meeting or lunch with a client .",nyt_eng_20010911_0088_35,4,nyt_eng_200109,Colors and patterns,A hint  -COL-  Put solid-color shirts with patterned ties and vice versa .,outdated_input_file,nyt_eng_20010911,Nyt2,2001-09-11,negative,not_VP-adv,not,VP-adv,False,89986,2001,False
nyt_eng_19941102_0393_26:6,,as_frantic,as,frantic,"Sea bass fishing can be as frantic as any other form of saltwater angling , but for much of the year it 's a game of patience .",nyt_eng_19941102_0393_26,6,,,,outdated_input_file,nyt_eng_19941102,Nyt1,1994-11-02,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,27817,1994,False
nyt_eng_20061002_0004_22:7,neg-ext-nonsubj,as_fulfilling,as,fulfilling,"Winning on fuel mileage was n't as fulfilling as a mad three-wide dash to the finish , but Stewart is in the business to take a victory in any form .",nyt_eng_20061002_0004_22,7,nyt_eng_200610,"I just wanted to get on and off and get back into the race , and evidently I got a speeding violation .  -RDQ-","He had been critical of that style of racing three years ago , however , when Ryan Newman became a master of coasting home as the rest of the field gasped for vapors .",outdated_input_file,nyt_eng_20061002,Nyt2,2006-10-02,negative,not_VP-adv,not,VP-adv,False,26405,2006,False
nyt_eng_19960101_0314_46:4,neg-ext-nonsubj,as_good,as,good,"It was n't as good as what we faced , week in and week out , in the Pac-10 .  -RDQ-",nyt_eng_19960101_0314_46,4,nyt_eng_199601,"-LBQ-  Their defense was good , but it was n't that good .",_ Oregon running back Ricky Whittle .,outdated_input_file,nyt_eng_19960101,Nyt1,1996-01-01,negative,not_VP-adv,not,VP-adv,True,49002,1996,False
nyt_eng_20070920_0166_17:10,neg-ext-nonsubj,as_good,as,good,"In many cases , their supporting cast is n't as good , either , because most aging quarterbacks switch teams to retain a starting job .",nyt_eng_20070920_0166_17,10,nyt_eng_200709,"Still , history shows that even the best quarterbacks ' physical skills deteriorate when they reach Green 's age .","During the offseason , Kansas City told Green he no longer would be the starter and faced a pay cut , paving the way for a trade to Miami .",outdated_input_file,nyt_eng_20070920,Nyt2,2007-09-20,negative,not_VP-adv,not,VP-adv,False,36768,2007,False
nyt_eng_19951021_0006_36:4,,as_good,as,good,-LBQ-  This is as good as we 've seen him .,nyt_eng_19951021_0006_36,4,,,,outdated_input_file,nyt_eng_19951021,Nyt1,1995-10-21,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,127564,1995,False
nyt_eng_19950822_0070_16:8,neg-ext-nonsubj,as_good,as,good,Many reviewers say Windows 95 is n't as good as Apple Computer Inc. 's 11-year-old Macintosh system and only matches International Business Machines Corp. 's OS\/2 software .,nyt_eng_19950822_0070_16,8,nyt_eng_199508,Windows 95 will make some of those programs easier to use and accommodate more powerful applications .,What makes Windows 95 so hot is Microsoft 's dominance of the world software market  -COL-  The company 's older operating systems -- Windows 3.1 and MS-DOS -- run 80 percent of the world 's PCs .,outdated_input_file,nyt_eng_19950822,Nyt1,1995-08-22,negative,not_VP-adv,not,VP-adv,True,53673,1995,False
nyt_eng_20010912_0188_14:20,neg-ext-nonsubj,as_great,as,great,"The level of skill and knowledge necessary to pull off a trio of deadly aerial suicide missions is n't as great as those required of an aspiring airline captain , said Mel Burkart , a retired airline captain who is now a professor of aviation science at St. Louis University .",nyt_eng_20010912_0188_14,20,nyt_eng_200109,"He said flight manuals , training videos and other technical publications are readily available from Boeing , which has manufactured the 767 and 757 since the early 1980s .","The terrorist pilots made their task easier by avoiding two of the most dangerous phases of a flight , takeoff and landing , when airspeed and control settings are far more critical .",outdated_input_file,nyt_eng_20010912,Nyt2,2001-09-12,negative,not_VP-adv,not,VP-adv,False,89951,2001,False
nyt_eng_19971022_0849_16:11,,as_great,as,great,"If a company 's income is more than three times as great as its expenses , it will only have to pay half to Ecopetrol .",nyt_eng_19971022_0849_16,11,,,,outdated_input_file,nyt_eng_19971022,Nyt1,1997-10-22,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,373283,1997,False
nyt_eng_19971011_0143_10:20,neg-ext-nonsubj,as_healthy,as,healthy,"After all , the boss reasons , the bottom lines produced by the employee and the company are n't as healthy as they used to be .",nyt_eng_19971011_0143_10,20,nyt_eng_199710,Management and worker ca n't agree anymore on his proper pay .,The employee is not suddenly a bad worker and his employer is not suddenly a bad company .,outdated_input_file,nyt_eng_19971011,Nyt1,1997-10-11,negative,not_VP-adv,not,VP-adv,True,2075,1997,False
apw_eng_20001116_0192_9:15,neg-ext-nonsubj,as_high,as,high,"While customers can expect bills to rise next month , they should not be as high next year , Low said .",apw_eng_20001116_0192_9,15,apw_eng_200011,"Both are scheduled to resume operation by Thursday , but they take about three days to get up to full capacity , McCorkle said .","-LBQ-  The higher prices will encourage producers to produce more and prices should level out in the next year ,  -RDQ-  he said .",outdated_input_file,apw_eng_20001116,Apw,2000-11-16,negative,not_VP-adv,not,VP-adv,False,28052,2000,False
