adj_form_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
aware,14,1.07,2.37,0,0,0,0.0,7,15,2.210619281295991,7,0.0,0.0,0.0,1.4419515326529806,1.2067727039507439
responsible,14,0.86,2.32,0,0,0,0.0,8,12,2.701693043101918,8,0.0,0.0,0.0,1.312461607405219,1.1371841155234657
enough,14,0.79,2.15,0,0,0,0.0,8,11,2.7423823870906103,8,0.0,0.0,0.0,1.3296655333155123,1.172093023255814
aggressive,14,0.79,2.67,0,0,0,0.0,10,11,3.3923364513054555,10,0.0,0.0,0.0,1.247059957164636,1.111913357400722
specific,14,0.79,2.15,0,0,0,0.0,8,11,2.7423823870906103,8,0.0,0.0,0.0,1.3296655333155123,1.172093023255814
serious,14,0.79,1.58,0,0,0,0.0,4,11,2.0079308741644373,4,0.0,0.0,0.0,1.3894954943731375,1.201716738197425
many,14,0.79,2.67,0,0,0,0.0,10,11,3.3923364513054555,10,0.0,0.0,0.0,1.247059957164636,1.111913357400722
popular,14,0.71,1.44,0,0,0,0.0,4,10,2.0122700537529177,4,0.0,0.0,0.0,1.3675241327079375,1.1965811965811965
simple,14,0.71,1.82,0,0,0,0.0,5,10,2.5419556372089693,5,0.0,0.0,0.0,1.2917083420907467,1.135135135135135
right,14,0.71,1.33,0,0,0,0.75,4,10,1.8563819235690289,4,0.75,1.875,-1.125,1.4077091909894845,1.240768094534712
big,14,0.71,1.44,0,0,0,0.75,4,10,2.0122700537529177,4,0.75,1.875,-1.125,1.3894954943731375,1.2280701754385965
close,14,0.71,1.44,0,0,0,0.75,5,10,2.0122700537529177,5,0.75,1.875,-1.125,1.3971548863196481,1.2352941176470589
accurate,14,0.64,1.91,0,0,0,0.0,7,9,2.9644939064800675,7,0.0,0.0,0.0,1.2548346928015839,1.1237458193979932
optimistic,14,0.64,1.45,0,0,0,0.0,4,9,2.250672580702725,4,0.0,0.0,0.0,1.3223761271250096,1.1764705882352942
lucky,14,0.64,1.65,0,0,0,0.0,5,9,2.560196454950131,5,0.0,0.0,0.0,1.2749955266809756,1.1320754716981132
interested,14,0.64,1.74,0,0,0,0.0,6,9,2.701693043101917,6,0.0,0.0,0.0,1.2687277260987984,1.1296829971181557
hard,14,0.64,1.74,0,0,0,0.0,6,9,2.701693043101917,6,0.0,0.0,0.0,1.2687277260987984,1.1296829971181557
confident,14,0.57,1.5,0,0,0,0.0,5,8,2.633000628122278,5,0.0,0.0,0.0,1.2548346928015839,1.1275167785234899
informed,14,0.57,2.14,0,0,0,0.0,8,8,3.741657386773941,8,0.0,0.0,0.0,1.169930812758687,1.0677966101694916
hot,14,0.57,1.28,0,0,0,0.0,4,8,2.2467925856822935,4,0.0,0.0,0.0,1.3014660887231955,1.1715481171548117
funny,14,0.57,1.87,0,0,0,0.0,7,8,3.271379384437561,7,0.0,0.0,0.0,1.2190136542044754,1.108910891089109
long,14,0.57,2.14,0,0,0,0.0,8,8,3.741657386773941,8,0.0,0.0,0.0,1.169930812758687,1.0677966101694916
convinced,14,0.5,1.4,0,0,0,0.0,5,7,2.8010986855435576,5,0.0,0.0,0.0,1.2293125682711468,1.12
comfortable,14,0.5,1.4,0,0,0,0.0,5,7,2.8010986855435576,5,0.0,0.0,0.0,1.2293125682711468,1.12
upset,14,0.5,1.29,0,0,0,0.0,4,7,2.57203899958469,4,0.0,0.0,0.0,1.2385989684455543,1.1244979919678715
toxic,14,0.5,1.29,0,0,0,0.0,4,7,2.57203899958469,4,0.0,0.0,0.0,1.2385989684455543,1.1244979919678715
fair,14,0.5,1.09,0,0,0,0.0,3,7,2.1838568563966754,3,0.0,0.0,0.0,1.2808866897642726,1.1666666666666667
full,14,0.5,1.61,0,0,0,0.0,6,7,3.2105595007244934,6,0.0,0.0,0.0,1.2074420274184112,1.1073446327683616
sharp,14,0.5,1.87,0,0,0,0.0,7,7,3.7416573867739413,7,0.0,0.0,0.0,1.1601293861601627,1.0666666666666667
tired,14,0.43,1.09,0,0,0,0.0,4,6,2.5419556372089707,4,0.0,0.0,0.0,1.2385989684455543,1.1475409836065573
disappointed,14,0.43,1.09,0,0,0,0.0,3,6,2.5419556372089707,3,0.0,0.0,0.0,1.2190136542044754,1.12
accessible,14,0.43,1.6,0,0,0,0.0,6,6,3.7416573867739418,6,0.0,0.0,0.0,1.1491167250354177,1.065217391304348
certain,14,0.43,1.09,0,0,0,0.0,3,6,2.5419556372089707,3,0.0,0.0,0.0,1.2190136542044754,1.12
exciting,14,0.43,1.09,0,0,0,0.0,3,6,2.5419556372089707,3,0.0,0.0,0.0,1.2190136542044754,1.12
ill,14,0.43,0.94,0,0,0,0.0,3,6,2.187767077712979,3,0.0,0.0,0.0,1.254834692801584,1.1586206896551725
deep,14,0.43,1.34,0,0,0,0.0,5,6,3.1324057546821447,5,0.0,0.0,0.0,1.1942200949688373,1.105263157894737
fit,14,0.36,0.74,0,0,0,0.0,2,5,2.0858497622717773,2,0.0,0.0,0.0,1.229312568271147,1.1506849315068493
prepared,14,0.36,0.74,0,0,0,0.0,2,5,2.0858497622717773,2,0.0,0.0,0.0,1.229312568271147,1.1506849315068493
dry,14,0.36,1.34,0,0,0,0.0,5,5,3.7416573867739413,5,0.0,0.0,0.0,1.1365334760097243,1.0632911392405062
motivated,14,0.36,0.84,0,0,0,0.0,3,5,2.357312681195067,3,0.0,0.0,0.0,1.2190136542044754,1.1428571428571428
apparent,14,0.36,0.84,0,0,0,0.0,3,5,2.357312681195067,3,0.0,0.0,0.0,1.2190136542044754,1.1428571428571428
dangerous,14,0.36,0.84,0,0,0,0.0,3,5,2.357312681195067,3,0.0,0.0,0.0,1.2190136542044754,1.1428571428571428
painful,14,0.36,0.74,0,0,0,0.0,2,5,2.0858497622717773,2,0.0,0.0,0.0,1.229312568271147,1.1506849315068493
willing,14,0.36,0.63,0,0,0,0.75,2,5,1.7733063425746227,2,0.75,1.875,-1.125,1.254834692801584,1.1830985915492958
sick,14,0.36,0.74,0,0,0,0.0,2,5,2.0858497622717773,2,0.0,0.0,0.0,1.229312568271147,1.1506849315068493
careful,14,0.36,0.74,0,0,0,0.0,2,5,2.0858497622717773,2,0.0,0.0,0.0,1.229312568271147,1.1506849315068493
nice,14,0.36,1.34,0,0,0,0.0,5,5,3.7416573867739413,5,0.0,0.0,0.0,1.1365334760097243,1.0632911392405062
reliable,14,0.36,0.93,0,0,0,0.0,3,5,2.6005916486593814,3,0.0,0.0,0.0,1.1942200949688373,1.1125827814569536
complete,14,0.36,1.08,0,0,0,0.0,4,5,3.0290897337953875,4,0.0,0.0,0.0,1.1787686347935873,1.1023622047244095
young,14,0.36,1.34,0,0,0,0.0,5,5,3.7416573867739413,5,0.0,0.0,0.0,1.1365334760097243,1.0632911392405062
nervous,14,0.36,0.84,0,0,0,0.0,3,5,2.357312681195067,3,0.0,0.0,0.0,1.2190136542044754,1.1428571428571428
significant,14,0.36,1.08,0,0,0,0.0,4,5,3.0290897337953875,4,0.0,0.0,0.0,1.1787686347935873,1.1023622047244095
distant,14,0.36,1.34,0,0,0,0.0,5,5,3.7416573867739413,5,0.0,0.0,0.0,1.1365334760097243,1.0632911392405062
special,14,0.29,0.61,0,0,0,0.0,2,4,2.1393744592574437,2,0.0,0.0,0.0,1.1942200949688373,1.135135135135135
feasible,14,0.29,0.83,0,0,0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
tough,14,0.29,0.83,0,0,0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
over,14,0.29,0.73,0,0,0,0.0,2,4,2.5419556372089707,2,0.0,0.0,0.0,1.169930812758687,1.105263157894737
pleased,14,0.29,1.07,0,0,0,0.0,4,4,3.741657386773941,4,0.0,0.0,0.0,1.1218283962540023,1.0606060606060606
valuable,14,0.29,0.83,0,0,0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
new,14,0.29,0.83,0,0,0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
unfair,14,0.29,0.61,0,0,0,0.0,2,4,2.1393744592574437,2,0.0,0.0,0.0,1.1942200949688373,1.135135135135135
dramatic,14,0.29,0.61,0,0,0,0.0,2,4,2.1393744592574437,2,0.0,0.0,0.0,1.1942200949688373,1.135135135135135
satisfying,14,0.29,1.07,0,0,0,0.0,4,4,3.741657386773941,4,0.0,0.0,0.0,1.1218283962540023,1.0606060606060606
appropriate,14,0.29,0.61,0,0,0,0.0,2,4,2.1393744592574437,2,0.0,0.0,0.0,1.1942200949688373,1.135135135135135
expensive,14,0.29,0.83,0,0,0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
fast,14,0.29,1.07,0,0,0,0.0,4,4,3.741657386773941,4,0.0,0.0,0.0,1.1218283962540023,1.0606060606060606
meaningful,14,0.29,0.83,0,0,0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
positive,14,0.29,0.73,0,0,0,0.0,2,4,2.5419556372089707,2,0.0,0.0,0.0,1.169930812758687,1.105263157894737
shocking,14,0.29,0.83,0,0,0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
great,14,0.29,0.83,0,0,0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
busy,14,0.29,0.61,0,0,0,0.0,2,4,2.1393744592574437,2,0.0,0.0,0.0,1.1942200949688373,1.135135135135135
wrong,14,0.29,0.61,0,0,0,0.0,2,4,2.1393744592574437,2,0.0,0.0,0.0,1.1942200949688373,1.135135135135135
low,14,0.29,0.61,0,0,0,0.0,2,4,2.1393744592574437,2,0.0,0.0,0.0,1.1942200949688373,1.135135135135135
critical,14,0.29,0.61,0,0,0,0.0,2,4,2.1393744592574437,2,0.0,0.0,0.0,1.1942200949688373,1.135135135135135
present,14,0.29,1.07,0,0,0,0.0,4,4,3.741657386773941,4,0.0,0.0,0.0,1.1218283962540023,1.0606060606060606
insane,14,0.29,1.07,0,0,0,0.0,4,4,3.741657386773941,4,0.0,0.0,0.0,1.1218283962540023,1.0606060606060606
fortunate,14,0.29,0.83,0,0,0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
common,14,0.29,0.83,0,0,0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
difficult,14,0.29,0.61,0,0,0,0.0,2,4,2.1393744592574437,2,0.0,0.0,0.0,1.1942200949688373,1.135135135135135
dire,14,0.29,0.73,0,0,0,0.0,2,4,2.5419556372089707,2,0.0,0.0,0.0,1.169930812758687,1.105263157894737
widespread,14,0.29,0.83,0,0,0,0.0,3,4,2.8889710704944496,3,0.0,0.0,0.0,1.1601293861601627,1.0980392156862746
international,14,0.21,0.8,0,0,0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
interesting,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
keen,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
heavy,14,0.21,0.43,0,0,0,0.0,1,3,1.987138130256161,1,0.0,0.0,0.0,1.1601293861601627,1.12
harsh,14,0.21,0.8,0,0,0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
likely,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
severe,14,0.21,0.43,0,0,0,0.0,1,3,1.987138130256161,1,0.0,0.0,0.0,1.1601293861601627,1.12
favorable,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
focused,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
satisfied,14,0.21,0.8,0,0,0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
surprised,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
surprising,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
necessary,14,0.21,0.8,0,0,0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
safe,14,0.21,0.8,0,0,0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
forgiving,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
helpful,14,0.21,0.8,0,0,0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
sound,14,0.21,0.8,0,0,0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
public,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
dominant,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
correct,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
profitable,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
worrisome,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
pretty,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
appealing,14,0.21,0.8,0,0,0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
precise,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
deadly,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
vulnerable,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
voluntary,14,0.21,0.8,0,0,0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
powerful,14,0.21,0.8,0,0,0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
bright,14,0.21,0.43,0,0,0,0.0,1,3,1.987138130256161,1,0.0,0.0,0.0,1.1601293861601627,1.12
divisive,14,0.21,0.43,0,0,0,0.0,1,3,1.987138130256161,1,0.0,0.0,0.0,1.1601293861601627,1.12
consistent,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
early,14,0.21,0.43,0,0,0,0.0,1,3,1.987138130256161,1,0.0,0.0,0.0,1.1601293861601627,1.12
easier,14,0.21,0.8,0,0,0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
committed,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
unusual,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
pessimistic,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
robust,14,0.21,0.58,0,0,0,0.0,2,3,2.701693043101918,2,0.0,0.0,0.0,1.1365334760097243,1.0909090909090908
outspoken,14,0.21,0.8,0,0,0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
comparable,14,0.21,0.8,0,0,0,0.0,3,3,3.7416573867739418,3,0.0,0.0,0.0,1.1040895136738123,1.0566037735849056
small,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
remarkable,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
smooth,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
larger,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
promising,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
large,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
representative,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
intense,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
religious,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
rational,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
proud,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
isolated,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
involved,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
sinister,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
prominent,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
old,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
republican,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
liable,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
responsive,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
rosy,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
open,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
original,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
overwhelming,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
patient,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
revolutionary,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
poor,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
more,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
scared,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
likable,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
broad,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
secure,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
black,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
rough,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
loud,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
pristine,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
sensitive,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
productive,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
risky,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
attractive,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
cruel,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
subtle,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
gifted,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
emotional,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
weird,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
warm,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
free,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
frank,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
sustainable,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
visible,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
sweet,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
sympathetic,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
fearful,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
viable,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
eager,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
extensive,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
spectacular,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
efficient,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
unexpected,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
troubling,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
true,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
evident,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
essential,14,0.14,0.36,0,0,0,0.0,1,2,2.5419556372089707,1,0.0,0.0,0.0,1.1040895136738123,1.0769230769230769
undecided,14,0.14,0.53,0,0,0,0.0,2,2,3.741657386773941,2,0.0,0.0,0.0,1.081633400352766,1.05
