adj_form_lower,count,mean,std,min,25%,50%,75%,max,total,var_coeff,range,IQ_range,upper_fence,lower_fence,plus1_geo_mean,plus1_har_mean
apparent,112,0.04,0.25,0,0,0,0,2,5,5.534755054518087,2,0,0,0,1.028781899582572,1.0197268588770865
dangerous,112,0.04,0.21,0,0,0,0,1,5,4.646804578717808,1,0,0,0,1.0314278150939225,1.0228310502283104
painful,112,0.04,0.31,0,0,0,0,3,5,6.979609942894729,3,0,0,0,1.0250642119658746,1.0158730158730158
willing,112,0.04,0.31,0,0,0,0,3,5,6.979609942894729,3,0,0,0,1.0250642119658746,1.0158730158730158
sick,112,0.04,0.25,0,0,0,0,2,5,5.534755054518087,2,0,0,0,1.028781899582572,1.0197268588770865
careful,112,0.04,0.47,0,0,0,0,5,5,10.583005244258363,5,0,0,0,1.016126503174357,1.0074962518740629
nice,112,0.04,0.25,0,0,0,0,2,5,5.534755054518087,2,0,0,0,1.028781899582572,1.0197268588770865
reliable,112,0.04,0.39,0,0,0,0,4,5,8.708450902262534,4,0,0,0,1.020771583227097,1.0117434507678411
complete,112,0.04,0.39,0,0,0,0,4,5,8.708450902262534,4,0,0,0,1.020771583227097,1.0117434507678411
young,112,0.04,0.34,0,0,0,0,3,5,7.599715499653635,3,0,0,0,1.0224346209669892,1.012810851544838
nervous,112,0.04,0.21,0,0,0,0,1,5,4.646804578717808,1,0,0,0,1.0314278150939225,1.0228310502283104
significant,112,0.04,0.28,0,0,0,0,2,5,6.2987486244677395,2,0,0,0,1.026142771622217,1.0166414523449319
distant,112,0.04,0.39,0,0,0,0,4,5,8.708450902262534,4,0,0,0,1.020771583227097,1.0117434507678411
special,112,0.04,0.23,0,0,0,0,2,4,6.431902468894363,2,0,0,0,1.0224346209669892,1.0151057401812689
feasible,112,0.04,0.23,0,0,0,0,2,4,6.43190246889436,2,0,0,0,1.0224346209669892,1.0151057401812689
tough,112,0.04,0.3,0,0,0,0,3,4,8.343957191981609,3,0,0,0,1.0187398703781678,1.0112866817155757
over,112,0.04,0.3,0,0,0,0,3,4,8.343957191981609,3,0,0,0,1.0187398703781678,1.0112866817155757
pleased,112,0.04,0.23,0,0,0,0,2,4,6.43190246889436,2,0,0,0,1.0224346209669892,1.0151057401812689
valuable,112,0.04,0.23,0,0,0,0,2,4,6.43190246889436,2,0,0,0,1.0224346209669892,1.0151057401812689
new,112,0.04,0.19,0,0,0,0,1,4,5.219506034410082,1,0,0,0,1.0250642119658746,1.018181818181818
unfair,112,0.04,0.23,0,0,0,0,2,4,6.431902468894362,2,0,0,0,1.0224346209669892,1.0151057401812689
dramatic,112,0.04,0.27,0,0,0,0,2,4,7.449529884193735,2,0,0,0,1.019811775641927,1.0120481927710843
satisfying,112,0.04,0.23,0,0,0,0,2,4,6.431902468894362,2,0,0,0,1.0224346209669892,1.0151057401812689
appropriate,112,0.04,0.19,0,0,0,0,1,4,5.21950603441008,1,0,0,0,1.0250642119658746,1.018181818181818
expensive,112,0.04,0.19,0,0,0,0,1,4,5.219506034410082,1,0,0,0,1.0250642119658746,1.018181818181818
fast,112,0.04,0.23,0,0,0,0,2,4,6.431902468894363,2,0,0,0,1.0224346209669892,1.0151057401812689
meaningful,112,0.04,0.23,0,0,0,0,2,4,6.431902468894362,2,0,0,0,1.0224346209669892,1.0151057401812689
positive,112,0.04,0.19,0,0,0,0,1,4,5.219506034410082,1,0,0,0,1.0250642119658746,1.018181818181818
shocking,112,0.04,0.23,0,0,0,0,2,4,6.431902468894363,2,0,0,0,1.0224346209669892,1.0151057401812689
great,112,0.04,0.23,0,0,0,0,2,4,6.431902468894363,2,0,0,0,1.0224346209669892,1.0151057401812689
busy,112,0.04,0.3,0,0,0,0,3,4,8.343957191981609,3,0,0,0,1.0187398703781678,1.0112866817155757
wrong,112,0.04,0.23,0,0,0,0,2,4,6.431902468894362,2,0,0,0,1.0224346209669892,1.0151057401812689
low,112,0.04,0.3,0,0,0,0,3,4,8.343957191981609,3,0,0,0,1.0187398703781678,1.0112866817155757
critical,112,0.04,0.19,0,0,0,0,1,4,5.219506034410081,1,0,0,0,1.0250642119658746,1.018181818181818
present,112,0.04,0.19,0,0,0,0,1,4,5.219506034410082,1,0,0,0,1.0250642119658746,1.018181818181818
insane,112,0.04,0.23,0,0,0,0,2,4,6.431902468894362,2,0,0,0,1.0224346209669892,1.0151057401812689
fortunate,112,0.04,0.3,0,0,0,0,3,4,8.343957191981609,3,0,0,0,1.0187398703781678,1.0112866817155757
common,112,0.04,0.23,0,0,0,0,2,4,6.431902468894363,2,0,0,0,1.0224346209669892,1.0151057401812689
difficult,112,0.04,0.23,0,0,0,0,2,4,6.431902468894363,2,0,0,0,1.0224346209669892,1.0151057401812689
dire,112,0.04,0.38,0,0,0,0,4,4,10.583005244258363,4,0,0,0,1.0144737258831442,1.0071942446043165
widespread,112,0.04,0.38,0,0,0,0,4,4,10.583005244258363,4,0,0,0,1.0144737258831442,1.0071942446043165
international,112,0.03,0.21,0,0,0,0,2,3,7.85962936618348,2,0,0,0,1.016126503174357,1.0105263157894737
interesting,112,0.03,0.21,0,0,0,0,2,3,7.85962936618348,2,0,0,0,1.016126503174357,1.0105263157894737
keen,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
heavy,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
harsh,112,0.03,0.21,0,0,0,0,2,3,7.85962936618348,2,0,0,0,1.016126503174357,1.0105263157894737
likely,112,0.03,0.16,0,0,0,0,1,3,6.054804758261051,1,0,0,0,1.0187398703781678,1.0135746606334841
severe,112,0.03,0.21,0,0,0,0,2,3,7.85962936618348,2,0,0,0,1.016126503174357,1.0105263157894737
favorable,112,0.03,0.21,0,0,0,0,2,3,7.85962936618348,2,0,0,0,1.016126503174357,1.0105263157894737
focused,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
satisfied,112,0.03,0.16,0,0,0,0,1,3,6.05480475826105,1,0,0,0,1.0187398703781678,1.0135746606334841
surprised,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
surprising,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
necessary,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
safe,112,0.03,0.16,0,0,0,0,1,3,6.05480475826105,1,0,0,0,1.0187398703781678,1.0135746606334841
forgiving,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
helpful,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
sound,112,0.03,0.16,0,0,0,0,1,3,6.05480475826105,1,0,0,0,1.0187398703781678,1.0135746606334841
public,112,0.03,0.21,0,0,0,0,2,3,7.85962936618348,2,0,0,0,1.016126503174357,1.0105263157894737
dominant,112,0.03,0.21,0,0,0,0,2,3,7.85962936618348,2,0,0,0,1.016126503174357,1.0105263157894737
correct,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
profitable,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
worrisome,112,0.03,0.21,0,0,0,0,2,3,7.859629366183482,2,0,0,0,1.016126503174357,1.0105263157894737
pretty,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
appealing,112,0.03,0.21,0,0,0,0,2,3,7.85962936618348,2,0,0,0,1.016126503174357,1.0105263157894737
precise,112,0.03,0.28,0,0,0,0,3,3,10.58300524425837,3,0,0,0,1.012454548098765,1.006741573033708
deadly,112,0.03,0.21,0,0,0,0,2,3,7.859629366183481,2,0,0,0,1.016126503174357,1.0105263157894737
vulnerable,112,0.03,0.21,0,0,0,0,2,3,7.85962936618348,2,0,0,0,1.016126503174357,1.0105263157894737
voluntary,112,0.03,0.28,0,0,0,0,3,3,10.583005244258365,3,0,0,0,1.012454548098765,1.006741573033708
powerful,112,0.03,0.21,0,0,0,0,2,3,7.85962936618348,2,0,0,0,1.016126503174357,1.0105263157894737
bright,112,0.03,0.21,0,0,0,0,2,3,7.85962936618348,2,0,0,0,1.016126503174357,1.0105263157894737
divisive,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
consistent,112,0.03,0.21,0,0,0,0,2,3,7.859629366183481,2,0,0,0,1.016126503174357,1.0105263157894737
early,112,0.03,0.28,0,0,0,0,3,3,10.58300524425837,3,0,0,0,1.012454548098765,1.006741573033708
easier,112,0.03,0.21,0,0,0,0,2,3,7.859629366183481,2,0,0,0,1.016126503174357,1.0105263157894737
committed,112,0.03,0.21,0,0,0,0,2,3,7.859629366183481,2,0,0,0,1.016126503174357,1.0105263157894737
unusual,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
pessimistic,112,0.03,0.21,0,0,0,0,2,3,7.85962936618348,2,0,0,0,1.016126503174357,1.0105263157894737
robust,112,0.03,0.28,0,0,0,0,3,3,10.58300524425837,3,0,0,0,1.012454548098765,1.006741573033708
outspoken,112,0.03,0.16,0,0,0,0,1,3,6.054804758261049,1,0,0,0,1.0187398703781678,1.0135746606334841
comparable,112,0.03,0.21,0,0,0,0,2,3,7.85962936618348,2,0,0,0,1.016126503174357,1.0105263157894737
small,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
remarkable,112,0.02,0.13,0,0,0,0,1,2,7.4495298841937325,1,0,0,0,1.012454548098765,1.009009009009009
smooth,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
larger,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
promising,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
large,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
representative,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
intense,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
religious,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
rational,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
proud,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
isolated,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
involved,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
sinister,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
prominent,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
old,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
republican,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
liable,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
responsive,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
rosy,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
open,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
original,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
overwhelming,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
patient,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
revolutionary,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
poor,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
more,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
scared,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
likable,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
broad,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
secure,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
black,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
rough,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
loud,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
pristine,112,0.02,0.13,0,0,0,0,1,2,7.4495298841937325,1,0,0,0,1.012454548098765,1.009009009009009
sensitive,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
productive,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
risky,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
attractive,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
cruel,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
subtle,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
gifted,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
emotional,112,0.02,0.13,0,0,0,0,1,2,7.4495298841937325,1,0,0,0,1.012454548098765,1.009009009009009
weird,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
warm,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
free,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
frank,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
sustainable,112,0.02,0.13,0,0,0,0,1,2,7.4495298841937325,1,0,0,0,1.012454548098765,1.009009009009009
visible,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
sweet,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
sympathetic,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
fearful,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
viable,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
eager,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
extensive,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
spectacular,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
efficient,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
unexpected,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
troubling,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
true,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
evident,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
essential,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
undecided,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
enthusiastic,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
entertaining,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
clearer,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
well-known,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
encouraging,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
glaring,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
worse,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
competent,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
human,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
competitive,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
complicated,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
strange,112,0.02,0.13,0,0,0,0,1,2,7.449529884193735,1,0,0,0,1.012454548098765,1.009009009009009
wet,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
hopeful,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
compelling,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
advanced,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
alien,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
impressed,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
cozy,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
stupid,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
impressive,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
subject,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
crazy,112,0.02,0.19,0,0,0,0,2,2,10.583005244258363,2,0,0,0,1.0098573045940338,1.0059880239520957
illegal,112,0.02,0.13,0,0,0,0,1,2,7.449529884193734,1,0,0,0,1.012454548098765,1.009009009009009
ripe,112,0.01,0.09,0,0,0,0,1,1,10.583005244258363,1,0,0,0,1.0062080043901287,1.0044843049327354
understandable,112,0.01,0.09,0,0,0,0,1,1,10.583005244258363,1,0,0,0,1.0062080043901287,1.0044843049327354
rich,112,0.01,0.09,0,0,0,0,1,1,10.583005244258363,1,0,0,0,1.0062080043901287,1.0044843049327354
younger,112,0.01,0.09,0,0,0,0,1,1,10.583005244258363,1,0,0,0,1.0062080043901287,1.0044843049327354
relevant,112,0.01,0.09,0,0,0,0,1,1,10.583005244258363,1,0,0,0,1.0062080043901287,1.0044843049327354
