hit_id,adv_form_lower,adj_form_lower,bigram_lower,neg_form_lower,all_forms_lower,text_window,token_str
pcc_eng_17_106.5277_x1706060_02:3-7-8,terribly,unusual,terribly_unusual,not,not_terribly_unusual,it 's not that it 's terribly unusual for me to be moved by,"It 's not that it 's terribly unusual for me to be moved by the simple things in life , but my reaction was a bit stronger than usual ."
pcc_eng_09_008.4454_x0120659_094:10-11-12,terribly,unusual,terribly_unusual,not,not_terribly_unusual,"public fire departments , it was not terribly unusual for someone to set a fire","Before we had public fire departments , it was not terribly unusual for someone to set a fire and then charge you for putting it out ."
pcc_eng_12_008.2038_x0116521_25:3-4-5,terribly,unusual,terribly_unusual,not,not_terribly_unusual,"i am not terribly unusual in proportions , my legs are","I am not terribly unusual in proportions , my legs are a little short and skinny , apparently , in comparison to the rest of my build , but depending upon the brand , most small - medium women 's dive gear fits me quite well ."
pcc_eng_23_080.1963_x1279678_02:39-40-41,terribly,unusual,terribly_unusual,not,not_terribly_unusual,upper west side of manhattan are not terribly unusual .,"In New York City , where public education is profoundly segregated by race and income , the anger and dismay over a plan to diversify a couple of elementary schools on the Upper West Side of Manhattan are not terribly unusual ."
pcc_eng_06_020.0387_x0307974_64:6-7-8,terribly,unusual,terribly_unusual,not,not_terribly_unusual,"joining the communist party was not terribly unusual , keeping in mind that this","Joining the Communist party was not terribly unusual , keeping in mind that this was the height of the Depression , and in states like Oklahoma , the American Communist Party began to bend a sympathetic ear ."
pcc_eng_08_074.0910_x1183492_17:6-7-8,terribly,unusual,terribly_unusual,not,not_terribly_unusual,this sort of thing is not terribly unusual .,This sort of thing is not terribly unusual .
pcc_eng_01_097.6565_x1562584_02:3-4-5,terribly,unusual,terribly_unusual,not,not_terribly_unusual,it 's not terribly unusual to find apps and games that,It 's not terribly unusual to find apps and games that are based off of something bigger ( such as a book or movie ) .
apw_eng_20090317_1339_59:3-5-6,terribly,unusual,terribly_unusual,not,not_terribly_unusual,it would not be terribly unusual for him to try it in,it would not be terribly unusual for him to try it in competition .
pcc_eng_27_057.0905_x0906789_16:09-10-11,terribly,unusual,terribly_unusual,not,not_terribly_unusual,"not country club republicans , but not terribly unusual either , "" you gov researchers",""" Definitely not country club Republicans , but not terribly unusual either , "" You Gov researchers David Brady and Douglas Rivers concluded ."
pcc_eng_22_064.9151_x1033240_04:12-13-14,terribly,unusual,terribly_unusual,nothing,nothing_terribly_unusual,"such a person , there 's nothing terribly unusual about you .","If you happen to be such a person , there 's nothing terribly unusual about you ."
pcc_eng_10_081.3770_x1298909_11:1-2-3,terribly,unusual,terribly_unusual,nothing,nothing_terribly_unusual,Nothing terribly unusual so far .,Nothing terribly unusual so far .
pcc_eng_20_092.9813_x1485994_28:10-11-12,terribly,unusual,terribly_unusual,nothing,nothing_terribly_unusual,"and windy all day , but nothing terribly unusual yet .","It was rainy and windy all day , but nothing terribly unusual yet ."
pcc_eng_07_038.5029_x0606461_07:1-2-3,terribly,unusual,terribly_unusual,nothing,nothing_terribly_unusual,"nothing terribly unusual about that , of course ,","Nothing terribly unusual about that , of course , and the paper is better for its birthing pains ."
pcc_eng_05_010.7251_x0157714_3:1-2-3,terribly,unusual,terribly_unusual,nothing,nothing_terribly_unusual,nothing terribly unusual about that - ads are altered,Nothing terribly unusual about that - ads are altered for foreign markets all the time .
pcc_eng_10_073.6239_x1173954_081:24-25-26,terribly,unusual,terribly_unusual,nothing,nothing_terribly_unusual,"on behalf of the bill -- nothing terribly unusual , just chatting up some members","In one of my conversations with Kress , when he was talking about an early Bush maneuver on behalf of the bill -- nothing terribly unusual , just chatting up some members of Congress -- a wave of emotion came over him and , with a murmured apology , he started to cry ."
