hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
nyt_eng_20021116_0168_27:12,unknown-polarity,very_physical,very,physical,-LBQ-  I think everybody who is playing against me is being very physical .  -RDQ-,nyt_eng_20021116_0168_27,12,nyt_eng_200211,"-LBQ-  I know if he plays , it will be more difficult for us against the Lakers , but I would also be able to gain more experience ,  -RDQ-  Yao said .",For all the talk of Yao needing to gain upper-body strength _ an opinion he shares _ dealing with the NBA 's speed rather than muscle has been a greater problem .
nyt_eng_20021114_0316_12:4,unknown-polarity,nearly_dead,nearly,dead,"-LBQ-  Everybody 's nearly dead in St. Petersburg ,  -RDQ-  Solitaire adds .",nyt_eng_20021114_0316_12,4,nyt_eng_200211,"-LBQ-  For heaven 's sake ,  -RDQ-  said Bond ,  -LBQ-  what sort of a place are we going to ?  -RDQ-",-LBQ-  It 's the Great American Graveyard ...
nyt_eng_20021113_0376_17:31,unknown-polarity,so_good,so,good,"But on the court , not in it , Sampson said there really are not any  -LBQ-  bad losses  -RDQ-  with this tournament 's new format  -LBQ-  because everybody 's so good .  -RDQ-",nyt_eng_20021113_0376_17,31,nyt_eng_200211,"Several tournament promoters sought an injunction against the NCAA in U.S. District Court last March , saying that under the proposed rule it was a restraint of trade .","Gottfried said that notwithstanding the changes , his team was excited to have an opportunity to play alongside such big guns ."
nyt_eng_20021108_0116_58:15,unknown-polarity,as_fortunate,as,fortunate,-LBQ-  I want to teach them how everybody is different and not everybody is as fortunate as us .,nyt_eng_20021108_0116_58,15,nyt_eng_200211,"-LBQ-  I want to teach my kids a sense of humility ,  -RDQ-  he says .","I really want my girls to grow up knowing that , as people , we have to take care of everyone else around us ."
nyt_eng_20031023_0005_24:4,unknown-polarity,extremely_supportive,extremely,supportive,"Everybody 's been extremely supportive ,  -RDQ-  said Bryant , who insists he 's  -LBQ-  not nervous at all .",nyt_eng_20031023_0005_24,4,nyt_eng_200310,"-LBQ-  Yeah , feel the energy , the electricity , be back out there on the floor and be able to do what I do best .","This is my eighth year in the league , man ."
nyt_eng_20031017_0016_22:4,unknown-polarity,so_gloomy,so,gloomy,Not everybody is so gloomy .,nyt_eng_20031017_0016_22,4,nyt_eng_200310,"The United States ' reluctance to disarm and kick out the PKK , on the grounds that this would destabilize one of the few relatively calm parts of Iraq , has fed these worries .","-LBQ-  We will have made our gesture to the Americans and come away without paying the price ,  -RDQ-  says Emin Sirin , who is the only representative of the tiny Liberal Democratic Party in the parliament ."
nyt_eng_20030313_0028_26:10,unknown-polarity,too_fat,too,fat,America is the land of excess -- everybody 's too fat and has too much junk in their trunk .,nyt_eng_20030313_0028_26,10,nyt_eng_200303,I 'm going to be spending a lot of time there .,"Hey , you ca n't let anything in if you ca n't let anything go .  -RDQ-"
nyt_eng_20030522_0059_36:3,unknown-polarity,so_encouraging,so,encouraging,Everybody is so encouraging and so positive .,nyt_eng_20030522_0059_36,3,nyt_eng_200305,"Go , Annika , you can do it . '","Obviously , that gets me going .  -RDQ-"
nyt_eng_20030513_0008_31:4,unknown-polarity,real_quiet,real,quiet,"-LBQ-  Everybody was real quiet ,  -RDQ-  said defensive tackle Ron Moore , a member of Haywood 's 7 a.m. workout group .",nyt_eng_20030513_0008_31,4,nyt_eng_200305,Prayer is how many of Haywood 's teammates at Cowboys headquarters have dealt with his death .,-LBQ-  Strength coach Joe Juraszek brought us together and we talked about it .
nyt_eng_20030511_0001_10:4,unknown-polarity,pretty_optimistic,pretty,optimistic,-LBQ-  Everybody is pretty optimistic and hoping that Phil will be here -LRB- for the game -RRB- .,nyt_eng_20030511_0001_10,4,nyt_eng_200305,"-LBQ-  If other tests -LRB- today -RRB- look fine , then he 'll be released ,  -RDQ-  Black said .","And if not -LRB- today -RRB- , then as soon as possible .  -RDQ-"
nyt_eng_20070419_0149_49:3,unknown-polarity,pretty_much,pretty,much,Everybody 's pretty much giving the West the championship but we 're up for it .,nyt_eng_20070419_0149_49,3,nyt_eng_200704,-LBQ-  This year we know we ca n't take anyone lightly .,"By getting Webber , guys gained confidence ."
nyt_eng_20070408_0009_54:5,unknown-polarity,too_numb,too,numb,Perhaps everybody was just too numb to notice Saturday .,nyt_eng_20070408_0009_54,5,nyt_eng_200704,"Somewhat lost in the hysteria is the fact that Woods , 31 , will be attempting to win his third consecutive major championship , a feat accomplished just twice in the modern era including seven years ago by Woods .",Bob Harig can be reached at harigsptimes.com or -LRB-727-RRB- 893-8806 .
nyt_eng_20070405_0264_9:3,unknown-polarity,so_excited,so,excited,"Everybody is so excited ,  -RDQ-  said Toshiyuki Arizono , producer of broadcasting station NHK 's  -LBQ-  News Watch 9  -RDQ-  program , which filmed nearly a dozen fans gathered at the smoky Brain Buster bar .",nyt_eng_20070405_0264_9,3,nyt_eng_200704,-LBQ-  This is a huge story .,"-LBQ-  It 's a bigger story than Ichiro or Matsui ever was , especially because of how much Matsuzaka got paid .  -RDQ-"
nyt_eng_20070402_0242_44:5,unknown-polarity,very_pleasant,very,pleasant,"-LBQ-  Everybody 's been very pleasant ,  -RDQ-  Pontrelli said .",nyt_eng_20070402_0242_44,5,nyt_eng_200704,Nobody else was pouring salt in their wounds .,Bo Emerson writes for The Atlanta Journal-Constitution .
nyt_eng_20070401_0001_18:18,unknown-polarity,as_big,as,big,"But if I can start games like that , I 'll be fine because everybody 's not as big and heavy as Yao Ming is .  -RDQ-",nyt_eng_20070401_0001_18,18,nyt_eng_200704,"As the game went on , it wore down .",FARMED OUT  -COL-  The Lakers will make rookie guard Jordan Farmar the first same-day call-up in NBA Development League history today .
nyt_eng_20020816_0001_28:22,unknown-polarity,so_confident,so,confident,"-LBQ-  You do n't like to pitch after a guy that has given up a lot of hits because everybody is so confident on the other side ,  -RDQ-  Hershiser said .",nyt_eng_20020816_0001_28,22,nyt_eng_200208,"When two pitchers dominate , they help each other , Hershiser said .",-LBQ-  And you like to pitch if you 're on a staff where you have people who keep people in a slump and keep momentum down on the other side .  -RDQ-
nyt_eng_20020811_0038_145:4,unknown-polarity,so_nice,so,nice,"-LBQ-  Everybody 's so nice and generous here ,  -RDQ-  says Alisha .",nyt_eng_20020811_0038_145,4,nyt_eng_200208,"David just smiles and pulls out his whoopie cushion , which sends his roommates into a fit of laughter .",-LBQ-  They do n't tease or make fun .
nyt_eng_20020804_0122_22:4,unknown-polarity,too_easy,too,easy,"-LBQ-  Everybody 's too easy to count you out , and then you stop believing in yourself ,  -RDQ-  Elliott said .",nyt_eng_20020804_0122_22,4,nyt_eng_200208,Elliott also went out of his way to thank his car owner Ray Evernham for hiring him when he was at the low point of his career .,"-LBQ-  When Ray first came to me , I could n't even think he was going to hire me with my past record at that point ."
nyt_eng_20020803_0148_15:10,unknown-polarity,as_good,as,good,"-LBQ-  When you get to college , everybody 's as good as you are .  -RDQ-",nyt_eng_20020803_0148_15,10,nyt_eng_200208,"-LBQ-  You might be the exception in high school ,  -RDQ-  said Dallas Cowboys linebacker Dat Nguyen , who played for Texas A&M .","To help players cope with the sudden transformation , coaches have established a fairly structured routine for the first week ."
nyt_eng_20020801_0009_58:4,unknown-polarity,real_optimistic,real,optimistic,"-LBQ-  Everybody is real optimistic right now ,  -RDQ-  Van Poppel said .",nyt_eng_20020801_0009_58,4,nyt_eng_200208,"The Rangers avoided strike talk , too .","-LBQ-  There is a lot of information on both sides that needs to be figured out before we say , ` Yes , this is going to happen , ' or , ` No , this is going to happen . '"
nyt_eng_20010429_0055_9:6,unknown-polarity,very_cautious,very,cautious,"-LBQ-  Last session everybody was very cautious about taking any votes that would have hurt then-Gov . Bush , now President Bush in his run for the presidency ,  -RDQ-  said Hinojosa , D-McAllen .",nyt_eng_20010429_0055_9,6,nyt_eng_200104,"So in the 1999 legislative session , lawmakers _ Republicans mostly , but also many Democrats _ would not file or back legislation seen as implicit criticism of the state 's tough law-and-order attitude .","Lt. Gov. Bill Ratliff , R-Mt . Pleasant , said it was natural that , after years of get-tough-on-crime legislation , the pendulum would finally swing the other way , toward fresh concern with fairness ."
nyt_eng_20010421_0157_27:29,unknown-polarity,so_good,so,good,"She said she has been amazed at  -LBQ-  the speed of play  -RDQ-  in the new league _  -LBQ-  not just technically , but mentally ; everybody is so good .  -RDQ-",nyt_eng_20010421_0157_27,29,nyt_eng_200104,"-LBQ-  I wanted to prove I had n't fallen off the face of the earth ,  -RDQ-  Pearman said last week .","Last week Pearman went to Washington to watch the inaugural game , attended by 34,148 fans ."
nyt_eng_20010421_0007_41:4,unknown-polarity,so_worried,so,worried,"-LBQ-  Everybody was so worried when they came here that they 're going to be eaten alive by the inmates , but all they have to do is tell them what to do and write them up if they do n't ,  -RDQ-  said Martinez , a 14-year veteran .",nyt_eng_20010421_0007_41,4,nyt_eng_200104,"Captain Rick Martinez , one of Culbertson 's shift supervisors at Lansing , acknowledged the difficulty of the transition .",-LBQ-  The bigger problem is with the staff .
nyt_eng_20010412_0373_14:4,unknown-polarity,real_cool,real,cool,"Everybody 's been real cool about it ,  -RDQ-  Earnhardt said .",nyt_eng_20010412_0373_14,4,nyt_eng_200104,-LBQ-  I feel no pressure at the race track .,"-LBQ-  When I go to the race track , I do n't have to hide from responsibilities , I do n't have to hide from everybody ."
nyt_eng_20010402_0023_5:3,unknown-polarity,so_ecstatic,so,ecstatic,"Everybody is so ecstatic about starting the long season that weather conditions do not faze anybody , hitters or pitchers .",nyt_eng_20010402_0023_5,3,nyt_eng_200104,But catcher Jorge Posada says that rule does not apply on opening day .,It 's easy to get excited about the first game .
nyt_eng_20091127_0043_16:5,unknown-polarity,really_pleasant,really,pleasant,-LBQ-  Everybody has been really pleasant .  -RDQ-,nyt_eng_20091127_0043_16,5,nyt_eng_200911,"-LBQ-  There has n't been any pushing or shoving ,  -RDQ-  Guinnip said .","Overall , the bigger problem was that stores had very limited quantities of doorbusters ."
nyt_eng_20091118_0055_8:18,unknown-polarity,so_happy,so,happy,"And for some reason , it felt like after we won this game , everybody was just so happy .",nyt_eng_20091118_0055_8,18,nyt_eng_200911,"-LBQ-  Coach Meyer just told us , ` Just get 10-0 , get 10-0 . '","No matter what happened in the game , if you messed up , if you did good , everybody just felt like we 'd won a championship .  -RDQ-"
nyt_eng_20091106_0040_11:3,unknown-polarity,extremely_happy,extremely,happy,Everybody is extremely happy .,nyt_eng_20091106_0040_11,3,nyt_eng_200911,"When you grow up in a town like that , there ai n't a whole lot of things that matter and ai n't a whole lot of things that go on .",We actually shot the video for Small Town USA in Poyen .
nyt_eng_20081130_0018_50:10,unknown-polarity,that_interesting,that,interesting,"-LBQ-  Not everybody that plays an instrument is actually that interesting ,  -RDQ-  Costello said .",nyt_eng_20081130_0018_50,10,nyt_eng_200811,"Though Sundance executives made suggestions about guests , along the lines of Beyonce , in the end Costello , Furnish and John made most of the invitations themselves .","John added ,  -LBQ-  I just wanted to make a deeply intelligent set of programs that , in years to come , people can look back on as a historical reference .  -RDQ-"
nyt_eng_20081124_0009_40:5,unknown-polarity,just_ecstatic,just,ecstatic,I think everybody was just ecstatic to see me out there in uniform .,nyt_eng_20081124_0009_40,5,nyt_eng_200811,"A lot of the offensive linemen were saying ,  -LBQ-  I 've been waiting forever to block for you , man .  -RDQ-","And week in , week out , it 's only going to get better ."
nyt_eng_20081121_0211_17:4,unknown-polarity,all_mad,all,mad,"-LBQ-  Everybody is all mad at black folks , but we did n't do this ,  -RDQ-  she said .",nyt_eng_20081121_0211_17,4,nyt_eng_200811,She said that viewpoint was n't reflected among her friends and associates .,-LBQ-  The black people I know were not for Prop. 8 .
nyt_eng_20081119_0187_7:5,unknown-polarity,so_confident,so,confident,But not everybody was so confident in the ability of China and Asia 's other fast-growing countries to spur a global recovery .,nyt_eng_20081119_0187_7,5,nyt_eng_200811,"That point of view was echoed by Claude Begle , chairman of Swiss Post , which runs Switzerland 's public savings bank , who predicted that Asian emerging nations would be the first to recover from the slump , followed by the United States and then Europe .","-LBQ-  China can not replace the U.S. economy as the engine of global growth ,  -RDQ-  said Chang Dae Whan , chairman of Maeil , a South Korean newspaper company ."
nyt_eng_20081109_0167_48:5,unknown-polarity,pretty_talented,pretty,talented,"Certainly , everybody is pretty talented in our division .",nyt_eng_20081109_0167_48,5,nyt_eng_200811,"Everybody in this league is good enough to beat you , so we have to play -LRB- @ -RRB- a high level all the time .",So we have to play at an even higher level there .
nyt_eng_20081109_0167_4:12,unknown-polarity,pretty_high,pretty,high,"-LBQ-  The week after we beat the Chargers , everybody was pretty high and talking about being 5-1 ,  -RDQ-  said center Duke Preston , referring to a 23-14 victory over San Diego Oct. 19 in Orchard Park , N.Y.",nyt_eng_20081109_0167_4,12,nyt_eng_200811,Dick Jauron 's team was the darling of the AFC East after winning five of its first six games .,"-LBQ-  That is the nature of the NFL and as fast as we got out to a good start , that 's how fast it can go away .  -RDQ-"
nyt_eng_20090521_0179_50:8,unknown-polarity,too_paranoid,too,paranoid,"-LBQ-  Personally , I think everybody is too paranoid .  -RDQ-",nyt_eng_20090521_0179_50,8,nyt_eng_200905,"-LBQ-  I 'm not afraid of the flu at all ,  -RDQ-  he said at a video game arcade in central Kobe .",
nyt_eng_20090508_0099_12:4,unknown-polarity,really_disappointed,really,disappointed,"-LBQ-  Everybody is really disappointed ,  -RDQ-  Roll said in a telephone interview .",nyt_eng_20090508_0099_12,4,nyt_eng_200905,"Libby 's mayor , Doug Roll , said the news was still sinking in .","He said , though , that people who 'd been following news reports about the trial were braced for acquittal ."
nyt_eng_20001020_0327_6:11,unknown-polarity,that_honest,that,honest,"But I clearly do n't , because not everybody is that honest .",nyt_eng_20001020_0327_6,11,nyt_eng_200010,"If everybody using my software paid for it , I 'd have my own jet right now .","And to some extent , I really do n't mind ."
nyt_eng_20001007_0144_38:10,unknown-polarity,so_busy,so,busy,-LBQ-  We 're not doing that because everybody is so busy doing lots of different things that it 's much easier to go to people 's offices or to their homes .  -RDQ-,nyt_eng_20001007_0144_38,10,nyt_eng_200010,"-LBQ-  Everybody says , ` Why are n't you having these big fancy events ?  -RDQ-  ' she said .",But small affairs raise small sums .
nyt_eng_20040329_0017_28:5,unknown-polarity,much_true,much,true,-LBQ-  Everybody is pretty much true to their character _ it 's not an editing thing .,nyt_eng_20040329_0017_28,5,nyt_eng_200403,"-LBQ-  I watch and think , wow , I 'm so nice ,  -RDQ-  she says laughing .",But I do think they make me seem nicer than I am .
nyt_eng_20080331_0035_36:6,unknown-polarity,just_ready,just,ready,-LBQ-  I think everybody 's just ready to get home and get settled in our own place and get in a routine which everybody 's accustomed to .,nyt_eng_20080331_0035_36,6,nyt_eng_200803,"-LBQ-  I felt like I was in the bullpen all night ,  -RDQ-  said closer Jonathan Papelbon , who has been rocked in his last couple of outings -LRB- one counted , one did n't -RRB- .",I think that 's what everybody 's looking for and we 're just trying to grind it out right now to the best that we can do it .
nyt_eng_20080330_0058_31:6,unknown-polarity,very_good,very,good,"Everybody here is very , very good .",nyt_eng_20080330_0058_31,6,nyt_eng_200803,So it 's not about any kind of name or seed .,None of that matters .
nyt_eng_20080311_0022_19:3,unknown-polarity,absolutely_stunned,absolutely,stunned,Everybody is absolutely stunned .  -RDQ-,nyt_eng_20080311_0022_19,3,nyt_eng_200803,-LBQ-  Everybody is stunned .,Spitzer has not been charged with a crime .
nyt_eng_20080310_0199_23:17,unknown-polarity,absolutely_clear,absolutely,clear,"-LBQ-  She is working hard to win the nomination , but I want everybody to be absolutely clear  -COL-  I 'm not running for vice president .",nyt_eng_20080310_0199_23,17,nyt_eng_200803,"-LBQ-  They are trying to hoodwink you ,  -RDQ-  Obama said Monday in Mississippi , where he is favored to win .",I 'm running for president of the United States of America .
nyt_eng_20080308_0153_7:3,unknown-polarity,still_full,still,full,Everybody is still full of confidence at Roush Fenway .,nyt_eng_20080308_0153_7,3,nyt_eng_200803,I know it was n't intentional .,We have made some great gains .  -RDQ-
nyt_eng_20060130_0179_76:49,unknown-polarity,sometimes_uncomfortable,sometimes,uncomfortable,"The popularity of her work speaks for her ability to salve a little of that feeling of aloneness in her audiences with her deeply felt portraits of women -- and occasionally men -- seeking solidarity in their individuality , finding comfort in the knowledge that everybody else is sometimes uncomfortable with the choices they 've made , too .",nyt_eng_20060130_0179_76,49,nyt_eng_200601,There 's nothing wrong with being alone .  -RDQ-,
nyt_eng_20060126_0116_20:4,unknown-polarity,genuinely_enthused,genuinely,enthused,"-LBQ-  Everybody is genuinely enthused ,  -RDQ-  he said .",nyt_eng_20060126_0116_20,4,nyt_eng_200601,"Zorn has heard from a number of former teammates , and reports no jealousy over the current Seahawks ' advancement to the Super Bowl after all these years .","-LBQ-  The Seahawks family , all those past players and people involved here , have good feelings about this .  -RDQ-"
nyt_eng_20060122_0052_53:9,unknown-polarity,so_much,so,much,"As far as an entertainer , everybody is so much alike .",nyt_eng_20060122_0052_53,9,nyt_eng_200601,A  -COL-  You are putting me in a position that I have no answer for .,Perhaps young people are looking for us who have been around a long time because we did n't copy anybody .
nyt_eng_20060120_0302_9:17,unknown-polarity,so_bullish,so,bullish,"-LBQ-  It 's not that we are so bearish , it 's that everybody else is so bullish ,  -RDQ-  he says .",nyt_eng_20060120_0302_9,17,nyt_eng_200601,But he does n't relish the title of bear .,"Everybody else includes Yardeni , who says he has been a bull  -LBQ-  almost throughout my entire career ,  -RDQ-  which he attributes to his  -LBQ-  happy childhood .  -RDQ-"
nyt_eng_20060119_0013_14:9,unknown-polarity,extremely_concerned,extremely,concerned,"-LBQ-  Everybody in Northern New Jersey should be extremely concerned about what has happened , or has n't happened , at this site over the last two decades ,  -RDQ-  Madonna said .",nyt_eng_20060119_0013_14,9,nyt_eng_200601,"Madonna , whose law partner is Robert F. Kennedy Jr. , the environmental advocate , said the residents were also seeking compensation for losses in the value of their homes caused by the stigma of contamination and Ford 's ineffective previous efforts at cleaning up the wastes .",-LBQ-  The contamination threatens the largest drinking water supply of 2.5 million New Jersey residents .  -RDQ-
nyt_eng_20060112_0382_28:14,unknown-polarity,entirely_unfazed,entirely,unfazed,"It 's kind of an incredible piece of footage , because everybody was entirely unfazed at some scrawny white girl , you know , dragging herself across the street .",nyt_eng_20060112_0382_28,14,nyt_eng_200601,"Danes laughingly described filming a video segment used in the piece , in which she dragged herself across East 10th Street on one hip , in the famous posture captured in that painting  -COL-   -LBQ-  Nobody looked .","And I thought , OK , I 'm playing it way too safe ."
nyt_eng_20060104_0292_71:8,unknown-polarity,jubilantly_happy,jubilantly,happy,"-LBQ-  At this point , everybody is jubilantly happy that they 're out .  -RDQ-",nyt_eng_20060104_0292_71,8,nyt_eng_200601,"-LBQ-  I would expect they would range from just fine to maybe some trauma ,  -RDQ-  she told the paper .","In stark contrast to the anger that would later surface , the paper added that many of the relatives  -LBQ-  praised -LRB- the company 's -RRB- efforts to find the missing men and vouched for its safety programs .  -RDQ-"
nyt_eng_20060103_0346_92:3,unknown-polarity,so_nice,so,nice,Everybody was so nice .,nyt_eng_20060103_0346_92,3,nyt_eng_200601,"-LBQ-  While we were cutting George 's album , we recorded a few tracks for Ringo 's album .",It was just very pleasurable .  -RDQ-
nyt_eng_20060102_0024_24:6,unknown-polarity,extremely_excited,extremely,excited,-LBQ-  I think everybody was extremely excited .,nyt_eng_20060102_0024_24,6,nyt_eng_200601,"-LBQ-  We were just yelling and hollering that we were NFC South champs ,  -RDQ-  Simms said .",We 're pumped that we 've got a home game next week .  -RDQ-
nyt_eng_20060101_0071_31:4,unknown-polarity,so_willing,so,willing,-LBQ-  Everybody was so willing to help .  -RDQ-,nyt_eng_20060101_0071_31,4,nyt_eng_200601,"They want to make a difference ,  -RDQ-  she said .","The church 's highly publicized success with Baby Noor -- camera crews filmed the sermon Sunday -- should inspire members to know what they can achieve in efforts that unfold outside the spotlight , Roberts said ."
nyt_eng_20071116_0033_25:7,unknown-polarity,acutely_aware,acutely,aware,"-LBQ-  Everybody in the industry was acutely aware that getting people back into theaters after the musicians ' strike was a key priority ,  -RDQ-  said Jed Bernstein , the executive director of the league at that time and now a producer .",nyt_eng_20071116_0033_25,7,nyt_eng_200711,"That was a four-day work stoppage , though , and it was in March .",-LBQ-  The habit of Broadway theatergoing for New Yorkers and tourists is not something we wanted anybody to break .  -RDQ-
nyt_eng_20071109_0137_14:4,unknown-polarity,always_happy,always,happy,"-LBQ-  Everybody is always happy with new toys , and there 's nothing wrong with new toys , but it 's the old ones that are really important ,  -RDQ-  said Watson .",nyt_eng_20071109_0137_14,4,nyt_eng_200711,"It 's easy to forget about him with wide receivers Randy Moss , Wes Welker , and Donte ' Stallworth grabbing both footballs and headlines , but while Faulk is n't shiny and new , he 's reliable .","-LBQ-  He 's not an ego guy , but everybody on the team knows how important he is to the team .  -RDQ-"
