hit_id,colloc,sent_text,relay_form,neg_form,adv_form,adj_form,text_window,sent_id,prev_sent,sent_text,token_str,lemma_str,next_sent,relay_lemma,neg_lemma,adv_lemma,adj_lemma,relay_index,neg_index,adv_index,adj_index,dep_relay_source,dep_relay_target,dep_relay_relation,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,colloc,category
nyt_eng_20101227_0176_37:1-5-6,incredibly_different,Life without her has been incredibly different .,life,without,incredibly,different,different .,nyt_eng_20101227_0176_37,-LBQ-  And I think she and I had a very successful marriage .,Life without her has been incredibly different .,life without her has been incredibly different .,life without she has be incredibly different .,It 's very hard to feel that void that her absence has created .  -RDQ-,life,without,incredibly,different,0,1,5,6,"{'lemma': 'different', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'life', 'ix': 0, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'different'}",nsubj,"{'lemma': 'life', 'ix': 0, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'different'}","{'lemma': 'without', 'ix': 1, 'xpos': 'IN', 'deprel': 'prep', 'head': 'life'}",prep,"{'lemma': 'different', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'incredibly', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'different'}",advmod,nyt_eng_201012,1-5-6,incredibly_different,nonimmediateNeg
nyt_eng_20101227_0153_1:0-3-4,more_critical,No one was more critical than Rep. Mark Steven Kirk when President Barack Obama and the Democratic majority in the Congress sought passage last year of a $ 787 billion spending bill intended to stimulate the economy .,one,no,more,critical,economy .,nyt_eng_20101227_0153_1,,No one was more critical than Rep. Mark Steven Kirk when President Barack Obama and the Democratic majority in the Congress sought passage last year of a $ 787 billion spending bill intended to stimulate the economy .,no one was more critical than Rep. Mark Steven Kirk when President Barack Obama and the Democratic majority in the Congress sought passage last year of a $ 787 billion spending bill intended to stimulate the economy .,no one be more critical than Rep. Mark Steven Kirk when President Barack Obama and the democratic majority in the Congress seek passage last year of a $ 787 billion spending bill intend to stimulate the economy .,"And during his campaign for the Illinois Senate seat once held by Obama , Kirk , a Republican , boasted of his vote against  -LBQ-  Speaker Pelosi 's trillion-dollar stimulus plan .  -RDQ-",one,no,more,critical,1,0,3,4,"{'lemma': 'critical', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'one', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'critical'}",nsubj,"{'lemma': 'one', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'critical'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'critical', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 3, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'critical'}",advmod,nyt_eng_201012,0-3-4,more_critical,nonimmediateNeg
nyt_eng_20101227_0139_1:0-3-4,more_critical,No one was more critical than Rep. Mark Steven Kirk when President Barack Obama and the Democratic majority in the Congress sought passage last year of a $ 787 billion spending bill intended to stimulate the economy .,one,no,more,critical,economy .,nyt_eng_20101227_0139_1,,No one was more critical than Rep. Mark Steven Kirk when President Barack Obama and the Democratic majority in the Congress sought passage last year of a $ 787 billion spending bill intended to stimulate the economy .,no one was more critical than Rep. Mark Steven Kirk when President Barack Obama and the Democratic majority in the Congress sought passage last year of a $ 787 billion spending bill intended to stimulate the economy .,no one be more critical than Rep. Mark Steven Kirk when President Barack Obama and the democratic majority in the Congress seek passage last year of a $ 787 billion spending bill intend to stimulate the economy .,"And during his campaign for the Illinois Senate seat once held by Obama , Kirk , a Republican , boasted of his vote against  -LBQ-  Speaker Pelosi 's trillion-dollar stimulus plan .  -RDQ-",one,no,more,critical,1,0,3,4,"{'lemma': 'critical', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'one', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'critical'}",nsubj,"{'lemma': 'one', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'critical'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'critical', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 3, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'critical'}",advmod,nyt_eng_201012,0-3-4,more_critical,nonimmediateNeg
nyt_eng_20101225_0102_95:1-12-13,quickly_disillusioned,The few new members who signed up in the final months were quickly disillusioned .,members,few,quickly,disillusioned,.,nyt_eng_20101225_0102_95,"-LBQ-  Since the beginning of 2008 we have seen our ability to raise capital become increasingly difficult , our investor sources have not come through , the ability to obtain credit is not available .  -RDQ-",The few new members who signed up in the final months were quickly disillusioned .,the few new members who signed up in the final months were quickly disillusioned .,the few new member who sign up in the final month be quickly disillusioned .,"-LBQ-  We were attracted by the beach locations and what they said they had in Europe and the promise of new properties ,  -RDQ-  said Carl Clappison , a 47-year-old finance executive at a Canadian company who bought a membership in September 2008 for $ 60,000 .",members,few,quickly,disillusioned,3,1,12,13,"{'lemma': 'disillusioned', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'member', 'ix': 3, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'disillusioned'}",nsubj,"{'lemma': 'member', 'ix': 3, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'disillusioned'}","{'lemma': 'few', 'ix': 1, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'member'}",amod,"{'lemma': 'disillusioned', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'quickly', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'disillusioned'}",advmod,nyt_eng_201012,1-12-13,quickly_disillusioned,nonimmediateNeg
nyt_eng_20101225_0095_11:0-3-4,more_impressed,"No one was more impressed than former Broncos coach Josh McDaniels , who stunned the NFL when he maneuvered Denver back into the first round -- trading three draft picks to do so -- to select Tebow at No. 25 overall .",one,no,more,impressed,overall .,nyt_eng_20101225_0095_11,"Tebow worked with a team of private coaches to overcome a dismal performance at the Senior Bowl in order to prepare for pro day in Gainesville , Fla. , and for private workouts for NFL executives and head coaches , all in hopes he could prove he was not just a collegiate wonder .","No one was more impressed than former Broncos coach Josh McDaniels , who stunned the NFL when he maneuvered Denver back into the first round -- trading three draft picks to do so -- to select Tebow at No. 25 overall .","no one was more impressed than former Broncos coach Josh McDaniels , who stunned the NFL when he maneuvered Denver back into the first round -- trading three draft picks to do so -- to select Tebow at No. 25 overall .","no one be more impressed than former bronco coach Josh McDaniels , who stun the NFL when he maneuver Denver back into the first round -- trade three draft pick to do so -- to select Tebow at no. 25 overall .","From that moment , Broncos fans eagerly awaited his debut .",one,no,more,impressed,1,0,3,4,"{'lemma': 'impressed', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'one', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'impressed'}",nsubj,"{'lemma': 'one', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'impressed'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'impressed', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 3, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'impressed'}",advmod,nyt_eng_201012,0-3-4,more_impressed,nonimmediateNeg
nyt_eng_20101225_0001_28:4-7-8,more_tempting,"For control freaks , few things are more tempting than an unfettered Internet .",things,few,more,tempting,"for control freaks , few things are more tempting than an unfettered Internet .",nyt_eng_20101225_0001_28,"The power to regulate , after all , is the power to control .","For control freaks , few things are more tempting than an unfettered Internet .","for control freaks , few things are more tempting than an unfettered Internet .","for control freak , few thing be more tempting than a unfettered internet .",,things,few,more,tempting,5,4,7,8,"{'lemma': 'tempting', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'thing', 'ix': 5, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'tempting'}",nsubj,"{'lemma': 'thing', 'ix': 5, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'tempting'}","{'lemma': 'few', 'ix': 4, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'thing'}",amod,"{'lemma': 'tempting', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 7, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'tempting'}",advmod,nyt_eng_201012,4-7-8,more_tempting,nonimmediateNeg
nyt_eng_20101224_0067_23:11-15-16,more_ambiguous,"The poetry of Ratmansky 's vision here is very striking  -COL-  no Snowflakes were ever more ambiguous , and they have been given pouncing jumps , spinning arcs , and insistent gestures that make us feel we 're in the land of Hans Christian Andersen 's  -LBQ-  Snow Queen .  -RDQ-",Snowflakes,no,more,ambiguous,"the poetry of Ratmansky 's vision here is very striking : no Snowflakes were ever more ambiguous , and they have been given pouncing jumps , spinning arcs , and insistent gestures that make us feel we 're in the land of Hans Christian Andersen 's `` Snow Queen . ''",nyt_eng_20101224_0067_23,"When these two children find themselves in the Land of Snow , it 's not a winter wonderland for them -- it 's an adventure , now frightening , now freezing .","The poetry of Ratmansky 's vision here is very striking  -COL-  no Snowflakes were ever more ambiguous , and they have been given pouncing jumps , spinning arcs , and insistent gestures that make us feel we 're in the land of Hans Christian Andersen 's  -LBQ-  Snow Queen .  -RDQ-","the poetry of Ratmansky 's vision here is very striking : no Snowflakes were ever more ambiguous , and they have been given pouncing jumps , spinning arcs , and insistent gestures that make us feel we 're in the land of Hans Christian Andersen 's `` Snow Queen . ''","the poetry of Ratmansky 's vision here be very striking : no Snowflakes be ever more ambiguous , and they have been give pouncing jump , spinning arc , and insistent gesture that make we feel we be in the land of Hans Christian Andersen 's `` Snow Queen . ''","Later this young heroine and hero do meet a Sugar Plum Fairy -- in this case , an exotically regal , nondancing one .",Snowflakes,no,more,ambiguous,12,11,15,16,"{'lemma': 'ambiguous', 'ix': 16, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'striking'}","{'lemma': 'Snowflakes', 'ix': 12, 'xpos': 'NNP', 'deprel': 'nsubj', 'head': 'ambiguous'}",nsubj,"{'lemma': 'Snowflakes', 'ix': 12, 'xpos': 'NNP', 'deprel': 'nsubj', 'head': 'ambiguous'}","{'lemma': 'no', 'ix': 11, 'xpos': 'DT', 'deprel': 'det', 'head': 'Snowflakes'}",det,"{'lemma': 'ambiguous', 'ix': 16, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'striking'}","{'lemma': 'more', 'ix': 15, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'ambiguous'}",advmod,nyt_eng_201012,11-15-16,more_ambiguous,nonimmediateNeg
nyt_eng_20101223_0067_5:13-23-24,too_ridiculous,"Even at Christmas , which is the busiest season for scratch tickets , no gimmick -- peppermint-scented tickets , anyone ? -- is too ridiculous .",gimmick,no,too,ridiculous,"even at Christmas , which is the busiest season for scratch tickets , no gimmick -- peppermint-scented tickets , anyone ? -- is too ridiculous .",nyt_eng_20101223_0067_5,"With state budgets in crisis and lottery-financed programs like prekindergarten being considered for cuts , the pressure is on to make lottery tickets more attractive to casual scratchers and people who might have never dropped a dollar on a chance before .","Even at Christmas , which is the busiest season for scratch tickets , no gimmick -- peppermint-scented tickets , anyone ? -- is too ridiculous .","even at Christmas , which is the busiest season for scratch tickets , no gimmick -- peppermint-scented tickets , anyone ? -- is too ridiculous .","even at Christmas , which be the busiest season for scratch ticket , no gimmick -- peppermint-scented ticket , anyone ? -- be too ridiculous .","In Washington State , holiday tickets come with a chance to win a home-theater system .",gimmick,no,too,ridiculous,14,13,23,24,"{'lemma': 'ridiculous', 'ix': 24, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'gimmick', 'ix': 14, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'ridiculous'}",nsubj,"{'lemma': 'gimmick', 'ix': 14, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'ridiculous'}","{'lemma': 'no', 'ix': 13, 'xpos': 'DT', 'deprel': 'det', 'head': 'gimmick'}",det,"{'lemma': 'ridiculous', 'ix': 24, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'too', 'ix': 23, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'ridiculous'}",advmod,nyt_eng_201012,13-23-24,too_ridiculous,nonimmediateNeg
nyt_eng_20101223_0066_5:13-23-24,too_ridiculous,"Even at Christmas , which is the busiest season for scratch tickets , no gimmick -- peppermint-scented tickets , anyone ? -- is too ridiculous .",gimmick,no,too,ridiculous,"even at Christmas , which is the busiest season for scratch tickets , no gimmick -- peppermint-scented tickets , anyone ? -- is too ridiculous .",nyt_eng_20101223_0066_5,"With state budgets in crisis and lottery-financed programs like prekindergarten being considered for cuts , the pressure is on to make lottery tickets more attractive to casual scratchers and people who might have never dropped a dollar on a chance before .","Even at Christmas , which is the busiest season for scratch tickets , no gimmick -- peppermint-scented tickets , anyone ? -- is too ridiculous .","even at Christmas , which is the busiest season for scratch tickets , no gimmick -- peppermint-scented tickets , anyone ? -- is too ridiculous .","even at Christmas , which be the busiest season for scratch ticket , no gimmick -- peppermint-scented ticket , anyone ? -- be too ridiculous .","In Washington State , holiday tickets come with a chance to win a home-theater system .",gimmick,no,too,ridiculous,14,13,23,24,"{'lemma': 'ridiculous', 'ix': 24, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'gimmick', 'ix': 14, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'ridiculous'}",nsubj,"{'lemma': 'gimmick', 'ix': 14, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'ridiculous'}","{'lemma': 'no', 'ix': 13, 'xpos': 'DT', 'deprel': 'det', 'head': 'gimmick'}",det,"{'lemma': 'ridiculous', 'ix': 24, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'too', 'ix': 23, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'ridiculous'}",advmod,nyt_eng_201012,13-23-24,too_ridiculous,nonimmediateNeg
nyt_eng_20101223_0045_13:12-15-16,now_willing,"But that season of outspokenness seems to have passed , and virtually no companies are now willing to discuss the Chinese trade barriers publicly , executives and lobbyists in Beijing , Hong Kong and Washington said .",companies,no,now,willing,"but that season of outspokenness seems to have passed , and virtually no companies are now willing to discuss the Chinese trade barriers publicly , executives and lobbyists in Beijing , Hong Kong and Washington said .",nyt_eng_20101223_0045_13,It briefly seemed that Western companies might take a more coordinated and more assertive position .,"But that season of outspokenness seems to have passed , and virtually no companies are now willing to discuss the Chinese trade barriers publicly , executives and lobbyists in Beijing , Hong Kong and Washington said .","but that season of outspokenness seems to have passed , and virtually no companies are now willing to discuss the Chinese trade barriers publicly , executives and lobbyists in Beijing , Hong Kong and Washington said .","but that season of outspokenness seem to have pass , and virtually no company be now willing to discuss the chinese trade barrier publicly , executive and lobbyist in Beijing , Hong Kong and Washington say .","-LBQ-  We 're seeing a lowering of the volume -- that does n't mean the concerns have gone away , but the volume has come down ,  -RDQ-  said Christian Murck , the president of the U.S. Chamber of Commerce in China .",companies,no,now,willing,13,12,15,16,"{'lemma': 'willing', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'seem'}","{'lemma': 'company', 'ix': 13, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'willing'}",nsubj,"{'lemma': 'company', 'ix': 13, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'willing'}","{'lemma': 'no', 'ix': 12, 'xpos': 'DT', 'deprel': 'det', 'head': 'company'}",det,"{'lemma': 'willing', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'seem'}","{'lemma': 'now', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'willing'}",advmod,nyt_eng_201012,12-15-16,now_willing,nonimmediateNeg
nyt_eng_20101223_0042_13:12-15-16,now_willing,"But that season of outspokenness seems to have passed , and virtually no companies are now willing to discuss the Chinese trade barriers publicly , executives and lobbyists in Beijing , Hong Kong and Washington said .",companies,no,now,willing,"but that season of outspokenness seems to have passed , and virtually no companies are now willing to discuss the Chinese trade barriers publicly , executives and lobbyists in Beijing , Hong Kong and Washington said .",nyt_eng_20101223_0042_13,It briefly seemed that Western companies might take a more coordinated and more assertive position .,"But that season of outspokenness seems to have passed , and virtually no companies are now willing to discuss the Chinese trade barriers publicly , executives and lobbyists in Beijing , Hong Kong and Washington said .","but that season of outspokenness seems to have passed , and virtually no companies are now willing to discuss the Chinese trade barriers publicly , executives and lobbyists in Beijing , Hong Kong and Washington said .","but that season of outspokenness seem to have pass , and virtually no company be now willing to discuss the chinese trade barrier publicly , executive and lobbyist in Beijing , Hong Kong and Washington say .","-LBQ-  We 're seeing a lowering of the volume -- that does n't mean the concerns have gone away , but the volume has come down ,  -RDQ-  said Christian Murck , the president of the U.S. Chamber of Commerce in China .",companies,no,now,willing,13,12,15,16,"{'lemma': 'willing', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'seem'}","{'lemma': 'company', 'ix': 13, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'willing'}",nsubj,"{'lemma': 'company', 'ix': 13, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'willing'}","{'lemma': 'no', 'ix': 12, 'xpos': 'DT', 'deprel': 'det', 'head': 'company'}",det,"{'lemma': 'willing', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'seem'}","{'lemma': 'now', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'willing'}",advmod,nyt_eng_201012,12-15-16,now_willing,nonimmediateNeg
nyt_eng_20101222_0097_2:15-19-20,mildly_surprised,"And yet , as word seeped across frozen towns like this one Wednesday , almost no one seemed even mildly surprised .",one,no,mildly,surprised,"and yet , as word seeped across frozen towns like this one Wednesday , almost no one seemed even mildly surprised .",nyt_eng_20101222_0097_2,"While every other state gained population over the past decade , Michigan shrank .","And yet , as word seeped across frozen towns like this one Wednesday , almost no one seemed even mildly surprised .","and yet , as word seeped across frozen towns like this one Wednesday , almost no one seemed even mildly surprised .","and yet , as word seep across frozen town like this one Wednesday , almost no one seem even mildly surprised .","This was , many here said with resignation , just one last , official confirmation of Michigan 's long , grim and gloomy slide .",one,no,mildly,surprised,16,15,19,20,"{'lemma': 'surprised', 'ix': 20, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'one', 'ix': 16, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'surprised'}",nsubj,"{'lemma': 'one', 'ix': 16, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'surprised'}","{'lemma': 'no', 'ix': 15, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'surprised', 'ix': 20, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'mildly', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'surprised'}",advmod,nyt_eng_201012,15-19-20,mildly_surprised,nonimmediateNeg
nyt_eng_20101222_0096_2:15-19-20,mildly_surprised,"And yet , as word seeped across frozen towns like this one Wednesday , almost no one seemed even mildly surprised .",one,no,mildly,surprised,"and yet , as word seeped across frozen towns like this one Wednesday , almost no one seemed even mildly surprised .",nyt_eng_20101222_0096_2,"While every other U.S. state gained population over the past decade , Michigan shrank .","And yet , as word seeped across frozen towns like this one Wednesday , almost no one seemed even mildly surprised .","and yet , as word seeped across frozen towns like this one Wednesday , almost no one seemed even mildly surprised .","and yet , as word seep across frozen town like this one Wednesday , almost no one seem even mildly surprised .","This was , many here said with resignation , just one last , official confirmation of Michigan 's long , grim and gloomy slide .",one,no,mildly,surprised,16,15,19,20,"{'lemma': 'surprised', 'ix': 20, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'one', 'ix': 16, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'surprised'}",nsubj,"{'lemma': 'one', 'ix': 16, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'surprised'}","{'lemma': 'no', 'ix': 15, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'surprised', 'ix': 20, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'mildly', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'surprised'}",advmod,nyt_eng_201012,15-19-20,mildly_surprised,nonimmediateNeg
nyt_eng_20101222_0067_43:17-21-22,mildly_surprised,"And yet , as word of this seeped across frozen towns like this one Wednesday , almost no one seemed even mildly surprised .",one,no,mildly,surprised,"and yet , as word of this seeped across frozen towns like this one Wednesday , almost no one seemed even mildly surprised .",nyt_eng_20101222_0067_43,"gained population over the past decade , Michigan shrunk .","And yet , as word of this seeped across frozen towns like this one Wednesday , almost no one seemed even mildly surprised .","and yet , as word of this seeped across frozen towns like this one Wednesday , almost no one seemed even mildly surprised .","and yet , as word of this seep across frozen town like this one Wednesday , almost no one seem even mildly surprised .","This was , many here said with resignation , just one final , official confirmation of Michigan 's long , grim and gloomy slide .",one,no,mildly,surprised,18,17,21,22,"{'lemma': 'surprised', 'ix': 22, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'one', 'ix': 18, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'surprised'}",nsubj,"{'lemma': 'one', 'ix': 18, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'surprised'}","{'lemma': 'no', 'ix': 17, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'surprised', 'ix': 22, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'mildly', 'ix': 21, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'surprised'}",advmod,nyt_eng_201012,17-21-22,mildly_surprised,nonimmediateNeg
nyt_eng_20101222_0043_43:0-3-4,as_sad,Few sights are as sad as a child watching a parent who is lost in a video game .,sights,few,as,sad,game .,nyt_eng_20101222_0043_43,"If I have the children along for errands , however , I can forget both productivity and mobile gaming .",Few sights are as sad as a child watching a parent who is lost in a video game .,few sights are as sad as a child watching a parent who is lost in a video game .,few sight be as sad as a child watch a parent who is lose in a video game .,"Storykit is a free iPhone app parents can use to quickly build picture books with children , using on-the-spot photos or old-school tales that are ripe for rewriting .",sights,few,as,sad,1,0,3,4,"{'lemma': 'sad', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'sight', 'ix': 1, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'sad'}",nsubj,"{'lemma': 'sight', 'ix': 1, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'sad'}","{'lemma': 'few', 'ix': 0, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'sight'}",amod,"{'lemma': 'sad', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sad'}",advmod,nyt_eng_201012,0-3-4,as_sad,nonimmediateNeg
nyt_eng_20101222_0018_33:5-8-9,too_small,"This was apartheid , and no issue was too small .",issue,no,too,small,"this was apartheid , and no issue was too small .",nyt_eng_20101222_0018_33,"And three civil rights workers -- James Chaney , Michael Schwerner and Andrew Goodman -- were investigating a church burning when they were shot and killed near Philadelphia , Miss. .","This was apartheid , and no issue was too small .","this was apartheid , and no issue was too small .","this be apartheid , and no issue be too small .","In 1963 , Mississippi State was invited to play in the NCAA basketball tournament , but could n't -- because it might have to play an integrated team .",issue,no,too,small,6,5,8,9,"{'lemma': 'small', 'ix': 9, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'apartheid'}","{'lemma': 'issue', 'ix': 6, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'small'}",nsubj,"{'lemma': 'issue', 'ix': 6, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'small'}","{'lemma': 'no', 'ix': 5, 'xpos': 'DT', 'deprel': 'det', 'head': 'issue'}",det,"{'lemma': 'small', 'ix': 9, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'apartheid'}","{'lemma': 'too', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'small'}",advmod,nyt_eng_201012,5-8-9,too_small,nonimmediateNeg
nyt_eng_20101221_0162_8:6-11-12,as_critical,"After Amar ' e Stoudemire , no other player has been as critical to the team 's resurgence .",player,no,as,critical,"after Amar ' e Stoudemire , no other player has been as critical to the team 's resurgence .",nyt_eng_20101221_0162_8,"His assist and scoring average -LRB- 18.4 points -RRB- are career highs , even when accounting for the Knicks ' higher pace .","After Amar ' e Stoudemire , no other player has been as critical to the team 's resurgence .","after Amar ' e Stoudemire , no other player has been as critical to the team 's resurgence .","after Amar ' e Stoudemire , no other player has be as critical to the team 's resurgence .","Felton is playing so well , in fact , that he might even erase one of the franchise 's recent blunders  -COL-  the failure to draft Brandon Jennings in 2009 .",player,no,as,critical,8,6,11,12,"{'lemma': 'critical', 'ix': 12, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'player', 'ix': 8, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'critical'}",nsubj,"{'lemma': 'player', 'ix': 8, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'critical'}","{'lemma': 'no', 'ix': 6, 'xpos': 'DT', 'deprel': 'det', 'head': 'player'}",det,"{'lemma': 'critical', 'ix': 12, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'critical'}",advmod,nyt_eng_201012,6-11-12,as_critical,nonimmediateNeg
nyt_eng_20101221_0159_27:0-9-10,so_reliable,"Few players in women 's college basketball have been so reliable in pressured moments as the 6-foot Moore , who has played every game of the streak .",players,few,so,reliable,streak .,nyt_eng_20101221_0159_27,-LBQ-  They expect perfection .  -RDQ-,"Few players in women 's college basketball have been so reliable in pressured moments as the 6-foot Moore , who has played every game of the streak .","few players in women 's college basketball have been so reliable in pressured moments as the 6-foot Moore , who has played every game of the streak .","few player in woman 's college basketball have be so reliable in pressured moment as the 6-foot Moore , who has play every game of the streak .",She moves elegantly and stealthily without the ball .,players,few,so,reliable,1,0,9,10,"{'lemma': 'reliable', 'ix': 10, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'player', 'ix': 1, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'reliable'}",nsubj,"{'lemma': 'player', 'ix': 1, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'reliable'}","{'lemma': 'few', 'ix': 0, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'player'}",amod,"{'lemma': 'reliable', 'ix': 10, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'reliable'}",advmod,nyt_eng_201012,0-9-10,so_reliable,nonimmediateNeg
