l1,l2,f,E11,r_log_likelihood,r_Poisson_Stirling,r_odds_ratio,r_Dice,r_dPEX,r_dPXE,am_log_likelihood,am_Poisson_Stirling,am_odds_ratio,am_Dice,am_dPEX,am_dPXE,f1,f2,N
best,musical,494,4.1809548e-01,2518,2035,631,280,7366,1150,6.0877488e+03,1.3032496e+03,3.1485851e+00,8.1652893e-02,7.0156717e-02,9.7474573e-02,5064,7036,85220496
procedurally,unconscionable,13,9.5368607e-03,35202,28411,632,3135,42563,6779,1.6206931e+02,3.5103165e+01,3.1477527e+00,1.3771186e-02,1.0613276e-02,1.9564103e-02,664,1224,85220496
later,reborn,7,5.0939037e-03,51861,41698,633,4436,48889,10801,8.7320253e+01,1.8926270e+01,3.1474631e+00,1.0463378e-02,8.9107905e-03,1.2649099e-02,553,785,85220496
intimately,acquainted,232,1.9263510e-01,4620,3752,634,609,3996,4597,2.8627747e+03,6.1397827e+02,3.1473570e+00,4.5048544e-02,1.1761173e-01,2.7834076e-02,8329,1971,85220496
barely,perceptible,1164,1.5676747e+00,1248,1006,635,677,290,5923,1.3730901e+04,2.8359726e+03,3.1473448e+00,4.2115927e-02,4.5892889e-01,2.2053205e-02,52743,2533,85220496
virulently,antisemitic,14,1.0325345e-02,33577,27102,636,3195,21786,14555,1.7442553e+02,3.7771006e+01,3.1466428e+00,1.3539652e-02,2.3355214e-02,9.5234281e-03,1469,599,85220496
recently,expired,214,1.8321032e-01,4914,4017,637,900,2890,6789,2.6333745e+03,5.6349824e+02,3.1465912e+00,3.4585859e-02,1.4994416e-01,1.9530940e-02,10949,1426,85220496
morphologically,indistinct,7,5.1075859e-03,51877,41710,638,4389,46610,11569,8.7281177e+01,1.8918115e+01,3.1462013e+00,1.0542169e-02,9.4654304e-03,1.1875961e-02,589,739,85220496
constitutionally,infirm,59,4.6913925e-02,12857,10482,639,2357,5354,14879,7.3047904e+02,1.5725009e+02,3.1460829e+00,1.6980861e-02,9.3133529e-02,9.3346193e-03,6316,633,85220496
accidentally,vegan,109,8.8480076e-02,8295,6768,640,1351,32454,1022,1.3471950e+03,2.8953523e+02,3.1459829e+00,2.5952381e-02,1.4762937e-02,1.0656832e-01,1022,7378,85220496
empirically,provable,16,1.1844040e-02,30763,24859,641,2907,20922,13244,1.9925625e+02,4.3141210e+01,3.1458822e+00,1.4571949e-02,2.4409586e-02,1.0375370e-02,1541,655,85220496
rabidly,anti,13,9.5726972e-03,35215,28421,642,3068,27111,12163,1.6196425e+02,3.5081989e+01,3.1458669e+00,1.3986014e-02,1.8296529e-02,1.1306007e-02,1149,710,85220496
nutritionally,void,34,2.6091435e-02,18732,15178,643,2729,8870,15893,4.2213034e+02,9.1143340e+01,3.1452644e+00,1.5308420e-02,5.9085457e-02,8.7859970e-03,3867,575,85220496
evolutionarily,adaptive,60,4.6214235e-02,12704,10325,644,1289,27151,2428,7.4449853e+02,1.6074486e+02,3.1436424e+00,2.6773762e-02,1.8268158e-02,4.9962192e-02,1200,3282,85220496
critically,injured,802,9.6364853e-01,1714,1386,645,776,457,6574,9.5618586e+03,1.9937409e+03,3.1429289e+00,3.8275228e-02,3.8867333e-01,2.0112710e-02,39846,2061,85220496
ardently,pro-western,5,3.6643298e-03,63742,51160,646,5480,54015,13559,6.2283176e+01,1.3503405e+01,3.1428427e+00,8.8731145e-03,7.8559323e-03,1.0175895e-02,491,636,85220496
slow,grow,4,2.9264087e-03,72895,58508,647,6273,54126,17136,4.9832213e+01,1.0805722e+01,3.1427067e+00,8.0080080e-03,7.8374461e-03,8.1740215e-03,489,510,85220496
deep,rooted,22,1.6550138e-02,25010,20258,648,2535,16231,12812,2.7344619e+02,5.9165185e+01,3.1424213e+00,1.6058394e-02,3.1999457e-02,1.0708222e-02,2053,687,85220496
severely,autistic,436,4.2260820e-01,2834,2323,649,716,1367,5919,5.3027778e+03,1.1245548e+03,3.1417736e+00,4.0428393e-02,2.3880851e-01,2.2065249e-02,19745,1824,85220496
wheelchair,accessible,331,8.7703115e-01,3895,3372,650,14686,129393,57,3.6066049e+03,7.0917362e+02,3.1414401e+00,4.0189168e-03,2.0135666e-03,7.2554886e-01,455,164266,85220496
seemingly,unending,1007,2.7229652e+00,1538,1304,651,3783,48,23968,1.0942640e+04,2.1486287e+03,3.1396066e+00,1.1862690e-02,7.2880499e-01,5.9755190e-03,168398,1378,85220496
stridently,anti-union,6,4.4385567e-03,57137,45857,652,4998,38716,17613,7.4638784e+01,1.6179690e+01,3.1395937e+00,9.5617530e-03,1.1919676e-02,7.9728914e-03,752,503,85220496
habitually,barefoot,15,1.1255215e-02,32143,25961,653,2884,24331,12131,1.8635423e+02,4.0356645e+01,3.1387589e+00,1.4648438e-02,2.0674307e-02,1.1329537e-02,1323,725,85220496
humanly,possible,7911,4.0050942e+01,212,175,654,684,23531,32,7.8606719e+04,1.4724935e+04,3.1383848e+00,4.1895048e-02,2.1458392e-02,8.4962816e-01,9265,368393,85220496
institutionally,anti-semitic,56,4.4298205e-02,13336,10825,655,1593,33583,2042,6.9215142e+02,1.4938042e+02,3.1342173e+00,2.2819886e-02,1.4155906e-02,5.8593015e-02,955,3953,85220496
effortlessly,chic,803,7.3475444e-01,1684,1332,656,202,5937,879,9.8032482e+03,2.0912359e+03,3.1330619e+00,9.9993774e-02,8.5365862e-02,1.2043350e-01,6662,9399,85220496
politely,noncommittal,5,3.7499430e-03,63887,51281,657,5519,47333,16643,6.2050712e+01,1.3453254e+01,3.1326658e+00,8.8339223e-03,9.2867688e-03,8.4112540e-03,594,538,85220496
later,tortured,11,8.3449174e-03,39261,31729,658,3742,50559,6669,1.3637880e+02,2.9542438e+01,3.1324180e+00,1.1963023e-02,8.5472947e-03,1.9876540e-02,553,1286,85220496
factually,incorrect,1619,1.6904302e+00,908,709,659,158,6630,387,1.9534127e+04,4.1235204e+03,3.1322063e+00,1.1662585e-01,7.7561753e-02,2.3417412e-01,6907,20857,85220496
farther,back,22,1.6859630e-02,25062,20297,660,2204,32889,5589,2.7251823e+02,5.8988164e+01,3.1321057e+00,1.7864393e-02,1.4520166e-02,2.3164789e-02,949,1514,85220496
deep,underlying,17,1.3057023e-02,29667,24056,661,3319,16568,16929,2.1054096e+02,4.5565274e+01,3.1320428e+00,1.3102119e-02,3.1341423e-02,8.2744044e-03,2053,542,85220496
stridently,pro-israel,18,1.3792175e-02,28627,23182,662,2660,39778,5400,2.2293396e+02,4.8264215e+01,3.1311803e+00,1.5550756e-02,1.1507702e-02,2.3918041e-02,752,1563,85220496
bleakly,comic,59,4.8524383e-02,12917,10515,663,2453,48210,1218,7.2645575e+02,1.5638525e+02,3.1310960e+00,1.6531241e-02,9.0673598e-03,9.2691691e-02,636,6502,85220496
otherworldly,volcanic,6,4.5396943e-03,57273,45955,664,4945,45764,14425,7.4364898e+01,1.6120981e+01,3.1295379e+00,9.6463023e-03,9.6857897e-03,9.5928068e-03,625,619,85220496
evenly,balanced,113,9.2010154e-02,8122,6599,665,837,20447,1835,1.3921238e+03,3.0000915e+02,3.1294130e+00,3.6171575e-02,2.5041908e-02,6.4928289e-02,1739,4509,85220496
boldly,hued,36,2.8067896e-02,18052,14600,666,1601,17788,7111,4.4506361e+02,9.6256734e+01,3.1290535e+00,2.2720101e-02,2.9010045e-02,1.8648391e-02,1929,1240,85220496
ideologically,blinkered,36,2.9160591e-02,18094,14665,667,3516,6749,20672,4.4364740e+02,9.5659621e+01,3.1289124e+00,1.2550113e-02,7.6209828e-02,6.8324904e-03,5265,472,85220496
roughly,chronological,286,2.8163911e-01,3991,3275,668,1242,1422,9285,3.4653209e+03,7.3570027e+02,3.1284251e+00,2.7476222e-02,2.3324283e-01,1.4586029e-02,19593,1225,85220496
later,elevated,5,3.7960938e-03,63951,51341,669,5561,50591,15401,6.1927867e+01,1.3426693e+01,3.1272997e+00,8.7873462e-03,8.5405781e-03,9.0347854e-03,553,585,85220496
reasonably,foreseeable,1120,1.6876222e+00,1317,1071,670,931,233,7600,1.3017665e+04,2.6741661e+03,3.1272705e+00,3.3936309e-02,4.9571896e-01,1.7555287e-02,63750,2256,85220496
immaculately,clean,699,1.2620537e+00,1988,1674,671,2717,54479,87,7.9640638e+03,1.6140643e+03,3.1271952e+00,1.5354370e-02,7.7736097e-03,5.8291374e-01,1197,89852,85220496
plausibly,causal,5,3.8003768e-03,63954,51344,672,5700,57908,12797,6.1918293e+01,1.3424244e+01,3.1269582e+00,8.6132644e-03,7.1888351e-03,1.0721517e-02,466,695,85220496
impeccably,manicured,19,1.4855335e-02,27684,22372,673,3483,13964,18511,2.3474015e+02,5.0778957e+01,3.1267613e+00,1.2649800e-02,3.7446267e-02,7.6034045e-03,2497,507,85220496
electronically,trackable,7,5.3451930e-03,52108,41904,674,4852,32786,19114,8.6649349e+01,1.8779881e+01,3.1267228e+00,9.7970609e-03,1.4572280e-02,7.3706351e-03,949,480,85220496
quaintly,antique,7,5.3451461e-03,52110,41903,675,4680,52828,10240,8.6645441e+01,1.8779908e+01,3.1264745e+00,1.0057471e-02,8.0770507e-03,1.3297905e-02,526,866,85220496
unimaginably,imperceptible,137,1.1229251e-01,7071,5702,676,631,10705,3190,1.6858161e+03,3.6333432e+02,3.1259357e+00,4.4023136e-02,4.9366088e-02,3.9667705e-02,3451,2773,85220496
thickly,textured,13,1.0090155e-02,35403,28562,677,4169,60636,4395,1.6067973e+02,3.4784764e+01,3.1258187e+00,1.0951980e-02,6.7376575e-03,2.9125511e-02,446,1928,85220496
heavily,wooded,371,4.6536129e-01,3336,2755,678,2329,435,15975,4.3908094e+03,9.1536428e+02,3.1244117e+00,1.7133884e-02,3.9587469e-01,8.7495623e-03,42370,936,85220496
analytically,solvable,12,9.2653767e-03,37244,30085,679,3256,40041,8415,1.4834127e+02,3.2136284e+01,3.1242871e+00,1.3318535e-02,1.1419888e-02,1.5945267e-02,752,1050,85220496
devoutly,catholic,268,2.4159309e-01,4150,3406,680,702,21162,715,3.2698543e+03,6.9968256e+02,3.1234354e+00,4.1345264e-02,2.4101640e-02,1.4450309e-01,1853,11111,85220496
vertically,concave,6,4.6054883e-03,57354,46016,681,4987,46473,14348,7.4191526e+01,1.6083486e+01,3.1232282e+00,9.5770152e-03,9.5014880e-03,9.6389683e-03,622,631,85220496
comically,oversized,70,5.8040791e-02,11475,9330,682,1712,6510,10931,8.5998930e+02,1.8529492e+02,3.1225915e+00,2.1624961e-02,7.9031283e-02,1.2515038e-02,5589,885,85220496
stridently,anti-war,7,5.4003910e-03,52169,41936,683,4549,40010,14932,8.6497029e+01,1.8748648e+01,3.1217235e+00,1.0263930e-02,1.1429166e-02,9.3014113e-03,752,612,85220496
easily,transportable,863,1.9106855e+00,1711,1451,684,3133,82,20267,9.5937088e+03,1.9163149e+03,3.1216412e+00,1.3782310e-02,6.5532922e-01,6.9589268e-03,123919,1314,85220496
brightly,fluorescent,12,9.3887039e-03,37280,30133,685,4307,19059,21212,1.4810067e+02,3.2067373e+01,3.1213446e+00,1.0699955e-02,2.6945335e-02,6.6690013e-03,1798,445,85220496
grotesquely,misshapen,16,1.2559162e-02,30970,25027,686,3286,18750,16079,1.9740437e+02,4.2733838e+01,3.1210487e+00,1.3217679e-02,2.7470017e-02,8.6937389e-03,1839,582,85220496
thickly,covered,4,3.0772879e-03,73279,58784,687,6576,60212,15559,4.9429321e+01,1.0718390e+01,3.1207637e+00,7.7369439e-03,6.7975345e-03,8.9617570e-03,446,588,85220496
heretofore,unseen,273,2.3895583e-01,4093,3344,688,473,14070,1138,3.3368469e+03,7.1622930e+02,3.1192463e+00,5.3979239e-02,3.7159044e-02,9.8330902e-02,2774,7341,85220496
carefully,handwritten,23,1.8601922e-02,24467,19844,689,3894,10389,21686,2.8289860e+02,6.1131137e+01,3.1177338e+00,1.1598588e-02,5.0956806e-02,6.5383630e-03,3515,451,85220496
structurally,sound,1664,1.7217544e+00,883,687,690,132,4388,582,2.0043422e+04,4.2446770e+03,3.1173968e+00,1.3405841e-01,1.0994401e-01,1.7133541e-01,9703,15122,85220496
thickly,settled,4,3.1086888e-03,73353,58837,691,6629,60698,15560,4.9347888e+01,1.0700753e+01,3.1163245e+00,7.6923077e-03,6.7288202e-03,8.9616866e-03,446,594,85220496
rigorously,unsentimental,15,1.1879818e-02,32325,26115,692,3038,24091,12930,1.8472788e+02,4.0004805e+01,3.1150910e+00,1.4091123e-02,2.0904109e-02,1.0614992e-02,1412,717,85220496
dynamically,extensible,16,1.2665545e-02,31005,25053,693,2716,29380,9523,1.9704809e+02,4.2675226e+01,3.1150072e+00,1.5355086e-02,1.6619038e-02,1.4249149e-02,1122,962,85220496
narrowly,targeted,48,3.9470258e-02,14928,12139,694,1820,9955,10575,5.8922015e+02,1.2723249e+02,3.1143022e+00,2.0743302e-02,5.3112999e-02,1.2875873e-02,3725,903,85220496
directly,proportional,2903,4.1783799e+00,500,392,695,211,341,2205,3.3849483e+04,6.9891021e+03,3.1133589e+00,9.6823147e-02,4.3379455e-01,5.4439307e-02,53282,6683,85220496
firmly,committed,473,4.4208394e-01,2649,2155,696,394,12305,755,5.7429327e+03,1.2274643e+03,3.1132423e+00,6.5358574e-02,4.2689849e-02,1.3887064e-01,3403,11071,85220496
classically,trained,157,1.3405508e-01,6348,5122,697,644,7689,3951,1.9208146e+03,4.1358854e+02,3.1130691e+00,4.3358188e-02,6.7558234e-02,3.1885163e-02,4920,2322,85220496
severely,malnourished,210,2.1246256e-01,5068,4165,698,1883,1476,12918,2.5311772e+03,5.3773490e+02,3.1124263e+00,2.0327171e-02,2.2877840e-01,1.0627306e-02,19745,917,85220496
permanently,inoperable,50,4.3270577e-02,14558,11856,699,3525,4849,21225,6.1090479e+02,1.3142414e+02,3.1121866e+00,1.2520346e-02,1.0153865e-01,6.6659271e-03,7495,492,85220496
digitally,literate,336,3.0042724e-01,3522,2860,700,406,10938,1244,4.0938910e+03,8.7840665e+02,3.1116385e+00,6.3163831e-02,4.8229708e-02,9.1276254e-02,3678,6961,85220496
seamlessly,blended,10,7.9287030e-03,42000,33818,701,3712,42851,9664,1.2305934e+02,2.6665034e+01,3.1115329e+00,1.2040939e-02,1.0529170e-02,1.4033925e-02,712,949,85220496
bitingly,sarcastic,55,4.5716702e-02,13607,11016,702,1625,33698,2174,6.7413603e+02,1.4552963e+02,3.1110060e+00,2.2467320e-02,1.4105954e-02,5.4954928e-02,1000,3896,85220496
grammatically,correct,1809,3.0566979e+00,859,694,703,601,21531,113,2.0719362e+04,4.2292458e+03,3.1105596e+00,4.5337778e-02,2.3661997e-02,5.2962333e-01,3410,76391,85220496
quintessentially,british,756,7.3147028e-01,1779,1424,704,240,8180,728,9.1471239e+03,1.9505032e+03,3.1102568e+00,8.8364210e-02,6.3739227e-02,1.4359604e-01,5260,11851,85220496
approximately,equidistant,30,2.5164838e-02,20485,16591,705,4016,7616,23193,3.6733553e+02,7.9260979e+01,3.1096504e+00,1.1290930e-02,6.8124977e-02,6.1502974e-03,4874,440,85220496
badly,outnumbered,43,3.6788990e-02,16148,13119,706,3418,5976,20347,5.2561133e+02,1.1323861e+02,3.1093107e+00,1.2831990e-02,8.4908036e-02,6.9345279e-03,6196,506,85220496
freely,downloadable,356,3.5605923e-01,3394,2763,707,814,1769,6475,4.2926366e+03,9.1336544e+02,3.1084390e+00,3.7054385e-02,2.0486819e-01,2.0351101e-02,17479,1736,85220496
stridently,anti-christian,7,5.5768744e-03,52320,42066,708,4639,41080,14934,8.6044627e+01,1.8650889e+01,3.1075988e+00,1.0115607e-02,1.1067207e-02,9.3011767e-03,752,632,85220496
variously,hued,15,1.2076907e-02,32386,26149,709,2925,38293,7384,1.8421366e+02,3.9897616e+01,3.1073311e+00,1.4492754e-02,1.2087211e-02,1.8057915e-02,830,1240,85220496
newly,emergent,243,2.7244040e-01,4572,3766,710,2438,931,16392,2.8987985e+03,6.1139779e+02,3.1072267e+00,1.6623910e-02,2.9709900e-01,8.5441807e-03,28418,817,85220496
freshly,homemade,47,3.8714102e-02,15169,12310,711,1360,18443,5408,5.7609450e+02,1.2454691e+02,3.1070548e+00,2.5795829e-02,2.7970346e-02,2.3899424e-02,1965,1679,85220496
formerly,state-owned,234,2.3420897e-01,4677,3822,712,1444,1715,10378,2.8205166e+03,6.0028438e+02,3.1069445e+00,2.4727888e-02,2.0853601e-01,1.3131965e-02,17805,1121,85220496
good,underfoot,6,4.7877215e-03,57558,46184,713,5359,37543,19836,7.3728406e+01,1.5982367e+01,3.1065352e+00,9.0429540e-03,1.2386873e-02,7.1118287e-03,843,484,85220496
militantly,anti-communist,7,5.5931263e-03,52338,42077,714,4655,47328,12441,8.6003709e+01,1.8642043e+01,3.1063219e+00,1.0101010e-02,9.2888030e-03,1.1049698e-02,633,753,85220496
intensely,flavored,157,1.8275125e-01,6505,5372,715,4963,748,29647,1.8659080e+03,3.9245994e+02,3.1062954e+00,9.6136183e-03,3.2400442e-01,4.8752714e-03,32178,484,85220496
precariously,balanced,67,5.6825133e-02,11913,9687,716,1494,32303,1921,8.1908577e+02,1.7669507e+02,3.1059827e+00,2.4001433e-02,1.4847354e-02,6.2331488e-02,1074,4509,85220496
fine,upstanding,8,6.4063462e-03,48150,38843,717,4247,42501,12481,9.8264949e+01,2.1297481e+01,3.1059292e+00,1.0825440e-02,1.0629873e-02,1.1010553e-02,726,752,85220496
religiously,observant,567,5.3032369e-01,2251,1821,718,269,5434,1505,6.8749684e+03,1.4712219e+03,3.1058381e+00,8.4024896e-02,9.1906336e-02,7.7266560e-02,7332,6164,85220496
functionally,obsolete,636,6.0093356e-01,2043,1639,719,238,6116,1181,7.7046237e+03,1.6474538e+03,3.1056016e+00,8.8684376e-02,8.3185761e-02,9.4786554e-02,6704,7639,85220496
horribly,awry,182,1.8898676e-01,5693,4685,720,2423,1375,16197,2.1857851e+03,4.6398089e+02,3.1052934e+00,1.6683472e-02,2.3766359e-01,8.6380059e-03,21053,765,85220496
digitally,savvy,703,7.1423220e-01,1884,1529,721,362,12370,505,8.4592690e+03,1.7988515e+03,3.1039933e+00,6.9511050e-02,4.2444992e-02,1.9095054e-01,3678,16549,85220496
openly,homosexual,841,1.0695625e+00,1671,1340,722,737,547,6244,9.9081965e+03,2.0699494e+03,3.1039522e+00,3.9881446e-02,3.6759429e-01,2.1066026e-02,39890,2285,85220496
newly,unsealed,219,2.4676364e-01,4942,4086,723,2795,943,18248,2.6097159e+03,5.5053719e+02,3.1037692e+00,1.5021606e-02,2.9561505e-01,7.7002677e-03,28418,740,85220496
below,par,33,2.7189058e-02,19256,15605,724,1720,21145,6809,4.0419742e+02,8.7444235e+01,3.1032557e+00,2.1554540e-02,2.4120951e-02,1.9453373e-02,1695,1367,85220496
customarily,incidental,22,1.8255843e-02,25256,20467,725,3365,54647,3142,2.6925072e+02,5.8227979e+01,3.1021770e+00,1.2990847e-02,7.7430350e-03,4.0112930e-02,548,2839,85220496
newly,emerge,712,8.1498695e-01,1882,1538,726,586,972,5153,8.4705192e+03,1.7850088e+03,3.1017487e+00,4.6140885e-02,2.9100058e-01,2.5034212e-02,28418,2444,85220496
borderline,diabetic,23,1.9074566e-02,24559,19891,727,2967,14384,15593,2.8145416e+02,6.0880510e+01,3.1012381e+00,1.4370509e-02,3.6305049e-02,8.9492282e-03,2568,633,85220496
stridently,leftist,17,1.3951010e-02,29878,24212,728,2906,42095,5741,2.0818184e+02,4.5076329e+01,3.1004571e+00,1.4573511e-02,1.0744063e-02,2.2588030e-02,752,1581,85220496
softly,glowing,15,1.2270710e-02,32436,26202,729,2975,27312,11601,1.8373401e+02,3.9793906e+01,3.1003466e+00,1.4340344e-02,1.8145127e-02,1.1838825e-02,1266,826,85220496
officially,nonpartisan,202,1.9645450e-01,5231,4256,730,1309,2414,9409,2.4374779e+03,5.2071457e+02,3.0987389e+00,2.6570207e-02,1.6887563e-01,1.4406619e-02,14010,1195,85220496
seventh,overall,42,3.6087762e-02,16428,13327,731,2610,48657,1858,5.1218453e+02,1.1052698e+02,3.0984669e+00,1.5736231e-02,8.9652248e-03,6.3872505e-02,657,4681,85220496
cloyingly,saccharine,12,9.8258992e-03,37475,30289,732,3372,40495,8846,1.4692226e+02,3.1830174e+01,3.0983985e+00,1.2965964e-02,1.1269101e-02,1.5235432e-02,787,1064,85220496
quickly,fading,64,5.7950496e-02,12360,10049,733,3128,4246,19193,7.7698799e+02,1.6696501e+02,3.0982939e+00,1.3797564e-02,1.1277332e-01,7.3419731e-03,8710,567,85220496
farther,out,18,1.4832911e-02,28835,23355,734,2602,34974,6992,2.2026267e+02,4.7695530e+01,3.0982600e+00,1.5782552e-02,1.3502589e-02,1.8951915e-02,949,1332,85220496
west,indian,32,2.7427674e-02,19677,15989,735,3449,58349,1948,3.9025444e+02,8.4245328e+01,3.0976219e+00,1.2761715e-02,7.1132945e-03,6.1486091e-02,520,4495,85220496
meaningfully,accretive,8,6.5403280e-03,48250,38935,736,4521,33498,17390,9.7939182e+01,2.1225568e+01,3.0972217e+00,1.0302640e-02,1.4198068e-02,8.0742955e-03,990,563,85220496
up,front,204,1.9725769e-01,5190,4229,737,1162,2692,8541,2.4615210e+03,5.2638156e+02,3.0956773e+00,2.8633588e-02,1.5701529e-01,1.5738840e-02,12951,1298,85220496
facially,invalid,38,3.2376402e-02,17559,14203,738,2180,40981,2618,4.6346431e+02,1.0013990e+02,3.0953348e+00,1.7983909e-02,1.1105337e-02,4.7048306e-02,807,3419,85220496
solidly,pro-gun,36,3.1569389e-02,18262,14799,739,3997,6531,23369,4.3800603e+02,9.4418706e+01,3.0953022e+00,1.1349306e-02,7.8705960e-02,6.1102285e-03,5887,457,85220496
scarcely,imaginable,101,8.8835566e-02,8849,7205,740,1045,7746,6605,1.2284355e+03,2.6476544e+02,3.0947095e+00,3.0886850e-02,6.7141014e-02,2.0035166e-02,5037,1503,85220496
endlessly,replayable,69,6.5143695e-02,11757,9606,741,3897,3109,23718,8.3403136e+02,1.7875707e+02,3.0940479e+00,1.1587875e-02,1.4184208e-01,6.0355509e-03,11423,486,85220496
militantly,anti-gay,11,9.0990435e-03,39604,32012,742,3791,48619,7683,1.3445365e+02,2.9129127e+01,3.0939183e+00,1.1840689e-02,8.9722930e-03,1.7363322e-02,633,1225,85220496
last,nigh,14,1.1706972e-02,33996,27499,743,3973,18895,19563,1.7093425e+02,3.7007445e+01,3.0928079e+00,1.1405295e-02,2.7214742e-02,7.2069097e-03,1941,514,85220496
heretofore,unmentioned,25,2.1190607e-02,23243,18813,744,2897,13645,15469,3.0489261e+02,6.5937553e+01,3.0927177e+00,1.4598540e-02,3.8370200e-02,9.0049108e-03,2774,651,85220496
bitterly,disputed,90,8.2660232e-02,9651,7868,745,2036,4338,13283,1.0901690e+03,2.3423863e+02,3.0925070e+00,1.8953354e-02,1.1087324e-01,1.0353040e-02,8686,811,85220496
geographically,proximate,60,5.4169997e-02,12893,10506,746,2848,5083,17525,7.2780973e+02,1.5660588e+02,3.0922782e+00,1.4816644e-02,9.7157640e-02,8.0127096e-03,7482,617,85220496
prominently,onscreen,6,4.9424730e-03,57753,46328,747,5196,46077,15717,7.3340860e+01,1.5899475e+01,3.0922741e+00,9.2378753e-03,9.6075343e-03,8.8816371e-03,675,624,85220496
loosely,chronological,39,3.3161917e-02,17250,13948,748,1667,16331,7891,4.7543453e+02,1.0280909e+02,3.0918631e+00,2.2083805e-02,3.1810121e-02,1.6891154e-02,2307,1225,85220496
socioeconomically,underprivileged,4,3.2869558e-03,73749,59156,749,6783,58065,17636,4.8899877e+01,1.0603887e+01,3.0918596e+00,7.5471698e-03,7.1626151e-03,7.9616267e-03,502,558,85220496
properly,socialized,82,7.5162494e-02,10309,8402,750,2195,4521,14161,9.9323362e+02,2.1348849e+02,3.0914068e+00,1.7907840e-02,1.0737296e-01,9.7597271e-03,8395,763,85220496
sustainably,minded,79,7.3250196e-02,10621,8654,751,2609,51119,898,9.5592567e+02,2.0528338e+02,3.0912796e+00,1.5738619e-02,8.4215760e-03,1.1850956e-01,666,9373,85220496
joyfully,expectant,5,4.1348386e-03,64500,51760,752,6001,44459,20011,6.1071393e+01,1.3241085e+01,3.0899702e+00,8.2918740e-03,1.0052101e-02,7.0464129e-03,709,497,85220496
lightly,regarded,441,4.2251970e-01,2825,2300,753,363,4770,2306,5.3197196e+03,1.1396750e+03,3.0891266e+00,6.9498069e-02,1.0289575e-01,5.2398734e-02,8409,4282,85220496
rigidly,conformist,12,1.0066240e-02,37572,30356,754,3910,23974,17628,1.4637330e+02,3.1704234e+01,3.0890208e+00,1.1566265e-02,2.1035112e-02,7.9668741e-03,1505,570,85220496
predominantly,shiite,1925,2.7795630e+00,794,641,755,365,397,3323,2.2341882e+04,4.6318575e+03,3.0881905e+00,6.9416898e-02,4.1225083e-01,3.7862299e-02,50799,4663,85220496
vertically,downward,9,7.5249738e-03,45046,36288,756,4201,49748,9381,1.0978590e+02,2.3790987e+01,3.0878668e+00,1.0889292e-02,8.7221958e-03,1.4457461e-02,622,1031,85220496
below,normal,946,1.7662147e+00,1565,1292,757,1795,42462,104,1.0676433e+04,2.1706473e+03,3.0877303e+00,2.0907001e-02,1.0644235e-02,5.5708116e-01,1695,88801,85220496
independently,deployable,52,4.5338506e-02,14211,11547,758,1652,10861,9427,6.3207011e+02,1.3651257e+02,3.0874480e+00,2.2217475e-02,4.8556368e-02,1.4388497e-02,3611,1070,85220496
prodigiously,gifted,32,2.7575866e-02,19711,15992,759,2378,42515,3072,3.8934248e+02,8.4170443e+01,3.0874142e+00,1.6886544e-02,1.0625973e-02,4.0938178e-02,781,3009,85220496
roughly,triangular,163,1.7197229e-01,6249,5112,760,2545,1605,16858,1.9485108e+03,4.1441685e+02,3.0870002e+00,1.6026744e-02,2.1768644e-01,8.3124316e-03,19593,748,85220496
militantly,islamic,28,2.4184886e-02,21582,17468,761,2960,50364,2817,3.4058151e+02,7.3620946e+01,3.0869935e+00,1.4399589e-02,8.5924091e-03,4.4195929e-02,633,3256,85220496
breathlessly,aristocratic,6,5.0148969e-03,57840,46403,762,5568,60275,11045,7.3170613e+01,1.5861569e+01,3.0862609e+00,8.7783467e-03,6.7894080e-03,1.2386403e-02,484,883,85220496
lightly,scent,47,4.3514990e-02,15316,12484,763,4350,4574,25865,5.6810860e+02,1.2216073e+02,3.0847907e+00,1.0621469e-02,1.0647784e-01,5.5846259e-03,8409,441,85220496
foremost,requisite,7,5.8822821e-03,52642,42300,764,5113,34562,19787,8.5302008e+01,1.8488804e+01,3.0846450e+00,9.3833780e-03,1.3687201e-02,7.1296618e-03,981,511,85220496
inadvertently,homicidal,4,3.3441955e-03,73879,59242,765,7001,48670,22734,4.8762248e+01,1.0573895e+01,3.0844025e+00,7.3732719e-03,8.9611586e-03,6.2545943e-03,639,446,85220496
avowedly,pacifist,6,5.0347630e-03,57863,46421,766,5415,40565,18901,7.3120290e+01,1.5851266e+01,3.0843311e+00,8.9686099e-03,1.1247660e-02,7.4472321e-03,805,533,85220496
causally,reducible,9,7.5976089e-03,45089,36325,767,4068,43118,11488,1.0960604e+02,2.3753440e+01,3.0833500e+00,1.1159330e-02,1.0444243e-02,1.1958087e-02,752,861,85220496
pitch,black,217,3.4833388e-01,5143,4328,768,8150,99939,136,2.4872681e+03,5.1215679e+02,3.0823119e+00,6.5201388e-03,3.2794851e-03,4.8252296e-01,449,66114,85220496
stridently,anti-government,5,4.2091283e-03,64618,51833,769,6151,43034,21310,6.0893564e+01,1.3202417e+01,3.0822452e+00,8.1366965e-03,1.0473415e-02,6.6433975e-03,752,477,85220496
narrowly,focused,433,4.2451290e-01,2875,2339,770,401,11858,919,5.2059767e+03,1.1146730e+03,3.0820047e+00,6.4448910e-02,4.4545386e-02,1.1613272e-01,3725,9712,85220496
