hit_id,colloc,adv,adj,sent_text,sent_id,adv_index
nyt_eng_19940712_0270_18:5,incredibly_aggressive,incredibly,aggressive,"-LBQ-  I was never incredibly aggressive about my career , I must admit ,  -RDQ-  she says .",nyt_eng_19940712_0270_18,5
nyt_eng_19940715_0158_35:6,that_happy,that,happy,-LRB- Most adults are never that happy . -RRB-,nyt_eng_19940715_0158_35,6
nyt_eng_19940717_0092_26:31,too_embarrassed,too,embarrassed,"There were plugs as well  -COL-  Whoopi Goldberg , corralled for a pregame interview , mentioned her next movie , Perlman showed his latest CD , and PBS was never too embarrassed to let itself be promoted in comment after comment by its hosts .",nyt_eng_19940717_0092_26,31
nyt_eng_19940717_0172_1:6,so_silent,so,silent,The city had never been so silent .,nyt_eng_19940717_0172_1,6
nyt_eng_19940719_0009_4:31,quite_talented,quite,talented,"The new Cowboys coach has done enough cramming for this occupational test that , while he believes his team is the NFL 's most talented , it can never be quite talented enough .",nyt_eng_19940719_0009_4,31
nyt_eng_19940719_0042_33:5,really_afraid,really,afraid,-LBQ-  I was never really afraid of him .,nyt_eng_19940719_0042_33,5
nyt_eng_19940720_0176_15:5,as_reactionary,as,reactionary,But Goldwater was never as reactionary as his foes claimed .,nyt_eng_19940720_0176_15,5
nyt_eng_19940722_0335_35:25,directly_responsible,directly,responsible,"First , he has never run so large an operation , where so many decisions hinge on creative issues that he has never been directly responsible for .",nyt_eng_19940722_0335_35,25
nyt_eng_19940723_0212_73:11,as_bad,as,bad,-LBQ-  I always try to remember that you 're never as bad as people might say you are and you 're never as good as some think you are .,nyt_eng_19940723_0212_73,11
nyt_eng_19940723_0212_73:23,as_good,as,good,-LBQ-  I always try to remember that you 're never as bad as people might say you are and you 're never as good as some think you are .,nyt_eng_19940723_0212_73,23
nyt_eng_19940724_0181_7:4,really_worried,really,worried,I was never really worried .  -RDQ-,nyt_eng_19940724_0181_7,4
nyt_eng_19940725_0280_16:9,overly_concerned,overly,concerned,"Even Christian Lacroix , who has never been overly concerned with illuminating curves , spoke eagerly of his new  -LBQ-  hourglass look .  -RDQ-",nyt_eng_19940725_0280_16,9
nyt_eng_19940725_0441_2:7,terribly_complicated,terribly,complicated,But the spiel has never been terribly complicated .,nyt_eng_19940725_0441_2,7
nyt_eng_19940726_0135_17:6,too_late,too,late,Leonhardt says it 's never too late to create a reader .,nyt_eng_19940726_0135_17,6
nyt_eng_19940726_0165_41:28,that_sentimental,that,sentimental,"She spent the last five years of her life working hard for Unicef , -LRB- Harris calls her an angel of mercy , but SHE was never that sentimental -RRB- , and she died of colon cancer in 1993 .",nyt_eng_19940726_0165_41,28
nyt_eng_19940727_0166_12:16,too_high,too,high,"Many are even famous , or should be  -COL-   -LBQ-  Remember that stocks are never too high for you to begin buying or too low to begin selling .  -RDQ-",nyt_eng_19940727_0166_12,16
nyt_eng_19940727_0271_22:27,as_weak,as,weak,-LBQ-  The economy is never quite as strong as the people who are afraid that it is strong say it is and it is never quite as weak as the people who are afraid that it is weak .  -RDQ-,nyt_eng_19940727_0271_22,27
nyt_eng_19940727_0271_22:7,as_strong,as,strong,-LBQ-  The economy is never quite as strong as the people who are afraid that it is strong say it is and it is never quite as weak as the people who are afraid that it is weak .  -RDQ-,nyt_eng_19940727_0271_22,7
nyt_eng_19940727_0377_1:4,too_late,too,late,It 's never too late to start your career .,nyt_eng_19940727_0377_1,4
nyt_eng_19940731_0007_16:7,about_ambiance,about,ambiance,Winston Cup racing never has been about ambiance .,nyt_eng_19940731_0007_16,7
nyt_eng_19940731_0298_18:8,exactly_crowded,exactly,crowded,"Of course , it 's never been exactly crowded , but in the last few years the tourist business in the Catskills has hit hard times , some of the big hotels have foundered -- Grossinger 's went bankrupt in 1986 -- and the region 's economy has soured with them .",nyt_eng_19940731_0298_18,8
nyt_eng_19940801_0121_25:5,that_rosy,that,rosy,"Things were never quite that rosy , and today they are not rosy at all .",nyt_eng_19940801_0121_25,5
nyt_eng_19940801_0197_23:5,that_visible,that,visible,"His wounds were never that visible , but we came to know that they existed and were deep .",nyt_eng_19940801_0197_23,5
nyt_eng_19940801_0276_24:46,too_late,too,late,"Participants and fans alike acknowledged that the benefit could be viewed as somewhat late , coming 10 or 11 years after the epidemic was recognized , but the Rev. Cecil Williams of Glide Memorial Methodist Church in San Francisco said  -COL-   -LBQ-  It 's never too late .",nyt_eng_19940801_0276_24,46
nyt_eng_19940801_0276_8:5,too_late,too,late,"-LBQ-  It 's never too late , and it 's about time to do something like this ,  -RDQ-  shortstop Royce Clayton said in the dugout .",nyt_eng_19940801_0276_8,5
nyt_eng_19940803_0286_55:6,as_large,as,large,"His calf will never be as large as it was , Indelicato said , and Marino will continue to limp slightly until he recovers the other 5 percent of the strength in his leg .",nyt_eng_19940803_0286_55,6
nyt_eng_19940809_0028_22:6,really_good,really,good,-LBQ-  I 've never been really good at it .  -RDQ-,nyt_eng_19940809_0028_22,6
nyt_eng_19940810_0339_103:5,as_good,as,good,You 'll never be as good as the birds .  -RDQ-,nyt_eng_19940810_0339_103,5
nyt_eng_19940811_0318_15:17,so_explicit,so,explicit,"Salinas also promised to make the party independent of the state , though he was never so explicit about how he would do so .",nyt_eng_19940811_0318_15,17
nyt_eng_19940812_0222_21:23,so_good,so,good,"-LBQ-  Despite the loud rumbles of thunder , the reality is that it 's not raining outside and things have never been so good ,  -RDQ-  he told a state-owned network .",nyt_eng_19940812_0222_21,23
nyt_eng_19940812_0253_35:9,fully_alive,fully,alive,"Without that , freedom can never really be fully alive .",nyt_eng_19940812_0253_35,9
nyt_eng_19940813_0082_18:8,quite_clear,quite,clear,The purpose of his tape is never quite clear .,nyt_eng_19940813_0082_18,8
nyt_eng_19940813_0123_4:32,simply_black,simply,black,"Was Howe 's reaction sincere or staged ? Was he being silly or shrewd ? With Howe , one of the more animated personalities in baseball , the answer is never simply black and white .",nyt_eng_19940813_0123_4,32
nyt_eng_19940818_0203_2:10,completely_happy,completely,happy,I 'm beginning to think I 'll never be completely happy with a notebook or subnotebook machine .,nyt_eng_19940818_0203_2,10
nyt_eng_19940819_0199_2:10,completely_happy,completely,happy,I 'm beginning to think I 'll never be completely happy with a notebook or subnotebook machine .,nyt_eng_19940819_0199_2,10
nyt_eng_19940819_0256_29:8,quite_sure,quite,sure,"Sometimes unnerving because the reader is never quite sure who is telling the truth , the technique serves its purpose -- that the world of filmmaking is n't just work for these people , it is all there is , and everyone nurtures their role .",nyt_eng_19940819_0256_29,8
nyt_eng_19940821_0082_26:7,as_tough,as,tough,"-LBQ-  This business has never been as tough as today ,  -RDQ-  said Jutta Goss , the owner .",nyt_eng_19940821_0082_26,7
nyt_eng_19940824_0185_7:8,too_late,too,late,There are several reasons it 's never too late to get tickets for a concert through legal means .,nyt_eng_19940824_0185_7,8
nyt_eng_19940824_0388_1:8,too_careful,too,careful,Jeff Hostetler knows you can never be too careful .,nyt_eng_19940824_0388_1,8
nyt_eng_19940825_0018_1:8,too_careful,too,careful,Jeff Hostetler knows you can never be too careful .,nyt_eng_19940825_0018_1,8
nyt_eng_19940828_0144_50:8,absolutely_certain,absolutely,certain,"And three , you can never be absolutely certain that you 're right .",nyt_eng_19940828_0144_50,8
nyt_eng_19940829_0260_4:18,so_respected,so,respected,"Paradoxically , maiden names -- I 'll stick with the untried and true -- have never been so respected .",nyt_eng_19940829_0260_4,18
nyt_eng_19940830_0142_17:21,potty_trained,potty,trained,The toilet at the movie theater flushes itself every few minutes and traumatized one tot so she may never be potty trained .,nyt_eng_19940830_0142_17,21
nyt_eng_19940830_0337_14:5,typically_french,typically,french,"-LBQ-  It was never typically French ,  -RDQ-  said Ellin Saltzman , who was the fashion director of Bergdorf Goodman when Galeries Lafayette opened .",nyt_eng_19940830_0337_14,5
nyt_eng_19940830_0413_16:23,as_huge,as,huge,"-LBQ-  The World Cup is the same kind of thing , but the Olympics is an event that without television was never as huge as it is .",nyt_eng_19940830_0413_16,23
nyt_eng_19940831_0110_9:12,really_sure,really,sure,-LBQ-  It was important to David Cook that you were never really sure about his sexuality .,nyt_eng_19940831_0110_9,12
nyt_eng_19940904_0146_20:25,really_close,really,close,"So , of course , what do the Giants do when it counts ? They open a 21-3 lead , and it was never really close after that .",nyt_eng_19940904_0146_20,25
nyt_eng_19940904_0206_4:7,too_young,too,young,Students are learning you are never too young to become an entrepreneur .,nyt_eng_19940904_0206_4,7
nyt_eng_19940908_0192_8:20,quite_sure,quite,sure,One difference between hitting in cages and hitting against live pitching is that against a machine you are never quite sure of the moment that the ball will be released .,nyt_eng_19940908_0192_8,20
nyt_eng_19940909_0286_6:7,as_severe,as,severe,-LBQ-  But they 've never been as severe as this .  -RDQ-,nyt_eng_19940909_0286_6,7
nyt_eng_19940912_0011_22:4,too_obvious,too,obvious,It was never too obvious .,nyt_eng_19940912_0011_22,4
nyt_eng_19940912_0337_21:16,particularly_interesting,particularly,interesting,"As written and directed by Heywood Gould ,  -LBQ-  Trial By Jury  -RDQ-  is never particularly interesting despite its tense situation .",nyt_eng_19940912_0337_21,16
nyt_eng_19940913_0190_28:4,too_early,too,early,It 's never too early to think about this .,nyt_eng_19940913_0190_28,4
nyt_eng_19940914_0149_36:4,quite_right,quite,right,"They 're never quite right  -COL-  the crust not flaky enough , the filling too sweet .",nyt_eng_19940914_0149_36,4
nyt_eng_19940917_0051_8:4,very_healthy,very,healthy,"Democracy was never very healthy , never robust , in the noxious environs of the western half of the island of Hispaniola .",nyt_eng_19940917_0051_8,4
nyt_eng_19940917_0151_12:22,as_easy,as,easy,"Charles Stansifer , a professor of history at the University of Kansas , said history proves invasions of Haiti are never as easy as they first appear .",nyt_eng_19940917_0151_12,22
nyt_eng_19940919_0333_22:19,too_late,too,late,"-LBQ-  But for other reasons , like heart disease and to prevent bone loss , it 's never too late ,  -RDQ-  he said .",nyt_eng_19940919_0333_22,19
nyt_eng_19940920_0202_4:29,clinically_depressed,clinically,depressed,Popular literature and the clinical experience of psychiatrists have convinced many lay people and professionals that menopause increases the risk of depression in women who were never before clinically depressed and whose depression was not attributable to any life event .,nyt_eng_19940920_0202_4,29
nyt_eng_19940921_0143_8:18,that_innocent,that,innocent,But maybe such tireless searching for a scapegoat obscures the grim truth that America was never all that innocent to begin with .,nyt_eng_19940921_0143_8,18
nyt_eng_19940922_0170_18:8,very_funny,very,funny,"-LBQ-  Empty Nest  -RDQ-  has never been very funny , even though they 've added some solid performers , like Marsha Warfield -LRB-  -RDQ-  Night Court  -RDQ-  -RRB- and Estelle Getty , who keeps turning up with her Sophia character from  -LBQ-  Golden Girls .  -RDQ-",nyt_eng_19940922_0170_18,8
nyt_eng_19940922_0263_20:4,very_supportive,very,supportive,"-LBQ-  She was very supportive and never called me a knucklehead ,  -RDQ-  he said .",nyt_eng_19940922_0263_20,4
nyt_eng_19940922_0397_2:40,particularly_private,particularly,private,"There are those , of course , who would assert that Lois , the flamboyant and voluble creator of well-known campaigns like  -LBQ-  I want my MTV  -RDQ-  and  -LBQ-  Make time for Time ,  -RDQ-  has never been particularly private .",nyt_eng_19940922_0397_2,40
nyt_eng_19940923_0001_1:9,entirely_comfortable,entirely,comfortable,"To start with , Rob Johnson was never entirely comfortable with the posters and the photographers and the questions -- geez , all of the questions .",nyt_eng_19940923_0001_1,9
nyt_eng_19940925_0205_22:35,too_sure,too,sure,"-LBQ-  I ... think the -LRB- match -RRB- is a little bit in our favor ,  -RDQ-  he said ,  -LBQ-  but Davis Cup is such a different environment that you can never be too sure .",nyt_eng_19940925_0205_22,35
nyt_eng_19940928_0271_2:14,too_old,too,old,One of the rules about being a child is that you are never too old to learn from your parents .,nyt_eng_19940928_0271_2,14
nyt_eng_19940928_0304_83:5,as_religious,as,religious,I have never been as religious as I was during that dive .,nyt_eng_19940928_0304_83,5
nyt_eng_19940929_0044_54:4,too_early,too,early,It 's never too early to start rooting for the Gamecocks .  -RDQ-  .,nyt_eng_19940929_0044_54,4
nyt_eng_19940930_0004_2:6,that_close,that,close,"-LBQ-  I 've never been that close to an international person ,  -RDQ-  said 11-year-old Tim , astonished .",nyt_eng_19940930_0004_2,6
nyt_eng_19940930_0270_7:5,as_bad,as,bad,-LBQ-  It is never as bad as you think .,nyt_eng_19940930_0270_7,5
nyt_eng_19941005_0139_10:9,as_quiet,as,quiet,"Of course the streets of Moscow were never as quiet as those of the Albanian capital , Tirana .",nyt_eng_19941005_0139_10,9
nyt_eng_19941006_0317_8:6,too_surprised,too,surprised,"-LBQ-  You can never be too surprised one way or the other at Salomon 's results , because their earnings swing enormously from one quarter to the next ,  -RDQ-  said Guy Moszkowski , an analyst at Sanford C. Bernstein , an institutional brokerage and money manager .",nyt_eng_19941006_0317_8,6
nyt_eng_19941006_0403_12:14,as_wrenching,as,wrenching,"Her singing had beauty and shape , and if it she was never as wrenching as a Tosca should be , she offered moments that were both vocally and dramatically affecting .",nyt_eng_19941006_0403_12,14
nyt_eng_19941007_0325_24:7,as_innocent,as,innocent,"Later evidence suggests Bush was never as innocent as he let on , but he deserves some perverse credit -- I suppose -- for selecting his story and sticking to it no matter how often it was contradicted .",nyt_eng_19941007_0325_24,7
nyt_eng_19941008_0115_10:6,very_generous,very,generous,"Insurance plans have never been very generous with mental health care , but the managed-care companies are even more parsimonious .",nyt_eng_19941008_0115_10,6
nyt_eng_19941010_0463_44:7,as_simple,as,simple,"-LBQ-  I know it 's never as simple as they make it sound , but that does n't change the fact that we have to get these taxes under control ,  -RDQ-  she said .",nyt_eng_19941010_0463_44,7
nyt_eng_19941012_0007_23:10,as_strong,as,strong,"Historically , the hockey players union has never been as strong as baseball 's players association and for years it was run by a man with close ties to the owners .",nyt_eng_19941012_0007_23,10
nyt_eng_19941012_0133_18:6,that_simple,that,simple,"Alas , fashion is never that simple .",nyt_eng_19941012_0133_18,6
nyt_eng_19941012_0154_24:13,so_popular,so,popular,But Ike held to the belief that  -LBQ-  the seeker is never so popular as the sought .,nyt_eng_19941012_0154_24,13
nyt_eng_19941013_0254_3:5,quite_worthy,quite,worthy,It 's also never quite worthy of its excellent performances .,nyt_eng_19941013_0254_3,5
nyt_eng_19941015_0121_22:10,as_good,as,good,"-LBQ-  My motto is , ` You 're never as good as your best game and you 're never as bad as your worst . '",nyt_eng_19941015_0121_22,10
nyt_eng_19941015_0121_22:20,as_bad,as,bad,"-LBQ-  My motto is , ` You 're never as good as your best game and you 're never as bad as your worst . '",nyt_eng_19941015_0121_22,20
nyt_eng_19941017_0400_30:8,quite_sure,quite,sure,He said his customers were often never quite sure what they would encounter at an airport or on their flights .,nyt_eng_19941017_0400_30,8
nyt_eng_19941018_0429_52:4,really_sure,really,sure,You are never really sure you have the right answers until you do win .  -RDQ-,nyt_eng_19941018_0429_52,4
nyt_eng_19941019_0124_15:14,truly_liberated,truly,liberated,"In Ms. Tisdale 's view , sex in the cinema will never be truly liberated until it reflects the diversity of the audience .",nyt_eng_19941019_0124_15,14
nyt_eng_19941019_0157_12:6,as_close,as,close,"-LBQ-  I had never been as close to the corridors of power as on the morning of May 9 ,  -RDQ-  he says .",nyt_eng_19941019_0157_12,6
nyt_eng_19941020_0074_18:17,as_great,as,great,"Peach , they 'd know what it feels like to know that you can never be as great as that peach .",nyt_eng_19941020_0074_18,17
nyt_eng_19941025_0087_4:9,so_distressing,so,distressing,Home away from home has perhaps never been so distressing for the San Fernando Valley residents and countless numbers of their neighbors still displaced more than nine months after the Northridge Earthquake .,nyt_eng_19941025_0087_4,9
nyt_eng_19941026_0013_7:8,that_impressive,that,impressive,"The colt , Excavate , is never that impressive again .",nyt_eng_19941026_0013_7,8
nyt_eng_19941026_0128_6:30,quite_sure,quite,sure,"This was a three-bedroom apartment , but then , there were , oh , four , five , six or so others sharing the rent ; I was never quite sure exactly how many , but then , I do n't think anyone else was , either .",nyt_eng_19941026_0128_6,30
nyt_eng_19941028_0093_26:12,quite_sure,quite,sure,The funny thing about sports history is you can never be quite sure when you 're seeing it .,nyt_eng_19941028_0093_26,12
nyt_eng_19941030_0004_20:11,this_happy,this,happy,Added cornerback Teddy Lawrence  -COL-   -LBQ-  I 've never been this happy to get a win in my life .,nyt_eng_19941030_0004_20,11
nyt_eng_19941031_0274_2:6,as_lonely,as,lonely,"-- Horace Dove-Edwin was never as lonely in the starting blocks as he is today , laboring before a canvas in this third-floor art studio , trying to recapture his masterpiece .",nyt_eng_19941031_0274_2,6
nyt_eng_19941101_0007_10:15,so_graphic,so,graphic,"How much the Chiefs need Alt , a two-time Pro Bowler , was never so graphic as in the 44-10 loss to the Bills .",nyt_eng_19941101_0007_10,15
nyt_eng_19941101_0031_11:15,truly_conscious,truly,conscious,"The truth is that Chaplin , being his own director , was perhaps never truly conscious of the director as a separate entity .  -RDQ-",nyt_eng_19941101_0031_11,15
nyt_eng_19941103_0115_21:7,quite_clear,quite,clear,Especially so when it 's never quite clear how screenwriter Kathy McWorter and director Jon Avnet feel about fighting .,nyt_eng_19941103_0115_21,7
nyt_eng_19941108_0034_8:9,occasionally_invisible,occasionally,invisible,"Julie Andrews , 59 , who 's been occasionally invisible but never labeled a has been , is scheduled for her first Broadway opening in 34 years in April .",nyt_eng_19941108_0034_8,9
nyt_eng_19941110_0191_50:8,that_easy,that,easy,But things in Angola have never been that easy .,nyt_eng_19941110_0191_50,8
nyt_eng_19941110_0358_8:8,that_easy,that,easy,But things in Angola have never been that easy .,nyt_eng_19941110_0358_8,8
nyt_eng_19941111_0156_15:18,too_early,too,early,"Herman Belz , a presidential scholar at the University of Maryland , said it 's never  -LBQ-  too early ,  -RDQ-  adding  -COL-   -LBQ-  There are organizations that have to be put in place and money to be raised .  -RDQ-",nyt_eng_19941111_0156_15,18
nyt_eng_19941112_0029_8:12,starkly_evident,starkly,evident,"The hollowness of the dream of Afro-Asian commonality is never so starkly evident as when Pacific Rim countries get together , a number of them boasting higher living standards than some European nations .",nyt_eng_19941112_0029_8,12
nyt_eng_19941114_0383_15:4,terribly_important,terribly,important,NAFTA was never terribly important to the U.S. economy .  -RDQ-,nyt_eng_19941114_0383_15,4
nyt_eng_19941115_0266_36:64,fully_comprehended,fully,comprehended,"While  -LBQ-  arguments rumble on as to whether Guarneri del Gesu was insane , incompetent or a genius beyond our ken ,  -RDQ-  John Dilworth , a violin maker and critic , writes in the current issue of The Strad magazine , his instruments remain  -LBQ-  thrilling to the eye and the ear ,  -RDQ-  living proof that consummate artistry can never be fully comprehended .",nyt_eng_19941115_0266_36,64
nyt_eng_19941116_0009_16:5,quite_secure,quite,secure,"-LBQ-  She was never quite secure with it ,  -RDQ-  Nelson said yesterday from New York City .",nyt_eng_19941116_0009_16,5
nyt_eng_19941116_0138_55:12,as_profitable,as,profitable,-- The  -LBQ-  Star Trek  -RDQ-  movie franchise has never been as profitable as one might think because  -LBQ-  Star Trek  -RDQ-  has never done much business in the crucial overseas markets .,nyt_eng_19941116_0138_55,12
nyt_eng_19941116_0311_15:31,too_early,too,early,"Letterman , who has joked about how much he likes  -LBQ-  chicken pataki  -RDQ-  from food vendors , introduced him by saying ,  -LBQ-  You know , it 's never too early to start kissing up .  -RDQ-",nyt_eng_19941116_0311_15,31
nyt_eng_19941117_0064_6:39,lamentably_wide,lamentably,wide,"Many of Paglia 's thoughts -- or , as they say in academe , her discourse -- speak directly to the massive disconnect between America 's intellectuals and its people , a gap that has never been as lamentably wide as it is now .",nyt_eng_19941117_0064_6,39
nyt_eng_19941117_0319_18:10,that_bad,that,bad,He has long argued that the economy was never that bad .,nyt_eng_19941117_0319_18,10
nyt_eng_19941118_0180_22:6,as_bad,as,bad,"-LBQ-  The Jews were never as bad as this ,  -RDQ-  said one protestor ,",nyt_eng_19941118_0180_22,6
nyt_eng_19941118_0275_4:6,as_bad,as,bad,"-LBQ-  The Jews were never as bad as this ,  -RDQ-  said one protester , Fawzi Istambouli .",nyt_eng_19941118_0275_4,6
nyt_eng_19941122_0214_29:7,particularly_close,particularly,close,"The two men have never been particularly close , and during the campaign this year Dole declined to endorse Gingrich 's  -LBQ-  Contract with America .  -RDQ-",nyt_eng_19941122_0214_29,7
nyt_eng_19941122_0285_33:8,completely_dark,completely,dark,"Even at night , city is never completely dark .",nyt_eng_19941122_0285_33,8
nyt_eng_19941122_0342_42:44,totally_successful,totally,successful,"-LBQ-  Because until we , as a profession , accept a leadership role in the reform dialogue that is raging in this country , we will continue to be used as pawns in the game of education reform and we will never be totally successful in our primary mission of teaching .  -RDQ-",nyt_eng_19941122_0342_42,44
nyt_eng_19941123_0168_6:14,very_big,very,big,We can put aside the minor issue that these particular headlines were never very big in this hemisphere ; what 's important is that the film succeeds in its broader ambition .,nyt_eng_19941123_0168_6,14
nyt_eng_19941124_0066_4:5,very_popular,very,popular,The branch was never very popular with the people around here .,nyt_eng_19941124_0066_4,5
nyt_eng_19941125_0137_13:5,too_big,too,big,He had never been too big on Christmas but became a convert after reluctantly playing Santa .,nyt_eng_19941125_0137_13,5
nyt_eng_19941125_0280_10:10,as_clean,as,clean,"An ordinary  -LBQ-  analog  -RDQ-  radio signal is never as clean as the source of the music , and is vulnerable to interference from weather , geography and tall buildings .",nyt_eng_19941125_0280_10,10
nyt_eng_19941126_0054_49:9,as_bad,as,bad,The underlying message is that life is never as bad as it seems .  -RDQ-,nyt_eng_19941126_0054_49,9
nyt_eng_19941126_0185_32:11,as_good,as,good,"Coaches have said for decades that a team is never as good as people think when it 's winning , or as bad as people think when it 's losing .",nyt_eng_19941126_0185_32,11
nyt_eng_19941127_0181_38:39,too_late,too,late,Olivares said he hopes to work for the LAPD for at least 10 years and said that if there is any message that the public should take from his achievement it is this  -COL-   -LBQ-  It 's never too late to go out and get in shape and do whatever you want to do .  -RDQ-,nyt_eng_19941127_0181_38,39
nyt_eng_19941129_0271_5:14,politically_active,politically,active,"It was a painful learning experience for Kuykendall , who had never been politically active until July .",nyt_eng_19941129_0271_5,14
nyt_eng_19941130_0031_15:15,completely_happy,completely,happy,"His wife , Margaret , died in 1965 , and he was  -LBQ-  never completely happy again .  -RDQ-",nyt_eng_19941130_0031_15,15
nyt_eng_19941201_0053_2:8,so_stark,so,stark,"Of course , the division is never so stark in reality as it is in the mind .",nyt_eng_19941201_0053_2,8
nyt_eng_19941201_0108_31:5,as_good,as,good,"The savings are never as good as promised , but , on average , expect to save 50 percent of the usual cost .",nyt_eng_19941201_0108_31,5
nyt_eng_19941201_0119_15:18,so_popular,so,popular,"Jimmy Connors had his fans when he was a twentysomething tennis champion , but he was never so popular as when he made a run at the U.S. Open championship at 40 .",nyt_eng_19941201_0119_15,18
nyt_eng_19941201_0119_21:12,too_late,too,late,"-LBQ-  The most obvious lesson here is , it 's never too late to get into shape .",nyt_eng_19941201_0119_21,12
nyt_eng_19941201_0134_11:6,past_chin-length,past,chin-length,My hair will never be past chin-length again .  -RDQ-,nyt_eng_19941201_0134_11,6
nyt_eng_19941203_0029_36:7,so_happy,so,happy,"Slovo says he has never been so happy as during the past two years of negotiation , election and responsibility .",nyt_eng_19941203_0029_36,7
nyt_eng_19941205_0375_23:19,really_impressed,really,impressed,"An administration official who spoke on condition of anonymity said of Bentsen ,  -LBQ-  He 's never been really impressed with the White House staff .",nyt_eng_19941205_0375_23,19
nyt_eng_19941205_0419_22:5,too_early,too,early,But it 's never too early to look at the big picture and where we want to be down the line .,nyt_eng_19941205_0419_22,5
nyt_eng_19941206_0264_53:11,too_clever,too,clever,"Though Stoppard 's writing is clever , it 's never too clever by half .",nyt_eng_19941206_0264_53,11
nyt_eng_19941208_0005_17:15,truly_competitive,truly,competitive,"While there has been much talk about how American soccer players will never be truly competitive internationally until they get international experience , the unspoken counterpart to that is that it is the same for coaches .",nyt_eng_19941208_0005_17,15
nyt_eng_19941208_0007_8:5,too_old,too,old,"Proving you 're never too old to try something new , Raman appeared relieved and exhibited an accomplished look when he returned to the bench after the hour session , a faint smile on his face as he unlaced his skates and put on his shoes .",nyt_eng_19941208_0007_8,5
nyt_eng_19941208_0188_3:18,merely_subliminal,merely,subliminal,"But this work is also much more than a film score , because the music is never merely subliminal .",nyt_eng_19941208_0188_3,18
nyt_eng_19941209_0185_27:19,too_young,too,young,All are made in Asia by child labor in accord with his belief that people can never be too young to enjoy the fruits of the work ethic .,nyt_eng_19941209_0185_27,19
nyt_eng_19941210_0142_10:7,too_shy,too,shy,"Though shy , he was never too shy to tout his accomplishments , particularly before the Orange County Board of Supervisors .",nyt_eng_19941210_0142_10,7
nyt_eng_19941212_0266_27:8,so_bad,so,bad,She says the press has never been so bad or so partisan .,nyt_eng_19941212_0266_27,8
nyt_eng_19941215_0318_22:6,so_scared,so,scared,"-LBQ-  I 've never been so scared in my life as today ,  -RDQ-  said one 60-year-old woman , who wore thick , scratched glasses and a woolen shawl .",nyt_eng_19941215_0318_22,6
nyt_eng_19941216_0067_35:4,quite_sure,quite,sure,"I 'm never quite sure if the voices are really there , or if I 'm going off the deep end .",nyt_eng_19941216_0067_35,4
nyt_eng_19941216_0147_35:12,quite_willing,quite,willing,"She is a painstakingly slow writer , one who is never quite willing to relinquish the right to revise .",nyt_eng_19941216_0147_35,12
nyt_eng_19941216_0276_19:7,completely_certain,completely,certain,"-LBQ-  New markets are never as completely certain as old ones , and you are not sure of your relationships .  -RDQ-",nyt_eng_19941216_0276_19,7
nyt_eng_19941216_0320_31:9,entirely_svelte,entirely,svelte,Yet the actor knows he will never be entirely svelte .,nyt_eng_19941216_0320_31,9
