hit_id,adv_form,adj_form,token_str,text_window,masked,scores,moderate_total,precise_total,compare_total,weak_intense_total,meas_intense_total,mod_intense_total,good_intense_total,epistemic_total,serious_intense_total,observable_total,fear_intense_total,taboo_intense_total,absurd_intense_total,crazy_intense_total,disbelief_intense_total,unease_intense_total,excess_intense_total,max_intense_total,EDM_Morzycki_total,Mmod_SoltWilson_total,negative_total,positive_total,NPS_total,PS_rescuer_total,PPS_total,comparative_sample_total,sufficient_sample_total,intense_sample_total,min_threshold_sample_total,max_threshold_sample_total,extreme_sample_total
pcc_eng_29_109.3963_x1746616_20:15-16,more,powerful,"So , directly and through the patronage he controls , Mr. Botha now is more powerful than any previous South African prime minister , and he seems set to increase his power almost day by day .",Botha now is more powerful than any previous,"So , directly and through the patronage he controls , Mr. Botha now is [MASK] powerful than any previous South African prime minister , and he seems set to increase his power almost day by day .","{'more': 0.9605397582054138, 'less': 0.01822834461927414, 'increasingly': 0.003651148872449994, 'considerably': 0.0015412080101668835, 'greater': 0.0014774980954825878, 'immensely': 0.0013390911044552922, 'most': 0.0011025688145309687, 'quite': 0.0010149060981348157, 'very': 0.0007281685248017311, 'equally': 0.0006269678706303239, 'bigger': 0.000604836386628449, 'rather': 0.0005899200332351029, 'significantly': 0.0005613204557448626, 'stronger': 0.0005176410777494311, 'much': 0.0005031562759540975, 'vastly': 0.0003786030865740031, 'extremely': 0.00035667145857587457, 'somewhat': 0.00020038083312101662, 'better': 0.00019162788521498442, 'larger': 0.0001810331450542435, 'further': 0.0001609951868886128, 'far': 0.00016037424211390316, 'as': 0.00015114508278202266, 'growing': 0.00014818154159002006, 'hugely': 0.0001474911259720102, 'higher': 0.00013508279516827315, 'exceptionally': 0.0001208687899634242, 'politically': 0.00011341034405631945, 'certainly': 0.00011277314479229972, 'slightly': 0.00010169712186325341}",0.0001,0.0,0.97987,0.00174,0.00015,0.00036,0.0,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00079,0.0,0.0,0.0,0.0,0.00079,0.98002,0.0,0.0021,0.0001,0.0,0.0
pcc_eng_29_108.3330_x1734639_16:16-17,distinctly,male,"Her womanhood is in the control of men , her body the vessel for a distinctly male agenda .",vessel for a distinctly male agenda .,"Her womanhood is in the control of men , her body the vessel for a [MASK] male agenda .","{'purely': 0.0554485023021698, 'specific': 0.04253711923956871, 'dominant': 0.02260832116007805, 'male': 0.020267127081751823, 'larger': 0.018106691539287567, 'strong': 0.016081390902400017, 'broader': 0.015595033764839172, 'single': 0.013831297867000103, 'powerful': 0.013253280892968178, 'particular': 0.01161163579672575, 'desired': 0.010722015053033829, 'certain': 0.010706933215260506, 'masculine': 0.010176951065659523, 'mature': 0.010167885571718216, 'passionate': 0.009054516442120075, 'greater': 0.00810489896684885, 'legitimate': 0.007374037057161331, 'sinister': 0.006652528885751963, 'whole': 0.006640279665589333, 'radical': 0.006631261669099331, 'ruthless': 0.006307630334049463, 'potential': 0.006090416107326746, 'militant': 0.005639026872813702, 'compelling': 0.005592830944806337, 'conscious': 0.004941378254443407, 'wider': 0.004913005977869034, 'desirable': 0.0048592351377010345, 'true': 0.0045701065100729465, 'common': 0.004112760070711374, 'given': 0.00402895687147975}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pcc_eng_29_108.0894_x1730665_46:6-7,n't,enough,"Still , one month is n't enough to reverse the overall statewide downward trend .",one month is n't enough to reverse the,"Still , one month is [MASK] enough to reverse the overall statewide downward trend .","{'long': 0.14418838918209076, 'short': 0.06511009484529495, 'not': 0.04901334270834923, 'nearly': 0.03427625447511673, 'prosperous': 0.029243292286992073, 'good': 0.02797994576394558, 'close': 0.02305779978632927, 'significant': 0.022144800052046776, 'profitable': 0.02157466486096382, 'strong': 0.02099062316119671, 'just': 0.015325955115258694, 'productive': 0.011927571147680283, 'important': 0.01178832445293665, 'hard': 0.011682691052556038, 'warm': 0.010321566835045815, 'favorable': 0.010243846103549004, 'mild': 0.00957411527633667, 'fast': 0.00904941838234663, 'bright': 0.008269818499684334, 'big': 0.006949836853891611, 'low': 0.006191375199705362, 'slow': 0.0060771494172513485, 'large': 0.006076592952013016, 'far': 0.005739488638937473, 'successful': 0.005141714587807655, 'near': 0.0050879777409136295, 'tough': 0.004986651707440615, 'wet': 0.004840189125388861, 'roughly': 0.004836248699575663, 'clear': 0.004813361447304487}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01533,0.0,0.04901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01533
pcc_eng_29_109.5197_x1748575_326:21-22,most,productive,"The second has a positive impact on growth , because what really matters for growth is the success of the most productive people , and this encourages investment in physical and human capital .","success of the most productive people , and","The second has a positive impact on growth , because what really matters for growth is the success of the [MASK] productive people , and this encourages investment in physical and human capital .","{'economically': 0.4766707420349121, 'socially': 0.1984286904335022, 'most': 0.13359366357326508, 'highly': 0.03484230861067772, 'more': 0.01834406889975071, 'politically': 0.014809323474764824, 'less': 0.014168452471494675, 'sexually': 0.010537056252360344, 'physically': 0.008548260666429996, 'financially': 0.008507621474564075, 'very': 0.005708642303943634, 'extremely': 0.0055114771239459515, 'increasingly': 0.004817053209990263, 'potentially': 0.003973828162997961, 'globally': 0.003180151106789708, 'least': 0.0029886069241911173, 'locally': 0.0026324382051825523, 'mentally': 0.0023170628119260073, 'overly': 0.002056756289675832, 'emotionally': 0.0018333661137148738, 'culturally': 0.0016146621201187372, 'truly': 0.0015685403486713767, 'commercially': 0.0015495847910642624, 'relatively': 0.0011767508694902062, 'environmentally': 0.0011587998596951365, 'young': 0.0010540718212723732, 'moderately': 0.0010379289742559195, 'social': 0.001001914613880217, 'technically': 0.000996410846710205, 'already': 0.0009356325608678162}",0.00104,0.0,0.16909,0.00571,0.03484,0.00551,0.0,0.00157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17027,0.0,0.01122,0.0,0.0,0.0
pcc_eng_29_109.1833_x1743235_23:3-4,increasingly,conservative,"When an increasingly conservative newspaper company fires an already publicly conservative employee for apparently offending a liberal interest group , it leaves some people scratching their heads .",When an increasingly conservative newspaper company fires,"When an [MASK] conservative newspaper company fires an already publicly conservative employee for apparently offending a liberal interest group , it leaves some people scratching their heads .","{'openly': 0.23865149915218353, 'unnamed': 0.2064427137374878, 'influential': 0.05396747589111328, 'outspoken': 0.026942916214466095, 'anonymous': 0.02414891868829727, 'ostensibly': 0.020552875474095345, 'american': 0.020244866609573364, 'apparently': 0.019657624885439873, 'extremely': 0.01649230346083641, 'allegedly': 0.01628623902797699, 'overly': 0.01205245591700077, 'online': 0.01035213377326727, 'independent': 0.009607021696865559, 'outraged': 0.009207308292388916, 'illegal': 0.00903257355093956, 'underground': 0.00800620298832655, 'intensely': 0.0074310689233243465, 'angry': 0.006954556331038475, 'alleged': 0.006948443595319986, 'established': 0.006397605407983065, 'ontario': 0.005983161740005016, 'explicitly': 0.004690982401371002, 'irish': 0.004539671819657087, 'unrelated': 0.0042434497736394405, 'entire': 0.004233312327414751, 'alternative': 0.004231632687151432, 'advertising': 0.003932525869458914, 'editorial': 0.0038858619518578053, 'incumbent': 0.003717088606208563, 'unusually': 0.003639694768935442}",0.0,0.0,0.0,0.0,0.0,0.01649,0.0,0.0,0.0,0.23865,0.0,0.0,0.0,0.0,0.0,0.0,0.01205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01649,0.0,0.0,0.0
pcc_eng_29_109.0424_x1740991_28:8-9,demonstrably,effective,""" The treatment -- perhaps crude but demonstrably effective -- is to find these local infestations when they are small [ 20 to 50 trees ] and cut the trees down , "" says Ayres .",perhaps crude but demonstrably effective -- is to,""" The treatment -- perhaps crude but [MASK] effective -- is to find these local infestations when they are small [ 20 to 50 trees ] and cut the trees down , "" says Ayres .","{'certainly': 0.10850858688354492, 'equally': 0.1054401770234108, 'very': 0.05600077658891678, 'reasonably': 0.03989139944314957, 'quite': 0.038566187024116516, 'wholly': 0.023435495793819427, 'fairly': 0.022900233045220375, 'highly': 0.020145326852798462, 'rather': 0.020121710374951363, 'perhaps': 0.019229698926210403, 'potentially': 0.017134593799710274, 'probably': 0.017049750313162804, 'relatively': 0.016148416325449944, 'not': 0.01605878956615925, 'surprisingly': 0.015850884839892387, 'somewhat': 0.014837200753390789, 'technically': 0.014035820960998535, 'remarkably': 0.014026347547769547, 'extremely': 0.013878650963306427, 'apparently': 0.013753282837569714, 'immensely': 0.012124873697757721, 'possibly': 0.011176936328411102, 'most': 0.01111177634447813, 'undoubtedly': 0.010907428339123726, 'entirely': 0.010065360926091671, 'really': 0.009673533961176872, 'more': 0.00894688069820404, 'totally': 0.007710891310125589, 'ultimately': 0.007379800081253052, 'definitely': 0.0068452381528913975}",0.03989,0.0,0.02006,0.10424,0.02015,0.02394,0.0,0.12626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00771,0.0,0.05786,0.01606,0.0,0.0,0.0,0.05786,0.03621,0.0,0.11812,0.0,0.0,0.0
pcc_eng_29_108.2074_x1732562_030:7-8,very,latest,"All our doors benefit from the very latest in multi point locking systems , high security anti-bump cylinders , top quality handles and ultra reliable hinges and sliding mechanisms .",benefit from the very latest in multi point,"All our doors benefit from the [MASK] latest in multi point locking systems , high security anti-bump cylinders , top quality handles and ultra reliable hinges and sliding mechanisms .","{'latest': 0.7819900512695312, 'very': 0.056241296231746674, 'recent': 0.017492132261395454, 'current': 0.015910418704152107, 'technological': 0.013873620890080929, 'relatively': 0.009241683408617973, 'newest': 0.00812077708542347, 'modern': 0.007843882776796818, 'new': 0.006268389523029327, 'brand': 0.003452301025390625, 'newer': 0.0033589056693017483, 'technology': 0.003266815561801195, 'advanced': 0.002921022940427065, 'extremely': 0.0026195519603788853, 'innovative': 0.002294030971825123, 'proven': 0.002105388091877103, 'recently': 0.0020959482062608004, 'patented': 0.00184634851757437, 'standard': 0.0013322315644472837, 'unique': 0.0011395902838557959, 'technologies': 0.0011107849422842264, 'emerging': 0.0010150655871257186, 'comparatively': 0.0009855228709056973, 'aforementioned': 0.0008735416922718287, 'most': 0.0007746741757728159, 'developments': 0.0007669662008993328, 'sophisticated': 0.0007085205870680511, 'highly': 0.0006935553392395377, 'excellent': 0.0006662355153821409, 'more': 0.0006383359432220459}",0.0,0.0,0.00141,0.05624,0.00069,0.00262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01065,0.0,0.05886,0.0,0.0,0.0
pcc_eng_29_108.3396_x1734743_054:1-2,So,many,So many people are stumbling through life .,So many people are stumbling, [MASK] many people are stumbling through life .,"{'how': 0.13004063069820404, 'so': 0.08299867808818817, 'nowadays': 0.05126740038394928, '•': 0.04722294583916664, 'today': 0.03517419844865799, 'sometimes': 0.025833552703261375, 'unfortunately': 0.023714296519756317, 'and': 0.02232954651117325, 'but': 0.02145269326865673, '""': 0.01894223876297474, 'because': 0.018350178375840187, 'here': 0.01633685640990734, 'where': 0.014761490747332573, 'thus': 0.013541636988520622, 'now': 0.01054768543690443, '“': 0.010459521785378456, 'yet': 0.010420373640954494, 'why': 0.009443997405469418, 'while': 0.008893701247870922, '…': 0.007076361682265997, 'lately': 0.006952535826712847, 'perhaps': 0.006617395672947168, 'too': 0.0064952014945447445, 'sadly': 0.006262070033699274, '...': 0.00596200954169035, 'whereas': 0.005626193713396788, 'that': 0.005454878322780132, 'hence': 0.0051742796786129475, 'apparently': 0.005166974384337664, 'as': 0.0051392544992268085}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01042,0.0065,0.0,0.00514,0.08949,0.0,0.0,0.0,0.0
pcc_eng_29_109.6615_x1750905_01:5-6,more,effective,Electronic cigarettes are proving more effective than conventional nicotine - replacement products .,cigarettes are proving more effective than conventional nicotine,Electronic cigarettes are proving [MASK] effective than conventional nicotine - replacement products .,"{'less': 0.5897684693336487, 'more': 0.3612458109855652, 'significantly': 0.007002724800258875, 'commercially': 0.00504913367331028, 'better': 0.004248627461493015, 'increasingly': 0.002275558188557625, 'economically': 0.0021493779495358467, 'relatively': 0.0015242258086800575, 'safer': 0.0013695412781089544, 'very': 0.001368842669762671, 'considerably': 0.0013049485860392451, 'somewhat': 0.0011640372686088085, 'much': 0.0009370417683385313, 'equally': 0.0009297204087488353, 'rather': 0.0007966955308802426, 'slightly': 0.0007944762473925948, 'cost': 0.0006931362440809608, 'particularly': 0.0006570409750565886, 'substantially': 0.0006314526544883847, 'comparatively': 0.0005820816732011735, 'quite': 0.0005257751909084618, 'further': 0.0005250623798929155, 'faster': 0.0004952459712512791, 'similarly': 0.0004895823658443987, 'highly': 0.0004690039495471865, 'cheaper': 0.00040801585419103503, 'fewer': 0.0003936265129595995, 'greater': 0.0003762418928090483, 'most': 0.00035816527088172734, 'moderately': 0.0003059745067730546}",0.0011,0.0,0.95137,0.00189,0.00047,0.00066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196,0.0,0.0,0.0,0.0,0.00196,0.9529,0.0,0.00255,0.00079,0.0,0.0
pcc_eng_29_109.5541_x1749149_25:31-32,extremely,limited,"On top of that , I 'm never fully aware of the context and nuances behind a particular story about George Washington , so my read of the history is extremely limited and probably very inaccurate .",the history is extremely limited and probably very,"On top of that , I 'm never fully aware of the context and nuances behind a particular story about George Washington , so my read of the history is [MASK] limited and probably very inaccurate .","{'very': 0.27342766523361206, 'extremely': 0.1724325567483902, 'somewhat': 0.05977277085185051, 'severely': 0.04932808503508568, 'fairly': 0.04622028395533562, 'quite': 0.04565510153770447, 'rather': 0.038419608026742935, 'highly': 0.02051313780248165, 'relatively': 0.017755724489688873, 'considerably': 0.015339824371039867, 'too': 0.011483126319944859, 'often': 0.009928562678396702, 'probably': 0.009401240386068821, 'pretty': 0.008142312988638878, 'generally': 0.007643136661499739, 'usually': 0.007440806832164526, 'strictly': 0.00580275384709239, 'comparatively': 0.005528808105736971, 'incredibly': 0.005104081239551306, 'totally': 0.004625469911843538, 'greatly': 0.004364811349660158, 'certainly': 0.003951245918869972, 'mostly': 0.003875996917486191, 'really': 0.0038757126312702894, 'terribly': 0.0037120995111763477, 'remarkably': 0.003687147982418537, 'technically': 0.0034371097572147846, 'significantly': 0.0033617999870330095, 'vastly': 0.003254351671785116, 'widely': 0.0032214471139013767}",0.0,0.0,0.0,0.32296,0.0281,0.17243,0.0,0.00395,0.0,0.0,0.00371,0.0,0.0,0.0,0.0051,0.0,0.0,0.00463,0.0,0.15255,0.0,0.01737,0.0,0.01148,0.15255,0.01776,0.01148,0.49539,0.0,0.0,0.0
pcc_eng_29_109.1399_x1742565_04:12-13,environmentally,safe,All calendar pages are printed on FSC certified paper and use environmentally safe inks .,paper and use environmentally safe inks .,All calendar pages are printed on FSC certified paper and use [MASK] safe inks .,"{'environmentally': 0.0544341616332531, 'certified': 0.053414665162563324, 'specially': 0.046343423426151276, 'uv': 0.04000512510538101, 'carbon': 0.03570352867245674, 'fda': 0.021214216947555542, 'ultra': 0.01938873901963234, 'recycled': 0.008374101482331753, 'quality': 0.00783802941441536, 'special': 0.007298332639038563, 'adobe': 0.00720818480476737, 'no': 0.006320006214082241, 'very': 0.005876448005437851, 'only': 0.005826812237501144, 'google': 0.00560867739841342, 'fully': 0.005223294720053673, 'relatively': 0.004819546360522509, 'highly': 0.004722567740827799, 'extremely': 0.004628829658031464, 'microsoft': 0.004551969468593597, 'all': 0.004447279963642359, 'seal': 0.003919693175703287, 'computer': 0.0039110975340008736, 'battery': 0.0038717908319085836, 'paper': 0.0035289551597088575, 'magnetic': 0.003523895749822259, 'optical': 0.0033235657028853893, 'color': 0.0032810347620397806, 'proprietary': 0.0032544629648327827, 'thermal': 0.003182516433298588}",0.0,0.0,0.0,0.00588,0.00472,0.00463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00583,0.0,0.00482,0.0,0.01051,0.0,0.00522,0.0
pcc_eng_29_109.1391_x1742544_32:2-3,very,public,Three very public mea culpas should be sufficient .,Three very public mea culpas should,Three [MASK] public mea culpas should be sufficient .,"{'separate': 0.06216997653245926, 'hundred': 0.02772812359035015, 'thousand': 0.02592606656253338, 'additional': 0.02577296644449234, '##fold': 0.02193865180015564, 'million': 0.01929772086441517, 'more': 0.017724990844726562, 'billion': 0.016867075115442276, 'dozen': 0.015843624249100685, 'minute': 0.015038657933473587, 'percent': 0.01273701898753643, 'yearly': 0.012193934991955757, 'weekly': 0.009784030728042126, 'different': 0.009719688445329666, 'days': 0.009380919858813286, 'successive': 0.008248590864241123, 'monthly': 0.008184462785720825, 'consecutive': 0.006925373803824186, 'minimum': 0.006720654666423798, 'other': 0.006628839764744043, 'months': 0.006517293397337198, 'daily': 0.006272908765822649, 'years': 0.006272367667406797, 'common': 0.006097686011344194, 'weeks': 0.0059440853074193, 'mandatory': 0.00588972307741642, 'hours': 0.005650673061609268, 'annual': 0.005439111962914467, 'effective': 0.005076772067695856, 'distinct': 0.004303157329559326}",0.0,0.0,0.01772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01772,0.0,0.0,0.0,0.0,0.0
pcc_eng_29_109.5721_x1749432_3:09-10,too,mainstream,"When eating ice cream on the street seems too mainstream , how about a treat in a laboratory ?","the street seems too mainstream , how about","When eating ice cream on the street seems [MASK] mainstream , how about a treat in a laboratory ?","{'quite': 0.18998655676841736, 'fairly': 0.1536848098039627, 'pretty': 0.06535062193870544, 'less': 0.06497669219970703, 'more': 0.05113447830080986, 'somewhat': 0.04513411223888397, 'relatively': 0.045009762048721313, 'too': 0.04005095362663269, 'very': 0.02688109315931797, 'rather': 0.017583027482032776, 'overly': 0.016816016286611557, 'reasonably': 0.015499870292842388, 'increasingly': 0.015311302617192268, 'generally': 0.011171199381351471, 'hardly': 0.010374471545219421, 'really': 0.007670428138226271, 'perfectly': 0.006920714862644672, 'not': 0.006877966690808535, 'totally': 0.0068398648872971535, 'comparatively': 0.006341890431940556, 'almost': 0.005807924550026655, 'surprisingly': 0.005375938955694437, 'like': 0.004940807353705168, 'decidedly': 0.004706317093223333, 'so': 0.004278804641216993, 'socially': 0.004243288654834032, 'completely': 0.004007549956440926, 'extremely': 0.003942376002669334, 'usually': 0.003589197527617216, 'unusually': 0.003525608219206333}",0.0155,0.0,0.11611,0.22454,0.0,0.00394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01682,0.01777,0.0,0.28175,0.01725,0.00359,0.0,0.04005,0.28175,0.16112,0.04433,0.22848,0.0,0.01093,0.0
pcc_eng_29_108.5980_x1738915_05:3-4,really,difficult,undeniable is really difficult to move around especially when associated to a sinusitis infection ; matters can become troublesome whereas they are very difficult to manage .,undeniable is really difficult to move around,undeniable is [MASK] difficult to move around especially when associated to a sinusitis infection ; matters can become troublesome whereas they are very difficult to manage .,"{'very': 0.2752990126609802, 'extremely': 0.2685931324958801, 'often': 0.09068672358989716, 'sometimes': 0.07669591158628464, 'also': 0.029743067920207977, 'therefore': 0.019475199282169342, 'particularly': 0.019187679514288902, 'usually': 0.01779518835246563, 'generally': 0.015183350071310997, 'especially': 0.013137426227331161, 'quite': 0.010173545219004154, 'exceptionally': 0.008048742078244686, 'frequently': 0.007563415914773941, 'potentially': 0.006404160056263208, 'typically': 0.005332724656909704, 'always': 0.0048811715096235275, 'relatively': 0.004811814986169338, 'highly': 0.004663072992116213, 'physically': 0.004654653370380402, 'incredibly': 0.004647884052246809, 'still': 0.004456102382391691, 'increasingly': 0.004126260988414288, 'most': 0.003217217745259404, 'really': 0.0031799667049199343, 'thus': 0.003089318750426173, 'inherently': 0.003012265544384718, 'fairly': 0.0026249317452311516, 'normally': 0.002592082368209958, 'somewhat': 0.0024301514495164156, 'considered': 0.002365073887631297}",0.0,0.0,0.00322,0.28865,0.00466,0.30092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00465,0.0,0.0,0.0,0.0,0.00506,0.0,0.12885,0.0,0.0,0.00506,0.00803,0.0,0.57643,0.0,0.0,0.0
pcc_eng_29_108.2306_x1732946_09:6-7,more,new,Check the product page for more new features !,product page for more new features !,Check the product page for [MASK] new features !,"{'any': 0.33503055572509766, 'some': 0.05616854503750801, 'all': 0.04839294031262398, 'the': 0.03157845139503479, 'these': 0.023930951952934265, 'your': 0.021906539797782898, 'their': 0.019888045266270638, 'those': 0.018754202872514725, 'brand': 0.015066931024193764, 'more': 0.01433196198195219, 'upcoming': 0.012846904806792736, 'its': 0.012796166352927685, 'possible': 0.012272280640900135, 'potential': 0.01046933513134718, 'adding': 0.008720818907022476, 'many': 0.007785679306834936, 'various': 0.006412560120224953, 'several': 0.005573454312980175, 'future': 0.005426043178886175, 'additional': 0.0048540011048316956, 'new': 0.004756805952638388, 'added': 0.0046069687232375145, 'our': 0.004543787334114313, 'finding': 0.004213389940559864, 'exciting': 0.003659518901258707, 'most': 0.003601072821766138, 'potentially': 0.0034296067897230387, 'other': 0.003281737444922328, 'certain': 0.0032774072606116533, 'two': 0.0030778776854276657}",0.0,0.0,0.01793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05617,0.0,0.0,0.0,0.01793,0.0,0.0,0.0,0.0,0.0
pcc_eng_29_109.5643_x1749303_07:7-8,too,much,"But none of it has revealed too much of the story or all of the hacks that you can do ( Maybe shown 10 or so Major hacks out of the 100 's """,it has revealed too much of the story,"But none of it has revealed [MASK] much of the story or all of the hacks that you can do ( Maybe shown 10 or so Major hacks out of the 100 's ""","{'how': 0.7685409188270569, 'too': 0.05359493941068649, 'very': 0.03347082808613777, 'so': 0.02796061523258686, 'that': 0.025872835889458656, 'really': 0.022563287988305092, 'quite': 0.01739928126335144, 'as': 0.0070604076609015465, 'exactly': 0.005675031337887049, 'absolutely': 0.002812944818288088, 'either': 0.0028028548695147038, 'this': 0.002187675330787897, '""': 0.0018299974035471678, 'not': 0.0017263861373066902, 'pretty': 0.001484172185882926, 'like': 0.0009160988847725093, '...': 0.0007244678563438356, 'truly': 0.0006707981810905039, 'out': 0.0005783008527942002, 'the': 0.0005595971597358584, 'completely': 0.0005419996450655162, 'a': 0.0005395664484240115, 'actually': 0.0004908691626042128, 'in': 0.00043982849456369877, 'or': 0.0004223537689540535, ',': 0.0004168777959421277, '.': 0.0004091947921551764, 'why': 0.00040697120130062103, 'what': 0.00035670341458171606, 'relatively': 0.0003428397758398205}",0.0,0.00568,0.0,0.07343,0.0,0.0,0.0,0.00116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054,0.00281,0.00148,0.00173,0.0,0.00568,0.05359,0.00148,0.0074,0.08156,0.07343,0.0,0.00054,0.00281
pcc_eng_29_108.1176_x1731120_16:35-36,most,convenient,Many of the tourists prefer visiting the mesmerizing destination in the winter season as they get a chance to explore the wildlife national parks and other attractive locations all around the city wearing the most convenient and comfortable apparels .,city wearing the most convenient and comfortable apparels,Many of the tourists prefer visiting the mesmerizing destination in the winter season as they get a chance to explore the wildlife national parks and other attractive locations all around the city wearing the [MASK] convenient and comfortable apparels .,"{'most': 0.9032711982727051, 'more': 0.02526094950735569, 'same': 0.00610005808994174, 'best': 0.004451802931725979, 'latest': 0.004424971528351307, 'least': 0.003392233746126294, 'usual': 0.0032030995935201645, 'many': 0.0029689103830605745, 'less': 0.0019294718513265252, 'very': 0.0019031093688681722, 'highly': 0.0015738244401291013, 'relatively': 0.0014194189570844173, 'finest': 0.0008565899333916605, 'extremely': 0.000828397402074188, 'appropriate': 0.0007982305833138525, 'newest': 0.000731772044673562, 'aforementioned': 0.0006831274949945509, 'specially': 0.0006574129220098257, 'only': 0.0006243323441594839, 'incredibly': 0.0005617105052806437, 'nearest': 0.0005538850091397762, 'locally': 0.0005450981552712619, 'culturally': 0.0005400812369771302, 'naturally': 0.00048003188567236066, 'tourist': 0.00047037433250807226, 'environmentally': 0.0004162834957242012, 'otherwise': 0.00041501599480398, 'somewhat': 0.00039408207521773875, 'necessary': 0.00038216589018702507, 'traditional': 0.0003665791591629386}",0.0,0.0,0.93385,0.0019,0.00157,0.00083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00056,0.0,0.0,0.0,0.0,0.00039,0.0,0.0,0.0,0.00062,0.00039,0.93527,0.0,0.00273,0.0,0.0,0.0
pcc_eng_29_109.4156_x1746935_07:8-9,so,much,I am proud my staff has invested so much effort into getting better .,staff has invested so much effort into getting,I am proud my staff has invested [MASK] much effort into getting better .,"{'so': 0.5982178449630737, 'too': 0.3236846327781677, 'very': 0.059701841324567795, 'pretty': 0.0060596768744289875, 'quite': 0.001927039003930986, 'that': 0.0017489989986643195, 'this': 0.0014107960741966963, 'such': 0.0011326490202918649, 'really': 0.0007372453110292554, 'in': 0.0005235420539975166, 'extremely': 0.000490592559799552, 'how': 0.00029643537709489465, 'as': 0.0002658544108271599, 'incredibly': 0.00023182440781965852, 'a': 0.00021969205408822745, 'relatively': 0.00019285859889350832, 'rather': 0.00017367217515129596, 'extra': 0.00015728191647212952, 'enough': 0.00011396197078283876, 'sufficiently': 0.00010905940871452913, 'thus': 0.00010564595140749589, 'our': 0.00010547260171733797, 'great': 9.140479960478842e-05, 'us': 8.505657024215907e-05, 'exceptionally': 8.119220001390204e-05, 'remarkably': 7.924735109554604e-05, 'fairly': 7.384361379081383e-05, 'more': 6.341643893392757e-05, 'their': 5.9336602134862915e-05, 'immensely': 5.884391430299729e-05}",0.0,0.0,6e-05,0.06237,0.0,0.00049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023,0.0,0.0,0.0,0.0,0.00631,0.0,0.0,0.0,0.3238,0.00631,0.00052,0.92202,0.06286,0.0,0.0,0.0
