sent_id|conllu_id|doc_id|sent_int|prev_id|next_id|prev_text|sent_text|next_text
nyt_eng_20040504_0010_13|nyt_eng_200405|nyt_eng_20040504_0010|13|nyt_eng_20040504_0010_12|nyt_eng_20040504_0010_14|What ia -LCB- gs the May 15 vote particularly intriguing is that the competition to host the Cup pits four countries from North Africa _ Egypt , Libya , Morocco and Tunisia _ against South Africa , the only candydate fettani , president of the group organizing Morocco 's bid .|And the politics have never been more complicated or fraught with implications for the world as a whole .|In a post-Sept . 11 environment , security issues are paramount .
nyt_eng_20040504_0007_46|nyt_eng_200405|nyt_eng_20040504_0007|46|nyt_eng_20040504_0007_45|nyt_eng_20040504_0007_47|He makes some great decisions .|He 's not as young as his age -LRB- might suggest -RRB- .|He understands the game , and he understands what we want .  -RDQ- 
nyt_eng_20040504_0007_12|nyt_eng_200405|nyt_eng_20040504_0007|12|nyt_eng_20040504_0007_11|nyt_eng_20040504_0007_13|But numbers like those are old hat for the 21-year-old point guard .|No , the difference between Parker this year and the kid of a year or two ago is as subtle as a shake of the head .|That 's it .
nyt_eng_20040504_0006_10|nyt_eng_200405|nyt_eng_20040504_0006|10|nyt_eng_20040504_0006_9|nyt_eng_20040504_0006_11| -LBQ-  I 've got the uniform on , my mom can still call me from the Bahamas and see her son is still alive , and that makes her feel good ,  -RDQ-  he said .| -LBQ-  It 's everything else she writes in the e-mail after that that 's not too pleasant .|I 'm not sure how to answer it .
nyt_eng_20040504_0005_21|nyt_eng_200405|nyt_eng_20040504_0005|21|nyt_eng_20040504_0005_20|nyt_eng_20040504_0005_22|It was Lucci -LRB- Dellucci -RRB- .  -RDQ- |Although it sounds simple to keep track of , players are n't always sure how many outs , balls or strikes there are .|Sometimes the scoreboard is wrong , and sometimes they just lose focus .
nyt_eng_20040504_0003_23|nyt_eng_200405|nyt_eng_20040504_0003|23|nyt_eng_20040504_0003_22|nyt_eng_20040504_0003_24|It could have been an excuse to be bad , but he did n't look at it that way .  -RDQ- |Said Teixeira ,  -LBQ-  It was n't too tough .|Fielding ground balls is the same at first base as third base .
nyt_eng_20040503_0055_16|nyt_eng_200405|nyt_eng_20040503_0055|16|nyt_eng_20040503_0055_15|nyt_eng_20040503_0055_17|The Fed learned from that mistake , economists say , and it has improved communications markedly .|Still , they add , it 's not always easy to figure out what policy makers want .|Part of the problem is that Fed officials have to be vague to leave themselves room to react to unpredictable economic changes .
nyt_eng_20040503_0043_28|nyt_eng_200405|nyt_eng_20040503_0043|28|nyt_eng_20040503_0043_27|nyt_eng_20040503_0043_29|The departure of all those great players just makes room for other very talented players .| -LBQ-  Nothing is more important than talent .|We all know that ,  -RDQ-  Coker said .
nyt_eng_20040503_0024_11|nyt_eng_200405|nyt_eng_20040503_0024|11|nyt_eng_20040503_0024_10|nyt_eng_20040503_0024_12|Architeuthis , they say , may not be so long in the tooth , and reports of its depth may be greatly exaggerated .|The researchers studied one of the squid 's smallest features , a bonelike particle called a statolith that is not much larger than a grain of sand .|Statoliths , which are found in the squid 's head and help it maintain equilibrium , grow through the buildup of calcium carbonate in discrete rings .
nyt_eng_20040503_0024_10|nyt_eng_200405|nyt_eng_20040503_0024|10|nyt_eng_20040503_0024_9|nyt_eng_20040503_0024_11|But research by Landman and colleagues from the State University of New York at Stony Brook and other institutions may help dispel some of th % mXths .|Architeuthis , they say , may not be so long in the tooth , and reports of its depth may be greatly exaggerated .|The researchers studied one of the squid 's smallest features , a bonelike particle called a statolith that is not much larger than a grain of sand .
nyt_eng_20040503_0022_7|nyt_eng_200405|nyt_eng_20040503_0022|7|nyt_eng_20040503_0022_6|nyt_eng_20040503_0022_8|Mockingbirds are part of the family Mimidae ; virtually all its species mimic all kinds of sounds .|Their song-making anatomy  -LBQ-  is not really different from that of any other songbird ,  -RDQ-  Cracraft said .| -LBQ-  What is probably different is their neuroanatomy , their neural connections , but that would be hard to determine .  -RDQ- 
nyt_eng_20040502_0041_44|nyt_eng_200405|nyt_eng_20040502_0041|44|nyt_eng_20040502_0041_43||When the Rangers begin going down to injuries and there is no comparable life .|Life is not always fair , and neither is baseball .|
nyt_eng_20040502_0037_10|nyt_eng_200405|nyt_eng_20040502_0037|10|nyt_eng_20040502_0037_9|nyt_eng_20040502_0037_11|Encarnacion is batting .409 over the last six games and has four home runs .|Last year , he hit 19 , but he said his milestone home run was n't necessarily more special than the other 99 .| -LBQ-  It 's another homer ,  -RDQ-  Encarnacion said .
nyt_eng_20040502_0017_41|nyt_eng_200405|nyt_eng_20040502_0017|41|nyt_eng_20040502_0017_40|nyt_eng_20040502_0017_42|Before he decided to head to Iraq , Hamill had been working two jobs , milking his cows one day , driving a milk truck the next day on a route connecting the county 's dairy operations , friends said .|But it was not quite enough .| -LBQ-  He just got behind with low milk prices and all and high feed priae -LCB- - had to close the dairy out ,  -RDQ-  said Victor B. Allsup , 69 , a dairy farmer who said he has known Hamill since he was a young boy .
nyt_eng_20040501_0032_40|nyt_eng_200405|nyt_eng_20040501_0032|40|nyt_eng_20040501_0032_39|nyt_eng_20040501_0032_41| -LBQ-  An electronic system can do 100 percent of the perimeter 100 percent of the time .|I think patrols are effective , just not as effective .  -RDQ- |The mayor said Friday it was the recent problems with the water system infrastructure along with the higher security needs that convinced him to support what is now an 11 percent water rate hike .
nyt_eng_20040501_0032_36|nyt_eng_200405|nyt_eng_20040501_0032|36|nyt_eng_20040501_0032_35|nyt_eng_20040501_0032_37| -LBQ-  A human being has his limits ,  -RDQ-  the consultant said .| -LBQ-  No matter how well trained and alert they are , they 're simply not as effective .|They ca n't be at all places at all times .
nyt_eng_20040501_0030_40|nyt_eng_200405|nyt_eng_20040501_0030|40|nyt_eng_20040501_0030_39|nyt_eng_20040501_0030_41|Bettman disputed the story in an interview with Elliott Friedman .| -LBQ-  I 'm not so sure that 's what he said ,  -RDQ-  said Bettman .| -LBQ-  He was giving an interview on why they were n't raising ticket prices next year in Boston , which was a positive , and I think he was asked if there was anything new or if he knew of any reason that things had changed and he did n't , which is why the owners really do n't talk about these things .  -RDQ- 
nyt_eng_20040501_0029_27|nyt_eng_200405|nyt_eng_20040501_0029|27|nyt_eng_20040501_0029_26|nyt_eng_20040501_0029_28|WILLIAMS PONDERS FUTURE _ After Scott Williams joined the team in midseason , coach Don Nelson said the burly center had a spot on the Mavs ' roster next season if he wanted .|But as Williams ' role diminished with Nelson 's late-season move to a  -LBQ-  small ball  -RDQ-  lineup , the 14-year veteran is n't so sure about returning .| -LBQ-  We 'll see what happens ,  -RDQ-  Williams said .
nyt_eng_20040501_0025_45|nyt_eng_200405|nyt_eng_20040501_0025|45|nyt_eng_20040501_0025_44|nyt_eng_20040501_0025_46|I expect that to happen .|I 'm not really good with people when it comes to that .|I expect what I pay for and the team does , too .  -RDQ- 
nyt_eng_20040501_0025_39|nyt_eng_200405|nyt_eng_20040501_0025|39|nyt_eng_20040501_0025_38|nyt_eng_20040501_0025_40|We 're trying to do that each and every day at the shop and at the racetrack , for sure .  -RDQ- |But Richard Petty does n't get too excited about seeing the No. 43 starting up front .|He has higher expectations for his team and good qualifying runs do little to impress the seven-time Cup champion .
nyt_eng_20040501_0025_26|nyt_eng_200405|nyt_eng_20040501_0025|26|nyt_eng_20040501_0025_25|nyt_eng_20040501_0025_27| -LBQ-  It 's definitely improved from last year ,  -RDQ-  said Richard Petty , team owner of Petty Enterprises .| -LBQ-  Some of our finishes might not have been any better than they were last year , but the cars are definitely making the fields a little bit better , they 're getting a little bit better as the race goes on .|The combination is just not going to come together all at one time .  -RDQ- 
nyt_eng_20040501_0024_7|nyt_eng_200405|nyt_eng_20040501_0024|7|nyt_eng_20040501_0024_6|nyt_eng_20040501_0024_8| -LBQ-  How is that they have you on the run ?  -RDQ-  asked Repps Hudson , a Vietnam veteran , according to an account by a pool reporter .|Kerry appeared irritated and insisted the Republican attacks were not so effective .| -LBQ-  Americans are n't listening to all that junk ,  -RDQ-  he said .
nyt_eng_20040501_0012_46|nyt_eng_200405|nyt_eng_20040501_0012|46|nyt_eng_20040501_0012_45|nyt_eng_20040501_0012_47|We just have to hope they do n't abuse it .  -RDQ- |Besides , Google is not yet all-powerful , as the sport of  -LBQ-  Google bombing  -RDQ-  has proved .|If enough Web pages link a certain Web page to a phrase , the Google search engine will start to associate that page with the phrase .
nyt_eng_20040501_0011_18|nyt_eng_200405|nyt_eng_20040501_0011|18|nyt_eng_20040501_0011_17|nyt_eng_20040501_0011_19|Bush , for example , went to the United Nations over the vice president 's strong objections in the fall of 2002 to seek international support for a war on Iraq and overruled Cheney when the vice president wanted to inoculate every single American against a potential outbreak of smallpox .|Bob Woodward 's new book ,  -RDQ-  Plan of Attack ,  -RDQ-  which is not uniformly positive for the Bush administration , nonetheless portrays Bush as decisive and engaged , and quotes Cheney as referring to the president when he is not around as  -LBQ-  the Man .  -RDQ- |Yet the perception persists among .
