        l1  l2                        f         E11  r.log.likelihood  r.odds.ratio.disc  r.p1.given2  r.p2.given1  r.p1.given2.simple  r.p2.given1.simple  am.log.likelihood  am.odds.ratio.disc  am.p1.given2  am.p2.given1  am.p1.given2.simple  am.p2.given1.simple        f1       f2         N  
   NEGATED  volume                    6        1.19              1560                971           88         1993                9387                3426              10.75                0.82         0.178        0.0000                0.222               0.0000   3173681       27  71961373  
   NEGATED  precisely               810      161.77               143               1045           89          219                9388                 343            1441.28                0.79         0.177        0.0002                0.221               0.0003   3173681     3668  71961373  
   NEGATED  wise                     56       11.20               581               1044           90          774                9389                1314              99.47                0.79         0.176        0.0000                0.220               0.0000   3173681      254  71961373  
   NEGATED  conclusively             35        7.19               733               1081           91          968                9391                1649              60.47                0.78         0.171        0.0000                0.215               0.0000   3173681      163  71961373  
   NEGATED  rv                        6        1.23              1587               1030           92         1999                9392                3426              10.34                0.80         0.170        0.0000                0.214               0.0000   3173681       28  71961373  
   NEGATED  appreciably             231       48.25               305               1120           93          408                9393                 667             392.01                0.76         0.167        0.0001                0.211               0.0001   3173681     1094  71961373  
   NEGATED  lone                      5        1.06              1747               1059           94         2165                9394                3673               8.36                0.79         0.164        0.0000                0.208               0.0000   3173681       24  71961373  
   NEGATED  by                        6        1.28              1624               1080           95         2006                9396                3426               9.96                0.78         0.163        0.0000                0.207               0.0000   3173681       29  71961373  
   NEGATED  infrequently             76       16.36               521               1165           96          689                9397                1149             124.81                0.75         0.161        0.0000                0.205               0.0000   3173681      371  71961373  
   NEGATED  cloyingly               140       30.17               395               1166           97          500                9398                 843             229.69                0.75         0.161        0.0000                0.205               0.0000   3173681      684  71961373  
   NEGATED  monolithically           29        6.31               815               1167           98         1069                9400                1798              47.10                0.75         0.159        0.0000                0.203               0.0000   3173681      143  71961373  
   NEGATED  merely                 5918     1296.66                49               1197           99           65                9401                  93            9539.23                0.74         0.157        0.0015                0.201               0.0019   3173681    29401  71961373  
   NEGATED  wholely                  10        2.21              1314               1163          100         1626                9402                2826              15.99                0.75         0.156        0.0000                0.200               0.0000   3173681       50  71961373  
   NEGATED  shy                       8        1.76              1447               1154          101         1791                9402                3071              12.79                0.75         0.156        0.0000                0.200               0.0000   3173681       40  71961373  
   NEGATED  ipso                      7        1.54              1529               1144          102         1891                9402                3234              11.20                0.76         0.156        0.0000                0.200               0.0000   3173681       35  71961373  
   NEGATED  stressfully               5        1.10              1782               1119          103         2176                9402                3673               8.00                0.76         0.156        0.0000                0.200               0.0000   3173681       25  71961373  
   NEGATED  unduly                  930      210.33               141               1240          104          200                9406                 312            1445.88                0.72         0.151        0.0002                0.195               0.0003   3173681     4769  71961373  
   NEGATED  mobile                  477      108.67               220               1254          105          294                9407                 453             735.41                0.72         0.149        0.0001                0.194               0.0002   3173681     2464  71961373  
   NEGATED  jut                       6        1.37              1669               1178          106         2021                9408                3426               9.25                0.74         0.149        0.0000                0.194               0.0000   3173681       31  71961373  
   NEGATED  outright               1246      291.56               117               1286          107          161                9409                 271            1862.92                0.70         0.144        0.0003                0.188               0.0004   3173681     6611  71961373  
   NEGATED  bein                      5        1.19              1848               1234          108         2193                9410                3673               7.32                0.72         0.141        0.0000                0.185               0.0000   3173681       27  71961373  
   NEGATED  particualrly              7        1.68              1599               1257          109         1909                9411                3234              10.19                0.71         0.140        0.0000                0.184               0.0000   3173681       38  71961373  
   NEGATED  particular                8        1.94              1507               1282          110         1809                9412                3071              11.46                0.70         0.138        0.0000                0.182               0.0000   3173681       44  71961373  
   NEGATED  in                      162       39.43               393               1351          111          480                9413                 794             231.20                0.68         0.137        0.0000                0.181               0.0001   3173681      894  71961373  
   NEGATED  alwasy                    5        1.23              1887               1273          112         2213                9414                3673               7.01                0.71         0.134        0.0000                0.179               0.0000   3173681       28  71961373  
   NEGATED  backwardly                5        1.23              1887               1273          112         2213                9414                3673               7.01                0.71         0.134        0.0000                0.179               0.0000   3173681       28  71961373  
   NEGATED  ha                       15        3.75              1182               1356          114         1419                9416                2391              20.73                0.68         0.132        0.0000                0.176               0.0000   3173681       85  71961373  
   NEGATED  overtly                2161      550.44                85               1432          115          115                9417                 182            2918.43                0.66         0.129        0.0005                0.173               0.0007   3173681    12481  71961373  
   NEGATED  always               103883    26642.23                12               1403          116            9                9421                  14          141064.65                0.66         0.129        0.0255                0.172               0.0327   3173681   604097  71961373  
   NEGATED  toooo                    29        7.41               888               1412          117         1088                9418                1798              39.01                0.66         0.129        0.0000                0.173               0.0000   3173681      168  71961373  
   NEGATED  cis                       5        1.28              1921               1329          118         2225                9419                3673               6.72                0.69         0.128        0.0000                0.172               0.0000   3173681       29  71961373  
   NEGATED  ususally                  5        1.28              1921               1329          118         2225                9419                3673               6.72                0.69         0.128        0.0000                0.172               0.0000   3173681       29  71961373  
   NEGATED  anyplace                 11        2.82              1366               1398          120         1593                9422                2721              14.72                0.67         0.128        0.0000                0.172               0.0000   3173681       64  71961373  
   NEGATED  mutally                   6        1.54              1781               1355          121         2052                9423                3426               8.00                0.68         0.127        0.0000                0.171               0.0000   3173681       35  71961373  
   NEGATED  as                   531731   142523.61                 2               1318          122            1                9427                   1          727572.78                0.69         0.126        0.1283                0.165               0.1675   3173681  3231640  71961373  
   NEGATED  directly               8197     2146.91                47               1481          123           54                9424                  78           10698.67                0.64         0.124        0.0020                0.168               0.0026   3173681    48680  71961373  
   NEGATED  lawfully                137       36.16               450               1499          124          523                9425                 856             176.84                0.64         0.123        0.0000                0.167               0.0000   3173681      820  71961373  
   NEGATED  adequately              328       87.63               294               1507          125          359                9426                 553             416.91                0.63         0.121        0.0001                0.165               0.0001   3173681     1987  71961373  
   NEGATED  objectionably             8        2.16              1619               1473          126         1836                9428                3071              10.02                0.65         0.119        0.0000                0.163               0.0000   3173681       49  71961373  
   NEGATED  cloud                     6        1.63              1836               1459          127         2074                9429                3426               7.45                0.65         0.118        0.0000                0.162               0.0000   3173681       37  71961373  
   NEGATED  faux                      5        1.37              1999               1443          128         2242                9430                3673               6.17                0.65         0.117        0.0000                0.161               0.0000   3173681       31  71961373  
   NEGATED  automatically           824      228.19               189               1574          129          226                9431                 340             999.38                0.61         0.115        0.0002                0.159               0.0003   3173681     5174  71961373  
   NEGATED  quire                    13        3.62              1329               1534          130         1515                9432                2540              15.67                0.62         0.114        0.0000                0.159               0.0000   3173681       82  71961373  
   NEGATED  tooo                     31        8.64               912               1570          131         1073                9433                1755              37.25                0.62         0.114        0.0000                0.158               0.0000   3173681      196  71961373  
   NEGATED  sufficiently           5596     1582.14                64               1631          132           70                9435                 103            6605.49                0.60         0.112        0.0013                0.156               0.0018   3173681    35874  71961373  
   NEGATED  particularily            39       11.03               823               1608          133          967                9434                1551              46.00                0.61         0.112        0.0000                0.156               0.0000   3173681      250  71961373  
   NEGATED  monetarily               67       18.96               642               1615          134          749                9436                1216              78.90                0.60         0.112        0.0000                0.156               0.0000   3173681      430  71961373  
   NEGATED  natively                 47       13.32               764               1614          135          881                9437                1426              55.26                0.61         0.112        0.0000                0.156               0.0000   3173681      302  71961373  
   NEGATED  slavishly                45       12.92               780               1640          136          902                9438                1453              51.96                0.60         0.109        0.0000                0.154               0.0000   3173681      293  71961373  
   NEGATED  statistically          3312      963.55                74               1683          137           86                9439                 133            3758.02                0.59         0.108        0.0008                0.152               0.0010   3173681    21848  71961373  
   NEGATED  evidentially              6        1.76              1923               1598          138         2106                9440                3426               6.71                0.61         0.106        0.0000                0.150               0.0000   3173681       40  71961373  
   NEGATED  discernibly              35       10.41               899               1719          139         1019                9441                1649              38.49                0.58         0.104        0.0000                0.148               0.0000   3173681      236  71961373  
   NEGATED  detectably                5        1.50              2122               1609          140         2293                9442                3673               5.43                0.61         0.103        0.0000                0.147               0.0000   3173681       34  71961373  
   NEGATED  paticularly               5        1.50              2122               1609          140         2293                9442                3673               5.43                0.61         0.103        0.0000                0.147               0.0000   3173681       34  71961373  
   NEGATED  halachically             16        4.81              1270               1718          142         1422                9444                2314              17.34                0.58         0.103        0.0000                0.147               0.0000   3173681      109  71961373  
   NEGATED  mutually               5894     1772.13                66               1755          143           68                9445                  94            6387.19                0.57         0.103        0.0014                0.147               0.0019   3173681    40182  71961373  
   NEGATED  tooooo                   20        6.13              1173               1758          144         1298                9446                2118              21.06                0.57         0.100        0.0000                0.144               0.0000   3173681      139  71961373  
   NEGATED  inherently             6743     2080.94                61               1810          145           64                9447                  88            7037.78                0.56         0.099        0.0015                0.143               0.0021   3173681    47184  71961373  
   NEGATED  allways                  18        5.56              1231               1762          146         1358                9448                2209              18.76                0.57         0.099        0.0000                0.143               0.0000   3173681      126  71961373  
   NEGATED  shit                     17        5.25              1259               1761          147         1388                9448                2263              17.72                0.57         0.099        0.0000                0.143               0.0000   3173681      119  71961373  
   NEGATED  alway                    51       15.79               772               1808          148          866                9450                1377              52.93                0.56         0.098        0.0000                0.142               0.0000   3173681      358  71961373  
   NEGATED  conventionally          324      101.92               337               1849          149          374                9451                 556             328.41                0.55         0.096        0.0001                0.140               0.0001   3173681     2311  71961373  
   NEGATED  proximately               5        1.59              2193               1726          150         2309                9452                3673               5.00                0.58         0.095        0.0000                0.139               0.0000   3173681       36  71961373  
   NEGATED  particuarly              21        6.75              1186               1857          151         1282                9453                2076              20.62                0.55         0.093        0.0000                0.137               0.0000   3173681      153  71961373  
   NEGATED  laugh-out-loud           11        3.66              1593               1904          152         1676                9454                2721              10.23                0.54         0.088        0.0000                0.133               0.0000   3173681       83  71961373  
   NEGATED  to                       36       12.00               961               1962          153         1029                9455                1622              33.40                0.52         0.088        0.0000                0.132               0.0000   3173681      272  71961373  
   NEGATED  reductively               5        1.68              2278               1827          154         2334                9456                3673               4.60                0.55         0.087        0.0000                0.132               0.0000   3173681       38  71961373  
   NEGATED  solely                 1727      580.92               133               2016          155          146                9457                 214            1579.14                0.51         0.087        0.0004                0.131               0.0005   3173681    13172  71961373  
   NEGATED  readily               10242     3458.35                54               2023          156           50                9458                  71            9320.82                0.51         0.087        0.0022                0.131               0.0032   3173681    78416  71961373  
   NEGATED  womanly                   9        3.04              1760               1912          157         1821                9459                2928               8.16                0.53         0.086        0.0000                0.130               0.0000   3173681       69  71961373  
   NEGATED  combat                   11        3.75              1629               1961          158         1685                9460                2721               9.85                0.52         0.085        0.0000                0.129               0.0000   3173681       85  71961373  
   NEGATED  judicially               41       14.02               920               2033          159          979                9461                1522              36.48                0.51         0.085        0.0000                0.129               0.0000   3173681      318  71961373  
   NEGATED  arithmetically            9        3.09              1787               1960          160         1825                9462                2928               7.97                0.52         0.084        0.0000                0.129               0.0000   3173681       70  71961373  
   NEGATED  gonna                    59       20.38               784               2049          161          828                9464                1285              51.69                0.50         0.084        0.0000                0.128               0.0000   3173681      462  71961373  
   NEGATED  binary                   13        4.50              1515               2017          162         1572                9465                2540              11.35                0.51         0.083        0.0000                0.127               0.0000   3173681      102  71961373  
   NEGATED  culinarily               15        5.34              1459               2090          163         1503                9467                2391              12.51                0.50         0.080        0.0000                0.124               0.0000   3173681      121  71961373  
   NEGATED  intrinsically          1048      373.15               203               2140          164          214                9468                 293             872.84                0.49         0.080        0.0002                0.124               0.0003   3173681     8461  71961373  
   NEGATED  longer                 1366      496.55               177               2193          165          173                9469                 254            1098.23                0.48         0.077        0.0003                0.121               0.0004   3173681    11259  71961373  
   NEGATED  substantively            97       35.55               649               2199          166          676                9471                1004              76.88                0.47         0.076        0.0000                0.120               0.0000   3173681      806  71961373  
   NEGATED  competely                 9        3.31              1881               2106          167         1852                9472                2928               7.10                0.49         0.076        0.0000                0.120               0.0000   3173681       75  71961373  
   NEGATED  groundbreakingly          5        1.85              2453               2085          168         2394                9473                3673               3.89                0.50         0.075        0.0000                0.119               0.0000   3173681       42  71961373  
   NEGATED  shatteringly             47       17.46               922               2205          169          942                9474                1426              36.35                0.47         0.075        0.0000                0.119               0.0000   3173681      396  71961373  
   NEGATED  feasibly                 21        7.81              1309               2200          170         1324                9475                2076              16.23                0.47         0.075        0.0000                0.119               0.0000   3173681      177  71961373  
   NEGATED  asthetically              7        2.60              2132               2107          171         2067                9475                3234               5.41                0.49         0.075        0.0000                0.119               0.0000   3173681       59  71961373  
   NEGATED  maternally                8        3.00              2013               2151          172         1960                9477                3071               6.09                0.48         0.074        0.0000                0.118               0.0000   3173681       68  71961373  
   NEGATED  haha                      6        2.25              2284               2108          173         2218                9477                3426               4.57                0.49         0.074        0.0000                0.118               0.0000   3173681       51  71961373  
   NEGATED  because                  11        4.15              1753               2196          174         1717                9479                2721               8.30                0.47         0.073        0.0000                0.117               0.0000   3173681       94  71961373  
   NEGATED  meaningfully             96       36.30               675               2258          175          688                9480                1009              71.99                0.46         0.073        0.0000                0.117               0.0000   3173681      823  71961373  
   NEGATED  explicitly              863      327.33               237               2268          176          239                9482                 331             643.52                0.46         0.072        0.0002                0.116               0.0003   3173681     7422  71961373  
   NEGATED  particulary              65       24.65               810               2259          177          809                9481                1235              48.47                0.46         0.072        0.0000                0.116               0.0000   3173681      559  71961373  
   NEGATED  blindly                 118       44.76               608               2262          178          612                9483                 911              87.95                0.46         0.072        0.0000                0.116               0.0000   3173681     1015  71961373  
   NEGATED  self                     97       37.27               684               2285          179          687                9484                1004              70.65                0.45         0.071        0.0000                0.115               0.0000   3173681      845  71961373  
   NEGATED  prior                    16        6.26              1527               2282          180         1501                9485                2314              11.26                0.45         0.069        0.0000                0.113               0.0000   3173681      142  71961373  
   NEGATED  fake                     35       13.72              1093               2335          181         1098                9486                1649              24.57                0.44         0.068        0.0000                0.113               0.0000   3173681      311  71961373  
   NEGATED  trans                    17        6.70              1491               2329          182         1469                9487                2263              11.79                0.45         0.068        0.0000                0.112               0.0000   3173681      152  71961373  
   NEGATED  strictly               4033     1592.50                88               2347          183           84                9488                 119            2792.71                0.44         0.068        0.0008                0.112               0.0013   3173681    36109  71961373  
   NEGATED  recursively               7        2.78              2228               2256          184         2109                9489                3234               4.80                0.46         0.067        0.0000                0.111               0.0000   3173681       63  71961373  
   NEGATED  rationally              103       41.24               691               2394          185          674                9490                 970              69.42                0.43         0.066        0.0000                0.110               0.0000   3173681      935  71961373  
   NEGATED  particularly          55527    22568.78                25               2407          186           20                9492                  23           36699.74                0.43         0.065        0.0109                0.109               0.0175   3173681   511734  71961373  
   NEGATED  anyway                  128       51.95               622               2416          187          597                9491                 875              84.00                0.42         0.065        0.0000                0.109               0.0000   3173681     1178  71961373  
   NEGATED  contributorily            9        3.66              2041               2339          188         1907                9493                2928               5.88                0.44         0.064        0.0000                0.108               0.0000   3173681       83  71961373  
   NEGATED  de                        7        2.87              2289               2336          189         2128                9494                3234               4.51                0.44         0.064        0.0000                0.108               0.0000   3173681       65  71961373  
   NEGATED  adversely                10        4.10              1965               2348          190         1827                9495                2826               6.43                0.44         0.063        0.0000                0.108               0.0000   3173681       93  71961373  
   NEGATED  too                  309669   131281.86                 9               2404          191            5                9501                   6          197292.20                0.43         0.063        0.0588                0.104               0.0976   3173681  2976740  71961373  
