sent_id|conllu_id|doc_id|sent_int|prev_id|next_id|prev_text|sent_text|next_text
nyt_eng_20040507_0021_14|nyt_eng_200405|nyt_eng_20040507_0021|14|nyt_eng_20040507_0021_13|nyt_eng_20040507_0021_15|For that to happen , Poland must accept a new voting system that gives it less power .|Any Polish concession is likely to prove very unpopular with voters at home , increasing the risk that they will reject the constitution in a referendum .|Polish opponents of the treaty will find their work a lot easier if they can question the political legitimacy of yielding on such a vital national interest in such unsettled political circumstances .
nyt_eng_20040507_0021_7|nyt_eng_200405|nyt_eng_20040507_0021|7|nyt_eng_20040507_0021_6|nyt_eng_20040507_0021_8|President Aleksander Kwasniewski 's nominee , Marek Belka , a former finance minister who was until recently an economic adviser to the Coalition Provisional Authority in Iraq , may well lose his first -LRB- and more taxing -RRB- confidence vote next week .|But parliament will probably not agree on an alternative , leaving the way clear for Kwasniewski to nominate Belka a second time , and with a better chance of winning a second , less stringent , confidence vote .|Until a new cabinet has been appointed , the constitution calls on the president to  -LBQ-  oblige  -RDQ-  the resigning government to  -LBQ-  continue with its duties  -RDQ-  .
nyt_eng_20040507_0021_6|nyt_eng_200405|nyt_eng_20040507_0021|6|nyt_eng_20040507_0021_5|nyt_eng_20040507_0021_7|If this fails , the president calls early elections .|President Aleksander Kwasniewski 's nominee , Marek Belka , a former finance minister who was until recently an economic adviser to the Coalition Provisional Authority in Iraq , may well lose his first -LRB- and more taxing -RRB- confidence vote next week .|But parliament will probably not agree on an alternative , leaving the way clear for Kwasniewski to nominate Belka a second time , and with a better chance of winning a second , less stringent , confidence vote .
nyt_eng_20040507_0020_18|nyt_eng_200405|nyt_eng_20040507_0020|18|nyt_eng_20040507_0020_17|nyt_eng_20040507_0020_19|Yet to keep up , or still worse to increase , public spending would be to do the opposite of what Germany really needs , which is a smaller state and lower taxes .|Tax competition , far from being unfair , ought to push the country in the same sensible direction -LRB- and , as it happens , even though German corporate-tax rates look high , the country 's corporate-tax revenues are relatively low -RRB- .|The hard truth for Schroeder is that , as one erstwhile political leader from another country once famously said , there is no alternative .
nyt_eng_20040507_0020_16|nyt_eng_200405|nyt_eng_20040507_0020|16|nyt_eng_20040507_0020_15|nyt_eng_20040507_0020_17|But to get these through a parliament whose upper house is controlled by the center-right opposition , he had to accept compromises both on the reforms ' timing and on their extent .|And rather than pursuing the politically more challenging course of stepping up the pace of his reforms , he is now toying with the deceptively simple , Keynesian idea of expanding public spending , while denouncing other countries '  -LBQ-  unfair tax competition .  -RDQ- |Yet to keep up , or still worse to increase , public spending would be to do the opposite of what Germany really needs , which is a smaller state and lower taxes .
nyt_eng_20040507_0020_14|nyt_eng_200405|nyt_eng_20040507_0020|14|nyt_eng_20040507_0020_13|nyt_eng_20040507_0020_15|To be fair , Schroeder has , at least in the past , recognized this .|Last year he put forward a moderately ambitious set of structural reforms that he presented under the label Agenda 2010 .|But to get these through a parliament whose upper house is controlled by the center-right opposition , he had to accept compromises both on the reforms ' timing and on their extent .
nyt_eng_20040507_0020_11|nyt_eng_200405|nyt_eng_20040507_0020|11|nyt_eng_20040507_0020_10|nyt_eng_20040507_0020_12|His implied threat that the new E.U. members should be made to raise their labor costs and to harmonize their taxes would be a recipe not for a German rebound , but for them to import Eurosclerosis -LRB- just as eastern Germany did -RRB- , without protecting any of them from strong competition from outside the European Union .|What really distinguishes Germany from its more successful European neighbors are its structural rigidities , its high wages and non-wage labor costs and an almost entirely seized-up labor market .|These are also what most dismay German businesses , leading them to put off their investment plans or to move jobs and factories elsewhere .
nyt_eng_20040507_0020_9|nyt_eng_200405|nyt_eng_20040507_0020|9|nyt_eng_20040507_0020_8|nyt_eng_20040507_0020_10|Other euro members , subject to similar macroeconomic constraints , have done far better .|It is equally wrongheaded of Schroeder to blame low-cost , low-tax competition from countries to the east of Germany .|His implied threat that the new E.U. members should be made to raise their labor costs and to harmonize their taxes would be a recipe not for a German rebound , but for them to import Eurosclerosis -LRB- just as eastern Germany did -RRB- , without protecting any of them from strong competition from outside the European Union .
nyt_eng_20040507_0020_8|nyt_eng_200405|nyt_eng_20040507_0020|8|nyt_eng_20040507_0020_7|nyt_eng_20040507_0020_9|Yet to identify these macroeconomic factors as the main cause of Germany 's malaise would be to miss the underlying problem .|Other euro members , subject to similar macroeconomic constraints , have done far better .|It is equally wrongheaded of Schroeder to blame low-cost , low-tax competition from countries to the east of Germany .
nyt_eng_20040507_0020_6|nyt_eng_200405|nyt_eng_20040507_0020|6|nyt_eng_20040507_0020_5|nyt_eng_20040507_0020_7|This suggests that , at least for Germany , the European Central Bank 's monetary policy may have erred on the tight side over the past few years .|And the euro area 's grotesquely misnamed  -LBQ-  stability and growth pact ,  -RDQ-  under which budget deficits are supposedly limited to no more than 3 percent of GDP , has also made Europe 's fiscal policy relatively tight _ even though Germany , along with France , has bust the ceiling for three years in a row .|Yet to identify these macroeconomic factors as the main cause of Germany 's malaise would be to miss the underlying problem .
nyt_eng_20040507_0020_4|nyt_eng_200405|nyt_eng_20040507_0020|4|nyt_eng_20040507_0020_3|nyt_eng_20040507_0020_5|Over the past two weeks , Schroeder has lashed out at two supposed culprits  -COL-  budget austerity , which he seems to blame for accentuating the gloom that stops German consumers from spending ; and low wages and corporate-tax rates in the eight central Eer\/xean countbi % -LCB- that have just joined the European Union , which he says allow them to steal jobs and investment from Germany .|It is not , in fact , all that hard to diagnose what ails0the G ? 960a lack of demand , caused in part by Germans ' high propensity to save .|This suggests that , at least for Germany , the European Central Bank 's monetary policy may have erred on the tight side over the past few years .
nyt_eng_20040507_0018_40|nyt_eng_200405|nyt_eng_20040507_0018|40|nyt_eng_20040507_0018_39|nyt_eng_20040507_0018_41|King also operates the incomparable Water Grill in downtown Los Angeles .|That might explain why my swordfish filet , which is easy to dry out on a grill , was succulent and perfectly prepared at Lou & Mickey 's .|Steaks are a specialty , including bone-in filet mignons and baseball-cut culottes .
nyt_eng_20040507_0018_8|nyt_eng_200405|nyt_eng_20040507_0018|8|nyt_eng_20040507_0018_7|nyt_eng_20040507_0018_9|The Gaslamp , which has been evolving for a couple of decades now , predominantly offers dining and drinking establishments , with a few funky shops thrown in -LRB- Splash , at 376 Fifth Ave. , trades in  -LBQ-  wearable art ,  -RDQ-  and displays retro prom dresses on sidewalk mannequins -RRB- .|Petco Park 's more immediate neighborhood is East Village , and it is decidedly a work in progress .|Tower cranes are everywhere , constructing condos and hotels from scratch or renovating crumbling warehouses .
nyt_eng_20040507_0018_6|nyt_eng_200405|nyt_eng_20040507_0018|6|nyt_eng_20040507_0018_5|nyt_eng_20040507_0018_7|Moments before , a baseball game between the San Diego Padres and the San Francisco Giants had concluded at brand-new Petco Park , and it was evident that post-game foot traffic from crowds of 40,000-plus will be setting the Gaslamp ablaze this summer .|The area around the new stadium is actually two neighborhoods , both formerly dilapidated , now resounding examples of downtown redevelopment .|The Gaslamp , which has been evolving for a couple of decades now , predominantly offers dining and drinking establishments , with a few funky shops thrown in -LRB- Splash , at 376 Fifth Ave. , trades in  -LBQ-  wearable art ,  -RDQ-  and displays retro prom dresses on sidewalk mannequins -RRB- .
nyt_eng_20040507_0018_4|nyt_eng_200405|nyt_eng_20040507_0018|4|nyt_eng_20040507_0018_3|nyt_eng_20040507_0018_5|On the same side of the street .|But it was still odd to see a waiting line snaking onto the sidewalk from each establishment ... on a Sunday night ... in April .|Moments before , a baseball game between the San Diego Padres and the San Francisco Giants had concluded at brand-new Petco Park , and it was evident that post-game foot traffic from crowds of 40,000-plus will be setting the Gaslamp ablaze this summer .
nyt_eng_20040507_0017_73|nyt_eng_200405|nyt_eng_20040507_0017|73|nyt_eng_20040507_0017_72|nyt_eng_20040507_0017_74|ENTERTAINMENT\/ARTS|GEORGE-CARLIN -- ATLANTA -- Comedian George Carlin riffs on how offensive his next book will be , why the FCC is cracking down on everything , staying fresh at age 66 , and more .|-LRB- Kloer , The Atlanta Journal-Constitution -RRB- MOVED THURSDAY .
nyt_eng_20040507_0017_61|nyt_eng_200405|nyt_eng_20040507_0017|61|nyt_eng_20040507_0017_60|nyt_eng_20040507_0017_62|A full-time mother for your children and a full-time wife for you is going to cost you , and you 'd better be willing to pony up .|That 's the message Shapiro Barash heard from the latest generation of American wives for her most recent book ,  -LBQ-  The New Wife  -COL-  The Evolving Role of the American Wife .  -RDQ- |-LRB- Donnelly , Palm Beach Daily News -RRB-
nyt_eng_20040507_0017_58|nyt_eng_200405|nyt_eng_20040507_0017|58|nyt_eng_20040507_0017_57|nyt_eng_20040507_0017_59|-- Susan Shapiro Barash has a few surprises for the Generation Y husband  -COL-  Your marriage will be nothing like your parents ' .|Mess up one time too many and Wifey walks .|You may be CEO at the office , but Wifey is the CEO at home .
nyt_eng_20040507_0017_49|nyt_eng_200405|nyt_eng_20040507_0017|49|nyt_eng_20040507_0017_48|nyt_eng_20040507_0017_50|What looks liketurn year after year _ are more drought-tolerant than thirsty annuals , which require lots of water as they struggle to establish their roots while dazzling us with showy color .|And plants native to the Southeast are even tougher for withstanding harsh conditions because they 're accustomed to our climate .|-LRB- Flanders , The Atlanta Journal-Constitution -RRB- W\/PHOTO .
nyt_eng_20040507_0017_48|nyt_eng_200405|nyt_eng_20040507_0017|48|nyt_eng_20040507_0017_47|nyt_eng_20040507_0017_49|PLANTS-DROUGHT -- ATLANTA -- Shopping for plants can be a scary thought when a dry summer is forecast .|What looks liketurn year after year _ are more drought-tolerant than thirsty annuals , which require lots of water as they struggle to establish their roots while dazzling us with showy color .|And plants native to the Southeast are even tougher for withstanding harsh conditions because they 're accustomed to our climate .
nyt_eng_20040507_0017_38|nyt_eng_200405|nyt_eng_20040507_0017|38|nyt_eng_20040507_0017_37|nyt_eng_20040507_0017_39|-LRB- Newkirk , The Atlanta Journal-Constitution -RRB-|KOHLS -- ATLANTA -- Once a Wall Street darling , Kohl 's is looking a bit tattered these days -- even some of its sporty , mesh shopping carts are torn .|The chain remains profitable but has posted disappointing sales in recent months even as the retail industry as whole rebounds .
nyt_eng_20040507_0017_26|nyt_eng_200405|nyt_eng_20040507_0017|26|nyt_eng_20040507_0017_25|nyt_eng_20040507_0017_27|MCCARTY-COLUMN -- Cincinnati 's sixth Flying Pig Marathon drew a record field of 11,928 for the weekend activities .|In five short years the Flying Pig has become Ohio 's hippest marathon -- and for the most surprising of reasons .|Insiders say it 's because of the name and because runners covet the medal featuring a flying pig on the front , and the back with the pig 's hind end and curlicue tail .
nyt_eng_20040507_0016_62|nyt_eng_200405|nyt_eng_20040507_0016|62|nyt_eng_20040507_0016_61|nyt_eng_20040507_0016_63| -LBQ-  I 'm really comfortable about where I am in my life .|I feel really great about what I 'm doing .|I have money .
nyt_eng_20040507_0016_61|nyt_eng_200405|nyt_eng_20040507_0016|61|nyt_eng_20040507_0016_60|nyt_eng_20040507_0016_62|I really do feel so much better as the years pass .| -LBQ-  I 'm really comfortable about where I am in my life .|I feel really great about what I 'm doing .
nyt_eng_20040507_0016_60|nyt_eng_200405|nyt_eng_20040507_0016|60|nyt_eng_20040507_0016_59|nyt_eng_20040507_0016_61| -LBQ-  I feel better than ever , and I 'm really excited about it .|I really do feel so much better as the years pass .| -LBQ-  I 'm really comfortable about where I am in my life .
nyt_eng_20040507_0016_59|nyt_eng_200405|nyt_eng_20040507_0016|59|nyt_eng_20040507_0016_58|nyt_eng_20040507_0016_60|Quite the contrary .| -LBQ-  I feel better than ever , and I 'm really excited about it .|I really do feel so much better as the years pass .
nyt_eng_20040507_0016_50|nyt_eng_200405|nyt_eng_20040507_0016|50|nyt_eng_20040507_0016_49|nyt_eng_20040507_0016_51| -LBQ-  I ca n't imagine touring with a band again .|It 's just so awkward and weird .| -LBQ-  But I started out playing solo , and I 've always loved it , so I decided to go out and do some solo concerts .
nyt_eng_20040507_0016_46|nyt_eng_200405|nyt_eng_20040507_0016|46|nyt_eng_20040507_0016_45|nyt_eng_20040507_0016_47|She sings with so much anger .|When somebody asks me , ` What kind of music does Nina Simone make ? ' I have a really hard time describing it as jazz .|Her longtime longtime bassist , Terome  -LBQ-  T-Bone  -RDQ-  Hannon , died of a stroke last October .
nyt_eng_20040507_0016_45|nyt_eng_200405|nyt_eng_20040507_0016|45|nyt_eng_20040507_0016_44|nyt_eng_20040507_0016_46|Nina just happened to sing jazz , but it sounds like punk to me .|She sings with so much anger .|When somebody asks me , ` What kind of music does Nina Simone make ? ' I have a really hard time describing it as jazz .
nyt_eng_20040507_0016_43|nyt_eng_200405|nyt_eng_20040507_0016|43|nyt_eng_20040507_0016_42|nyt_eng_20040507_0016_44|I do n't see music in terms of genres .| -LBQ-  For example , I see the music of Nina Simone and Paul Westerberg and Kurt Cobain as all being really similar .|Nina just happened to sing jazz , but it sounds like punk to me .
nyt_eng_20040507_0016_39|nyt_eng_200405|nyt_eng_20040507_0016|39|nyt_eng_20040507_0016_38|nyt_eng_20040507_0016_40|And the rest of the songs _ ` Haunted , ' ` Becoming ' and ` 2 Find U ' _ could have been on any of my albums .  -RDQ- |Jewel 's  -LBQ-  0304  -RDQ-  was released in June of last year , the same month that indie rock queen Liz Phair released her blatantly pop-ish self-titled fourth album to the same kind of viciously negative reviews .| -LBQ-  I do think that there 's still a surprising amount of close-mindedness about music or artistc 4 ` at cross genres ,  -RDQ-  she explains .
nyt_eng_20040507_0016_34|nyt_eng_200405|nyt_eng_20040507_0016|34|nyt_eng_20040507_0016_33|nyt_eng_20040507_0016_35| -LBQ-  I wanted to make a record that was a modern interpretation of big band music , a record that was lyric-driven like Cole Porter stuff , that also had a lot of swing .|Personally , I think that it 's the best record that I 've ever written , and I think the songwriting is very , very strong .  -RDQ- |At concerts she plays the songs from  -LBQ-  0304  -RDQ-  solo acoustic , solo shorn of their glossy dance-floor production .
nyt_eng_20040507_0016_19|nyt_eng_200405|nyt_eng_20040507_0016|19|nyt_eng_20040507_0016_18|nyt_eng_20040507_0016_20|The disc topped hundreds of worst-of-the-year lists .|And the reviews were n't just bad ; they were withering .|Here are excerpts from a few random reviews of the disc  -COL- 
nyt_eng_20040507_0016_12|nyt_eng_200405|nyt_eng_20040507_0016|12|nyt_eng_20040507_0016_11|nyt_eng_20040507_0016_13|With a pleasant , expressive voice , she sang folk-flavored pop songs with simple lyrics and sweet , catchy melodies .|She was naive , but sincere and beguilingly charming .|End of story .
nyt_eng_20040507_0015_12|nyt_eng_200405|nyt_eng_20040507_0015|12|nyt_eng_20040507_0015_11|nyt_eng_20040507_0015_13|By Campbell Robertson .|COPYRIGHT-WARS -LRB- Undated -RRB- _ The Connections column , on the increasingly complex battles over copyrights and creativity , and the contribution of the open source software movement .|By Edward Rothstein .
nyt_eng_20040507_0014_26|nyt_eng_200405|nyt_eng_20040507_0014|26|nyt_eng_20040507_0014_25|nyt_eng_20040507_0014_27|By STEWART M. POWELL .|COURT-HOME-STRETCH -LRB- Washington -RRB- _ Entering the final stretch of its term , the U.S. Supreme Court faces the session 's biggest and most controversial cases , including decisions on the power of the president to wage war on terror and whether the phrase  -LBQ-  under God  -RDQ-  should be stripped from the Pledge of Allegiance .|The court 's term will end on June 28 .
nyt_eng_20040507_0013_5|nyt_eng_200405|nyt_eng_20040507_0013|5|nyt_eng_20040507_0013_4|nyt_eng_20040507_0013_6|The National Geographic special  -LBQ-  Dawn of the Maya  -RDQ-  on PBS at 9 , follows archaeologists in the jungles of Guatemala who uncover amazing evidence of an early Mayan civilization , including a mural , a mask and a huge pyramid .|What 's most amazing is that the stuff has n't already been looted or destroyed .|Comments about TV Tonight can be directed to nytsyn-tvtonight -LRB- at -RRB- nytimes.com .
nyt_eng_20040507_0012_5|nyt_eng_200405|nyt_eng_20040507_0012|5|nyt_eng_20040507_0012_4|nyt_eng_20040507_0012_6|The National Geographic special  -LBQ-  Dawn of the Maya  -RDQ-  on PBS at 9 , follows archaeologists in the jungles of Guatemala who uncover amazing evidence of an early Mayan civilization , including a mural , a mask and a huge pyramid .|What 's most amazing is that the stuff has n't already been looted or destroyed .|Comments about TV Tonight can be directed to nytsyn-tvtonight -LRB- at -RRB- nytimes.com .
nyt_eng_20040507_0011_32|nyt_eng_200405|nyt_eng_20040507_0011|32|nyt_eng_20040507_0011_31|nyt_eng_20040507_0011_33|We 've had a any number of people who want to tell us that the war in Iraq is like the Vietnam War .|While , certainly the war effort is not going smoothly right now , it is nothing nearly so devastating as Vietnam .|And part of the reason for that is that George W. Bush is our president insteadican people who seem , over the course of 30 years , to have learned to be outraged by the crimes of war .
nyt_eng_20040507_0011_17|nyt_eng_200405|nyt_eng_20040507_0011|17|nyt_eng_20040507_0011_16|nyt_eng_20040507_0011_18|At the time , most people said they wanted Calley freed immediately which , coincidentally , is exactly what happened .|Bill Clinton was n't the first president who paid too much attention to the polls .|I think we 've found out over the last few days just how America would react with another My Lai massacre .
nyt_eng_20040507_0011_15|nyt_eng_200405|nyt_eng_20040507_0011|15|nyt_eng_20040507_0011_14|nyt_eng_20040507_0011_16|The soldiers under Calley 's command certainly thought they had killed them all , but a few escaped by being buried below dead bodies .|As horrible as that is , it is n't as bad as being shot dead .|At the time , most people said they wanted Calley freed immediately which , coincidentally , is exactly what happened .
