hit_id,bigram_lower,adj_form_lower,all_forms_lower,adv_form_lower,text_window,token_str
pcc_eng_05_031.0983_x0487584_09:19-20,remotely_interesting,interesting,(+)_remotely_interesting,remotely,old rundown houses and anything that looked remotely interesting .,"We walked around , taking photos of graffiti on walls , old rundown houses and anything that looked remotely interesting ."
pcc_eng_29_013.3618_x0199808_15:14-15,remotely_interesting,interesting,(+)_remotely_interesting,remotely,i 'll explain why this is even remotely interesting ...,"After you watch this clip , I 'll explain why this is even remotely interesting ..."
pcc_eng_01_001.0960_x0001506_3:13-14,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"when you 've literally watched everything even remotely interesting on netflix , and finally ,","You know how it is when you 've literally watched everything even remotely interesting on Netflix , and finally , start watching Lifetime channel movies ...?"
pcc_eng_05_081.5869_x1304297_51:25-26,remotely_interesting,interesting,(+)_remotely_interesting,remotely,game of the two that 'd be remotely interesting .,"If I had to continue playing the game after writing this review , it 's the only game of the two that 'd be remotely interesting ."
pcc_eng_23_006.2249_x0084348_03:30-31,remotely_interesting,interesting,(+)_remotely_interesting,remotely,week to see if i found anything remotely interesting .,I should also be trying to wrap up my first mini research project so that I can present to my professor this week to see if I found anything remotely interesting .
pcc_eng_01_001.9489_x0015395_06:20-21,remotely_interesting,interesting,(+)_remotely_interesting,remotely,had serious doubts that it would be remotely interesting .,"Yet , as I was ready to taste the broth , I had serious doubts that it would be remotely interesting ."
pcc_eng_10_049.3778_x0782446_20:7-8,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"as soon as i did something remotely interesting , i ran to the internet","As soon as I did something remotely interesting , I ran to the Internet to see who had liked it , who was watching it and what they had to say ."
pcc_eng_04_053.7822_x0852597_07:8-9,remotely_interesting,interesting,(+)_remotely_interesting,remotely,there was only one look that was remotely interesting to me and that was pharrell,There was only one look that was remotely interesting to me and that was Pharrell .
pcc_eng_06_054.9563_x0872987_02:4-5,remotely_interesting,interesting,(+)_remotely_interesting,remotely,the only thing remotely interesting about palin 's new show is,The only thing remotely interesting about Palin 's new show is the teen mom's 17 - year - old sister Willow .
pcc_eng_22_062.9603_x1001702_21:13-14,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"journalists , desperate as always for any remotely interesting curling angle , were instantly captivated","But Olympic fans and especially journalists , desperate as always for any remotely interesting curling angle , were instantly captivated ."
pcc_eng_21_085.1984_x1361052_09:4-5,remotely_interesting,interesting,(+)_remotely_interesting,remotely,the only thing remotely interesting to me is the fact my,"The only thing remotely interesting to me is the fact my fav Spidey - Villain , the Lizard , is in this one ."
pcc_eng_14_039.9489_x0629224_06:18-19,remotely_interesting,interesting,(+)_remotely_interesting,remotely,the nonfiction interludes between chapters into anything remotely interesting .,"Despite his best efforts , though , Baker cannot turn the nonfiction interludes between chapters into anything remotely interesting ."
pcc_eng_20_007.6747_x0107599_44:6-7,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"please , be at least remotely interesting and have things to say ,","Please , be at least remotely interesting and have things to say , I 'm pretty easy going , but sheesh , I 've met some boring ****"
pcc_eng_13_012.6631_x0188176_04:24-25,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"inspire me to write something that 's remotely interesting , so far no luck .","Currently drinking a beer and waiting for the effects of the alcohol to kick in and inspire me to write something that 's remotely interesting , so far no luck ."
pcc_eng_20_018.7500_x0286775_12:28-29,remotely_interesting,interesting,(+)_remotely_interesting,remotely,i 've taken pictures of everything even remotely interesting in my apartment .,And I 've been doing this project for almost an entire year - so it 's starting to feel like I 've taken pictures of everything even remotely interesting in my apartment .
nyt_eng_20050419_0106_1:4-5,remotely_interesting,interesting,(+)_remotely_interesting,remotely,the only thing remotely interesting about matthew leutwyler 's horror movie,"the only thing remotely interesting about Matthew Leutwyler 's horror movie `` Dead and Breakfast '' is that one of its stars , Ever Carradine , is David and Keith Carradine 's niece , and another , Oz Perkins , is Anthony Perkins ' son ."
pcc_eng_21_024.5279_x0380200_07:25-26,remotely_interesting,interesting,(+)_remotely_interesting,remotely,selling hard ; tell the press anything remotely interesting .,Tell customers what 's happening at your shop ; tell publishers which of their books you 're selling hard ; tell the press anything remotely interesting .
nyt_eng_20000908_0338_111:16-17,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"sample everything on the buffet that looks remotely interesting _ a salad , slaw ,","though I keep the portions small , I sample everything on the buffet that looks remotely interesting _ a salad , slaw , grilled chicken , some veggies , incredible black bread ."
pcc_eng_14_077.2903_x1233499_58:13-14,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"learn , and if you make something remotely interesting , it will also begin to","It will force you to learn , and if you make something remotely interesting , it will also begin to put your brand in a conversational context with customers ."
pcc_eng_16_048.7571_x0772940_30:3-4,remotely_interesting,interesting,(+)_remotely_interesting,remotely,if anything remotely interesting is coming on tv at night,"If anything remotely interesting is coming on TV at night , I record it ."
apw_eng_20020314_1558_23:12-13,remotely_interesting,interesting,(+)_remotely_interesting,remotely,", michelle rodriguez is the only other remotely interesting cast member .","as a brooding commando , Michelle Rodriguez is the only other remotely interesting cast member ."
pcc_eng_28_046.5379_x0736914_12:20-21,remotely_interesting,interesting,(+)_remotely_interesting,remotely,drama - it fails to have a remotely interesting student cast to speak of .,"Unfortunately , it breaks the basic rule of having an effective schoolyard drama - it fails to have a remotely interesting student cast to speak of ."
pcc_eng_29_009.3757_x0135438_114:5-6,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"i hope this was remotely interesting , and promise to do better","I hope this was remotely interesting , and promise to do better in the future ."
pcc_eng_23_011.2355_x0165318_39:19-20,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"standpoint , to present anybody who was remotely interesting next to the dinosaurs , """,""" It was a challenge , from the writing and acting standpoint , to present anybody who was remotely interesting next to the dinosaurs , "" says Koepp ."
pcc_eng_14_057.2160_x0908612_025:8-9,remotely_interesting,interesting,(+)_remotely_interesting,remotely,it 's noteworthy when anyone says anything remotely interesting .,It 's noteworthy when anyone says anything remotely interesting .
pcc_eng_25_065.7053_x1048234_43:13-14,remotely_interesting,interesting,(+)_remotely_interesting,remotely,anyone who finds any of this even remotely interesting !,A film highly recommended for anyone who finds any of this even remotely interesting !
pcc_eng_25_097.6795_x1564632_018:27-28,remotely_interesting,interesting,(+)_remotely_interesting,remotely,can be made ; others are more remotely interesting in various degrees ; and some,"Some are imminent and in the way -- they must be dealt with at once , before further progress can be made ; others are more remotely interesting in various degrees ; and some as yet are mere suggestions , almost too misty and indefinite for steady contemplation ."
pcc_eng_16_003.5747_x0041916_27:7-8,remotely_interesting,interesting,(+)_remotely_interesting,remotely,i struggle to think of any remotely interesting diversions that do n't involve killing,"I struggle to think of any remotely interesting diversions that do n't involve killing , though there are plenty of them ."
pcc_eng_27_001.3305_x0005220_29:23-24,remotely_interesting,interesting,(+)_remotely_interesting,remotely,better had the main characters were even remotely interesting to read about .,I say the second and third criticisms are linked because the slow pacing would have better had the main characters were even remotely interesting to read about .
pcc_eng_02_034.0319_x0534663_11:12-13,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"this context means "" anyone who anything remotely interesting in even a marginally engaging way",""" Troublemakers "" in this context means "" anyone who anything remotely interesting in even a marginally engaging way . """
pcc_eng_13_108.09678_x1745622_34:33-34,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"put after it to make it sound remotely interesting , music as springy as '","I happen to think that 's a good thing - after drowning in archly -strummed music that has to have the word ' wave ' put after it to make it sound remotely interesting , music as springy as ' Reject Reinstall ' seems quite the tonic ."
pcc_eng_17_014.7948_x0223212_1:34-35,remotely_interesting,interesting,(+)_remotely_interesting,remotely,and just about anything else that seems remotely interesting or catches our eye !!,"Here we talk about new emerging technologies , interesting trends in the market , what some of the more interesting challenges are in our portfolio , and just about anything else that seems remotely interesting or catches our eye !!"
pcc_eng_14_070.9674_x1131152_04:27-28,remotely_interesting,interesting,(+)_remotely_interesting,remotely,in an international scramble to find something remotely interesting ( or not ) to take,"The key idea is that all users get their daily One Minute notification at the same time , resulting in an international scramble to find something remotely interesting ( or not ) to take a picture of before time runs out ."
pcc_eng_22_004.7209_x0060162_41:5-6,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"and , lacking anything remotely interesting or tenable to say , he","And , lacking anything remotely interesting or tenable to say , he should have maintained a studied silence ."
pcc_eng_03_003.0515_x0033135_08:16-17,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"the only star wars news i find remotely interesting , especially in concert with the","I must say , this is just about the only Star Wars news I find remotely interesting , especially in concert with the articles of yours that you have linked ."
pcc_eng_28_018.8318_x0288291_08:12-13,remotely_interesting,interesting,(+)_remotely_interesting,remotely,", cameramen just waiting to film every remotely interesting activity are standing by all over","As is well known , cameramen just waiting to film every remotely interesting activity are standing by all over Syria , which is why we get so much material about what is really happening there ."
pcc_eng_08_034.7525_x0546577_72:09-10,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"'ve entered any that has sounded even remotely interesting , and would say my success","I 've entered any that has sounded even remotely interesting , and would say my success rate in getting a book ( advance reader or published edition ) is low , below 5 % ."
pcc_eng_18_044.3851_x0702188_17:31-32,remotely_interesting,interesting,(+)_remotely_interesting,remotely,") , as they are the only remotely interesting chaps in the lot .","A child watching the film is likely to be drawn to Toad and his equally batty friend Cyril Proudbottom ( a Disney addition ) , as they are the only remotely interesting chaps in the lot ."
pcc_eng_07_101.2108_x1619649_86:10-11,remotely_interesting,interesting,(+)_remotely_interesting,remotely,really the only agenda item that seems remotely interesting .,This is really the only agenda item that seems remotely interesting .
pcc_eng_18_079.5601_x1272094_10:27-28,remotely_interesting,interesting,(+)_remotely_interesting,remotely,to every other family member anytime something remotely interesting is posted on facebook . ),"Especially since I have a wonderful , over- protective uncle who goes into a frenzy and shoots off emails to every other family member anytime something remotely interesting is posted on Facebook . )"
pcc_eng_27_020.9086_x0321940_054:16-17,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"book listed in book bub looks even remotely interesting , i download it onto my","My practice is that , if a free book listed in Book Bub looks even remotely interesting , I download it onto my Kindle ."
pcc_eng_03_036.3406_x0572372_12:5-6,remotely_interesting,interesting,(+)_remotely_interesting,remotely,if this sounds even remotely interesting -- transportation infrastructure as a venue,"If this sounds even remotely interesting -- transportation infrastructure as a venue for personal athletic achievement -- then consider reading the article in full over at The Atlantic , and , if you 're a valet parker , please be in touch !"
pcc_eng_22_016.4242_x0248759_04:20-21,remotely_interesting,interesting,(+)_remotely_interesting,remotely,'s much easier to record anything even remotely interesting .,The fact we all carry camera-equipped smartphones in our pockets means it 's much easier to record anything even remotely interesting .
pcc_eng_07_095.4569_x1526579_09:5-6,remotely_interesting,interesting,(+)_remotely_interesting,remotely,why is this even remotely interesting ?,Why is this even remotely interesting ?
pcc_eng_24_041.5392_x0655219_03:4-5,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"if that sounds remotely interesting to you , here 's your","If that sounds remotely interesting to you , here 's your chance to score your 15 minutes ."
pcc_eng_25_005.8368_x0078724_1:09-10,remotely_interesting,interesting,(+)_remotely_interesting,remotely,the only way a vampire facial sounds remotely interesting to you is if it involves,"If the only way a vampire facial sounds remotely interesting to you is if it involves a hottie from True Blood , or if just the thought of a slimy snail facial gives your the creepy crawlies , we hear you ."
pcc_eng_27_008.0132_x0112898_03:20-21,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"the web , looking for something even remotely interesting to do .","Which is why you 're currently sitting in your room , browsing the web , looking for something even remotely interesting to do ."
nyt_eng_20100805_0013_1:14-15,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"'re being very honest , the only remotely interesting thing about american idol 9 's","Siobhan Magnus was , if we 're being very honest , the only remotely interesting thing about American Idol 9 's Top 10 ."
pcc_eng_27_099.8667_x1599288_1:1-2,remotely_interesting,interesting,(+)_remotely_interesting,remotely,remotely interesting : sports on tv today in,REMOTELY INTERESTING : Sports on TV today in Southwest Florida
pcc_eng_09_023.2322_x0359882_29:3-4,remotely_interesting,interesting,(+)_remotely_interesting,remotely,""" one remotely interesting female character would have been fun",""" One remotely interesting female character would have been fun ."
pcc_eng_29_055.1560_x0874826_10:19-20,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"'s less and less on that is remotely interesting , and the one or two","Its all part of the downturn in television anyway , there 's less and less on that is remotely interesting , and the one or two series that I may watch tend to not be shown until years after you could see them through other methods such as video ."
pcc_eng_13_018.1853_x0277775_10:16-17,remotely_interesting,interesting,(+)_remotely_interesting,remotely,only the odd boss battle making things remotely interesting .,"The shooter sections are similarly lightweight , with only the odd boss battle making things remotely interesting ."
pcc_eng_01_004.8105_x0061445_08:8-9,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"( if you found these posts even remotely interesting , opinions like these are tolerated","( If you found these posts even remotely interesting , opinions like these are tolerated every Sunday morning at 9:30 in room 306 at Broadway Baptist Church , just south of downtown Fort Worth ."
pcc_eng_19_043.6446_x0688455_06:11-12,remotely_interesting,interesting,(+)_remotely_interesting,remotely,who is around my age and is remotely interesting is already married or something .,Everyone I meet who is around my age and is remotely interesting is already married or something .
nyt_eng_19950413_0275_29:21-22,remotely_interesting,interesting,(+)_remotely_interesting,remotely,too much the noble nellie to be remotely interesting .,"Duffy 's Austin is the miniseries ' obligatory hero , and he 's too much the noble nellie to be remotely interesting ."
pcc_eng_27_049.5447_x0784477_18:4-5,remotely_interesting,interesting,(+)_remotely_interesting,remotely,the only thing remotely interesting about this is how curt schilling,The only thing remotely interesting about this is how Curt Schilling got from the Little League Word Series to Islamic terrorism .
nyt_eng_20051121_0165_32:32-33,remotely_interesting,interesting,(+)_remotely_interesting,remotely,makes little effort to make this man remotely interesting -- as either an individual or,"the relationship between the narrator and his virgin is really a relationship that exists inside the narrator 's head , and since Garcia Marquez makes little effort to make this man remotely interesting -- as either an individual or a representative figure -- it 's hard for the reader to care really about what happens ."
pcc_eng_17_022.4036_x0346468_08:12-13,remotely_interesting,interesting,(+)_remotely_interesting,remotely,the only one of those that looks remotely interesting to me is the next-down picture,It 's sad that the only one of those that looks remotely interesting to me is the next-down picture relating to the article on the cancelled Impulse book .
pcc_eng_16_002.2858_x0020982_005:29-30,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"avoiding anything loud , revealing , or remotely interesting .","I 'm talking about cultivating addictions to black dresses , wearing only loose-fitting tops and high - waisted trousers , and avoiding anything loud , revealing , or remotely interesting ."
pcc_eng_04_040.1831_x0633398_10:28-29,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"the bisexuality is really the only thing remotely interesting about him , in my opinion","I 've gone into my issues with X - 23 ( toe claws ! ) and Daken , well , the bisexuality is really the ONLY thing remotely interesting about him , in my opinion ."
pcc_eng_03_021.3729_x0329516_13:23-24,remotely_interesting,interesting,(+)_remotely_interesting,remotely,just about any counter topthat has anything remotely interesting on it .,Law of Cat Elongation - A cat can make its body long enough to reach just about any counter topthat has anything remotely interesting on it .
pcc_eng_17_012.0178_x0178079_55:14-15,remotely_interesting,interesting,(+)_remotely_interesting,remotely,/ mac story that i find even remotely interesting are that b-mac is telling old,"The only parts of this Obama / Mac story that I find even remotely interesting are that B-Mac is telling old jokes as if they were his own , and yet another example of the Obama two -step ."
pcc_eng_20_084.6506_x1351645_117:16-17,remotely_interesting,interesting,(+)_remotely_interesting,remotely,ride it now while it 's still remotely interesting !!!,They 're ruining a perfectly good road go ride it now while it 's still remotely interesting !!!
pcc_eng_18_055.7088_x0885625_028:13-14,remotely_interesting,interesting,(+)_remotely_interesting,remotely,in this film hoping it would be remotely interesting for her .,""" I wrote a part in this film hoping it would be remotely interesting for her ."
pcc_eng_26_040.7183_x0642259_22:51-52,remotely_interesting,interesting,(+)_remotely_interesting,remotely,they tend to tread carefully around anything remotely interesting or controversial .,"I was actually watching the broadcast on my satellite dish that night and remember thinking , it was a pretty strong statement by Marty - far bolder than the commentary you normally associate with these in - house sorts of broadcasts , where they tend to tread carefully around anything remotely interesting or controversial ."
pcc_eng_02_015.2844_x0231189_184:12-13,remotely_interesting,interesting,(+)_remotely_interesting,remotely,the last time this team did anything remotely interesting in terms of personnel moves ?,"Seriously , when was the last time this team did ANYTHING remotely interesting in terms of personnel moves ?"
pcc_eng_15_010.0724_x0146504_26:7-8,remotely_interesting,interesting,(+)_remotely_interesting,remotely,the characters fail to say anything remotely interesting and at times the dialogue was,The characters fail to say anything remotely interesting and at times the dialogue was cringe worthy and the set ups for everything in the last act felt extremely clunky .
pcc_eng_00_050.0641_x0792854_27:3-4,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"the only remotely interesting part , which has been the","The only remotely interesting part , which has been the case all along , is questioning how all these different people have been brainwashed to follow along with the cult of Joe Carroll - and now Carroll ( the main baddie ) is in prison , and the people pulling the strings ... well , I do n't know where loyalty for those guys comes from ."
pcc_eng_20_095.1402_x1520856_19:5-6,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"if that sounds even remotely interesting , i highly recommend seeking out","If that sounds even remotely interesting , I highly recommend seeking out a sample ."
nyt_eng_19990604_0061_48:8-9,remotely_interesting,interesting,(+)_remotely_interesting,remotely,he 's also one of a few remotely interesting elements in a movie so fat,he 's also one of a few remotely interesting elements in a movie so fat with cliches it needs liposuction to squeeze through the door .
pcc_eng_27_046.3950_x0733662_051:09-10,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"'s been three weeks since their last remotely interesting game , it 's more than","It 's been three weeks since their last remotely interesting game , it 's more than two weeks until th , and eir next one ."
pcc_eng_04_005.0754_x0066018_26:16-17,remotely_interesting,interesting,(+)_remotely_interesting,remotely,as soon as i can find something remotely interesting to talk about .,"Normal blogging service shall be resumed soon , as soon as I can find something remotely interesting to talk about ."
pcc_eng_27_001.3305_x0005220_26:20-21,remotely_interesting,interesting,(+)_remotely_interesting,remotely,30 minutes of the audiobook did anything remotely interesting happened that actually pushed the plot,It was only when I was listening to the last 20 - 30 minutes of the audiobook did anything remotely interesting happened that actually pushed the plot to any sort of direction or ending or anything really .
pcc_eng_17_088.4379_x1413090_32:17-18,remotely_interesting,interesting,(+)_remotely_interesting,remotely,look for anything that could be even remotely interesting or unusual .,"Search things , open things , move things , look for anything that could be even remotely interesting or unusual ."
nyt_eng_19961017_0819_25:13-14,remotely_interesting,interesting,(+)_remotely_interesting,remotely,the only things that make him even remotely interesting .,"frankly , those allegations are the only things that make him even remotely interesting ."
pcc_eng_23_067.7439_x1078181_49:09-10,remotely_interesting,interesting,(+)_remotely_interesting,remotely,podcasts is an open forum for anything remotely interesting and / or possible .,This podcasts is an open forum for anything remotely interesting and / or possible .
pcc_eng_14_023.2477_x0359416_113:8-9,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"if you discover me and find me remotely interesting , please follow me and tell","If you discover me and find me remotely interesting , please follow me and tell me what YOU are reading ."
pcc_eng_02_007.8529_x0110605_10:10-11,remotely_interesting,interesting,(+)_remotely_interesting,remotely,time a tdy overlapped with any thing remotely interesting .,The only time a TDY overlapped with any thing remotely interesting .
pcc_eng_05_018.0556_x0276023_6:4-5,remotely_interesting,interesting,(+)_remotely_interesting,remotely,to view anything remotely interesting you need to register otherwise you,To view anything remotely interesting you need to REGISTER otherwise you will be stuck looking at the public forum which is quite frankly shite .
pcc_eng_22_089.6545_x1432987_18:5-6,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"banderas is the only remotely interesting person on the screen , and","Banderas is the only remotely interesting person on the screen , and he 's intentionally played as so maddeningly irritating that we get sick of him before we have a chance to recognize what little charisma anyone else has in contrast ."
pcc_eng_05_001.6817_x0011051_04:8-9,remotely_interesting,interesting,(+)_remotely_interesting,remotely,"-- remembrance of the dales "" anybody remotely interesting is mad in some way or","-- Remembrance of the dales "" Anybody remotely interesting is mad in some way or another . """
pcc_eng_12_089.1432_x1424218_006:32-33,remotely_interesting,interesting,(+)_remotely_interesting,remotely,out to approach those who i find remotely interesting ?!,"I know that we 're all flawed after all , and if I have this in mind how come I 'm still too freaked out to approach those who I find remotely interesting ?!"
