hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
nyt_eng_20021015_0022_15:13,neg-ext-nonsubj,as_bad,as,bad,"-LBQ-  I 'm not that old , but it 's never been as bad as this ,  -RDQ-  said Jay Brennan , 22 , a truck driver who was surveying the bleak landscape of losing from the ESPN Zone in Times Square on Monday .",nyt_eng_20021015_0022_15,13,nyt_eng_200210,And it must be said  -COL-  It 's been a long time since basic optimism seemed in such short supply .,"-LBQ-  The Mets stink , the Yankees stink , the Knicks stink _ well , the season has n't started yet , but they 're already stinking ."
nyt_eng_20021012_0164_22:7,neg-ext-nonsubj,entirely_reverential,entirely,reverential,Black opinion about him was never entirely reverential .,nyt_eng_20021012_0164_22,7,nyt_eng_200210,The notion that Martin Luther King was exempt from ridicule during the 60s is not accurate .,"The King organization 's failed Chicago campaign in the 60s drew contempt from several influential black politicians , who viewed King 's operators as arrogant outsiders ."
nyt_eng_20021012_0135_45:5,neg-ext-nonsubj,that_easy,that,easy,"But it 's never that easy , as the Mets discovered with Vaughn , Alomar and Burnitz .",nyt_eng_20021012_0135_45,5,nyt_eng_200210,Bolster the bullpen so that Armando Benitez will have leads to protect .,"In the offices inside New York 's big ballparks , baseball 's Boys of Winter will be making the decisions that will determine what happens next season ."
nyt_eng_20021012_0097_60:23,neg-ext-nonsubj,too_difficult,too,difficult,"We give into war when peace becomes too difficult , and it 's important to honor those for whom peace is never too difficult .",nyt_eng_20021012_0097_60,23,nyt_eng_200210,"Making peace , insisting on peace , sometimes takes more strength , and more courage , than making war .","Because sometimes , their idealism and courage prove more powerful than anyone dreamed ."
nyt_eng_20021011_0052_33:19,neg-ext-nonsubj,as_bad,as,bad,"I thought I had a horrible game due to those plays , but I guess it 's never as bad as it seems .  -RDQ-",nyt_eng_20021011_0052_33,19,nyt_eng_200210,I missed a few tackles that bothered me .,Mitchell figures to be a key figure as the Sooners focus on stopping Cedric Benson and Texas ' running game Saturday .
nyt_eng_20021010_0206_169:5,neg-ext-nonsubj,as_outrageous,as,outrageous,"The movie is never as outrageous or scandalous as it thinks it is , nor as funny as it wants to be .",nyt_eng_20021010_0206_169,5,nyt_eng_200210,"Review  -COL-  Part kinky sex farce , part unlikely love story , this odd little movie is about a sadistic boss -LRB- James Spader -RRB- and his masochistic secretary -LRB- Maggie Gyllenhaal -RRB- and how they find true love .","But the give and take is swell _ Spader with his impeccable snottiness , Gyllenhaal with her kewpie-doll looks and awakening sexuality ."
nyt_eng_20021009_0191_55:5,neg-ext-nonsubj,that_optimistic,that,optimistic,"-LBQ-  I was never that optimistic about reattachment ,  -RDQ-  said Goodman , who also sustained several puncture wounds on his legs , presumably from the gator 's claws .",nyt_eng_20021009_0191_55,5,nyt_eng_200210,"Although his severed forearm was retrieved from the belly of the dead gator , the damage was too severe for it to be reattached .",-LBQ-  There was too much tissue damage .
nyt_eng_20021008_0038_24:25,neg-ext-nonsubj,that_good,that,good,The revisionist history coming from the Astros is almost Stalinesque as they attempt to rationalize an 84-78 season as overachieving because they were never that good in the first place .,nyt_eng_20021008_0038_24,25,nyt_eng_200210,"The result is a team without deep pockets that showed a depth of grit , character and clutch performance .","Which is n't , of course , what they were saying back in the spring , when so much faith was being placed in a moody Richard Hidalgo to rebound and in a ponderous Daryle Ward to get by with his dancing elephant act in left field ."
nyt_eng_20021007_0031_48:5,neg-ext-nonsubj,that_nervous,that,nervous,I 've never been that nervous in my life in baseball .,nyt_eng_20021007_0031_48,5,nyt_eng_200210,-LBQ-  I almost had a heart attack .,"I was more nervous when my wife told me she was pregnant , but that 's it .  -RDQ-"
nyt_eng_20021007_0023_14:5,neg-ext-nonsubj,really_concerned,really,concerned,"-LBQ-  You 're never really concerned , but that was late in the game , so it definitely was a scary situation with only a couple of minutes left to go ,  -RDQ-  said Brown .",nyt_eng_20021007_0023_14,5,nyt_eng_200210,"Cunningham had the Crew 's last golden chance , in the final minute of the first overtime , after he gained the pass from Freddy Garcia , but Brown parried the close-range bid .",McBride had the first chance after he chased down Revolution defender Daouda Kante 's careless back pass in the 10th minute .
nyt_eng_20021005_0204_9:7,neg-ext-nonsubj,too_late,too,late,We tell them it 's never too late .  -RDQ-,nyt_eng_20021005_0204_9,7,nyt_eng_200210,-LBQ-  There 's a lot of kids that believe there 's no hope after a certain age .,"States have no way of keeping track of how many former foster children are adopted as adults , but experts say the oldest group they keep track of _ age 16 and 18 _ make up less than 2 percent of all adoptions ."
nyt_eng_20021005_0132_9:5,neg-ext-nonsubj,wildly_popular,wildly,popular,Carson has never been wildly popular .,nyt_eng_20021005_0132_9,5,nyt_eng_200210,He is a political pro who ran campaigns for the former Indiana Sens. Dan Quayle and Dan Coats .,Maryland 2nd District  -COL-  Former Rep. Helen Delich Bentley over Dutch Ruppersberger .
nyt_eng_20021005_0092_81:20,neg-ext-nonsubj,very_clear,very,clear,"-LBQ-  When your president uses three-letter words and two-word sentences , then the rationale for war can never be very clear ,  -RDQ-  Payne said .",nyt_eng_20021005_0092_81,20,nyt_eng_200210,"None of the nine editors was implacably opposed to attacking Iraq , but seven said Bush had yet to make a compelling case .","Jason McFarley , the editor in chief , said he was uncomfortable with what he saw as the president 's eagerness to go to war , with or without the backing of the United Nations ."
nyt_eng_20021004_0050_21:5,neg-ext-nonsubj,as_vulnerable,as,vulnerable,We have never been as vulnerable as we are now .  -RDQ-,nyt_eng_20021004_0050_21,5,nyt_eng_200210,"In response , da Silva said  -COL-   -LBQ-  The experience that you make such a point of citing , Serra , is responsible for putting Brazil in a situation that is almost one of international bankruptcy .",Serra also tried to puncture da Silva 's image as a man of the people by getting him to admit he did not know the price of a bus ride here .
nyt_eng_20050131_0100_8:5,neg-ext-nonsubj,as_tight,as,tight,"They 'll never be as tight as James Brown 's JBs , but who is ?",nyt_eng_20050131_0100_8,5,nyt_eng_200501,The aptly titled  -LBQ-  Naturally  -RDQ-  brings the band much closer to Jones ' level .,"The studio is n't the natural environment for this kind of thing , though ."
nyt_eng_20050131_0094_9:19,neg-ext-nonsubj,as_overt,as,overt,"It turns out to be more deity than dementia , although  -LBQ-  Wonderfalls  -RDQ-  would never have been as overt about God as CBS '  -LBQ-  Joan of Arcadia ,  -RDQ-  the other TV series that deals with a confused young woman getting instructions directly from God .",nyt_eng_20050131_0094_9,19,nyt_eng_200501,"But is she going crazy , or is God speaking to her through a stuffed donkey ? -LRB- One working title was  -LBQ-  Babble-Head .  -RDQ-  -RRB-","-LBQ-  I have serious problems with how God is defined in American society ,  -RDQ-  said Bryan Fuller , the show 's co-creator ."
nyt_eng_20050128_0304_43:6,neg-ext-nonsubj,as_noble,as,noble,Good and evil are never as noble or vile as they initially seem .,nyt_eng_20050128_0304_43,6,nyt_eng_200501,"The executive producer can be credited for bringing his signature approach , which includes multiple plot twists and cliffhangers , and characters who are never what they initially appear to be .",-- Uncertain destinations .
nyt_eng_20050128_0078_21:27,neg-ext-nonsubj,exactly_clear,exactly,clear,She 's also casually beautiful enough to either stop Macht 's Lawson in his tracks or to expose the actor 's limitations - it 's never exactly clear which .,nyt_eng_20050128_0078_21,27,nyt_eng_200501,"How long this can last is anyone 's guess , but for now she gives Purslane -LRB- oy gevalt , that name -RRB- a smart-mouthed intelligence that visibly blooms under Bobby 's care and that lends the movie an emotional kick otherwise lacking .","The best part about  -LBQ-  Bobby Long  -RDQ-  is the way it unfolds in New Orleans time , with plenty of space for sunsets , cicadas in the tall grass , drinking whiskey out of pickle jars , and simultaneously living life and avoiding it ."
nyt_eng_20050128_0009_47:4,neg-ext-nonsubj,quite_sure,quite,sure,You were never quite sure where things were coming from .,nyt_eng_20050128_0009_47,4,nyt_eng_200501,"-LBQ-  There was always this continuous rhythm , always changing .","With the cajon , it became more like a rock rhythm .  -RDQ-"
nyt_eng_20050126_0097_11:5,neg-ext-nonsubj,too_early,too,early,-LBQ-  It 's never too early .  -RDQ-,nyt_eng_20050126_0097_11,5,nyt_eng_200501,"-LBQ-  Begin when the child pops out of the womb ,  -RDQ-  says Corinne Gregory , founder of The Polite Child Inc. -LRB- www.politechild.com -RRB- , which works with schools across America to teach children about proper behavior .","And , Gregory says , it 's never been more important ."
nyt_eng_20050126_0056_37:6,neg-ext-nonsubj,so_presumptuous,so,presumptuous,Certainly I would never be so presumptuous as to imply that they are n't .,nyt_eng_20050126_0056_37,6,nyt_eng_200501,"Now , gentle reader , I know your kids are always well behaved .","Still , give  -LBQ-  Supernanny  -RDQ-  a chance ."
nyt_eng_20050125_0214_8:18,neg-ext-nonsubj,as_closed,as,closed,"Scott G. McNealy , chief executive of Sun , said the company 's technology had never been as closed as its competitors had tried to portray .",nyt_eng_20050125_0214_8,18,nyt_eng_200501,"Solaris runs on standard servers from Dell , Hewlett , and others , as well as those made by Sun .","Still , McNealy said , with many government agencies and corporations demanding open-source alternatives , the company felt it had to open up even further to compete ."
nyt_eng_20050125_0142_24:4,neg-ext-nonsubj,so_well-liked,so,well-liked,-LBQ-  He was so well-liked and never really offended anyone .,nyt_eng_20050125_0142_24,4,nyt_eng_200501,"-LBQ-  For the general public , Carson was very universal ,  -RDQ-  he said .","He pushed the envelope , but sometimes today -LRB- late-night comedians -RRB- carry things a little farther than Carson would .  -RDQ-"
nyt_eng_20050123_0080_38:4,neg-ext-nonsubj,as_bad,as,bad,it 's never as bad as it is on TV .,nyt_eng_20050123_0080_38,4,nyt_eng_200501,-LBQ-  I told myself ...,But I was shocked .  -RDQ-
nyt_eng_20050123_0022_24:36,neg-ext-nonsubj,ever_empty,ever,empty,"Instead , it was beggar 's purses filled with caviar , tenderloin done to a turn , miniature wedding cakes and the finest Cristal poured into one of those magical glasses that is never , ever empty .",nyt_eng_20050123_0022_24,36,nyt_eng_200501,As if .,There were no pastel pantsuits accessorized with corsages and no powder-blue tuxes accessorized with ruffles .
nyt_eng_20050120_0337_5:6,neg-ext-nonsubj,too_early,too,early,"Remember , it 's never too early to start complaining .",nyt_eng_20050120_0337_5,6,nyt_eng_200501,"Because each and every one of us already knows they were wrong , wrong , wrong . Here are a few predictions , and a few pre-emptory we-told-you-so 's .",Best Picture
nyt_eng_20050119_0146_19:39,neg-ext-nonsubj,so_fraught,so,fraught,"And the scenes in which Rosalind , dressed as a boy , teaches the lessons of courtship to the man she adores , the unwitting Orlando -LRB- the delightfully goony Dan Stevens -RRB- , have surely never been so fraught with the fears of how love might go wrong .",nyt_eng_20050119_0146_19,39,nyt_eng_200501,"The 22-year-old Rebecca Hall , who made a smashing London debut in her father 's production of Shaw 's  -LBQ-  Mrs. Warren 's Profession  -RDQ-  two years ago , endows Rosalind , the play 's cross-dressing heroine , with not only the restless vigor and romanticism of youth , but also its trepidation as her character braces herself for the leap into dangerous adulthood .","Indeed , in its opening moments , this production seems as likely to be headed into tragedy as comedy ."
nyt_eng_20050118_0290_16:18,neg-ext-nonsubj,very_good,very,good,"Anyway , like all of the bewildered big-picture seekers in Foreman Land , they have never been very good at seeing the trees for the forest .",nyt_eng_20050118_0290_16,18,nyt_eng_200501,"And so , for this valedictory production -- written , directed and designed , as always , by Foreman -- he has created a splintered portrait of Dutch -LRB- Jay Smith -RRB- and Frenchie -LRB- T. Ryder Smith -RRB- , two ineffectual lumberjacks who are ready to hang up the woods-clearing tools of their trade .","But while the subject of  -LBQ-  Gods  -RDQ-  may be philosophical fatigue , the show is hardly lacking in the electric theatrical energy expected of Foreman ."
nyt_eng_20050118_0159_4:33,neg-ext-nonsubj,completely_accurate,completely,accurate,"-LBQ-  Japan Inc. ,  -RDQ-  the voguish term of the 1980s that described an economic juggernaut in which politicians , businessmen and bureaucrats moved in balletic unison , may have never been completely accurate .",nyt_eng_20050118_0159_4,33,nyt_eng_200501,"On the other hand , economic ties have continued to deepen , and China 's rise has kept buoying up the Japanese economy .","But as Japan confronts two realities , the rise of China 's economy and its rise as a political and military power , the term may become history once and for all ."
nyt_eng_20050117_0221_17:15,neg-ext-nonsubj,as_strong,as,strong,"In the United States , he said ,  -LBQ-  demand for steel was never as strong as everyone thought .  -RDQ-",nyt_eng_20050117_0221_17,15,nyt_eng_200501,Bradford slapped a  -LBQ-  sell  -RDQ-  recommendation on several steel companies in October .,"As he sees it , neither the automobile nor the construction industries , which account for 50 percent of steel consumption , seem poised to soar ."
nyt_eng_20050115_0147_9:6,neg-ext-nonsubj,too_late,too,late,Experts say it 's never too late to try to improve a person 's financial position in retirement .,nyt_eng_20050115_0147_9,6,nyt_eng_200501,"The backdrop of war , a shaky economy and a volatile stock market -- they add up to a lot of work as the baby boomer generation starts tapping into pensions , Social Security and savings .",They say what 's needed is a combination of income-generating investments that can provide a safety net on top of any other money coming in .
nyt_eng_20050114_0164_37:18,neg-ext-nonsubj,so_appealing,so,appealing,The role of Sandy fits Gallagher like a favorite old college sweatshirt ; he 's never been so appealing .,nyt_eng_20050114_0164_37,18,nyt_eng_200501,"And part of it comes from actors Gallagher and Rowan , who play them with verve and humor .","Together or alone , they 're so fun to watch that sometimes we want to shove the brooding kids out of the way so we can watch them ."
nyt_eng_20050113_0258_36:22,neg-ext-nonsubj,seriously_ill,seriously,ill,"Apart from a bout of malaria and a brush with typhoid fever when she was young , Mayberry has never been seriously ill in any of the three centuries of which she 's been part .",nyt_eng_20050113_0258_36,22,nyt_eng_200501,-LBQ-  She and I would get out in the backyard like dads do their sons .  -RDQ-,"-LBQ-  I 've always been healthy ,  -RDQ-  said Mayberry , who was sporting a red dress with white polka dots , crimson fingernails and a gray  -LBQ-  hairpiece  -RDQ-  during a recent interview ."
nyt_eng_20050113_0086_3:8,neg-ext-nonsubj,so_propitious,so,propitious,-LBQ-  And the time has never been so propitious  -RDQ-  for the pursuit of Palestinian-Israeli peace .,nyt_eng_20050113_0086_3,8,nyt_eng_200501,"-LBQ-  It is unprecedented that we have come together with such a unified voice ,  -RDQ-  said Rabbi Alvin Sugarman of Atlanta .",The 35 religious leaders said a newly elected Palestinian leadership and Israeli plans to withdraw from Gaza provide an opportunity for the Bush administration to act boldly and rapidly .
nyt_eng_20050111_0112_21:6,neg-ext-nonsubj,too_late,too,late,Experts say it 's never too late to make a change for the better .,nyt_eng_20050111_0112_21,6,nyt_eng_200501,"Fortunately , as boomers age , many are also being hit with the realization that , unless they start taking care of themselves , they 'll have more yesterdays than tomorrows .",Boomers came of age at the same time that exercise was being recognized as an important contributor to health and well-being .
nyt_eng_20050111_0093_53:9,neg-ext-nonsubj,too_old,too,old,"Francis Nursing Home , proves you 're never too old to volunteer .",nyt_eng_20050111_0093_53,9,nyt_eng_200501,"To fill the void , he began reaching out to those in need -- and it has become a habit he does n't want to break .","She headed the home 's Resident Council until just recently , acts as unpaid liaison between patients and management and handles the domino table in the evenings ."
nyt_eng_20050111_0093_46:6,neg-ext-nonsubj,too_busy,too,busy,"But a person is never too busy -- or too old , for that matter -- to volunteer in some way .  -RDQ-",nyt_eng_20050111_0093_46,6,nyt_eng_200501,All of us are .,Gene Austin has the same attitude .
nyt_eng_20050110_0164_18:8,neg-ext-nonsubj,really_plot-heavy,really,plot-heavy,"Then again , Holmes stories are never really plot-heavy -- a handful of the stories have no crime in them at all -- and the pleasure in reading them is to be had in relishing Dr. Watson 's charming , straightforward olde-time storytelling .",nyt_eng_20050110_0164_18,8,nyt_eng_200501,"A word of warning to first-time readers f the stories  -COL-  Klinger offers brief introductions to each , and these contain spoilers .","Not just for Sherlockian eggheads , the  -LBQ-  New Annotated  -RDQ-  can be enjoyed by anyone who appreciates a good yarn ."
nyt_eng_20050107_0345_30:23,neg-ext-nonsubj,quite_sure,quite,sure,"Mike Kirwan of Venice said he feels he ca n't sleep at various times during the year , but he 's never quite sure if it 's true sleeplessness .",nyt_eng_20050107_0345_30,23,nyt_eng_200501,"-LBQ-  Some patients will not get a good night 's sleep because they 'll nap in the daytime ,  -RDQ-  said Brandes ,  -LBQ-  and then when they go to bed at night , they 're not sleepy yet .  -RDQ-","-LBQ-  I 'm not sure if I 've slept or not , because I 'm dreaming I ca n't sleep ,  -RDQ-  said Kirwan ."
nyt_eng_20050107_0178_5:13,neg-ext-nonsubj,too_late,too,late,"No time too soon ; but then again , it is never too late to do the right thing , is the adage Republican leaders finally seemed to understand .",nyt_eng_20050107_0178_5,13,nyt_eng_200501,The same grand jury has previously indicted three of DeLay 's political associates in its investigation of campaign finance related to a House redistricting plan orchestrated by DeLay .,Or maybe the Republicans just got slapped in the face with a reality check and realized that they were not going to get away with this nonsense .
